"Bowling_Team","Bowler","Batting_Team","Stadium","Season","Runs","Wickets","Balls","Average","Economy"
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,45,1,24,45,11.25
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,31,0,18,Inf,10.3333333333333
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad","Sharjah Cricket Stadium",2021,37,1,24,37,9.25
"Chennai Super Kings","Shardul Thakur","Sunrisers Hyderabad","Wankhede Stadium",2018,81,2,42,40.5,11.5714285714286
"Chennai Super Kings","Shivam Dube","Kolkata Knight Riders","Wankhede Stadium",2022,11,0,6,Inf,11
"Chennai Super Kings","Shivam Dube","Lucknow Super Giants","Brabourne Stadium",2022,25,0,6,Inf,25
"Chennai Super Kings","Simarjeet Singh","Delhi Capitals","Dr DY Patil Sports Academy",2022,27,2,24,13.5,6.75
"Chennai Super Kings","Simarjeet Singh","Gujarat Titans","Wankhede Stadium",2022,26,0,18,Inf,8.66666666666667
"Chennai Super Kings","Simarjeet Singh","Mumbai Indians","Wankhede Stadium",2022,22,1,24,22,5.5
"Chennai Super Kings","Simarjeet Singh","Rajasthan Royals","Brabourne Stadium",2022,18,1,18,18,6
"Chennai Super Kings","Simarjeet Singh","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2022,21,0,12,Inf,10.5
"Chennai Super Kings","Simarjeet Singh","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",2022,24,0,12,Inf,12
"Chennai Super Kings","Sudeep Tyagi","Deccan Chargers","Buffalo Park",2009,9,1,12,9,4.5
"Chennai Super Kings","Sudeep Tyagi","Deccan Chargers","MA Chidambaram Stadium",2010,39,0,11,Inf,21.2727272727273
"Chennai Super Kings","Sudeep Tyagi","Deccan Chargers","Vidarbha Cricket Association Stadium",2010,12,0,6,Inf,12
"Chennai Super Kings","Sudeep Tyagi","Delhi Capitals","New Wanderers Stadium",2009,18,2,18,9,6
"Chennai Super Kings","Sudeep Tyagi","Kolkata Knight Riders","SuperSport Park",2009,29,0,18,Inf,9.66666666666667
"Chennai Super Kings","Sudeep Tyagi","Mumbai Indians","MA Chidambaram Stadium",2010,20,1,18,20,6.66666666666667
"Chennai Super Kings","Sudeep Tyagi","Mumbai Indians","St George's Park",2009,29,1,18,29,9.66666666666667
"Chennai Super Kings","Sudeep Tyagi","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2010,24,0,12,Inf,12
"Chennai Super Kings","Sudeep Tyagi","Punjab Kings","SuperSport Park",2009,10,0,12,Inf,5
"Chennai Super Kings","Sudeep Tyagi","Rajasthan Royals","De Beers Diamond Oval",2009,12,0,12,Inf,6
"Chennai Super Kings","Sudeep Tyagi","Rajasthan Royals","MA Chidambaram Stadium",2010,45,0,24,Inf,11.25
"Chennai Super Kings","Sudeep Tyagi","Rajasthan Royals","SuperSport Park",2009,8,0,12,Inf,4
"Chennai Super Kings","Sudeep Tyagi","Royal Challengers Bangalore","Kingsmead",2009,21,1,12,21,10.5
"Chennai Super Kings","Sudeep Tyagi","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,19,0,24,Inf,4.75
"Chennai Super Kings","Suraj Randiv","Deccan Chargers","MA Chidambaram Stadium",2011,34,0,24,Inf,8.5
"Chennai Super Kings","Suraj Randiv","Kolkata Knight Riders","Eden Gardens",2011,14,0,12,Inf,7
"Chennai Super Kings","Suraj Randiv","Kolkata Knight Riders","MA Chidambaram Stadium",2011,33,1,24,33,8.25
"Chennai Super Kings","Suraj Randiv","Mumbai Indians","Wankhede Stadium",2011,31,1,18,31,10.3333333333333
"Chennai Super Kings","Suraj Randiv","Pune Warriors","MA Chidambaram Stadium",2011,23,0,24,Inf,5.75
"Chennai Super Kings","Suraj Randiv","Punjab Kings","Punjab Cricket Association Stadium",2011,32,1,24,32,8
"Chennai Super Kings","Suraj Randiv","Rajasthan Royals","MA Chidambaram Stadium",2011,32,1,24,32,8
"Chennai Super Kings","Suraj Randiv","Royal Challengers Bangalore","MA Chidambaram Stadium",2011,24,2,24,12,6
"Chennai Super Kings","Suresh Raina","Deccan Chargers","Buffalo Park",2009,12,1,10,12,7.2
"Chennai Super Kings","Suresh Raina","Deccan Chargers","Dr DY Patil Sports Academy",2010,0,1,2,0,0
"Chennai Super Kings","Suresh Raina","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,10,1,12,10,5
"Chennai Super Kings","Suresh Raina","Deccan Chargers","Kingsmead",2009,18,2,24,9,4.5
"Chennai Super Kings","Suresh Raina","Deccan Chargers","MA Chidambaram Stadium",2012,5,1,6,5,5
"Chennai Super Kings","Suresh Raina","Deccan Chargers","Vidarbha Cricket Association Stadium",2010,25,1,19,25,7.89473684210526
"Chennai Super Kings","Suresh Raina","Delhi Capitals","Feroz Shah Kotla",2010,12,0,6,Inf,12
"Chennai Super Kings","Suresh Raina","Delhi Capitals","MA Chidambaram Stadium",2010,15,0,18,Inf,5
"Chennai Super Kings","Suresh Raina","Delhi Capitals","MA Chidambaram Stadium",2011,16,0,24,Inf,4
"Chennai Super Kings","Suresh Raina","Delhi Capitals","New Wanderers Stadium",2009,7,0,6,Inf,7
"Chennai Super Kings","Suresh Raina","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2015,8,0,6,Inf,8
"Chennai Super Kings","Suresh Raina","Kochi Tuskers Kerala","MA Chidambaram Stadium",2011,26,0,24,Inf,6.5
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","Eden Gardens",2010,6,0,6,Inf,6
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","Eden Gardens",2012,17,0,12,Inf,8.5
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","Eden Gardens",2014,9,0,6,Inf,9
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","JSCA International Stadium Complex",2014,10,0,6,Inf,10
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","MA Chidambaram Stadium",2010,18,1,12,18,9
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","MA Chidambaram Stadium",2011,3,1,6,3,3
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","MA Chidambaram Stadium",2012,22,0,18,Inf,7.33333333333333
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","MA Chidambaram Stadium",2015,12,0,18,Inf,4
"Chennai Super Kings","Suresh Raina","Kolkata Knight Riders","SuperSport Park",2009,25,0,18,Inf,8.33333333333333
"Chennai Super Kings","Suresh Raina","Mumbai Indians","Brabourne Stadium",2014,13,0,6,Inf,13
"Chennai Super Kings","Suresh Raina","Mumbai Indians","Dr DY Patil Sports Academy",2010,21,1,12,21,10.5
"Chennai Super Kings","Suresh Raina","Mumbai Indians","Dubai International Cricket Stadium",2014,32,0,18,Inf,10.6666666666667
"Chennai Super Kings","Suresh Raina","Mumbai Indians","MA Chidambaram Stadium",2010,12,1,15,12,4.8
"Chennai Super Kings","Suresh Raina","Mumbai Indians","St George's Park",2009,22,1,24,22,5.5
"Chennai Super Kings","Suresh Raina","Mumbai Indians","Wankhede Stadium",2011,22,0,12,Inf,11
"Chennai Super Kings","Suresh Raina","Pune Warriors","Dr DY Patil Sports Academy",2011,16,0,18,Inf,5.33333333333333
"Chennai Super Kings","Suresh Raina","Pune Warriors","MA Chidambaram Stadium",2011,11,0,12,Inf,5.5
"Chennai Super Kings","Suresh Raina","Pune Warriors","Subrata Roy Sahara Stadium",2012,22,0,24,Inf,5.5
"Chennai Super Kings","Suresh Raina","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2010,33,1,24,33,8.25
"Chennai Super Kings","Suresh Raina","Punjab Kings","Kingsmead",2009,17,2,24,8.5,4.25
"Chennai Super Kings","Suresh Raina","Punjab Kings","MA Chidambaram Stadium",2010,13,0,11,Inf,7.09090909090909
"Chennai Super Kings","Suresh Raina","Punjab Kings","MA Chidambaram Stadium",2012,8,0,6,Inf,8
"Chennai Super Kings","Suresh Raina","Punjab Kings","MA Chidambaram Stadium",2013,19,0,6,Inf,19
"Chennai Super Kings","Suresh Raina","Punjab Kings","Punjab Cricket Association Stadium",2011,12,0,6,Inf,12
"Chennai Super Kings","Suresh Raina","Punjab Kings","Punjab Cricket Association Stadium",2015,8,0,6,Inf,8
"Chennai Super Kings","Suresh Raina","Punjab Kings","SuperSport Park",2009,8,0,12,Inf,4
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","De Beers Diamond Oval",2009,21,0,18,Inf,7
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","Dubai International Cricket Stadium",2014,6,0,12,Inf,3
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","MA Chidambaram Stadium",2008,20,1,12,20,10
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","MA Chidambaram Stadium",2010,8,0,6,Inf,8
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","Sardar Patel Stadium",2010,15,0,12,Inf,7.5
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","Sawai Mansingh Stadium",2008,10,0,8,Inf,7.5
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","Sawai Mansingh Stadium",2011,0,2,3,0,0
"Chennai Super Kings","Suresh Raina","Rajasthan Royals","SuperSport Park",2009,11,1,12,11,5.5
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","JSCA International Stadium Complex",2014,20,0,24,Inf,5
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","JSCA International Stadium Complex",2015,36,1,18,36,12
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","M Chinnaswamy Stadium",2011,38,0,24,Inf,9.5
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,27,0,24,Inf,6.75
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","MA Chidambaram Stadium",2011,49,1,30,49,9.8
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","MA Chidambaram Stadium",2012,21,0,6,Inf,21
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","MA Chidambaram Stadium",2019,6,0,6,Inf,6
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","New Wanderers Stadium",2009,23,0,18,Inf,7.66666666666667
"Chennai Super Kings","Suresh Raina","Royal Challengers Bangalore","Wankhede Stadium",2011,8,0,6,Inf,8
"Chennai Super Kings","Suresh Raina","Sunrisers Hyderabad","JSCA International Stadium Complex",2014,17,1,12,17,8.5
"Chennai Super Kings","Suresh Raina","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2013,4,1,6,4,4
"Chennai Super Kings","Suresh Raina","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,29,1,24,29,7.25
"Chennai Super Kings","Thilan Thushara","Deccan Chargers","Vidarbha Cricket Association Stadium",2010,27,0,24,Inf,6.75
"Chennai Super Kings","Thilan Thushara","Mumbai Indians","MA Chidambaram Stadium",2010,16,2,15,8,6.4
"Chennai Super Kings","Thilan Thushara","Mumbai Indians","Newlands",2009,32,1,24,32,8
"Chennai Super Kings","Thilan Thushara","Punjab Kings","Kingsmead",2009,28,2,24,14,7
"Chennai Super Kings","Thilan Thushara","Rajasthan Royals","Sardar Patel Stadium",2010,28,2,24,14,7
"Chennai Super Kings","Thilan Thushara","Royal Challengers Bangalore","MA Chidambaram Stadium",2010,30,1,24,30,7.5
"Chennai Super Kings","Thisara Perera","Mumbai Indians","Brabourne Stadium",2010,19,0,6,Inf,19
"Chennai Super Kings","Tim Southee","Kochi Tuskers Kerala","Nehru Stadium",2011,38,0,18,Inf,12.6666666666667
"Chennai Super Kings","Tim Southee","Kolkata Knight Riders","MA Chidambaram Stadium",2011,30,1,24,30,7.5
"Chennai Super Kings","Tim Southee","Pune Warriors","Dr DY Patil Sports Academy",2011,33,1,24,33,8.25
"Chennai Super Kings","Tim Southee","Punjab Kings","Punjab Cricket Association Stadium",2011,33,1,24,33,8.25
"Chennai Super Kings","Tim Southee","Royal Challengers Bangalore","MA Chidambaram Stadium",2011,32,1,24,32,8
"Chennai Super Kings","Tushar Deshpande","Kolkata Knight Riders","Wankhede Stadium",2022,23,0,18,Inf,7.66666666666667
"Chennai Super Kings","Tushar Deshpande","Lucknow Super Giants","Brabourne Stadium",2022,40,1,24,40,10
"Chennai Super Kings","Vidyut Sivaramakrishnan","Rajasthan Royals","Sawai Mansingh Stadium",2008,22,1,12,22,11
"Chennai Super Kings","Vijay Shankar","Rajasthan Royals","JSCA International Stadium Complex",2014,19,0,6,Inf,19
"Chennai Super Kings","Yo Mahesh","Kolkata Knight Riders","MA Chidambaram Stadium",2012,11,0,6,Inf,11
"Chennai Super Kings","Yo Mahesh","Pune Warriors","Subrata Roy Sahara Stadium",2012,22,1,14,22,9.42857142857143
"Chennai Super Kings","Yo Mahesh","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2012,27,0,12,Inf,13.5
"Chennai Super Kings","Yo Mahesh","Rajasthan Royals","Sawai Mansingh Stadium",2012,21,2,24,10.5,5.25
"Deccan Chargers","Abhishek Jhunjhunwala","Chennai Super Kings","MA Chidambaram Stadium",2012,13,1,18,13,4.33333333333333
"Deccan Chargers","Abhishek Jhunjhunwala","Punjab Kings","Punjab Cricket Association Stadium",2012,13,0,6,Inf,13
"Deccan Chargers","Abhishek Jhunjhunwala","Punjab Kings","Rajiv Gandhi International Stadium",2012,12,0,12,Inf,6
"Deccan Chargers","Amit Mishra","Chennai Super Kings","MA Chidambaram Stadium",2011,34,0,18,Inf,11.3333333333333
"Deccan Chargers","Amit Mishra","Chennai Super Kings","MA Chidambaram Stadium",2012,18,1,12,18,9
"Deccan Chargers","Amit Mishra","Delhi Capitals","Feroz Shah Kotla",2011,28,1,24,28,7
"Deccan Chargers","Amit Mishra","Delhi Capitals","Feroz Shah Kotla",2012,26,0,12,Inf,13
"Deccan Chargers","Amit Mishra","Delhi Capitals","Rajiv Gandhi International Stadium",2011,53,1,24,53,13.25
"Deccan Chargers","Amit Mishra","Delhi Capitals","Rajiv Gandhi International Stadium",2012,44,0,24,Inf,11
"Deccan Chargers","Amit Mishra","Kochi Tuskers Kerala","Nehru Stadium",2011,12,1,24,12,3
"Deccan Chargers","Amit Mishra","Kolkata Knight Riders","Barabati Stadium",2012,27,1,24,27,6.75
"Deccan Chargers","Amit Mishra","Kolkata Knight Riders","Eden Gardens",2011,19,2,24,9.5,4.75
"Deccan Chargers","Amit Mishra","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2011,22,1,18,22,7.33333333333333
"Deccan Chargers","Amit Mishra","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,31,1,24,31,7.75
"Deccan Chargers","Amit Mishra","Mumbai Indians","Rajiv Gandhi International Stadium",2011,14,2,24,7,3.5
"Deccan Chargers","Amit Mishra","Mumbai Indians","Wankhede Stadium",2011,18,1,24,18,4.5
"Deccan Chargers","Amit Mishra","Mumbai Indians","Wankhede Stadium",2012,29,0,24,Inf,7.25
"Deccan Chargers","Amit Mishra","Pune Warriors","Barabati Stadium",2012,20,0,18,Inf,6.66666666666667
"Deccan Chargers","Amit Mishra","Pune Warriors","Dr DY Patil Sports Academy",2011,26,2,24,13,6.5
"Deccan Chargers","Amit Mishra","Pune Warriors","Rajiv Gandhi International Stadium",2011,26,1,20,26,7.8
"Deccan Chargers","Amit Mishra","Pune Warriors","Subrata Roy Sahara Stadium",2012,25,0,18,Inf,8.33333333333333
"Deccan Chargers","Amit Mishra","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2011,9,4,24,2.25,2.25
"Deccan Chargers","Amit Mishra","Punjab Kings","Punjab Cricket Association Stadium",2012,31,1,18,31,10.3333333333333
"Deccan Chargers","Amit Mishra","Punjab Kings","Rajiv Gandhi International Stadium",2011,28,2,24,14,7
"Deccan Chargers","Amit Mishra","Punjab Kings","Rajiv Gandhi International Stadium",2012,20,0,12,Inf,10
"Deccan Chargers","Amit Mishra","Rajasthan Royals","Rajiv Gandhi International Stadium",2011,28,0,24,Inf,7
"Deccan Chargers","Amit Mishra","Rajasthan Royals","Rajiv Gandhi International Stadium",2012,20,2,24,10,5
"Deccan Chargers","Amit Mishra","Rajasthan Royals","Sawai Mansingh Stadium",2012,32,3,24,10.6666666666667,8
"Deccan Chargers","Amit Mishra","Royal Challengers Bangalore","M Chinnaswamy Stadium",2012,28,2,24,14,7
"Deccan Chargers","Amit Mishra","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2011,41,1,24,41,10.25
"Deccan Chargers","Amit Mishra","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2012,26,2,24,13,6.5
"Deccan Chargers","Anand Rajan","Kolkata Knight Riders","Barabati Stadium",2012,11,1,12,11,5.5
"Deccan Chargers","Anand Rajan","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,9,0,12,Inf,4.5
"Deccan Chargers","Anand Rajan","Mumbai Indians","Wankhede Stadium",2011,27,3,18,9,9
"Deccan Chargers","Anand Rajan","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2011,23,0,12,Inf,11.5
"Deccan Chargers","Anand Rajan","Rajasthan Royals","Sawai Mansingh Stadium",2012,45,1,24,45,11.25
"Deccan Chargers","Anand Rajan","Royal Challengers Bangalore","M Chinnaswamy Stadium",2012,44,1,23,44,11.4782608695652
"Deccan Chargers","Andrew Symonds","Chennai Super Kings","Dr DY Patil Sports Academy",2010,18,1,24,18,4.5
"Deccan Chargers","Andrew Symonds","Chennai Super Kings","MA Chidambaram Stadium",2010,29,2,18,14.5,9.66666666666667
"Deccan Chargers","Andrew Symonds","Chennai Super Kings","Vidarbha Cricket Association Stadium",2010,23,1,24,23,5.75
"Deccan Chargers","Andrew Symonds","Delhi Capitals","Barabati Stadium",2010,21,3,24,7,5.25
"Deccan Chargers","Andrew Symonds","Delhi Capitals","Feroz Shah Kotla",2010,8,0,12,Inf,4
"Deccan Chargers","Andrew Symonds","Delhi Capitals","Kingsmead",2009,19,1,18,19,6.33333333333333
"Deccan Chargers","Andrew Symonds","Delhi Capitals","Rajiv Gandhi International Stadium",2008,35,0,12,Inf,17.5
"Deccan Chargers","Andrew Symonds","Delhi Capitals","SuperSport Park",2009,20,1,18,20,6.66666666666667
"Deccan Chargers","Andrew Symonds","Kolkata Knight Riders","Dr DY Patil Sports Academy",2010,26,0,24,Inf,6.5
"Deccan Chargers","Andrew Symonds","Kolkata Knight Riders","Eden Gardens",2008,20,0,12,Inf,10
"Deccan Chargers","Andrew Symonds","Kolkata Knight Riders","Eden Gardens",2010,26,2,24,13,6.5
"Deccan Chargers","Andrew Symonds","Kolkata Knight Riders","New Wanderers Stadium",2009,28,1,24,28,7
"Deccan Chargers","Andrew Symonds","Mumbai Indians","Brabourne Stadium",2010,32,0,24,Inf,8
"Deccan Chargers","Andrew Symonds","Mumbai Indians","Dr DY Patil Sports Academy",2010,40,0,24,Inf,10
"Deccan Chargers","Andrew Symonds","Punjab Kings","Barabati Stadium",2010,22,1,24,22,5.5
"Deccan Chargers","Andrew Symonds","Punjab Kings","De Beers Diamond Oval",2009,20,0,6,Inf,20
"Deccan Chargers","Andrew Symonds","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2010,16,0,12,Inf,8
"Deccan Chargers","Andrew Symonds","Punjab Kings","New Wanderers Stadium",2009,10,1,12,10,5
"Deccan Chargers","Andrew Symonds","Rajasthan Royals","De Beers Diamond Oval",2009,30,0,24,Inf,7.5
"Deccan Chargers","Andrew Symonds","Rajasthan Royals","Rajiv Gandhi International Stadium",2008,46,0,17,Inf,16.2352941176471
"Deccan Chargers","Andrew Symonds","Rajasthan Royals","Sardar Patel Stadium",2010,9,0,12,Inf,4.5
"Deccan Chargers","Andrew Symonds","Rajasthan Royals","Vidarbha Cricket Association Stadium",2010,18,0,12,Inf,9
"Deccan Chargers","Andrew Symonds","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2010,17,0,18,Inf,5.66666666666667
"Deccan Chargers","Andrew Symonds","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,34,1,18,34,11.3333333333333
"Deccan Chargers","Andrew Symonds","Royal Challengers Bangalore","New Wanderers Stadium",2009,18,2,18,9,6
"Deccan Chargers","Andrew Symonds","Royal Challengers Bangalore","SuperSport Park",2009,15,1,24,15,3.75
"Deccan Chargers","Andrew Symonds","Royal Challengers Bangalore","Vidarbha Cricket Association Stadium",2010,33,1,24,33,8.25
"Deccan Chargers","Ankit Sharma","Chennai Super Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,28,1,18,28,9.33333333333333
"Deccan Chargers","Ankit Sharma","Chennai Super Kings","MA Chidambaram Stadium",2012,13,0,12,Inf,6.5
"Deccan Chargers","Ankit Sharma","Delhi Capitals","Feroz Shah Kotla",2012,18,0,13,Inf,8.30769230769231
"Deccan Chargers","Ankit Sharma","Delhi Capitals","Rajiv Gandhi International Stadium",2012,16,0,6,Inf,16
"Deccan Chargers","Ankit Sharma","Kolkata Knight Riders","Barabati Stadium",2012,19,1,24,19,4.75
"Deccan Chargers","Ankit Sharma","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,18,0,24,Inf,4.5
"Deccan Chargers","Ankit Sharma","Pune Warriors","Barabati Stadium",2012,9,1,12,9,4.5
"Deccan Chargers","Ankit Sharma","Pune Warriors","Subrata Roy Sahara Stadium",2012,11,1,12,11,5.5
"Deccan Chargers","Ankit Sharma","Rajasthan Royals","Sawai Mansingh Stadium",2012,33,0,24,Inf,8.25
"Deccan Chargers","Ashish Reddy","Chennai Super Kings","MA Chidambaram Stadium",2012,16,1,12,16,8
"Deccan Chargers","Ashish Reddy","Delhi Capitals","Rajiv Gandhi International Stadium",2012,29,0,12,Inf,14.5
"Deccan Chargers","Ashish Reddy","Mumbai Indians","Wankhede Stadium",2012,11,1,13,11,5.07692307692308
"Deccan Chargers","Ashish Reddy","Pune Warriors","Barabati Stadium",2012,32,1,18,32,10.6666666666667
