"Bowling_Team","Bowler","Batting_Team","Stadium","Season","Runs","Wickets","Balls","Average","Economy"
"Mumbai Indians","Dwayne Smith","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2013,15,0,6,Inf,15
"Mumbai Indians","Fabian Allen","Lucknow Super Giants","Brabourne Stadium",2022,46,1,24,46,11.5
"Mumbai Indians","Glenn Maxwell","Pune Warriors","Subrata Roy Sahara Stadium",2013,5,0,6,Inf,5
"Mumbai Indians","Glenn Maxwell","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2013,18,0,6,Inf,18
"Mumbai Indians","Graham Napier","Kolkata Knight Riders","Buffalo Park",2009,27,1,24,27,6.75
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Brabourne Stadium",2010,25,1,24,25,6.25
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Brabourne Stadium",2014,27,2,24,13.5,6.75
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Dr DY Patil Sports Academy",2010,30,0,24,Inf,7.5
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Dubai International Cricket Stadium",2014,27,2,24,13.5,6.75
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Eden Gardens",2013,14,2,18,7,4.66666666666667
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Eden Gardens",2015,34,2,24,17,8.5
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Feroz Shah Kotla",2013,26,0,24,Inf,6.5
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","M Chinnaswamy Stadium",2012,20,0,18,Inf,6.66666666666667
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","MA Chidambaram Stadium",2008,14,0,12,Inf,7
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","MA Chidambaram Stadium",2010,23,1,24,23,5.75
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","MA Chidambaram Stadium",2012,24,0,24,Inf,6
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","MA Chidambaram Stadium",2013,31,2,24,15.5,7.75
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","MA Chidambaram Stadium",2015,36,1,24,36,9
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Newlands",2009,15,1,18,15,5
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","St George's Park",2009,22,0,18,Inf,7.33333333333333
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Wankhede Stadium",2011,18,5,24,3.6,4.5
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Wankhede Stadium",2012,14,0,18,Inf,4.66666666666667
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Wankhede Stadium",2013,13,1,24,13,3.25
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Wankhede Stadium",2014,22,0,24,Inf,5.5
"Mumbai Indians","Harbhajan Singh","Chennai Super Kings","Wankhede Stadium",2015,70,4,48,17.5,8.75
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","Brabourne Stadium",2010,16,2,18,8,5.33333333333333
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","Dr DY Patil Sports Academy",2010,31,3,24,10.3333333333333,7.75
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,18,0,24,Inf,4.5
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","Kingsmead",2009,27,1,24,27,6.75
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","Rajiv Gandhi International Stadium",2011,27,0,24,Inf,6.75
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","SuperSport Park",2009,23,0,12,Inf,11.5
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","Wankhede Stadium",2011,26,1,24,26,6.5
"Mumbai Indians","Harbhajan Singh","Deccan Chargers","Wankhede Stadium",2012,13,2,24,6.5,3.25
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Brabourne Stadium",2010,24,1,24,24,6
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Buffalo Park",2009,21,1,24,21,5.25
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,34,1,24,34,8.5
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2010,23,2,15,11.5,9.2
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2011,14,2,18,7,4.66666666666667
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2012,42,0,24,Inf,10.5
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2013,30,0,18,Inf,10
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2015,34,0,24,Inf,8.5
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2016,24,1,18,24,8
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2017,22,3,24,7.33333333333333,5.5
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Sharjah Cricket Stadium",2014,23,0,24,Inf,5.75
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","SuperSport Park",2009,17,4,24,4.25,4.25
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Wankhede Stadium",2011,24,2,24,12,6
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Wankhede Stadium",2013,25,1,24,25,6.25
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Wankhede Stadium",2014,30,1,24,30,7.5
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Wankhede Stadium",2015,11,2,24,5.5,2.75
"Mumbai Indians","Harbhajan Singh","Delhi Capitals","Wankhede Stadium",2017,26,0,24,Inf,6.5
"Mumbai Indians","Harbhajan Singh","Gujarat Lions","Green Park",2016,36,1,24,36,9
"Mumbai Indians","Harbhajan Singh","Gujarat Lions","Saurashtra Cricket Association Stadium",2017,23,1,24,23,5.75
"Mumbai Indians","Harbhajan Singh","Gujarat Lions","Wankhede Stadium",2016,20,0,12,Inf,10
"Mumbai Indians","Harbhajan Singh","Gujarat Lions","Wankhede Stadium",2017,22,1,24,22,5.5
"Mumbai Indians","Harbhajan Singh","Kochi Tuskers Kerala","Wankhede Stadium",2011,33,0,24,Inf,8.25
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Barabati Stadium",2014,22,2,24,11,5.5
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Brabourne Stadium",2010,17,1,24,17,4.25
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Buffalo Park",2009,24,0,24,Inf,6
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Eden Gardens",2011,26,0,18,Inf,8.66666666666667
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Eden Gardens",2012,7,0,6,Inf,7
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Eden Gardens",2013,35,0,12,Inf,17.5
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Eden Gardens",2015,38,1,24,38,9.5
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Eden Gardens",2016,31,1,24,31,7.75
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Sheikh Zayed Stadium",2014,25,0,18,Inf,8.33333333333333
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","St George's Park",2009,15,0,12,Inf,7.5
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Wankhede Stadium",2011,26,1,24,26,6.5
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Wankhede Stadium",2012,24,0,18,Inf,8
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Wankhede Stadium",2013,27,3,24,9,6.75
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Wankhede Stadium",2015,31,1,24,31,7.75
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Wankhede Stadium",2016,32,1,24,32,8
"Mumbai Indians","Harbhajan Singh","Kolkata Knight Riders","Wankhede Stadium",2017,27,0,24,Inf,6.75
"Mumbai Indians","Harbhajan Singh","Pune Warriors","Dr DY Patil Sports Academy",2011,17,1,18,17,5.66666666666667
"Mumbai Indians","Harbhajan Singh","Pune Warriors","Subrata Roy Sahara Stadium",2012,18,2,24,9,4.5
"Mumbai Indians","Harbhajan Singh","Pune Warriors","Subrata Roy Sahara Stadium",2013,14,1,24,14,3.5
"Mumbai Indians","Harbhajan Singh","Pune Warriors","Wankhede Stadium",2012,16,1,18,16,5.33333333333333
"Mumbai Indians","Harbhajan Singh","Pune Warriors","Wankhede Stadium",2013,20,1,18,20,6.66666666666667
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Brabourne Stadium",2010,26,0,24,Inf,6.5
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,29,0,24,Inf,7.25
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2013,33,1,24,33,8.25
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Holkar Cricket Stadium",2017,12,0,12,Inf,6
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Kingsmead",2009,23,1,24,23,5.75
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2016,31,0,24,Inf,7.75
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Punjab Cricket Association Stadium",2008,32,3,24,10.6666666666667,8
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Punjab Cricket Association Stadium",2010,34,0,24,Inf,8.5
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Punjab Cricket Association Stadium",2011,20,0,18,Inf,6.66666666666667
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Punjab Cricket Association Stadium",2012,29,0,18,Inf,9.66666666666667
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Punjab Cricket Association Stadium",2015,27,1,24,27,6.75
"Mumbai Indians","Harbhajan Singh","Punjab Kings","SuperSport Park",2009,9,1,24,9,2.25
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Wankhede Stadium",2011,25,2,24,12.5,6.25
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Wankhede Stadium",2012,34,0,24,Inf,8.5
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Wankhede Stadium",2013,14,3,24,4.66666666666667,3.5
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Wankhede Stadium",2014,34,2,24,17,8.5
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Wankhede Stadium",2015,20,2,24,10,5
"Mumbai Indians","Harbhajan Singh","Punjab Kings","Wankhede Stadium",2017,45,0,18,Inf,15
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Eden Gardens",2013,23,3,24,7.66666666666667,5.75
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Kingsmead",2009,31,1,24,31,7.75
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Sardar Patel Stadium",2014,13,2,24,6.5,3.25
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Sawai Mansingh Stadium",2010,21,1,24,21,5.25
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Sawai Mansingh Stadium",2011,20,0,18,Inf,6.66666666666667
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Sawai Mansingh Stadium",2012,31,0,18,Inf,10.3333333333333
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Sawai Mansingh Stadium",2013,26,1,24,26,6.5
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Wankhede Stadium",2011,27,0,12,Inf,13.5
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Wankhede Stadium",2012,43,0,24,Inf,10.75
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Wankhede Stadium",2013,29,1,24,29,7.25
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Wankhede Stadium",2014,43,1,24,43,10.75
"Mumbai Indians","Harbhajan Singh","Rajasthan Royals","Wankhede Stadium",2015,34,0,24,Inf,8.5
"Mumbai Indians","Harbhajan Singh","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2016,25,1,24,25,6.25
"Mumbai Indians","Harbhajan Singh","Rising Pune Supergiants","Wankhede Stadium",2016,24,1,18,24,8
"Mumbai Indians","Harbhajan Singh","Rising Pune Supergiants","Wankhede Stadium",2017,20,1,24,20,5
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Brabourne Stadium",2010,35,1,24,35,8.75
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2010,44,2,24,22,11
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Dubai International Cricket Stadium",2014,14,0,24,Inf,3.5
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,28,2,24,14,7
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2011,27,0,24,Inf,6.75
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2012,33,1,18,33,11
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2013,21,1,24,21,5.25
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,27,3,24,9,6.75
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,19,0,18,Inf,6.33333333333333
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2017,23,0,24,Inf,5.75
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","MA Chidambaram Stadium",2011,40,0,24,Inf,10
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","New Wanderers Stadium",2009,14,0,12,Inf,7
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","St George's Park",2009,15,2,24,7.5,3.75
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Wankhede Stadium",2008,36,2,24,18,9
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Wankhede Stadium",2012,18,0,24,Inf,4.5
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Wankhede Stadium",2013,21,2,24,10.5,5.25
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Wankhede Stadium",2014,33,2,24,16.5,8.25
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Wankhede Stadium",2015,30,0,12,Inf,15
"Mumbai Indians","Harbhajan Singh","Royal Challengers Bangalore","Wankhede Stadium",2016,20,0,12,Inf,10
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,29,2,24,14.5,7.25
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Dubai International Cricket Stadium",2014,16,0,24,Inf,4
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2013,35,1,24,35,8.75
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2014,27,0,24,Inf,6.75
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,18,1,18,18,6
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2016,38,0,24,Inf,9.5
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2017,23,0,24,Inf,5.75
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Wankhede Stadium",2013,19,0,18,Inf,6.33333333333333
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Wankhede Stadium",2015,36,0,24,Inf,9
"Mumbai Indians","Harbhajan Singh","Sunrisers Hyderabad","Wankhede Stadium",2017,23,2,24,11.5,5.75
"Mumbai Indians","Hardik Pandya","Chennai Super Kings","Eden Gardens",2015,36,0,24,Inf,9
"Mumbai Indians","Hardik Pandya","Chennai Super Kings","MA Chidambaram Stadium",2015,4,0,6,Inf,4
"Mumbai Indians","Hardik Pandya","Chennai Super Kings","MA Chidambaram Stadium",2019,35,1,24,35,8.75
"Mumbai Indians","Hardik Pandya","Chennai Super Kings","Maharashtra Cricket Association Stadium",2018,39,1,24,39,9.75
"Mumbai Indians","Hardik Pandya","Chennai Super Kings","Rajiv Gandhi International Stadium",2019,3,0,6,Inf,3
"Mumbai Indians","Hardik Pandya","Chennai Super Kings","Wankhede Stadium",2018,24,3,24,8,6
"Mumbai Indians","Hardik Pandya","Chennai Super Kings","Wankhede Stadium",2019,20,3,24,6.66666666666667,5
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Feroz Shah Kotla",2015,14,0,12,Inf,7
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Feroz Shah Kotla",2016,7,1,6,7,7
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Feroz Shah Kotla",2017,2,0,6,Inf,2
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Feroz Shah Kotla",2018,36,0,24,Inf,9
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Feroz Shah Kotla",2019,17,1,12,17,8.5
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Wankhede Stadium",2015,13,1,12,13,6.5
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Wankhede Stadium",2017,23,1,18,23,7.66666666666667
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Wankhede Stadium",2018,32,0,12,Inf,16
"Mumbai Indians","Hardik Pandya","Delhi Capitals","Wankhede Stadium",2019,41,1,24,41,10.25
"Mumbai Indians","Hardik Pandya","Gujarat Lions","Green Park",2016,10,0,6,Inf,10
"Mumbai Indians","Hardik Pandya","Gujarat Lions","Wankhede Stadium",2016,16,0,12,Inf,8
"Mumbai Indians","Hardik Pandya","Gujarat Lions","Wankhede Stadium",2017,15,0,6,Inf,15
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Eden Gardens",2016,22,1,12,22,11
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Eden Gardens",2017,22,2,24,11,5.5
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Eden Gardens",2018,16,2,18,8,5.33333333333333
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Eden Gardens",2019,31,1,18,31,10.3333333333333
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","M Chinnaswamy Stadium",2017,4,0,6,Inf,4
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Wankhede Stadium",2015,10,0,6,Inf,10
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Wankhede Stadium",2016,15,1,12,15,7.5
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Wankhede Stadium",2018,19,2,24,9.5,4.75
"Mumbai Indians","Hardik Pandya","Kolkata Knight Riders","Wankhede Stadium",2019,20,2,18,10,6.66666666666667
"Mumbai Indians","Hardik Pandya","Punjab Kings","Holkar Cricket Stadium",2017,18,0,12,Inf,9
"Mumbai Indians","Hardik Pandya","Punjab Kings","Holkar Cricket Stadium",2018,44,1,24,44,11
"Mumbai Indians","Hardik Pandya","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,39,0,18,Inf,13
"Mumbai Indians","Hardik Pandya","Punjab Kings","Wankhede Stadium",2017,29,0,12,Inf,14.5
"Mumbai Indians","Hardik Pandya","Punjab Kings","Wankhede Stadium",2018,42,0,24,Inf,10.5
"Mumbai Indians","Hardik Pandya","Punjab Kings","Wankhede Stadium",2019,57,2,24,28.5,14.25
"Mumbai Indians","Hardik Pandya","Rajasthan Royals","Sawai Mansingh Stadium",2018,25,2,16,12.5,9.375
"Mumbai Indians","Hardik Pandya","Rajasthan Royals","Sawai Mansingh Stadium",2019,31,0,24,Inf,7.75
"Mumbai Indians","Hardik Pandya","Rajasthan Royals","Wankhede Stadium",2018,52,2,24,26,13
"Mumbai Indians","Hardik Pandya","Rajasthan Royals","Wankhede Stadium",2019,11,0,9,Inf,7.33333333333333
"Mumbai Indians","Hardik Pandya","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2016,14,0,12,Inf,7
"Mumbai Indians","Hardik Pandya","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2017,36,1,24,36,9
"Mumbai Indians","Hardik Pandya","Rising Pune Supergiants","Wankhede Stadium",2016,12,0,4,Inf,18
"Mumbai Indians","Hardik Pandya","Rising Pune Supergiants","Wankhede Stadium",2017,15,0,6,Inf,15
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,37,0,18,Inf,12.3333333333333
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","M Chinnaswamy Stadium",2017,9,1,12,9,4.5
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,28,3,18,9.33333333333333,9.33333333333333
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,37,0,18,Inf,12.3333333333333
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","Wankhede Stadium",2015,51,0,18,Inf,17
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","Wankhede Stadium",2016,18,0,12,Inf,9
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","Wankhede Stadium",2017,5,0,6,Inf,5
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","Wankhede Stadium",2018,4,0,6,Inf,4
"Mumbai Indians","Hardik Pandya","Royal Challengers Bangalore","Wankhede Stadium",2019,21,1,18,21,7
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,10,0,6,Inf,10
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,11,0,6,Inf,11
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2016,29,0,18,Inf,9.66666666666667
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2017,13,0,6,Inf,13
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,7,0,6,Inf,7
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Wankhede Stadium",2017,22,1,18,22,7.33333333333333
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Wankhede Stadium",2018,20,2,18,10,6.66666666666667
"Mumbai Indians","Hardik Pandya","Sunrisers Hyderabad","Wankhede Stadium",2019,20,2,12,10,10
"Mumbai Indians","Hrithik Shokeen","Chennai Super Kings","Dr DY Patil Sports Academy",2022,23,0,24,Inf,5.75
"Mumbai Indians","Hrithik Shokeen","Chennai Super Kings","Wankhede Stadium",2022,12,0,12,Inf,6
"Mumbai Indians","Hrithik Shokeen","Delhi Capitals","Wankhede Stadium",2022,34,0,24,Inf,8.5
"Mumbai Indians","Hrithik Shokeen","Lucknow Super Giants","Wankhede Stadium",2022,11,0,12,Inf,5.5
"Mumbai Indians","Hrithik Shokeen","Rajasthan Royals","Dr DY Patil Sports Academy",2022,47,2,18,23.5,15.6666666666667
"Mumbai Indians","Jacob Oram","Royal Challengers Bangalore","M Chinnaswamy Stadium",2013,22,0,24,Inf,5.5
"Mumbai Indians","Jagadeesha Suchith","Chennai Super Kings","MA Chidambaram Stadium",2015,21,1,24,21,5.25
"Mumbai Indians","Jagadeesha Suchith","Chennai Super Kings","Wankhede Stadium",2015,51,1,24,51,12.75
"Mumbai Indians","Jagadeesha Suchith","Delhi Capitals","Wankhede Stadium",2015,24,1,18,24,8
"Mumbai Indians","Jagadeesha Suchith","Kolkata Knight Riders","Eden Gardens",2016,31,0,12,Inf,15.5
"Mumbai Indians","Jagadeesha Suchith","Kolkata Knight Riders","Wankhede Stadium",2015,23,1,12,23,11.5
"Mumbai Indians","Jagadeesha Suchith","Punjab Kings","Punjab Cricket Association Stadium",2015,33,1,24,33,8.25
"Mumbai Indians","Jagadeesha Suchith","Punjab Kings","Wankhede Stadium",2015,41,1,24,41,10.25
"Mumbai Indians","Jagadeesha Suchith","Rajasthan Royals","Sardar Patel Stadium",2015,31,0,24,Inf,7.75
"Mumbai Indians","Jagadeesha Suchith","Rajasthan Royals","Wankhede Stadium",2015,39,1,24,39,9.75
"Mumbai Indians","Jagadeesha Suchith","Royal Challengers Bangalore","Wankhede Stadium",2015,35,0,18,Inf,11.6666666666667
"Mumbai Indians","Jagadeesha Suchith","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,14,2,18,7,4.66666666666667
"Mumbai Indians","Jagadeesha Suchith","Sunrisers Hyderabad","Wankhede Stadium",2015,25,1,24,25,6.25
"Mumbai Indians","James Franklin","Chennai Super Kings","M Chinnaswamy Stadium",2012,12,1,6,12,12
"Mumbai Indians","James Franklin","Chennai Super Kings","MA Chidambaram Stadium",2012,18,1,12,18,9
"Mumbai Indians","James Franklin","Chennai Super Kings","Wankhede Stadium",2012,8,1,6,8,8
"Mumbai Indians","James Franklin","Deccan Chargers","Wankhede Stadium",2012,18,2,18,9,6
"Mumbai Indians","James Franklin","Delhi Capitals","Feroz Shah Kotla",2011,9,0,6,Inf,9
"Mumbai Indians","James Franklin","Kolkata Knight Riders","Eden Gardens",2011,35,2,24,17.5,8.75
"Mumbai Indians","James Franklin","Kolkata Knight Riders","Wankhede Stadium",2011,10,0,6,Inf,10
"Mumbai Indians","James Franklin","Pune Warriors","Subrata Roy Sahara Stadium",2012,20,0,18,Inf,6.66666666666667
"Mumbai Indians","James Franklin","Pune Warriors","Wankhede Stadium",2011,32,1,18,32,10.6666666666667
"Mumbai Indians","James Franklin","Pune Warriors","Wankhede Stadium",2012,12,0,6,Inf,12
"Mumbai Indians","James Franklin","Punjab Kings","Punjab Cricket Association Stadium",2012,5,1,6,5,5
"Mumbai Indians","James Franklin","Rajasthan Royals","Sawai Mansingh Stadium",2012,6,0,6,Inf,6
"Mumbai Indians","James Franklin","Rajasthan Royals","Wankhede Stadium",2011,4,0,1,Inf,24
"Mumbai Indians","James Franklin","Rajasthan Royals","Wankhede Stadium",2012,22,0,12,Inf,11
"Mumbai Indians","James Franklin","Royal Challengers Bangalore","M Chinnaswamy Stadium",2011,9,0,6,Inf,9
"Mumbai Indians","James Neesham","Chennai Super Kings","Arun Jaitley Stadium",2021,26,0,12,Inf,13
"Mumbai Indians","James Neesham","Rajasthan Royals","Sharjah Cricket Stadium",2021,12,3,24,4,3
"Mumbai Indians","James Neesham","Sunrisers Hyderabad","Zayed Cricket Stadium",2021,28,2,18,14,9.33333333333333
"Mumbai Indians","James Pattinson","Chennai Super Kings","Zayed Cricket Stadium",2020,27,1,24,27,6.75
"Mumbai Indians","James Pattinson","Delhi Capitals","Zayed Cricket Stadium",2020,37,0,18,Inf,12.3333333333333
"Mumbai Indians","James Pattinson","Kolkata Knight Riders","Zayed Cricket Stadium",2020,25,2,24,12.5,6.25
"Mumbai Indians","James Pattinson","Punjab Kings","Zayed Cricket Stadium",2020,28,2,24,14,7
"Mumbai Indians","James Pattinson","Rajasthan Royals","Zayed Cricket Stadium",2020,59,4,39,14.75,9.07692307692308
"Mumbai Indians","James Pattinson","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,51,0,24,Inf,12.75
