"Batting_Team","Striker","Bowling_Team","Stadium","Runs","Dismissed","Balls","Season","Average","Strike_Rate"
"Punjab Kings","Kagiso Rabada","Royal Challengers Bangalore","Brabourne Stadium",0,0,1,"All",NA,0
"Punjab Kings","Karan Goel","Chennai Super Kings","MA Chidambaram Stadium",1,1,7,"All",1,14.2857142857143
"Punjab Kings","Karan Goel","Chennai Super Kings","Punjab Cricket Association Stadium",24,1,19,"All",24,126.315789473684
"Punjab Kings","Karan Goel","Chennai Super Kings","SuperSport Park",14,1,20,"All",14,70
"Punjab Kings","Karan Goel","Delhi Capitals","Newlands",38,1,21,"All",38,180.952380952381
"Punjab Kings","Karan Goel","Delhi Capitals","Punjab Cricket Association Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Karan Goel","Kolkata Knight Riders","Kingsmead",0,1,7,"All",0,0
"Punjab Kings","Karan Goel","Kolkata Knight Riders","Punjab Cricket Association Stadium",23,1,24,"All",23,95.8333333333333
"Punjab Kings","Karan Goel","Mumbai Indians","Brabourne Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Karan Goel","Mumbai Indians","Kingsmead",12,1,12,"All",12,100
"Punjab Kings","Karan Goel","Mumbai Indians","Punjab Cricket Association Stadium",18,1,21,"All",18,85.7142857142857
"Punjab Kings","Karan Goel","Mumbai Indians","SuperSport Park",20,0,21,"All",Inf,95.2380952380952
"Punjab Kings","Karan Goel","Rajasthan Royals","Kingsmead",1,1,4,"All",1,25
"Punjab Kings","Karan Goel","Rajasthan Royals","Sawai Mansingh Stadium",26,1,21,"All",26,123.809523809524
"Punjab Kings","Karan Goel","Royal Challengers Bangalore","Kingsmead",39,2,48,"All",19.5,81.25
"Punjab Kings","Karanveer Singh","Chennai Super Kings","MA Chidambaram Stadium",2,0,5,"All",Inf,40
"Punjab Kings","Karanveer Singh","Kolkata Knight Riders","Eden Gardens",1,0,1,"All",Inf,100
"Punjab Kings","Karanveer Singh","Rajasthan Royals","Maharashtra Cricket Association Stadium",5,0,4,"All",Inf,125
"Punjab Kings","Karanveer Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",4,1,7,"All",4,57.1428571428571
"Punjab Kings","Karun Nair","Chennai Super Kings","Maharashtra Cricket Association Stadium",54,1,26,"All",54,207.692307692308
"Punjab Kings","Karun Nair","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",29,1,17,"All",29,170.588235294118
"Punjab Kings","Karun Nair","Delhi Capitals","Dubai International Cricket Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Karun Nair","Delhi Capitals","Feroz Shah Kotla",34,1,32,"All",34,106.25
"Punjab Kings","Karun Nair","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",50,1,33,"All",50,151.515151515152
"Punjab Kings","Karun Nair","Kolkata Knight Riders","Holkar Cricket Stadium",3,1,6,"All",3,50
"Punjab Kings","Karun Nair","Mumbai Indians","Holkar Cricket Stadium",23,1,12,"All",23,191.666666666667
"Punjab Kings","Karun Nair","Mumbai Indians","Wankhede Stadium",5,1,6,"All",5,83.3333333333333
"Punjab Kings","Karun Nair","Mumbai Indians","Zayed Cricket Stadium",0,1,3,"All",0,0
"Punjab Kings","Karun Nair","Rajasthan Royals","Holkar Cricket Stadium",31,1,23,"All",31,134.782608695652
"Punjab Kings","Karun Nair","Rajasthan Royals","Sawai Mansingh Stadium",3,1,5,"All",3,60
"Punjab Kings","Karun Nair","Royal Challengers Bangalore","Dubai International Cricket Stadium",15,0,8,"All",Inf,187.5
"Punjab Kings","Karun Nair","Royal Challengers Bangalore","Holkar Cricket Stadium",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Karun Nair","Royal Challengers Bangalore","M Chinnaswamy Stadium",29,1,26,"All",29,111.538461538462
"Punjab Kings","Karun Nair","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",31,1,21,"All",31,147.619047619048
"Punjab Kings","Karun Nair","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",13,1,17,"All",13,76.4705882352941
"Punjab Kings","Krishnappa Gowtham","Delhi Capitals","Dubai International Cricket Stadium",20,1,14,"All",20,142.857142857143
"Punjab Kings","Krishnappa Gowtham","Mumbai Indians","Zayed Cricket Stadium",22,0,13,"All",Inf,169.230769230769
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",33,1,24,"All",33,137.5
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Kingsmead",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","MA Chidambaram Stadium",15,1,16,"All",15,93.75
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Punjab Cricket Association Stadium",54,1,33,"All",54,163.636363636364
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings","Wankhede Stadium",3,1,4,"All",3,75
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Barabati Stadium",0,1,3,"All",0,0
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","De Beers Diamond Oval",25,1,18,"All",25,138.888888888889
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",52,1,37,"All",52,140.540540540541
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","New Wanderers Stadium",56,1,43,"All",56,130.232558139535
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Punjab Cricket Association Stadium",50,1,25,"All",50,200
"Punjab Kings","Kumar Sangakkara","Deccan Chargers","Rajiv Gandhi International Stadium",3,1,4,"All",3,75
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","Feroz Shah Kotla",33,1,30,"All",33,110
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","Newlands",8,1,11,"All",8,72.7272727272727
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","OUTsurance Oval",43,0,47,"All",Inf,91.4893617021277
"Punjab Kings","Kumar Sangakkara","Delhi Capitals","Punjab Cricket Association Stadium",21,2,11,"All",10.5,190.909090909091
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Eden Gardens",102,2,67,"All",51,152.238805970149
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Kingsmead",26,1,24,"All",26,108.333333333333
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","Punjab Cricket Association Stadium",58,2,48,"All",29,120.833333333333
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders","St George's Park",0,1,2,"All",0,0
"Punjab Kings","Kumar Sangakkara","Mumbai Indians","Kingsmead",45,0,44,"All",Inf,102.272727272727
"Punjab Kings","Kumar Sangakkara","Mumbai Indians","Punjab Cricket Association Stadium",150,2,98,"All",75,153.061224489796
"Punjab Kings","Kumar Sangakkara","Mumbai Indians","SuperSport Park",8,1,19,"All",8,42.1052631578947
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Kingsmead",11,1,15,"All",11,73.3333333333333
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Newlands",60,1,51,"All",60,117.647058823529
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Punjab Cricket Association Stadium",29,1,13,"All",29,223.076923076923
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals","Sawai Mansingh Stadium",29,2,15,"All",14.5,193.333333333333
"Punjab Kings","Kumar Sangakkara","Royal Challengers Bangalore","Kingsmead",43,2,41,"All",21.5,104.878048780488
"Punjab Kings","Kumar Sangakkara","Royal Challengers Bangalore","Punjab Cricket Association Stadium",45,1,27,"All",45,166.666666666667
"Punjab Kings","Kyle Abbott","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",12,0,6,"All",Inf,200
"Punjab Kings","Kyle Abbott","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Kyle Abbott","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,1,1,"All",0,0
"Punjab Kings","Lakshmipathy Balaji","Kolkata Knight Riders","Sheikh Zayed Stadium",0,1,2,"All",0,0
"Punjab Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","M Chinnaswamy Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Liam Livingstone","Chennai Super Kings","Brabourne Stadium",60,1,32,"All",60,187.5
"Punjab Kings","Liam Livingstone","Chennai Super Kings","Wankhede Stadium",19,1,7,"All",19,271.428571428571
"Punjab Kings","Liam Livingstone","Delhi Capitals","Brabourne Stadium",2,1,3,"All",2,66.6666666666667
"Punjab Kings","Liam Livingstone","Delhi Capitals","Dr DY Patil Sports Academy",3,1,5,"All",3,60
"Punjab Kings","Liam Livingstone","Gujarat Titans","Brabourne Stadium",64,1,27,"All",64,237.037037037037
"Punjab Kings","Liam Livingstone","Gujarat Titans","Dr DY Patil Sports Academy",30,0,10,"All",Inf,300
"Punjab Kings","Liam Livingstone","Kolkata Knight Riders","Wankhede Stadium",19,1,16,"All",19,118.75
"Punjab Kings","Liam Livingstone","Lucknow Super Giants","Maharashtra Cricket Association Stadium",18,1,16,"All",18,112.5
"Punjab Kings","Liam Livingstone","Mumbai Indians","Maharashtra Cricket Association Stadium",2,1,3,"All",2,66.6666666666667
"Punjab Kings","Liam Livingstone","Rajasthan Royals","Wankhede Stadium",22,1,14,"All",22,157.142857142857
"Punjab Kings","Liam Livingstone","Royal Challengers Bangalore","Brabourne Stadium",70,1,42,"All",70,166.666666666667
"Punjab Kings","Liam Livingstone","Royal Challengers Bangalore","Dr DY Patil Sports Academy",19,1,10,"All",19,190
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad","Dr DY Patil Sports Academy",60,1,33,"All",60,181.818181818182
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad","Wankhede Stadium",49,0,22,"All",Inf,222.727272727273
"Punjab Kings","Love Ablish","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,0,2,"All",NA,0
"Punjab Kings","Luke Pomersbach","Chennai Super Kings","Kingsmead",26,1,32,"All",26,81.25
"Punjab Kings","Luke Pomersbach","Chennai Super Kings","MA Chidambaram Stadium",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Luke Pomersbach","Deccan Chargers","New Wanderers Stadium",1,1,2,"All",1,50
"Punjab Kings","Luke Pomersbach","Deccan Chargers","Punjab Cricket Association Stadium",13,1,12,"All",13,108.333333333333
"Punjab Kings","Luke Pomersbach","Delhi Capitals","Feroz Shah Kotla",43,1,22,"All",43,195.454545454545
"Punjab Kings","Luke Pomersbach","Delhi Capitals","OUTsurance Oval",9,1,8,"All",9,112.5
"Punjab Kings","Luke Pomersbach","Mumbai Indians","SuperSport Park",5,1,7,"All",5,71.4285714285714
"Punjab Kings","Luke Pomersbach","Mumbai Indians","Wankhede Stadium",79,0,50,"All",Inf,158
"Punjab Kings","Luke Pomersbach","Rajasthan Royals","Punjab Cricket Association Stadium",1,0,1,"All",Inf,100
"Punjab Kings","Luke Pomersbach","Royal Challengers Bangalore","Punjab Cricket Association Stadium",34,0,24,"All",Inf,141.666666666667
"Punjab Kings","Luke Pomersbach","Sunrisers Hyderabad","Punjab Cricket Association Stadium",33,0,40,"All",Inf,82.5
"Punjab Kings","M Shahrukh Khan","Chennai Super Kings","Brabourne Stadium",6,1,11,"All",6,54.5454545454545
"Punjab Kings","M Shahrukh Khan","Chennai Super Kings","Dubai International Cricket Stadium",8,1,10,"All",8,80
"Punjab Kings","M Shahrukh Khan","Chennai Super Kings","Wankhede Stadium",47,1,36,"All",47,130.555555555556
"Punjab Kings","M Shahrukh Khan","Delhi Capitals","Brabourne Stadium",12,1,20,"All",12,60
"Punjab Kings","M Shahrukh Khan","Delhi Capitals","Narendra Modi Stadium",4,1,5,"All",4,80
"Punjab Kings","M Shahrukh Khan","Delhi Capitals","Wankhede Stadium",15,0,5,"All",Inf,300
"Punjab Kings","M Shahrukh Khan","Gujarat Titans","Brabourne Stadium",15,1,8,"All",15,187.5
"Punjab Kings","M Shahrukh Khan","Kolkata Knight Riders","Dubai International Cricket Stadium",22,0,9,"All",Inf,244.444444444444
"Punjab Kings","M Shahrukh Khan","Kolkata Knight Riders","Narendra Modi Stadium",13,1,14,"All",13,92.8571428571429
"Punjab Kings","M Shahrukh Khan","Kolkata Knight Riders","Wankhede Stadium",0,1,5,"All",0,0
"Punjab Kings","M Shahrukh Khan","Mumbai Indians","Maharashtra Cricket Association Stadium",15,1,6,"All",15,250
"Punjab Kings","M Shahrukh Khan","Rajasthan Royals","Wankhede Stadium",6,0,4,"All",Inf,150
"Punjab Kings","M Shahrukh Khan","Royal Challengers Bangalore","Dr DY Patil Sports Academy",24,0,20,"All",Inf,120
"Punjab Kings","M Shahrukh Khan","Royal Challengers Bangalore","Narendra Modi Stadium",0,1,3,"All",0,0
"Punjab Kings","M Shahrukh Khan","Royal Challengers Bangalore","Sharjah Cricket Stadium",16,1,11,"All",16,145.454545454545
"Punjab Kings","M Shahrukh Khan","Sunrisers Hyderabad","Dr DY Patil Sports Academy",26,1,28,"All",26,92.8571428571429
"Punjab Kings","M Shahrukh Khan","Sunrisers Hyderabad","MA Chidambaram Stadium",22,1,17,"All",22,129.411764705882
"Punjab Kings","M Shahrukh Khan","Sunrisers Hyderabad","Wankhede Stadium",19,1,10,"All",19,190
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",21,1,8,"All",21,262.5
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","MA Chidambaram Stadium",11,2,11,"All",5.5,100
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","SuperSport Park",44,0,25,"All",Inf,176
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings","Wankhede Stadium",8,1,10,"All",8,80
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Barabati Stadium",14,1,9,"All",14,155.555555555556
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","De Beers Diamond Oval",43,1,28,"All",43,153.571428571429
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",93,0,62,"All",Inf,150
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Punjab Cricket Association Stadium",14,0,10,"All",Inf,140
"Punjab Kings","Mahela Jayawardene","Deccan Chargers","Rajiv Gandhi International Stadium",45,0,23,"All",Inf,195.652173913043
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Feroz Shah Kotla",74,1,52,"All",74,142.307692307692
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Newlands",6,1,6,"All",6,100
"Punjab Kings","Mahela Jayawardene","Delhi Capitals","Punjab Cricket Association Stadium",15,2,15,"All",7.5,100
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Eden Gardens",121,0,69,"All",Inf,175.36231884058
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Kingsmead",31,0,19,"All",Inf,163.157894736842
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","Punjab Cricket Association Stadium",26,2,21,"All",13,123.809523809524
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders","St George's Park",52,0,41,"All",Inf,126.829268292683
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Brabourne Stadium",20,1,18,"All",20,111.111111111111
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Kingsmead",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Punjab Cricket Association Stadium",43,2,25,"All",21.5,172
"Punjab Kings","Mahela Jayawardene","Mumbai Indians","Wankhede Stadium",1,1,2,"All",1,50
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Kingsmead",9,1,11,"All",9,81.8181818181818
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Newlands",7,1,10,"All",7,70
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Punjab Cricket Association Stadium",23,1,22,"All",23,104.545454545455
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals","Sawai Mansingh Stadium",46,2,37,"All",23,124.324324324324
"Punjab Kings","Mahela Jayawardene","Royal Challengers Bangalore","Kingsmead",20,1,16,"All",20,125
"Punjab Kings","Mahela Jayawardene","Royal Challengers Bangalore","M Chinnaswamy Stadium",43,0,35,"All",Inf,122.857142857143
"Punjab Kings","Manan Vohra","Chennai Super Kings","Punjab Cricket Association Stadium",20,2,18,"All",10,111.111111111111
"Punjab Kings","Manan Vohra","Chennai Super Kings","Wankhede Stadium",34,1,31,"All",34,109.677419354839
"Punjab Kings","Manan Vohra","Delhi Capitals","Feroz Shah Kotla",86,5,67,"All",17.2,128.358208955224
"Punjab Kings","Manan Vohra","Delhi Capitals","Punjab Cricket Association Stadium",47,1,38,"All",47,123.684210526316
"Punjab Kings","Manan Vohra","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",38,1,23,"All",38,165.217391304348
"Punjab Kings","Manan Vohra","Gujarat Lions","Saurashtra Cricket Association Stadium",2,1,4,"All",2,50
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Eden Gardens",124,5,98,"All",24.8,126.530612244898
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","M Chinnaswamy Stadium",67,1,52,"All",67,128.846153846154
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",33,2,28,"All",16.5,117.857142857143
"Punjab Kings","Manan Vohra","Kolkata Knight Riders","Punjab Cricket Association Stadium",17,1,16,"All",17,106.25
"Punjab Kings","Manan Vohra","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",20,0,8,"All",Inf,250
"Punjab Kings","Manan Vohra","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",7,1,11,"All",7,63.6363636363636
"Punjab Kings","Manan Vohra","Mumbai Indians","Punjab Cricket Association Stadium",36,1,34,"All",36,105.882352941176
"Punjab Kings","Manan Vohra","Mumbai Indians","Wankhede Stadium",1,1,2,"All",1,50
"Punjab Kings","Manan Vohra","Pune Warriors","Punjab Cricket Association Stadium",22,1,13,"All",22,169.230769230769
"Punjab Kings","Manan Vohra","Pune Warriors","Subrata Roy Sahara Stadium",43,0,28,"All",Inf,153.571428571429
"Punjab Kings","Manan Vohra","Rajasthan Royals","Punjab Cricket Association Stadium",25,1,20,"All",25,125
"Punjab Kings","Manan Vohra","Rajasthan Royals","Sawai Mansingh Stadium",3,1,6,"All",3,50
"Punjab Kings","Manan Vohra","Rising Pune Supergiants","Holkar Cricket Stadium",14,1,9,"All",14,155.555555555556
"Punjab Kings","Manan Vohra","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",51,1,33,"All",51,154.545454545455
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore","Holkar Cricket Stadium",34,1,21,"All",34,161.904761904762
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore","M Chinnaswamy Stadium",27,2,31,"All",13.5,87.0967741935484
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore","Punjab Cricket Association Stadium",11,1,6,"All",11,183.333333333333
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",3,1,6,"All",3,50
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Punjab Cricket Association Stadium",5,1,9,"All",5,55.5555555555556
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",187,5,109,"All",37.4,171.559633027523
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Barabati Stadium",3,1,8,"All",3,37.5
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Dubai International Cricket Stadium",27,1,16,"All",27,168.75
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",24,1,21,"All",24,114.285714285714
"Punjab Kings","Mandeep Singh","Chennai Super Kings","MA Chidambaram Stadium",72,2,66,"All",36,109.090909090909
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",11,0,9,"All",Inf,122.222222222222
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Punjab Cricket Association Stadium",9,1,10,"All",9,90
"Punjab Kings","Mandeep Singh","Chennai Super Kings","Zayed Cricket Stadium",14,1,15,"All",14,93.3333333333333
"Punjab Kings","Mandeep Singh","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",7,1,8,"All",7,87.5
"Punjab Kings","Mandeep Singh","Deccan Chargers","Punjab Cricket Association Stadium",28,1,20,"All",28,140
"Punjab Kings","Mandeep Singh","Deccan Chargers","Rajiv Gandhi International Stadium",75,1,48,"All",75,156.25
"Punjab Kings","Mandeep Singh","Delhi Capitals","Feroz Shah Kotla",75,3,54,"All",25,138.888888888889
"Punjab Kings","Mandeep Singh","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",11,2,8,"All",5.5,137.5
