"Batting_Team","Striker","Bowling_Team","Stadium","Runs","Dismissed","Balls","Season","Average","Strike_Rate"
"Rajasthan Royals","Deepak Hooda","Punjab Kings","Sardar Patel Stadium",19,1,9,"All",19,211.111111111111
"Rajasthan Royals","Deepak Hooda","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",11,1,14,"All",11,78.5714285714286
"Rajasthan Royals","Deepak Hooda","Royal Challengers Bangalore","Sardar Patel Stadium",1,1,3,"All",1,33.3333333333333
"Rajasthan Royals","Deepak Hooda","Sunrisers Hyderabad","Brabourne Stadium",7,1,9,"All",7,77.7777777777778
"Rajasthan Royals","Devdutt Padikkal","Chennai Super Kings","Brabourne Stadium",3,1,9,"All",3,33.3333333333333
"Rajasthan Royals","Devdutt Padikkal","Delhi Capitals","Dr DY Patil Sports Academy",48,1,30,"All",48,160
"Rajasthan Royals","Devdutt Padikkal","Delhi Capitals","Wankhede Stadium",54,1,35,"All",54,154.285714285714
"Rajasthan Royals","Devdutt Padikkal","Gujarat Titans","Dr DY Patil Sports Academy",0,1,1,"All",0,0
"Rajasthan Royals","Devdutt Padikkal","Gujarat Titans","Eden Gardens",28,1,20,"All",28,140
"Rajasthan Royals","Devdutt Padikkal","Gujarat Titans","Narendra Modi Stadium",2,1,10,"All",2,20
"Rajasthan Royals","Devdutt Padikkal","Kolkata Knight Riders","Brabourne Stadium",24,1,18,"All",24,133.333333333333
"Rajasthan Royals","Devdutt Padikkal","Kolkata Knight Riders","Wankhede Stadium",2,1,5,"All",2,40
"Rajasthan Royals","Devdutt Padikkal","Lucknow Super Giants","Brabourne Stadium",39,1,18,"All",39,216.666666666667
"Rajasthan Royals","Devdutt Padikkal","Lucknow Super Giants","Wankhede Stadium",29,1,29,"All",29,100
"Rajasthan Royals","Devdutt Padikkal","Mumbai Indians","Dr DY Patil Sports Academy",22,2,22,"All",11,100
"Rajasthan Royals","Devdutt Padikkal","Punjab Kings","Wankhede Stadium",31,1,32,"All",31,96.875
"Rajasthan Royals","Devdutt Padikkal","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",7,1,7,"All",7,100
"Rajasthan Royals","Devdutt Padikkal","Royal Challengers Bangalore","Narendra Modi Stadium",9,1,12,"All",9,75
"Rajasthan Royals","Devdutt Padikkal","Royal Challengers Bangalore","Wankhede Stadium",37,1,29,"All",37,127.586206896552
"Rajasthan Royals","Devdutt Padikkal","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",41,1,29,"All",41,141.379310344828
"Rajasthan Royals","Dhawal Kulkarni","Chennai Super Kings","Dubai International Cricket Stadium",28,0,19,"All",Inf,147.368421052632
"Rajasthan Royals","Dhawal Kulkarni","Kolkata Knight Riders","Sawai Mansingh Stadium",3,1,3,"All",3,100
"Rajasthan Royals","Dhawal Kulkarni","Punjab Kings","Sawai Mansingh Stadium",5,0,3,"All",Inf,166.666666666667
"Rajasthan Royals","Dhawal Kulkarni","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",3,1,9,"All",3,33.3333333333333
"Rajasthan Royals","Dhawal Kulkarni","Royal Challengers Bangalore","Sardar Patel Stadium",1,1,2,"All",1,50
"Rajasthan Royals","Dhawal Kulkarni","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",3,0,4,"All",Inf,75
"Rajasthan Royals","Dhawal Kulkarni","Sunrisers Hyderabad","Sardar Patel Stadium",7,0,6,"All",Inf,116.666666666667
"Rajasthan Royals","Dimitri Mascarenhas","Chennai Super Kings","SuperSport Park",8,1,8,"All",8,100
"Rajasthan Royals","Dimitri Mascarenhas","Delhi Capitals","Sardar Patel Stadium",3,1,3,"All",3,100
"Rajasthan Royals","Dimitri Mascarenhas","Delhi Capitals","Sawai Mansingh Stadium",9,1,8,"All",9,112.5
"Rajasthan Royals","Dimitri Mascarenhas","Kolkata Knight Riders","Newlands",27,1,28,"All",27,96.4285714285714
"Rajasthan Royals","Dimitri Mascarenhas","Mumbai Indians","Brabourne Stadium",9,0,7,"All",Inf,128.571428571429
"Rajasthan Royals","Dimitri Mascarenhas","Punjab Kings","Newlands",4,1,2,"All",4,200
"Rajasthan Royals","Dimitri Mascarenhas","Royal Challengers Bangalore","Newlands",0,1,1,"All",0,0
"Rajasthan Royals","Dinesh Salunkhe","Deccan Chargers","Rajiv Gandhi International Stadium",1,1,1,"All",1,100
"Rajasthan Royals","Dinesh Salunkhe","Delhi Capitals","Feroz Shah Kotla",26,0,20,"All",Inf,130
"Rajasthan Royals","Dinesh Salunkhe","Punjab Kings","Punjab Cricket Association Stadium",6,1,3,"All",6,200
"Rajasthan Royals","Dishant Yagnik","Chennai Super Kings","JSCA International Stadium Complex",4,0,6,"All",Inf,66.6666666666667
"Rajasthan Royals","Dishant Yagnik","Chennai Super Kings","MA Chidambaram Stadium",8,1,9,"All",8,88.8888888888889
"Rajasthan Royals","Dishant Yagnik","Chennai Super Kings","Sawai Mansingh Stadium",13,1,14,"All",13,92.8571428571429
"Rajasthan Royals","Dishant Yagnik","Deccan Chargers","Sawai Mansingh Stadium",9,0,3,"All",Inf,300
"Rajasthan Royals","Dishant Yagnik","Kolkata Knight Riders","Eden Gardens",10,1,6,"All",10,166.666666666667
"Rajasthan Royals","Dishant Yagnik","Kolkata Knight Riders","Sawai Mansingh Stadium",16,1,11,"All",16,145.454545454545
"Rajasthan Royals","Dishant Yagnik","Mumbai Indians","Eden Gardens",31,0,17,"All",Inf,182.352941176471
"Rajasthan Royals","Dishant Yagnik","Mumbai Indians","Sawai Mansingh Stadium",40,2,27,"All",20,148.148148148148
"Rajasthan Royals","Dishant Yagnik","Mumbai Indians","Wankhede Stadium",10,1,14,"All",10,71.4285714285714
"Rajasthan Royals","Dishant Yagnik","Pune Warriors","Subrata Roy Sahara Stadium",12,1,8,"All",12,150
"Rajasthan Royals","Dishant Yagnik","Punjab Kings","Punjab Cricket Association Stadium",10,0,9,"All",Inf,111.111111111111
"Rajasthan Royals","Dishant Yagnik","Royal Challengers Bangalore","M Chinnaswamy Stadium",5,1,4,"All",5,125
"Rajasthan Royals","Dishant Yagnik","Royal Challengers Bangalore","Sawai Mansingh Stadium",2,0,5,"All",Inf,40
"Rajasthan Royals","Dishant Yagnik","Sunrisers Hyderabad","Feroz Shah Kotla",0,1,4,"All",0,0
"Rajasthan Royals","Evin Lewis","Chennai Super Kings","Zayed Cricket Stadium",27,1,12,"All",27,225
"Rajasthan Royals","Evin Lewis","Mumbai Indians","Sharjah Cricket Stadium",24,1,19,"All",24,126.315789473684
"Rajasthan Royals","Evin Lewis","Punjab Kings","Dubai International Cricket Stadium",36,1,21,"All",36,171.428571428571
"Rajasthan Royals","Evin Lewis","Royal Challengers Bangalore","Dubai International Cricket Stadium",58,1,37,"All",58,156.756756756757
"Rajasthan Royals","Evin Lewis","Sunrisers Hyderabad","Dubai International Cricket Stadium",6,1,4,"All",6,150
"Rajasthan Royals","Faiz Fazal","Chennai Super Kings","MA Chidambaram Stadium",4,1,5,"All",4,80
"Rajasthan Royals","Faiz Fazal","Chennai Super Kings","Sardar Patel Stadium",17,1,18,"All",17,94.4444444444444
"Rajasthan Royals","Faiz Fazal","Deccan Chargers","Sardar Patel Stadium",8,0,11,"All",Inf,72.7272727272727
"Rajasthan Royals","Faiz Fazal","Deccan Chargers","Vidarbha Cricket Association Stadium",36,1,29,"All",36,124.137931034483
"Rajasthan Royals","Faiz Fazal","Delhi Capitals","Feroz Shah Kotla",0,1,2,"All",0,0
"Rajasthan Royals","Faiz Fazal","Kochi Tuskers Kerala","Holkar Cricket Stadium",16,1,15,"All",16,106.666666666667
"Rajasthan Royals","Faiz Fazal","Kolkata Knight Riders","Eden Gardens",16,2,17,"All",8,94.1176470588235
"Rajasthan Royals","Faiz Fazal","Kolkata Knight Riders","Sardar Patel Stadium",31,1,23,"All",31,134.782608695652
"Rajasthan Royals","Faiz Fazal","Mumbai Indians","Sawai Mansingh Stadium",10,1,15,"All",10,66.6666666666667
"Rajasthan Royals","Faiz Fazal","Punjab Kings","Punjab Cricket Association Stadium",45,1,38,"All",45,118.421052631579
"Rajasthan Royals","Glenn Phillips","Chennai Super Kings","Zayed Cricket Stadium",14,0,8,"All",Inf,175
"Rajasthan Royals","Glenn Phillips","Kolkata Knight Riders","Sharjah Cricket Stadium",8,1,12,"All",8,66.6666666666667
"Rajasthan Royals","Glenn Phillips","Mumbai Indians","Sharjah Cricket Stadium",4,1,13,"All",4,30.7692307692308
"Rajasthan Royals","Graeme Smith","Chennai Super Kings","De Beers Diamond Oval",30,1,33,"All",30,90.9090909090909
"Rajasthan Royals","Graeme Smith","Chennai Super Kings","MA Chidambaram Stadium",91,1,51,"All",91,178.43137254902
"Rajasthan Royals","Graeme Smith","Chennai Super Kings","Sawai Mansingh Stadium",35,0,44,"All",Inf,79.5454545454545
"Rajasthan Royals","Graeme Smith","Chennai Super Kings","SuperSport Park",2,1,5,"All",2,40
"Rajasthan Royals","Graeme Smith","Deccan Chargers","De Beers Diamond Oval",1,1,3,"All",1,33.3333333333333
"Rajasthan Royals","Graeme Smith","Deccan Chargers","Rajiv Gandhi International Stadium",71,1,45,"All",71,157.777777777778
"Rajasthan Royals","Graeme Smith","Deccan Chargers","Sawai Mansingh Stadium",40,1,43,"All",40,93.0232558139535
"Rajasthan Royals","Graeme Smith","Deccan Chargers","St George's Park",0,1,2,"All",0,0
"Rajasthan Royals","Graeme Smith","Delhi Capitals","OUTsurance Oval",0,1,4,"All",0,0
"Rajasthan Royals","Graeme Smith","Delhi Capitals","Sardar Patel Stadium",18,1,17,"All",18,105.882352941176
"Rajasthan Royals","Graeme Smith","Delhi Capitals","Sawai Mansingh Stadium",24,1,27,"All",24,88.8888888888889
"Rajasthan Royals","Graeme Smith","Delhi Capitals","SuperSport Park",44,0,46,"All",Inf,95.6521739130435
"Rajasthan Royals","Graeme Smith","Delhi Capitals","Wankhede Stadium",25,1,21,"All",25,119.047619047619
"Rajasthan Royals","Graeme Smith","Kolkata Knight Riders","Eden Gardens",24,1,24,"All",24,100
"Rajasthan Royals","Graeme Smith","Kolkata Knight Riders","Newlands",15,1,21,"All",15,71.4285714285714
"Rajasthan Royals","Graeme Smith","Kolkata Knight Riders","Sawai Mansingh Stadium",2,1,7,"All",2,28.5714285714286
"Rajasthan Royals","Graeme Smith","Mumbai Indians","Brabourne Stadium",26,1,22,"All",26,118.181818181818
"Rajasthan Royals","Graeme Smith","Mumbai Indians","Dr DY Patil Sports Academy",5,1,9,"All",5,55.5555555555556
"Rajasthan Royals","Graeme Smith","Mumbai Indians","Kingsmead",19,1,19,"All",19,100
"Rajasthan Royals","Graeme Smith","Punjab Kings","Kingsmead",77,1,44,"All",77,175
"Rajasthan Royals","Graeme Smith","Punjab Kings","Newlands",2,1,6,"All",2,33.3333333333333
"Rajasthan Royals","Graeme Smith","Royal Challengers Bangalore","M Chinnaswamy Stadium",49,1,42,"All",49,116.666666666667
"Rajasthan Royals","Graeme Smith","Royal Challengers Bangalore","Newlands",2,1,11,"All",2,18.1818181818182
"Rajasthan Royals","Graeme Smith","Royal Challengers Bangalore","Sawai Mansingh Stadium",75,0,49,"All",Inf,153.061224489796
"Rajasthan Royals","Graeme Smith","Royal Challengers Bangalore","SuperSport Park",20,1,22,"All",20,90.9090909090909
"Rajasthan Royals","Heinrich Klaasen","Chennai Super Kings","Maharashtra Cricket Association Stadium",7,1,7,"All",7,100
"Rajasthan Royals","Heinrich Klaasen","Kolkata Knight Riders","Eden Gardens",18,0,18,"All",Inf,100
"Rajasthan Royals","Heinrich Klaasen","Mumbai Indians","Sawai Mansingh Stadium",0,1,1,"All",0,0
"Rajasthan Royals","Heinrich Klaasen","Royal Challengers Bangalore","Sawai Mansingh Stadium",32,1,21,"All",32,152.380952380952
"Rajasthan Royals","Ish Sodhi","Delhi Capitals","Feroz Shah Kotla",6,1,11,"All",6,54.5454545454545
"Rajasthan Royals","Ish Sodhi","Kolkata Knight Riders","Eden Gardens",1,1,6,"All",1,16.6666666666667
"Rajasthan Royals","Jacob Oram","Kochi Tuskers Kerala","Holkar Cricket Stadium",0,1,3,"All",0,0
"Rajasthan Royals","James Faulkner","Chennai Super Kings","Dubai International Cricket Stadium",4,1,2,"All",4,200
"Rajasthan Royals","James Faulkner","Chennai Super Kings","JSCA International Stadium Complex",1,1,4,"All",1,25
"Rajasthan Royals","James Faulkner","Chennai Super Kings","MA Chidambaram Stadium",16,1,13,"All",16,123.076923076923
"Rajasthan Royals","James Faulkner","Chennai Super Kings","Sawai Mansingh Stadium",1,1,2,"All",1,50
"Rajasthan Royals","James Faulkner","Delhi Capitals","Brabourne Stadium",8,0,4,"All",Inf,200
"Rajasthan Royals","James Faulkner","Delhi Capitals","Feroz Shah Kotla",17,1,11,"All",17,154.545454545455
"Rajasthan Royals","James Faulkner","Delhi Capitals","Sardar Patel Stadium",23,0,8,"All",Inf,287.5
"Rajasthan Royals","James Faulkner","Kolkata Knight Riders","Brabourne Stadium",6,1,6,"All",6,100
"Rajasthan Royals","James Faulkner","Kolkata Knight Riders","Eden Gardens",1,1,4,"All",1,25
"Rajasthan Royals","James Faulkner","Kolkata Knight Riders","Sardar Patel Stadium",1,0,1,"All",Inf,100
"Rajasthan Royals","James Faulkner","Kolkata Knight Riders","Sheikh Zayed Stadium",2,0,1,"All",Inf,200
"Rajasthan Royals","James Faulkner","Mumbai Indians","Sardar Patel Stadium",37,0,27,"All",Inf,137.037037037037
"Rajasthan Royals","James Faulkner","Mumbai Indians","Wankhede Stadium",35,2,25,"All",17.5,140
"Rajasthan Royals","James Faulkner","Pune Warriors","Sawai Mansingh Stadium",3,0,2,"All",Inf,150
"Rajasthan Royals","James Faulkner","Pune Warriors","Subrata Roy Sahara Stadium",19,0,14,"All",Inf,135.714285714286
"Rajasthan Royals","James Faulkner","Punjab Kings","Maharashtra Cricket Association Stadium",46,1,33,"All",46,139.393939393939
"Rajasthan Royals","James Faulkner","Punjab Kings","Punjab Cricket Association Stadium",35,0,13,"All",Inf,269.230769230769
"Rajasthan Royals","James Faulkner","Punjab Kings","Sardar Patel Stadium",1,1,3,"All",1,33.3333333333333
"Rajasthan Royals","James Faulkner","Punjab Kings","Sharjah Cricket Stadium",8,0,7,"All",Inf,114.285714285714
"Rajasthan Royals","James Faulkner","Royal Challengers Bangalore","M Chinnaswamy Stadium",44,1,24,"All",44,183.333333333333
"Rajasthan Royals","James Faulkner","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",4,1,4,"All",4,100
"Rajasthan Royals","James Faulkner","Royal Challengers Bangalore","Sardar Patel Stadium",4,1,5,"All",4,80
"Rajasthan Royals","James Faulkner","Royal Challengers Bangalore","Sawai Mansingh Stadium",1,0,1,"All",Inf,100
"Rajasthan Royals","James Faulkner","Sunrisers Hyderabad","Brabourne Stadium",30,1,19,"All",30,157.894736842105
"Rajasthan Royals","James Faulkner","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",6,0,5,"All",Inf,120
"Rajasthan Royals","James Faulkner","Sunrisers Hyderabad","Feroz Shah Kotla",11,0,11,"All",Inf,100
"Rajasthan Royals","James Faulkner","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",6,1,3,"All",6,200
"Rajasthan Royals","James Faulkner","Sunrisers Hyderabad","Sardar Patel Stadium",4,1,6,"All",4,66.6666666666667
"Rajasthan Royals","James Faulkner","Sunrisers Hyderabad","Sheikh Zayed Stadium",8,0,2,"All",Inf,400
"Rajasthan Royals","James Neesham","Gujarat Titans","Dr DY Patil Sports Academy",17,1,15,"All",17,113.333333333333
"Rajasthan Royals","James Neesham","Lucknow Super Giants","Brabourne Stadium",14,1,12,"All",14,116.666666666667
"Rajasthan Royals","Jaydev Unadkat","Chennai Super Kings","Maharashtra Cricket Association Stadium",16,1,10,"All",16,160
"Rajasthan Royals","Jaydev Unadkat","Chennai Super Kings","Wankhede Stadium",24,1,17,"All",24,141.176470588235
"Rajasthan Royals","Jaydev Unadkat","Delhi Capitals","Wankhede Stadium",11,0,7,"All",Inf,157.142857142857
"Rajasthan Royals","Jaydev Unadkat","Kolkata Knight Riders","Dubai International Cricket Stadium",9,1,13,"All",9,69.2307692307692
"Rajasthan Royals","Jaydev Unadkat","Kolkata Knight Riders","Eden Gardens",26,1,19,"All",26,136.842105263158
"Rajasthan Royals","Jaydev Unadkat","Kolkata Knight Riders","Sharjah Cricket Stadium",6,1,5,"All",6,120
"Rajasthan Royals","Jaydev Unadkat","Punjab Kings","Holkar Cricket Stadium",6,0,7,"All",Inf,85.7142857142857
"Rajasthan Royals","Jaydev Unadkat","Punjab Kings","Sawai Mansingh Stadium",1,2,3,"All",0.5,33.3333333333333
"Rajasthan Royals","Jaydev Unadkat","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",1,1,2,"All",1,50
"Rajasthan Royals","Jofra Archer","Chennai Super Kings","MA Chidambaram Stadium",24,0,11,"All",Inf,218.181818181818
"Rajasthan Royals","Jofra Archer","Chennai Super Kings","Sawai Mansingh Stadium",13,0,12,"All",Inf,108.333333333333
"Rajasthan Royals","Jofra Archer","Chennai Super Kings","Sharjah Cricket Stadium",27,0,8,"All",Inf,337.5
"Rajasthan Royals","Jofra Archer","Delhi Capitals","Dubai International Cricket Stadium",1,1,4,"All",1,25
"Rajasthan Royals","Jofra Archer","Delhi Capitals","Sharjah Cricket Stadium",2,1,4,"All",2,50
"Rajasthan Royals","Jofra Archer","Kolkata Knight Riders","Dubai International Cricket Stadium",12,2,13,"All",6,92.3076923076923
"Rajasthan Royals","Jofra Archer","Kolkata Knight Riders","Eden Gardens",33,1,17,"All",33,194.117647058824
"Rajasthan Royals","Jofra Archer","Mumbai Indians","Sawai Mansingh Stadium",8,1,9,"All",8,88.8888888888889
"Rajasthan Royals","Jofra Archer","Mumbai Indians","Zayed Cricket Stadium",24,1,11,"All",24,218.181818181818
"Rajasthan Royals","Jofra Archer","Punjab Kings","Holkar Cricket Stadium",0,1,1,"All",0,0
"Rajasthan Royals","Jofra Archer","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",1,1,3,"All",1,33.3333333333333
"Rajasthan Royals","Jofra Archer","Punjab Kings","Sawai Mansingh Stadium",2,2,3,"All",1,66.6666666666667
"Rajasthan Royals","Jofra Archer","Punjab Kings","Sharjah Cricket Stadium",13,0,3,"All",Inf,433.333333333333
"Rajasthan Royals","Jofra Archer","Royal Challengers Bangalore","Dubai International Cricket Stadium",2,1,3,"All",2,66.6666666666667
"Rajasthan Royals","Jofra Archer","Royal Challengers Bangalore","Sawai Mansingh Stadium",0,1,4,"All",0,0
"Rajasthan Royals","Jofra Archer","Royal Challengers Bangalore","Zayed Cricket Stadium",16,0,10,"All",Inf,160
"Rajasthan Royals","Jofra Archer","Sunrisers Hyderabad","Dubai International Cricket Stadium",16,0,7,"All",Inf,228.571428571429
"Rajasthan Royals","Jofra Archer","Sunrisers Hyderabad","Sawai Mansingh Stadium",1,0,1,"All",Inf,100
"Rajasthan Royals","Johan Botha","Chennai Super Kings","MA Chidambaram Stadium",8,1,6,"All",8,133.333333333333
"Rajasthan Royals","Johan Botha","Chennai Super Kings","Sawai Mansingh Stadium",26,2,37,"All",13,70.2702702702703
"Rajasthan Royals","Johan Botha","Deccan Chargers","Rajiv Gandhi International Stadium",70,1,51,"All",70,137.254901960784
"Rajasthan Royals","Johan Botha","Deccan Chargers","Sawai Mansingh Stadium",14,1,9,"All",14,155.555555555556
"Rajasthan Royals","Johan Botha","Delhi Capitals","OUTsurance Oval",37,1,31,"All",37,119.354838709677
"Rajasthan Royals","Johan Botha","Delhi Capitals","Sawai Mansingh Stadium",39,0,32,"All",Inf,121.875
"Rajasthan Royals","Johan Botha","Kochi Tuskers Kerala","Sawai Mansingh Stadium",14,0,7,"All",Inf,200
"Rajasthan Royals","Johan Botha","Kolkata Knight Riders","Eden Gardens",6,0,7,"All",Inf,85.7142857142857
"Rajasthan Royals","Johan Botha","Kolkata Knight Riders","Kingsmead",8,1,6,"All",8,133.333333333333
"Rajasthan Royals","Johan Botha","Kolkata Knight Riders","Sawai Mansingh Stadium",12,0,12,"All",Inf,100
"Rajasthan Royals","Johan Botha","Mumbai Indians","Kingsmead",2,0,3,"All",Inf,66.6666666666667
"Rajasthan Royals","Johan Botha","Mumbai Indians","Sawai Mansingh Stadium",45,1,39,"All",45,115.384615384615
"Rajasthan Royals","Johan Botha","Mumbai Indians","Wankhede Stadium",2,1,3,"All",2,66.6666666666667
"Rajasthan Royals","Johan Botha","Pune Warriors","Sawai Mansingh Stadium",19,1,21,"All",19,90.4761904761905
"Rajasthan Royals","Johan Botha","Punjab Kings","Punjab Cricket Association Stadium",14,0,8,"All",Inf,175
"Rajasthan Royals","Johan Botha","Royal Challengers Bangalore","Sawai Mansingh Stadium",19,1,20,"All",19,95
"Rajasthan Royals","Jos Buttler","Chennai Super Kings","Brabourne Stadium",2,1,5,"All",2,40
"Rajasthan Royals","Jos Buttler","Chennai Super Kings","MA Chidambaram Stadium",6,1,7,"All",6,85.7142857142857
"Rajasthan Royals","Jos Buttler","Chennai Super Kings","Maharashtra Cricket Association Stadium",22,1,17,"All",22,129.411764705882
"Rajasthan Royals","Jos Buttler","Chennai Super Kings","Sawai Mansingh Stadium",118,1,70,"All",118,168.571428571429
"Rajasthan Royals","Jos Buttler","Chennai Super Kings","Wankhede Stadium",49,1,35,"All",49,140
"Rajasthan Royals","Jos Buttler","Chennai Super Kings","Zayed Cricket Stadium",70,0,48,"All",Inf,145.833333333333
"Rajasthan Royals","Jos Buttler","Delhi Capitals","Dr DY Patil Sports Academy",7,1,11,"All",7,63.6363636363636
"Rajasthan Royals","Jos Buttler","Delhi Capitals","Dubai International Cricket Stadium",22,1,9,"All",22,244.444444444444
"Rajasthan Royals","Jos Buttler","Delhi Capitals","Feroz Shah Kotla",67,1,26,"All",67,257.692307692308
"Rajasthan Royals","Jos Buttler","Delhi Capitals","Sawai Mansingh Stadium",29,1,18,"All",29,161.111111111111
"Rajasthan Royals","Jos Buttler","Delhi Capitals","Sharjah Cricket Stadium",13,1,8,"All",13,162.5
"Rajasthan Royals","Jos Buttler","Delhi Capitals","Wankhede Stadium",118,2,72,"All",59,163.888888888889
"Rajasthan Royals","Jos Buttler","Gujarat Titans","Dr DY Patil Sports Academy",54,1,24,"All",54,225
"Rajasthan Royals","Jos Buttler","Gujarat Titans","Eden Gardens",89,1,56,"All",89,158.928571428571
"Rajasthan Royals","Jos Buttler","Gujarat Titans","Narendra Modi Stadium",39,1,35,"All",39,111.428571428571
"Rajasthan Royals","Jos Buttler","Kolkata Knight Riders","Brabourne Stadium",103,1,61,"All",103,168.852459016393
"Rajasthan Royals","Jos Buttler","Kolkata Knight Riders","Dubai International Cricket Stadium",56,2,38,"All",28,147.368421052632
"Rajasthan Royals","Jos Buttler","Kolkata Knight Riders","Eden Gardens",39,1,22,"All",39,177.272727272727
"Rajasthan Royals","Jos Buttler","Kolkata Knight Riders","Sawai Mansingh Stadium",61,1,52,"All",61,117.307692307692
"Rajasthan Royals","Jos Buttler","Kolkata Knight Riders","Wankhede Stadium",27,2,32,"All",13.5,84.375
"Rajasthan Royals","Jos Buttler","Lucknow Super Giants","Brabourne Stadium",2,1,6,"All",2,33.3333333333333
"Rajasthan Royals","Jos Buttler","Lucknow Super Giants","Wankhede Stadium",13,1,11,"All",13,118.181818181818
"Rajasthan Royals","Jos Buttler","Mumbai Indians","Arun Jaitley Stadium",41,1,32,"All",41,128.125
"Rajasthan Royals","Jos Buttler","Mumbai Indians","Dr DY Patil Sports Academy",167,2,120,"All",83.5,139.166666666667
"Rajasthan Royals","Jos Buttler","Mumbai Indians","Sawai Mansingh Stadium",6,1,8,"All",6,75
"Rajasthan Royals","Jos Buttler","Mumbai Indians","Wankhede Stadium",183,1,96,"All",183,190.625
"Rajasthan Royals","Jos Buttler","Mumbai Indians","Zayed Cricket Stadium",70,1,44,"All",70,159.090909090909
"Rajasthan Royals","Jos Buttler","Punjab Kings","Holkar Cricket Stadium",51,1,39,"All",51,130.769230769231
"Rajasthan Royals","Jos Buttler","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",23,1,17,"All",23,135.294117647059
"Rajasthan Royals","Jos Buttler","Punjab Kings","Sawai Mansingh Stadium",151,2,101,"All",75.5,149.50495049505
"Rajasthan Royals","Jos Buttler","Punjab Kings","Sharjah Cricket Stadium",4,1,7,"All",4,57.1428571428571
"Rajasthan Royals","Jos Buttler","Punjab Kings","Wankhede Stadium",55,2,29,"All",27.5,189.655172413793
"Rajasthan Royals","Jos Buttler","Punjab Kings","Zayed Cricket Stadium",22,0,11,"All",Inf,200
"Rajasthan Royals","Jos Buttler","Royal Challengers Bangalore","Dubai International Cricket Stadium",24,1,25,"All",24,96
"Rajasthan Royals","Jos Buttler","Royal Challengers Bangalore","M Chinnaswamy Stadium",23,1,14,"All",23,164.285714285714
"Rajasthan Royals","Jos Buttler","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",8,1,9,"All",8,88.8888888888889
"Rajasthan Royals","Jos Buttler","Royal Challengers Bangalore","Narendra Modi Stadium",106,0,60,"All",Inf,176.666666666667
"Rajasthan Royals","Jos Buttler","Royal Challengers Bangalore","Sawai Mansingh Stadium",59,1,43,"All",59,137.209302325581
"Rajasthan Royals","Jos Buttler","Royal Challengers Bangalore","Wankhede Stadium",78,1,55,"All",78,141.818181818182
"Rajasthan Royals","Jos Buttler","Royal Challengers Bangalore","Zayed Cricket Stadium",22,1,12,"All",22,183.333333333333
"Rajasthan Royals","Jos Buttler","Sunrisers Hyderabad","Arun Jaitley Stadium",124,1,64,"All",124,193.75
"Rajasthan Royals","Jos Buttler","Sunrisers Hyderabad","Dubai International Cricket Stadium",25,2,25,"All",12.5,100
"Rajasthan Royals","Jos Buttler","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",35,1,28,"All",35,125
"Rajasthan Royals","Jos Buttler","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",11,2,17,"All",5.5,64.7058823529412
"Rajasthan Royals","Jos Buttler","Sunrisers Hyderabad","Sawai Mansingh Stadium",10,1,11,"All",10,90.9090909090909
"Rajasthan Royals","Kamran Akmal","Chennai Super Kings","Dr DY Patil Sports Academy",6,1,7,"All",6,85.7142857142857
"Rajasthan Royals","Kamran Akmal","Chennai Super Kings","MA Chidambaram Stadium",53,0,28,"All",Inf,189.285714285714
"Rajasthan Royals","Kamran Akmal","Deccan Chargers","Rajiv Gandhi International Stadium",12,1,9,"All",12,133.333333333333
"Rajasthan Royals","Kamran Akmal","Mumbai Indians","Sawai Mansingh Stadium",18,1,16,"All",18,112.5
"Rajasthan Royals","Kamran Akmal","Punjab Kings","Punjab Cricket Association Stadium",24,1,8,"All",24,300
"Rajasthan Royals","Kamran Akmal","Punjab Kings","Sawai Mansingh Stadium",15,1,10,"All",15,150
"Rajasthan Royals","Kamran Khan","Royal Challengers Bangalore","Newlands",3,1,5,"All",3,60
"Rajasthan Royals","Kane Richardson","Sunrisers Hyderabad","Sardar Patel Stadium",1,1,2,"All",1,50
"Rajasthan Royals","Kartik Tyagi","Delhi Capitals","Sharjah Cricket Stadium",2,0,3,"All",Inf,66.6666666666667
"Rajasthan Royals","Kartik Tyagi","Kolkata Knight Riders","Dubai International Cricket Stadium",2,1,3,"All",2,66.6666666666667
"Rajasthan Royals","Kartik Tyagi","Punjab Kings","Dubai International Cricket Stadium",1,1,3,"All",1,33.3333333333333
"Rajasthan Royals","Kartik Tyagi","Royal Challengers Bangalore","Dubai International Cricket Stadium",1,0,1,"All",Inf,100
"Rajasthan Royals","Karun Nair","Chennai Super Kings","JSCA International Stadium Complex",8,1,11,"All",8,72.7272727272727
