"Batting_Team","Striker","Season","Stadium","Runs","Dismissed","Balls","Bowling_Team","Average","Strike_Rate"
"Rajasthan Royals","Stuart Binny",2014,"Sardar Patel Stadium",25,4,40,"All",6.25,62.5
"Rajasthan Royals","Stuart Binny",2014,"Sharjah Cricket Stadium",12,1,8,"All",12,150
"Rajasthan Royals","Stuart Binny",2014,"Sheikh Zayed Stadium",48,1,33,"All",48,145.454545454545
"Rajasthan Royals","Stuart Binny",2015,"Brabourne Stadium",3,0,3,"All",Inf,100
"Rajasthan Royals","Stuart Binny",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",16,0,14,"All",Inf,114.285714285714
"Rajasthan Royals","Stuart Binny",2015,"Feroz Shah Kotla",1,1,2,"All",1,50
"Rajasthan Royals","Stuart Binny",2015,"Maharashtra Cricket Association Stadium",13,2,17,"All",6.5,76.4705882352941
"Rajasthan Royals","Stuart Binny",2015,"Sardar Patel Stadium",32,1,24,"All",32,133.333333333333
"Rajasthan Royals","Stuart Binny",2015,"Wankhede Stadium",9,0,6,"All",Inf,150
"Rajasthan Royals","Stuart Binny",2018,"Eden Gardens",1,2,7,"All",0.5,14.2857142857143
"Rajasthan Royals","Stuart Binny",2018,"Maharashtra Cricket Association Stadium",10,1,8,"All",10,125
"Rajasthan Royals","Stuart Binny",2018,"Sawai Mansingh Stadium",33,2,24,"All",16.5,137.5
"Rajasthan Royals","Stuart Binny",2019,"Eden Gardens",11,1,11,"All",11,100
"Rajasthan Royals","Stuart Binny",2019,"Feroz Shah Kotla",0,1,1,"All",0,0
"Rajasthan Royals","Stuart Binny",2019,"Punjab Cricket Association IS Bindra Stadium",33,0,11,"All",Inf,300
"Rajasthan Royals","Stuart Binny",2019,"Sawai Mansingh Stadium",26,1,17,"All",26,152.941176470588
"Rajasthan Royals","Sumit Narwal",2010,"Feroz Shah Kotla",12,1,9,"All",12,133.333333333333
"Rajasthan Royals","Sumit Narwal",2010,"M Chinnaswamy Stadium",0,1,1,"All",0,0
"Rajasthan Royals","Sumit Narwal",2010,"Sardar Patel Stadium",2,0,2,"All",Inf,100
"Rajasthan Royals","Swapnil Asnodkar",2008,"Dr DY Patil Sports Academy",67,2,56,"All",33.5,119.642857142857
"Rajasthan Royals","Swapnil Asnodkar",2008,"Eden Gardens",5,1,3,"All",5,166.666666666667
"Rajasthan Royals","Swapnil Asnodkar",2008,"MA Chidambaram Stadium",41,1,27,"All",41,151.851851851852
"Rajasthan Royals","Swapnil Asnodkar",2008,"Sawai Mansingh Stadium",159,4,126,"All",39.75,126.190476190476
"Rajasthan Royals","Swapnil Asnodkar",2008,"Wankhede Stadium",39,1,21,"All",39,185.714285714286
"Rajasthan Royals","Swapnil Asnodkar",2009,"De Beers Diamond Oval",70,2,64,"All",35,109.375
"Rajasthan Royals","Swapnil Asnodkar",2009,"Kingsmead",4,1,6,"All",4,66.6666666666667
"Rajasthan Royals","Swapnil Asnodkar",2009,"Newlands",3,2,6,"All",1.5,50
"Rajasthan Royals","Swapnil Asnodkar",2009,"St George's Park",0,1,1,"All",0,0
"Rajasthan Royals","Swapnil Asnodkar",2009,"SuperSport Park",21,2,16,"All",10.5,131.25
"Rajasthan Royals","Swapnil Asnodkar",2010,"Sardar Patel Stadium",5,1,4,"All",5,125
"Rajasthan Royals","Swapnil Asnodkar",2011,"Punjab Cricket Association Stadium",9,1,9,"All",9,100
"Rajasthan Royals","Tabraiz Shamsi",2021,"Zayed Cricket Stadium",2,0,4,"All",Inf,50
"Rajasthan Royals","Taruwar Kohli",2008,"Feroz Shah Kotla",7,1,12,"All",7,58.3333333333333
"Rajasthan Royals","Taruwar Kohli",2008,"MA Chidambaram Stadium",3,1,3,"All",3,100
"Rajasthan Royals","Tim Southee",2014,"Dubai International Cricket Stadium",4,1,4,"All",4,100
"Rajasthan Royals","Tim Southee",2015,"Feroz Shah Kotla",7,0,4,"All",Inf,175
"Rajasthan Royals","Tim Southee",2015,"Wankhede Stadium",6,1,5,"All",6,120
"Rajasthan Royals","Tom Curran",2020,"Dubai International Cricket Stadium",54,0,36,"All",Inf,150
"Rajasthan Royals","Tom Curran",2020,"Sharjah Cricket Stadium",14,0,10,"All",Inf,140
"Rajasthan Royals","Tom Curran",2020,"Zayed Cricket Stadium",15,1,16,"All",15,93.75
"Rajasthan Royals","Trent Boult",2022,"Brabourne Stadium",17,0,9,"All",Inf,188.888888888889
"Rajasthan Royals","Trent Boult",2022,"Dr DY Patil Sports Academy",5,0,5,"All",Inf,100
"Rajasthan Royals","Trent Boult",2022,"Maharashtra Cricket Association Stadium",5,1,7,"All",5,71.4285714285714
"Rajasthan Royals","Trent Boult",2022,"Narendra Modi Stadium",11,1,7,"All",11,157.142857142857
"Rajasthan Royals","Trent Boult",2022,"Wankhede Stadium",2,0,1,"All",Inf,200
"Rajasthan Royals","Tyron Henderson",2009,"Kingsmead",0,1,1,"All",0,0
"Rajasthan Royals","Tyron Henderson",2009,"Newlands",11,1,15,"All",11,73.3333333333333
"Rajasthan Royals","Unmukt Chand",2014,"Sardar Patel Stadium",2,1,9,"All",2,22.2222222222222
"Rajasthan Royals","Varun Aaron",2019,"Feroz Shah Kotla",3,0,7,"All",Inf,42.8571428571429
"Rajasthan Royals","Varun Aaron",2020,"Dubai International Cricket Stadium",0,0,8,"All",NA,0
"Rajasthan Royals","Varun Aaron",2020,"Sharjah Cricket Stadium",1,1,2,"All",1,50
"Rajasthan Royals","Vikramjeet Malik",2014,"Punjab Cricket Association Stadium",1,0,2,"All",Inf,50
"Rajasthan Royals","Yashasvi Jaiswal",2020,"Sharjah Cricket Stadium",40,2,42,"All",20,95.2380952380952
"Rajasthan Royals","Yashasvi Jaiswal",2020,"Zayed Cricket Stadium",0,1,2,"All",0,0
"Rajasthan Royals","Yashasvi Jaiswal",2021,"Arun Jaitley Stadium",44,2,33,"All",22,133.333333333333
"Rajasthan Royals","Yashasvi Jaiswal",2021,"Dubai International Cricket Stadium",116,3,81,"All",38.6666666666667,143.20987654321
"Rajasthan Royals","Yashasvi Jaiswal",2021,"Sharjah Cricket Stadium",12,2,12,"All",6,100
"Rajasthan Royals","Yashasvi Jaiswal",2021,"Wankhede Stadium",22,1,17,"All",22,129.411764705882
"Rajasthan Royals","Yashasvi Jaiswal",2021,"Zayed Cricket Stadium",55,2,25,"All",27.5,220
"Rajasthan Royals","Yashasvi Jaiswal",2022,"Brabourne Stadium",100,2,73,"All",50,136.986301369863
"Rajasthan Royals","Yashasvi Jaiswal",2022,"Dr DY Patil Sports Academy",20,2,21,"All",10,95.2380952380952
"Rajasthan Royals","Yashasvi Jaiswal",2022,"Eden Gardens",3,1,8,"All",3,37.5
"Rajasthan Royals","Yashasvi Jaiswal",2022,"Maharashtra Cricket Association Stadium",20,1,16,"All",20,125
"Rajasthan Royals","Yashasvi Jaiswal",2022,"Narendra Modi Stadium",43,2,29,"All",21.5,148.275862068966
"Rajasthan Royals","Yashasvi Jaiswal",2022,"Wankhede Stadium",72,2,47,"All",36,153.191489361702
"Rajasthan Royals","Younis Khan",2008,"Punjab Cricket Association Stadium",3,1,7,"All",3,42.8571428571429
"Rajasthan Royals","Yusuf Pathan",2008,"Dr DY Patil Sports Academy",57,2,42,"All",28.5,135.714285714286
"Rajasthan Royals","Yusuf Pathan",2008,"Eden Gardens",48,0,18,"All",Inf,266.666666666667
"Rajasthan Royals","Yusuf Pathan",2008,"Feroz Shah Kotla",10,1,5,"All",10,200
"Rajasthan Royals","Yusuf Pathan",2008,"M Chinnaswamy Stadium",21,1,12,"All",21,175
"Rajasthan Royals","Yusuf Pathan",2008,"MA Chidambaram Stadium",6,1,5,"All",6,120
"Rajasthan Royals","Yusuf Pathan",2008,"Punjab Cricket Association Stadium",39,1,15,"All",39,260
"Rajasthan Royals","Yusuf Pathan",2008,"Rajiv Gandhi International Stadium",61,1,28,"All",61,217.857142857143
"Rajasthan Royals","Yusuf Pathan",2008,"Sawai Mansingh Stadium",148,6,97,"All",24.6666666666667,152.577319587629
"Rajasthan Royals","Yusuf Pathan",2008,"Wankhede Stadium",45,1,21,"All",45,214.285714285714
"Rajasthan Royals","Yusuf Pathan",2009,"De Beers Diamond Oval",13,2,18,"All",6.5,72.2222222222222
"Rajasthan Royals","Yusuf Pathan",2009,"Kingsmead",38,3,36,"All",12.6666666666667,105.555555555556
"Rajasthan Royals","Yusuf Pathan",2009,"Newlands",63,3,48,"All",21,131.25
"Rajasthan Royals","Yusuf Pathan",2009,"OUTsurance Oval",1,1,5,"All",1,20
"Rajasthan Royals","Yusuf Pathan",2009,"St George's Park",24,1,14,"All",24,171.428571428571
"Rajasthan Royals","Yusuf Pathan",2009,"SuperSport Park",104,2,61,"All",52,170.491803278689
"Rajasthan Royals","Yusuf Pathan",2010,"Brabourne Stadium",100,1,37,"All",100,270.27027027027
"Rajasthan Royals","Yusuf Pathan",2010,"Eden Gardens",8,1,9,"All",8,88.8888888888889
"Rajasthan Royals","Yusuf Pathan",2010,"Feroz Shah Kotla",24,1,14,"All",24,171.428571428571
"Rajasthan Royals","Yusuf Pathan",2010,"M Chinnaswamy Stadium",26,1,24,"All",26,108.333333333333
"Rajasthan Royals","Yusuf Pathan",2010,"MA Chidambaram Stadium",4,1,2,"All",4,200
"Rajasthan Royals","Yusuf Pathan",2010,"Punjab Cricket Association Stadium",28,1,19,"All",28,147.368421052632
"Rajasthan Royals","Yusuf Pathan",2010,"Sardar Patel Stadium",96,3,59,"All",32,162.71186440678
"Rajasthan Royals","Yusuf Pathan",2010,"Sawai Mansingh Stadium",42,2,30,"All",21,140
"Rajasthan Royals","Yusuf Pathan",2010,"Vidarbha Cricket Association Stadium",5,1,7,"All",5,71.4285714285714
"Rajasthan Royals","Yuzvendra Chahal",2022,"Dr DY Patil Sports Academy",5,1,8,"All",5,62.5
"Rising Pune Supergiants","Adam Zampa",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",0,1,1,"All",0,0
"Rising Pune Supergiants","Adam Zampa",2017,"Maharashtra Cricket Association Stadium",5,1,7,"All",5,71.4285714285714
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",61,2,54,"All",30.5,112.962962962963
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Eden Gardens",2,1,6,"All",2,33.3333333333333
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Feroz Shah Kotla",63,0,48,"All",Inf,131.25
"Rising Pune Supergiants","Ajinkya Rahane",2016,"M Chinnaswamy Stadium",74,1,48,"All",74,154.166666666667
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Maharashtra Cricket Association Stadium",184,4,148,"All",46,124.324324324324
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Punjab Cricket Association IS Bindra Stadium",9,1,11,"All",9,81.8181818181818
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Rajiv Gandhi International Stadium",0,1,5,"All",0,0
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Saurashtra Cricket Association Stadium",21,1,17,"All",21,123.529411764706
"Rising Pune Supergiants","Ajinkya Rahane",2016,"Wankhede Stadium",66,0,42,"All",Inf,157.142857142857
"Rising Pune Supergiants","Ajinkya Rahane",2017,"Eden Gardens",11,1,9,"All",11,122.222222222222
"Rising Pune Supergiants","Ajinkya Rahane",2017,"Feroz Shah Kotla",0,1,1,"All",0,0
"Rising Pune Supergiants","Ajinkya Rahane",2017,"Holkar Cricket Stadium",19,1,15,"All",19,126.666666666667
"Rising Pune Supergiants","Ajinkya Rahane",2017,"M Chinnaswamy Stadium",30,1,25,"All",30,120
"Rising Pune Supergiants","Ajinkya Rahane",2017,"Maharashtra Cricket Association Stadium",162,6,137,"All",27,118.248175182482
"Rising Pune Supergiants","Ajinkya Rahane",2017,"Rajiv Gandhi International Stadium",66,2,58,"All",33,113.793103448276
"Rising Pune Supergiants","Ajinkya Rahane",2017,"Saurashtra Cricket Association Stadium",0,1,3,"All",0,0
"Rising Pune Supergiants","Ajinkya Rahane",2017,"Wankhede Stadium",94,2,75,"All",47,125.333333333333
"Rising Pune Supergiants","Albie Morkel",2016,"Maharashtra Cricket Association Stadium",16,1,9,"All",16,177.777777777778
"Rising Pune Supergiants","Ankit Sharma",2016,"Maharashtra Cricket Association Stadium",3,0,3,"All",Inf,100
"Rising Pune Supergiants","Ankit Sharma",2017,"Saurashtra Cricket Association Stadium",25,1,15,"All",25,166.666666666667
"Rising Pune Supergiants","Ashok Dinda",2017,"Maharashtra Cricket Association Stadium",7,1,7,"All",7,100
"Rising Pune Supergiants","Ben Stokes",2017,"Eden Gardens",14,1,15,"All",14,93.3333333333333
"Rising Pune Supergiants","Ben Stokes",2017,"Feroz Shah Kotla",33,1,25,"All",33,132
"Rising Pune Supergiants","Ben Stokes",2017,"Holkar Cricket Stadium",50,1,32,"All",50,156.25
"Rising Pune Supergiants","Ben Stokes",2017,"M Chinnaswamy Stadium",2,1,3,"All",2,66.6666666666667
"Rising Pune Supergiants","Ben Stokes",2017,"Maharashtra Cricket Association Stadium",136,3,91,"All",45.3333333333333,149.450549450549
"Rising Pune Supergiants","Ben Stokes",2017,"Rajiv Gandhi International Stadium",39,1,25,"All",39,156
"Rising Pune Supergiants","Ben Stokes",2017,"Saurashtra Cricket Association Stadium",25,1,18,"All",25,138.888888888889
"Rising Pune Supergiants","Ben Stokes",2017,"Wankhede Stadium",17,1,12,"All",17,141.666666666667
"Rising Pune Supergiants","Dan Christian",2017,"Eden Gardens",9,0,10,"All",Inf,90
"Rising Pune Supergiants","Dan Christian",2017,"Feroz Shah Kotla",3,1,3,"All",3,100
"Rising Pune Supergiants","Dan Christian",2017,"Holkar Cricket Stadium",17,1,8,"All",17,212.5
"Rising Pune Supergiants","Dan Christian",2017,"M Chinnaswamy Stadium",1,1,3,"All",1,33.3333333333333
"Rising Pune Supergiants","Dan Christian",2017,"Maharashtra Cricket Association Stadium",33,1,14,"All",33,235.714285714286
"Rising Pune Supergiants","Dan Christian",2017,"Rajiv Gandhi International Stadium",8,1,4,"All",8,200
"Rising Pune Supergiants","Dan Christian",2017,"Wankhede Stadium",8,0,7,"All",Inf,114.285714285714
"Rising Pune Supergiants","Deepak Chahar",2017,"Maharashtra Cricket Association Stadium",14,1,6,"All",14,233.333333333333
"Rising Pune Supergiants","Faf du Plessis",2016,"Maharashtra Cricket Association Stadium",6,2,12,"All",3,50
"Rising Pune Supergiants","Faf du Plessis",2016,"Punjab Cricket Association IS Bindra Stadium",67,1,53,"All",67,126.415094339623
"Rising Pune Supergiants","Faf du Plessis",2016,"Rajiv Gandhi International Stadium",30,1,21,"All",30,142.857142857143
"Rising Pune Supergiants","Faf du Plessis",2016,"Saurashtra Cricket Association Stadium",69,1,43,"All",69,160.46511627907
"Rising Pune Supergiants","Faf du Plessis",2016,"Wankhede Stadium",34,1,33,"All",34,103.030303030303
"Rising Pune Supergiants","Faf du Plessis",2017,"Maharashtra Cricket Association Stadium",8,1,7,"All",8,114.285714285714
"Rising Pune Supergiants","George Bailey",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",51,2,69,"All",25.5,73.9130434782609
"Rising Pune Supergiants","George Bailey",2016,"Eden Gardens",33,1,27,"All",33,122.222222222222
"Rising Pune Supergiants","George Bailey",2016,"M Chinnaswamy Stadium",0,1,2,"All",0,0
"Rising Pune Supergiants","Imran Tahir",2017,"Maharashtra Cricket Association Stadium",0,0,2,"All",NA,0
"Rising Pune Supergiants","Irfan Pathan",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2,1,3,"All",2,66.6666666666667
"Rising Pune Supergiants","Irfan Pathan",2016,"Eden Gardens",7,1,8,"All",7,87.5
"Rising Pune Supergiants","Irfan Pathan",2016,"Punjab Cricket Association IS Bindra Stadium",2,1,2,"All",2,100
"Rising Pune Supergiants","Jaydev Unadkat",2017,"M Chinnaswamy Stadium",2,0,5,"All",Inf,40
"Rising Pune Supergiants","Kevin Pietersen",2016,"Maharashtra Cricket Association Stadium",0,0,1,"All",NA,0
"Rising Pune Supergiants","Kevin Pietersen",2016,"Punjab Cricket Association IS Bindra Stadium",15,1,15,"All",15,100
"Rising Pune Supergiants","Kevin Pietersen",2016,"Saurashtra Cricket Association Stadium",37,1,31,"All",37,119.354838709677
"Rising Pune Supergiants","Kevin Pietersen",2016,"Wankhede Stadium",21,0,14,"All",Inf,150
"Rising Pune Supergiants","Lockie Ferguson",2017,"Saurashtra Cricket Association Stadium",1,0,1,"All",Inf,100
"Rising Pune Supergiants","MS Dhoni",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",94,1,52,"All",94,180.769230769231
"Rising Pune Supergiants","MS Dhoni",2016,"Eden Gardens",8,0,22,"All",Inf,36.3636363636364
"Rising Pune Supergiants","MS Dhoni",2016,"Feroz Shah Kotla",27,1,20,"All",27,135
"Rising Pune Supergiants","MS Dhoni",2016,"M Chinnaswamy Stadium",9,1,8,"All",9,112.5
"Rising Pune Supergiants","MS Dhoni",2016,"Maharashtra Cricket Association Stadium",118,2,92,"All",59,128.260869565217
"Rising Pune Supergiants","MS Dhoni",2016,"Punjab Cricket Association IS Bindra Stadium",1,1,2,"All",1,50
"Rising Pune Supergiants","MS Dhoni",2016,"Rajiv Gandhi International Stadium",5,1,4,"All",5,125
"Rising Pune Supergiants","MS Dhoni",2016,"Saurashtra Cricket Association Stadium",22,0,10,"All",Inf,220
"Rising Pune Supergiants","MS Dhoni",2017,"Eden Gardens",5,1,9,"All",5,55.5555555555556
"Rising Pune Supergiants","MS Dhoni",2017,"Feroz Shah Kotla",5,1,5,"All",5,100
"Rising Pune Supergiants","MS Dhoni",2017,"Holkar Cricket Stadium",5,1,11,"All",5,45.4545454545455
"Rising Pune Supergiants","MS Dhoni",2017,"M Chinnaswamy Stadium",28,1,25,"All",28,112
"Rising Pune Supergiants","MS Dhoni",2017,"Maharashtra Cricket Association Stadium",154,3,121,"All",51.3333333333333,127.272727272727
"Rising Pune Supergiants","MS Dhoni",2017,"Rajiv Gandhi International Stadium",41,2,34,"All",20.5,120.588235294118
"Rising Pune Supergiants","MS Dhoni",2017,"Saurashtra Cricket Association Stadium",5,1,8,"All",5,62.5
"Rising Pune Supergiants","MS Dhoni",2017,"Wankhede Stadium",47,1,37,"All",47,127.027027027027
"Rising Pune Supergiants","Manoj Tiwary",2017,"Eden Gardens",8,1,9,"All",8,88.8888888888889
"Rising Pune Supergiants","Manoj Tiwary",2017,"Feroz Shah Kotla",60,1,45,"All",60,133.333333333333
"Rising Pune Supergiants","Manoj Tiwary",2017,"Holkar Cricket Stadium",40,0,23,"All",Inf,173.913043478261
"Rising Pune Supergiants","Manoj Tiwary",2017,"M Chinnaswamy Stadium",27,1,11,"All",27,245.454545454545
"Rising Pune Supergiants","Manoj Tiwary",2017,"Maharashtra Cricket Association Stadium",62,2,47,"All",31,131.914893617021
"Rising Pune Supergiants","Manoj Tiwary",2017,"Rajiv Gandhi International Stadium",16,2,13,"All",8,123.076923076923
"Rising Pune Supergiants","Manoj Tiwary",2017,"Saurashtra Cricket Association Stadium",31,1,27,"All",31,114.814814814815
"Rising Pune Supergiants","Manoj Tiwary",2017,"Wankhede Stadium",80,2,61,"All",40,131.147540983607
"Rising Pune Supergiants","Mayank Agarwal",2017,"Holkar Cricket Stadium",0,1,4,"All",0,0
"Rising Pune Supergiants","Mayank Agarwal",2017,"Maharashtra Cricket Association Stadium",26,2,23,"All",13,113.04347826087
"Rising Pune Supergiants","Mitchell Marsh",2016,"Saurashtra Cricket Association Stadium",7,1,11,"All",7,63.6363636363636
"Rising Pune Supergiants","Murugan Ashwin",2016,"Maharashtra Cricket Association Stadium",0,1,1,"All",0,0
"Rising Pune Supergiants","Peter Handscomb",2016,"Maharashtra Cricket Association Stadium",6,1,12,"All",6,50
"Rising Pune Supergiants","Rahul Chahar",2017,"Saurashtra Cricket Association Stadium",3,0,2,"All",Inf,150
"Rising Pune Supergiants","Rahul Tripathi",2017,"Eden Gardens",93,1,52,"All",93,178.846153846154
"Rising Pune Supergiants","Rahul Tripathi",2017,"Feroz Shah Kotla",7,1,6,"All",7,116.666666666667
"Rising Pune Supergiants","Rahul Tripathi",2017,"M Chinnaswamy Stadium",31,1,23,"All",31,134.782608695652
"Rising Pune Supergiants","Rahul Tripathi",2017,"Maharashtra Cricket Association Stadium",178,6,124,"All",29.6666666666667,143.548387096774
"Rising Pune Supergiants","Rahul Tripathi",2017,"Rajiv Gandhi International Stadium",4,2,12,"All",2,33.3333333333333
"Rising Pune Supergiants","Rahul Tripathi",2017,"Saurashtra Cricket Association Stadium",33,1,17,"All",33,194.117647058824
"Rising Pune Supergiants","Rahul Tripathi",2017,"Wankhede Stadium",45,2,33,"All",22.5,136.363636363636
"Rising Pune Supergiants","Rajat Bhatia",2016,"M Chinnaswamy Stadium",9,0,4,"All",Inf,225
"Rising Pune Supergiants","Rajat Bhatia",2016,"Maharashtra Cricket Association Stadium",25,1,14,"All",25,178.571428571429
"Rising Pune Supergiants","Rajat Bhatia",2016,"Saurashtra Cricket Association Stadium",0,0,2,"All",NA,0
"Rising Pune Supergiants","Rajat Bhatia",2017,"Maharashtra Cricket Association Stadium",16,1,17,"All",16,94.1176470588235
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",30,1,26,"All",30,115.384615384615
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Eden Gardens",0,0,4,"All",NA,0
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"M Chinnaswamy Stadium",10,0,5,"All",Inf,200
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Maharashtra Cricket Association Stadium",0,1,1,"All",0,0
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Punjab Cricket Association IS Bindra Stadium",1,0,2,"All",Inf,50
"Rising Pune Supergiants","Saurabh Tiwary",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",26,2,25,"All",13,104
"Rising Pune Supergiants","Saurabh Tiwary",2016,"Eden Gardens",13,1,12,"All",13,108.333333333333
"Rising Pune Supergiants","Saurabh Tiwary",2016,"Feroz Shah Kotla",21,1,18,"All",21,116.666666666667
"Rising Pune Supergiants","Saurabh Tiwary",2016,"M Chinnaswamy Stadium",52,1,39,"All",52,133.333333333333
"Rising Pune Supergiants","Saurabh Tiwary",2016,"Maharashtra Cricket Association Stadium",58,2,47,"All",29,123.404255319149
"Rising Pune Supergiants","Shardul Thakur",2017,"M Chinnaswamy Stadium",0,1,1,"All",0,0
"Rising Pune Supergiants","Shardul Thakur",2017,"Rajiv Gandhi International Stadium",0,1,1,"All",0,0
"Rising Pune Supergiants","Shardul Thakur",2017,"Saurashtra Cricket Association Stadium",0,1,1,"All",0,0
"Rising Pune Supergiants","Steven Smith",2016,"Maharashtra Cricket Association Stadium",181,4,108,"All",45.25,167.592592592593
"Rising Pune Supergiants","Steven Smith",2016,"Punjab Cricket Association IS Bindra Stadium",38,1,26,"All",38,146.153846153846
"Rising Pune Supergiants","Steven Smith",2016,"Rajiv Gandhi International Stadium",46,0,36,"All",Inf,127.777777777778
"Rising Pune Supergiants","Steven Smith",2016,"Saurashtra Cricket Association Stadium",5,1,6,"All",5,83.3333333333333
"Rising Pune Supergiants","Steven Smith",2017,"Eden Gardens",9,1,9,"All",9,100
"Rising Pune Supergiants","Steven Smith",2017,"Feroz Shah Kotla",38,1,32,"All",38,118.75
"Rising Pune Supergiants","Steven Smith",2017,"Holkar Cricket Stadium",26,1,27,"All",26,96.2962962962963
"Rising Pune Supergiants","Steven Smith",2017,"M Chinnaswamy Stadium",27,1,24,"All",27,112.5
"Rising Pune Supergiants","Steven Smith",2017,"Maharashtra Cricket Association Stadium",226,3,164,"All",75.3333333333333,137.80487804878
"Rising Pune Supergiants","Steven Smith",2017,"Rajiv Gandhi International Stadium",85,2,89,"All",42.5,95.5056179775281
"Rising Pune Supergiants","Steven Smith",2017,"Saurashtra Cricket Association Stadium",43,1,28,"All",43,153.571428571429
"Rising Pune Supergiants","Steven Smith",2017,"Wankhede Stadium",18,2,14,"All",9,128.571428571429
"Rising Pune Supergiants","Thisara Perera",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",40,2,27,"All",20,148.148148148148
"Rising Pune Supergiants","Thisara Perera",2016,"Eden Gardens",13,1,11,"All",13,118.181818181818
"Rising Pune Supergiants","Thisara Perera",2016,"Feroz Shah Kotla",14,0,5,"All",Inf,280
"Rising Pune Supergiants","Thisara Perera",2016,"M Chinnaswamy Stadium",14,1,8,"All",14,175
"Rising Pune Supergiants","Thisara Perera",2016,"Maharashtra Cricket Association Stadium",61,2,33,"All",30.5,184.848484848485
"Rising Pune Supergiants","Thisara Perera",2016,"Punjab Cricket Association IS Bindra Stadium",8,1,9,"All",8,88.8888888888889
"Rising Pune Supergiants","Usman Khawaja",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",60,3,50,"All",20,120
"Rising Pune Supergiants","Usman Khawaja",2016,"Eden Gardens",21,1,17,"All",21,123.529411764706
"Rising Pune Supergiants","Usman Khawaja",2016,"Feroz Shah Kotla",30,1,27,"All",30,111.111111111111
"Rising Pune Supergiants","Usman Khawaja",2016,"M Chinnaswamy Stadium",16,1,6,"All",16,266.666666666667
"Rising Pune Supergiants","Washington Sundar",2017,"Eden Gardens",1,0,3,"All",Inf,33.3333333333333
"Rising Pune Supergiants","Washington Sundar",2017,"Feroz Shah Kotla",5,0,3,"All",Inf,166.666666666667
"Rising Pune Supergiants","Washington Sundar",2017,"Rajiv Gandhi International Stadium",1,1,4,"All",1,25
"Rising Pune Supergiants","Washington Sundar",2017,"Wankhede Stadium",2,0,2,"All",Inf,100
"Royal Challengers Bangalore","AB de Villiers",2011,"Feroz Shah Kotla",5,1,2,"All",5,250
"Royal Challengers Bangalore","AB de Villiers",2011,"Himachal Pradesh Cricket Association Stadium",34,1,27,"All",34,125.925925925926
"Royal Challengers Bangalore","AB de Villiers",2011,"M Chinnaswamy Stadium",104,3,86,"All",34.6666666666667,120.93023255814
"Royal Challengers Bangalore","AB de Villiers",2011,"MA Chidambaram Stadium",104,2,71,"All",52,146.478873239437
"Royal Challengers Bangalore","AB de Villiers",2011,"Nehru Stadium",54,0,40,"All",Inf,135
"Royal Challengers Bangalore","AB de Villiers",2011,"Rajiv Gandhi International Stadium",0,1,7,"All",0,0
"Royal Challengers Bangalore","AB de Villiers",2011,"Wankhede Stadium",11,1,10,"All",11,110
"Royal Challengers Bangalore","AB de Villiers",2012,"Eden Gardens",0,1,1,"All",0,0
"Royal Challengers Bangalore","AB de Villiers",2012,"M Chinnaswamy Stadium",191,4,118,"All",47.75,161.864406779661
"Royal Challengers Bangalore","AB de Villiers",2012,"MA Chidambaram Stadium",4,1,2,"All",4,200
"Royal Challengers Bangalore","AB de Villiers",2012,"Punjab Cricket Association Stadium",52,1,39,"All",52,133.333333333333
"Royal Challengers Bangalore","AB de Villiers",2012,"Rajiv Gandhi International Stadium",4,1,11,"All",4,36.3636363636364
"Royal Challengers Bangalore","AB de Villiers",2012,"Sawai Mansingh Stadium",59,0,23,"All",Inf,256.521739130435
"Royal Challengers Bangalore","AB de Villiers",2012,"Subrata Roy Sahara Stadium",9,0,4,"All",Inf,225
"Royal Challengers Bangalore","AB de Villiers",2013,"Feroz Shah Kotla",32,0,17,"All",Inf,188.235294117647
"Royal Challengers Bangalore","AB de Villiers",2013,"JSCA International Stadium Complex",28,1,22,"All",28,127.272727272727
