"Batting_Team","Striker","Bowling_Team","Stadium","Season","Runs","Wickets","Balls","Average","Strike_Rate"
"Punjab Kings","Manvinder Bisla","Royal Challengers Bangalore","Punjab Cricket Association Stadium",2010,28,1,26,28,107.692307692308
"Punjab Kings","Marcus Stoinis","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2016,52,1,44,52,118.181818181818
"Punjab Kings","Marcus Stoinis","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2018,22,0,15,Inf,146.666666666667
"Punjab Kings","Marcus Stoinis","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",2016,33,1,22,33,150
"Punjab Kings","Marcus Stoinis","Gujarat Lions","Saurashtra Cricket Association Stadium",2016,27,1,17,27,158.823529411765
"Punjab Kings","Marcus Stoinis","Gujarat Lions","Saurashtra Cricket Association Stadium",2017,7,1,9,7,77.7777777777778
"Punjab Kings","Marcus Stoinis","Kolkata Knight Riders","Eden Gardens",2016,0,1,3,0,0
"Punjab Kings","Marcus Stoinis","Kolkata Knight Riders","Eden Gardens",2017,9,1,12,9,75
"Punjab Kings","Marcus Stoinis","Mumbai Indians","Holkar Cricket Stadium",2017,1,1,3,1,33.3333333333333
"Punjab Kings","Marcus Stoinis","Mumbai Indians","Holkar Cricket Stadium",2018,29,0,15,Inf,193.333333333333
"Punjab Kings","Marcus Stoinis","Mumbai Indians","Wankhede Stadium",2018,1,1,2,1,50
"Punjab Kings","Marcus Stoinis","Rajasthan Royals","Holkar Cricket Stadium",2018,23,0,16,Inf,143.75
"Punjab Kings","Marcus Stoinis","Rajasthan Royals","Sawai Mansingh Stadium",2018,11,1,16,11,68.75
"Punjab Kings","Marcus Stoinis","Royal Challengers Bangalore","Holkar Cricket Stadium",2018,2,1,3,2,66.6666666666667
"Punjab Kings","Marcus Stoinis","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,11,1,9,11,122.222222222222
"Punjab Kings","Marcus Stoinis","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",2016,34,0,22,Inf,154.545454545455
"Punjab Kings","Martin Guptill","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2017,50,0,27,Inf,185.185185185185
"Punjab Kings","Martin Guptill","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",2017,2,1,5,2,40
"Punjab Kings","Martin Guptill","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2017,12,1,16,12,75
"Punjab Kings","Martin Guptill","Mumbai Indians","Wankhede Stadium",2017,36,1,18,36,200
"Punjab Kings","Martin Guptill","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2017,0,1,1,0,0
"Punjab Kings","Martin Guptill","Royal Challengers Bangalore","M Chinnaswamy Stadium",2017,9,1,10,9,90
"Punjab Kings","Martin Guptill","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2017,23,1,11,23,209.090909090909
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Brabourne Stadium",2022,4,1,2,4,200
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Dubai International Cricket Stadium",2020,26,1,19,26,136.842105263158
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Dubai International Cricket Stadium",2021,12,1,12,12,100
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","MA Chidambaram Stadium",2019,0,1,2,0,0
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",2018,30,1,19,30,157.894736842105
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",2019,7,1,6,7,116.666666666667
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Wankhede Stadium",2021,0,1,2,0,0
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Wankhede Stadium",2022,18,1,21,18,85.7142857142857
"Punjab Kings","Mayank Agarwal","Chennai Super Kings","Zayed Cricket Stadium",2020,26,1,15,26,173.333333333333
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Brabourne Stadium",2022,24,1,15,24,160
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Dr DY Patil Sports Academy",2022,0,1,2,0,0
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Dubai International Cricket Stadium",2020,94,2,69,47,136.231884057971
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Feroz Shah Kotla",2018,21,1,16,21,131.25
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Feroz Shah Kotla",2019,2,1,9,2,22.2222222222222
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Narendra Modi Stadium",2021,99,0,58,Inf,170.689655172414
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2018,7,1,5,7,140
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2019,6,1,9,6,66.6666666666667
"Punjab Kings","Mayank Agarwal","Delhi Capitals","Wankhede Stadium",2021,69,1,36,69,191.666666666667
"Punjab Kings","Mayank Agarwal","Gujarat Titans","Brabourne Stadium",2022,5,1,9,5,55.5555555555556
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,40,1,27,40,148.148148148148
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Eden Gardens",2018,2,0,2,Inf,100
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Eden Gardens",2019,58,1,34,58,170.588235294118
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Holkar Cricket Stadium",2018,0,1,1,0,0
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Narendra Modi Stadium",2021,31,1,34,31,91.1764705882353
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2019,36,1,26,36,138.461538461538
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Wankhede Stadium",2022,1,1,5,1,20
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders","Zayed Cricket Stadium",2020,56,1,39,56,143.589743589744
"Punjab Kings","Mayank Agarwal","Lucknow Super Giants","Maharashtra Cricket Association Stadium",2022,25,1,17,25,147.058823529412
"Punjab Kings","Mayank Agarwal","Mumbai Indians","Dubai International Cricket Stadium",2020,11,1,10,11,110
"Punjab Kings","Mayank Agarwal","Mumbai Indians","Holkar Cricket Stadium",2018,11,1,7,11,157.142857142857
"Punjab Kings","Mayank Agarwal","Mumbai Indians","MA Chidambaram Stadium",2021,25,1,20,25,125
"Punjab Kings","Mayank Agarwal","Mumbai Indians","Maharashtra Cricket Association Stadium",2022,52,1,32,52,162.5
"Punjab Kings","Mayank Agarwal","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",2019,43,1,21,43,204.761904761905
"Punjab Kings","Mayank Agarwal","Mumbai Indians","Zayed Cricket Stadium",2020,25,1,18,25,138.888888888889
"Punjab Kings","Mayank Agarwal","Rajasthan Royals","Dubai International Cricket Stadium",2021,67,1,43,67,155.813953488372
"Punjab Kings","Mayank Agarwal","Rajasthan Royals","Holkar Cricket Stadium",2018,2,1,3,2,66.6666666666667
"Punjab Kings","Mayank Agarwal","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",2019,26,1,12,26,216.666666666667
"Punjab Kings","Mayank Agarwal","Rajasthan Royals","Sawai Mansingh Stadium",2019,22,1,24,22,91.6666666666667
"Punjab Kings","Mayank Agarwal","Rajasthan Royals","Sharjah Cricket Stadium",2020,106,1,50,106,212
"Punjab Kings","Mayank Agarwal","Rajasthan Royals","Wankhede Stadium",2021,14,1,9,14,155.555555555556
"Punjab Kings","Mayank Agarwal","Rajasthan Royals","Wankhede Stadium",2022,15,1,13,15,115.384615384615
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","Brabourne Stadium",2022,19,1,16,19,118.75
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2022,32,1,24,32,133.333333333333
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,26,1,20,26,130
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","Holkar Cricket Stadium",2018,2,1,6,2,33.3333333333333
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,15,1,11,15,136.363636363636
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,35,1,21,35,166.666666666667
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",2019,15,1,9,15,166.666666666667
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","Sharjah Cricket Stadium",2020,45,1,25,45,180
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore","Sharjah Cricket Stadium",2021,57,1,42,57,135.714285714286
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,9,1,6,9,150
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","MA Chidambaram Stadium",2021,22,1,25,22,88
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2018,18,1,9,18,200
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2019,55,1,43,55,127.906976744186
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,12,1,15,12,80
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,27,1,18,27,150
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","Sharjah Cricket Stadium",2021,5,1,6,5,83.3333333333333
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad","Wankhede Stadium",2022,1,1,4,1,25
"Punjab Kings","Mitchell Johnson","Chennai Super Kings","Barabati Stadium",2014,11,0,6,Inf,183.333333333333
"Punjab Kings","Mitchell Johnson","Chennai Super Kings","MA Chidambaram Stadium",2015,1,1,2,1,50
"Punjab Kings","Mitchell Johnson","Chennai Super Kings","Wankhede Stadium",2014,1,0,1,Inf,100
"Punjab Kings","Mitchell Johnson","Delhi Capitals","Feroz Shah Kotla",2016,4,1,12,4,33.3333333333333
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Barabati Stadium",2014,14,1,12,14,116.666666666667
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Eden Gardens",2014,10,0,11,Inf,90.9090909090909
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",2015,1,1,2,1,50
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders","Sheikh Zayed Stadium",2014,0,1,1,0,0
"Punjab Kings","Mitchell Johnson","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",2016,1,1,2,1,50
"Punjab Kings","Mitchell Johnson","Mumbai Indians","Punjab Cricket Association Stadium",2015,8,0,4,Inf,200
"Punjab Kings","Mitchell Johnson","Mumbai Indians","Wankhede Stadium",2014,0,0,1,NA,0
"Punjab Kings","Mitchell Johnson","Mumbai Indians","Wankhede Stadium",2015,3,0,7,Inf,42.8571428571429
"Punjab Kings","Mitchell Johnson","Rajasthan Royals","Maharashtra Cricket Association Stadium",2015,0,1,4,0,0
"Punjab Kings","Mitchell Johnson","Rajasthan Royals","Sardar Patel Stadium",2015,13,0,7,Inf,185.714285714286
"Punjab Kings","Mitchell Johnson","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,16,0,12,Inf,133.333333333333
"Punjab Kings","Mitchell Johnson","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,1,1,4,1,25
"Punjab Kings","Mitchell Johnson","Sunrisers Hyderabad","Punjab Cricket Association Stadium",2015,4,0,6,Inf,66.6666666666667
"Punjab Kings","Mitchell Johnson","Sunrisers Hyderabad","Sharjah Cricket Stadium",2014,4,1,6,4,66.6666666666667
"Punjab Kings","Mohammad Kaif","Chennai Super Kings","MA Chidambaram Stadium",2010,14,1,16,14,87.5
"Punjab Kings","Mohammad Kaif","Delhi Capitals","Punjab Cricket Association Stadium",2010,6,1,6,6,100
"Punjab Kings","Mohammad Kaif","Rajasthan Royals","Punjab Cricket Association Stadium",2010,8,1,8,8,100
"Punjab Kings","Mohammed Shami","Chennai Super Kings","Wankhede Stadium",2021,9,0,12,Inf,75
"Punjab Kings","Mohammed Shami","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2019,0,1,1,0,0
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders","Narendra Modi Stadium",2021,1,0,2,Inf,50
"Punjab Kings","Mohammed Shami","Mumbai Indians","Zayed Cricket Stadium",2020,2,0,2,Inf,100
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,0,1,1,0,0
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","MA Chidambaram Stadium",2021,3,1,3,3,100
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,1,0,1,Inf,100
"Punjab Kings","Mohit Sharma","Chennai Super Kings","Maharashtra Cricket Association Stadium",2018,2,0,3,Inf,66.6666666666667
"Punjab Kings","Mohit Sharma","Delhi Capitals","Feroz Shah Kotla",2016,15,1,8,15,187.5
"Punjab Kings","Mohit Sharma","Delhi Capitals","Feroz Shah Kotla",2017,13,1,14,13,92.8571428571429
"Punjab Kings","Mohit Sharma","Gujarat Lions","Saurashtra Cricket Association Stadium",2016,1,1,2,1,50
"Punjab Kings","Mohit Sharma","Gujarat Lions","Saurashtra Cricket Association Stadium",2017,4,0,3,Inf,133.333333333333
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders","Eden Gardens",2016,1,0,1,Inf,100
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders","Eden Gardens",2017,10,1,8,10,125
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders","Holkar Cricket Stadium",2018,4,0,3,Inf,133.333333333333
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2016,1,1,3,1,33.3333333333333
"Punjab Kings","Mohit Sharma","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2017,6,1,12,6,50
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore","Holkar Cricket Stadium",2018,3,1,5,3,60
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,14,1,12,14,116.666666666667
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",2017,6,1,4,6,150
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,1,0,2,Inf,50
"Punjab Kings","Mohit Sharma","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2017,2,1,4,2,50
"Punjab Kings","Mohit Sharma","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2017,10,1,5,10,200
"Punjab Kings","Moises Henriques","Chennai Super Kings","Dubai International Cricket Stadium",2021,3,0,3,Inf,100
"Punjab Kings","Moises Henriques","Kolkata Knight Riders","Narendra Modi Stadium",2021,2,1,3,2,66.6666666666667
"Punjab Kings","Moises Henriques","Royal Challengers Bangalore","Sharjah Cricket Stadium",2021,12,0,9,Inf,133.333333333333
"Punjab Kings","Moises Henriques","Sunrisers Hyderabad","MA Chidambaram Stadium",2021,14,1,17,14,82.3529411764706
"Punjab Kings","Mujeeb Ur Rahman","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",2019,0,0,1,NA,0
"Punjab Kings","Mujeeb Ur Rahman","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,0,1,2,0,0
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,1,1,3,1,33.3333333333333
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,10,0,5,Inf,200
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,0,1,3,0,0
"Punjab Kings","Murali Vijay","Chennai Super Kings","MA Chidambaram Stadium",2015,34,1,32,34,106.25
"Punjab Kings","Murali Vijay","Delhi Capitals","Feroz Shah Kotla",2016,1,1,5,1,20
"Punjab Kings","Murali Vijay","Delhi Capitals","Maharashtra Cricket Association Stadium",2015,19,1,18,19,105.555555555556
"Punjab Kings","Murali Vijay","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2016,25,1,16,25,156.25
"Punjab Kings","Murali Vijay","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",2016,42,1,34,42,123.529411764706
"Punjab Kings","Murali Vijay","Gujarat Lions","Saurashtra Cricket Association Stadium",2016,55,1,41,55,134.146341463415
"Punjab Kings","Murali Vijay","Kolkata Knight Riders","Eden Gardens",2015,28,1,21,28,133.333333333333
"Punjab Kings","Murali Vijay","Kolkata Knight Riders","Eden Gardens",2016,6,1,11,6,54.5454545454545
"Punjab Kings","Murali Vijay","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",2015,0,1,4,0,0
"Punjab Kings","Murali Vijay","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2016,26,1,22,26,118.181818181818
"Punjab Kings","Murali Vijay","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,54,0,52,Inf,103.846153846154
"Punjab Kings","Murali Vijay","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",2016,19,1,13,19,146.153846153846
"Punjab Kings","Murali Vijay","Mumbai Indians","Punjab Cricket Association Stadium",2015,39,1,34,39,114.705882352941
"Punjab Kings","Murali Vijay","Mumbai Indians","Wankhede Stadium",2015,35,1,29,35,120.689655172414
"Punjab Kings","Murali Vijay","Rajasthan Royals","Maharashtra Cricket Association Stadium",2015,37,1,32,37,115.625
"Punjab Kings","Murali Vijay","Rajasthan Royals","Sardar Patel Stadium",2015,21,1,18,21,116.666666666667
"Punjab Kings","Murali Vijay","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,59,1,41,59,143.90243902439
"Punjab Kings","Murali Vijay","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",2016,53,1,49,53,108.163265306122
"Punjab Kings","Murali Vijay","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,2,1,6,2,33.3333333333333
"Punjab Kings","Murali Vijay","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,16,1,8,16,200
"Punjab Kings","Murali Vijay","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",2016,89,1,57,89,156.140350877193
"Punjab Kings","Murali Vijay","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",2016,6,1,12,6,50
"Punjab Kings","Murali Vijay","Sunrisers Hyderabad","Punjab Cricket Association Stadium",2015,12,1,16,12,75
"Punjab Kings","Murali Vijay","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,24,1,18,24,133.333333333333
"Punjab Kings","Murali Vijay","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2016,2,1,3,2,66.6666666666667
"Punjab Kings","Murugan Ashwin","Chennai Super Kings","Wankhede Stadium",2021,6,1,14,6,42.8571428571429
"Punjab Kings","Murugan Ashwin","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",2019,1,1,2,1,50
"Punjab Kings","Murugan Ashwin","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,1,0,2,Inf,50
"Punjab Kings","Murugan Ashwin","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,4,1,4,4,100
"Punjab Kings","Murugan Ashwin","Sunrisers Hyderabad","MA Chidambaram Stadium",2021,9,1,10,9,90
"Punjab Kings","Murugan Ashwin","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,1,0,1,Inf,100
"Punjab Kings","Nathan Ellis","Delhi Capitals","Brabourne Stadium",2022,0,1,2,0,0
"Punjab Kings","Nathan Ellis","Mumbai Indians","Zayed Cricket Stadium",2021,6,0,4,Inf,150
"Punjab Kings","Nathan Ellis","Sunrisers Hyderabad","Sharjah Cricket Stadium",2021,12,1,12,12,100
"Punjab Kings","Nathan Rimmington","Pune Warriors","Dr DY Patil Sports Academy",2011,1,0,1,Inf,100
"Punjab Kings","Nicholas Pooran","Chennai Super Kings","Dubai International Cricket Stadium",2020,33,1,17,33,194.117647058824
"Punjab Kings","Nicholas Pooran","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",2019,36,1,22,36,163.636363636364
"Punjab Kings","Nicholas Pooran","Chennai Super Kings","Wankhede Stadium",2021,0,1,2,0,0
"Punjab Kings","Nicholas Pooran","Chennai Super Kings","Zayed Cricket Stadium",2020,2,1,6,2,33.3333333333333
"Punjab Kings","Nicholas Pooran","Delhi Capitals","Dubai International Cricket Stadium",2020,53,2,31,26.5,170.967741935484
"Punjab Kings","Nicholas Pooran","Delhi Capitals","Wankhede Stadium",2021,9,1,8,9,112.5
"Punjab Kings","Nicholas Pooran","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,12,1,7,12,171.428571428571
"Punjab Kings","Nicholas Pooran","Kolkata Knight Riders","Narendra Modi Stadium",2021,19,1,19,19,100
"Punjab Kings","Nicholas Pooran","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",2019,48,1,27,48,177.777777777778
