"Batting_Team","Striker","Bowling_Team","Runs","Dismissed","Balls","Season","Stadium","Average","Strike_Rate"
"Chennai Super Kings","MS Dhoni","Deccan Chargers",281,9,248,"All","All",31.2222222222222,113.306451612903
"Chennai Super Kings","MS Dhoni","Delhi Capitals",604,17,435,"All","All",35.5294117647059,138.850574712644
"Chennai Super Kings","MS Dhoni","Gujarat Titans",7,1,10,"All","All",7,70
"Chennai Super Kings","MS Dhoni","Kochi Tuskers Kerala",23,1,19,"All","All",23,121.052631578947
"Chennai Super Kings","MS Dhoni","Kolkata Knight Riders",492,11,362,"All","All",44.7272727272727,135.911602209945
"Chennai Super Kings","MS Dhoni","Lucknow Super Giants",16,0,6,"All","All",Inf,266.666666666667
"Chennai Super Kings","MS Dhoni","Mumbai Indians",653,18,490,"All","All",36.2777777777778,133.265306122449
"Chennai Super Kings","MS Dhoni","Pune Warriors",135,3,90,"All","All",45,150
"Chennai Super Kings","MS Dhoni","Punjab Kings",572,11,388,"All","All",52,147.422680412371
"Chennai Super Kings","MS Dhoni","Rajasthan Royals",521,13,410,"All","All",40.0769230769231,127.073170731707
"Chennai Super Kings","MS Dhoni","Royal Challengers Bangalore",739,18,507,"All","All",41.0555555555556,145.759368836292
"Chennai Super Kings","MS Dhoni","Sunrisers Hyderabad",361,7,257,"All","All",51.5714285714286,140.466926070039
"Chennai Super Kings","Maheesh Theekshana","Mumbai Indians",0,1,3,"All","All",0,0
"Chennai Super Kings","Maheesh Theekshana","Royal Challengers Bangalore",7,0,4,"All","All",Inf,175
"Chennai Super Kings","Makhaya Ntini","Rajasthan Royals",11,1,12,"All","All",11,91.6666666666667
"Chennai Super Kings","Makhaya Ntini","Royal Challengers Bangalore",0,0,6,"All","All",NA,0
"Chennai Super Kings","Manpreet Gony","Deccan Chargers",15,0,6,"All","All",Inf,250
"Chennai Super Kings","Manpreet Gony","Delhi Capitals",19,1,7,"All","All",19,271.428571428571
"Chennai Super Kings","Manpreet Gony","Punjab Kings",9,2,11,"All","All",4.5,81.8181818181818
"Chennai Super Kings","Manpreet Gony","Rajasthan Royals",3,0,8,"All","All",Inf,37.5
"Chennai Super Kings","Manpreet Gony","Royal Challengers Bangalore",4,1,4,"All","All",4,100
"Chennai Super Kings","Mark Wood","Mumbai Indians",1,1,3,"All","All",1,33.3333333333333
"Chennai Super Kings","Matthew Hayden","Deccan Chargers",136,5,99,"All","All",27.2,137.373737373737
"Chennai Super Kings","Matthew Hayden","Delhi Capitals",181,4,94,"All","All",45.25,192.553191489362
