"Batting_Team","Striker","Season","Bowling_Team","Runs","Dismissed","Balls","Stadium","Average","Strike_Rate"
"Punjab Kings","KC Cariappa",2017,"Sunrisers Hyderabad",1,1,5,"All",1,20
"Punjab Kings","KL Rahul",2018,"Chennai Super Kings",44,2,33,"All",22,133.333333333333
"Punjab Kings","KL Rahul",2018,"Delhi Capitals",74,2,31,"All",37,238.709677419355
"Punjab Kings","KL Rahul",2018,"Kolkata Knight Riders",126,2,56,"All",63,225
"Punjab Kings","KL Rahul",2018,"Mumbai Indians",118,2,80,"All",59,147.5
"Punjab Kings","KL Rahul",2018,"Rajasthan Royals",179,0,124,"All",Inf,144.354838709677
"Punjab Kings","KL Rahul",2018,"Royal Challengers Bangalore",68,2,45,"All",34,151.111111111111
"Punjab Kings","KL Rahul",2018,"Sunrisers Hyderabad",50,2,47,"All",25,106.382978723404
"Punjab Kings","KL Rahul",2019,"Chennai Super Kings",126,2,83,"All",63,151.807228915663
"Punjab Kings","KL Rahul",2019,"Delhi Capitals",27,2,20,"All",13.5,135
"Punjab Kings","KL Rahul",2019,"Kolkata Knight Riders",3,2,12,"All",1.5,25
"Punjab Kings","KL Rahul",2019,"Mumbai Indians",171,0,121,"All",Inf,141.322314049587
"Punjab Kings","KL Rahul",2019,"Rajasthan Royals",56,2,51,"All",28,109.803921568627
"Punjab Kings","KL Rahul",2019,"Royal Challengers Bangalore",60,2,42,"All",30,142.857142857143
"Punjab Kings","KL Rahul",2019,"Sunrisers Hyderabad",150,1,109,"All",150,137.614678899083
"Punjab Kings","KL Rahul",2020,"Chennai Super Kings",92,2,79,"All",46,116.455696202532
"Punjab Kings","KL Rahul",2020,"Delhi Capitals",36,2,30,"All",18,120
"Punjab Kings","KL Rahul",2020,"Kolkata Knight Riders",102,2,83,"All",51,122.89156626506
"Punjab Kings","KL Rahul",2020,"Mumbai Indians",94,2,70,"All",47,134.285714285714
"Punjab Kings","KL Rahul",2020,"Rajasthan Royals",115,2,95,"All",57.5,121.052631578947
"Punjab Kings","KL Rahul",2020,"Royal Challengers Bangalore",193,0,118,"All",Inf,163.559322033898
"Punjab Kings","KL Rahul",2020,"Sunrisers Hyderabad",38,2,43,"All",19,88.3720930232558
"Punjab Kings","KL Rahul",2021,"Chennai Super Kings",103,1,49,"All",103,210.204081632653
"Punjab Kings","KL Rahul",2021,"Delhi Capitals",61,1,51,"All",61,119.607843137255
"Punjab Kings","KL Rahul",2021,"Kolkata Knight Riders",86,2,75,"All",43,114.666666666667
"Punjab Kings","KL Rahul",2021,"Mumbai Indians",81,1,74,"All",81,109.459459459459
"Punjab Kings","KL Rahul",2021,"Rajasthan Royals",140,2,83,"All",70,168.674698795181
"Punjab Kings","KL Rahul",2021,"Royal Challengers Bangalore",130,1,92,"All",130,141.304347826087
"Punjab Kings","KL Rahul",2021,"Sunrisers Hyderabad",25,2,27,"All",12.5,92.5925925925926
"Punjab Kings","Kagiso Rabada",2022,"Chennai Super Kings",12,0,12,"All",Inf,100
"Punjab Kings","Kagiso Rabada",2022,"Delhi Capitals",8,2,8,"All",4,100
"Punjab Kings","Kagiso Rabada",2022,"Gujarat Titans",1,1,1,"All",1,100
"Punjab Kings","Kagiso Rabada",2022,"Kolkata Knight Riders",25,1,16,"All",25,156.25
"Punjab Kings","Kagiso Rabada",2022,"Lucknow Super Giants",2,1,5,"All",2,40
"Punjab Kings","Kagiso Rabada",2022,"Royal Challengers Bangalore",0,0,1,"All",NA,0
"Punjab Kings","Karan Goel",2008,"Chennai Super Kings",25,2,26,"All",12.5,96.1538461538462
"Punjab Kings","Karan Goel",2008,"Delhi Capitals",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Karan Goel",2008,"Kolkata Knight Riders",6,1,7,"All",6,85.7142857142857
"Punjab Kings","Karan Goel",2008,"Mumbai Indians",18,1,21,"All",18,85.7142857142857
"Punjab Kings","Karan Goel",2008,"Rajasthan Royals",26,1,21,"All",26,123.809523809524
"Punjab Kings","Karan Goel",2009,"Chennai Super Kings",14,1,20,"All",14,70
"Punjab Kings","Karan Goel",2009,"Delhi Capitals",38,1,21,"All",38,180.952380952381
"Punjab Kings","Karan Goel",2009,"Kolkata Knight Riders",0,1,7,"All",0,0
"Punjab Kings","Karan Goel",2009,"Mumbai Indians",32,1,33,"All",32,96.969696969697
"Punjab Kings","Karan Goel",2009,"Rajasthan Royals",1,1,4,"All",1,25
"Punjab Kings","Karan Goel",2009,"Royal Challengers Bangalore",39,2,48,"All",19.5,81.25
"Punjab Kings","Karan Goel",2010,"Kolkata Knight Riders",17,0,17,"All",Inf,100
"Punjab Kings","Karan Goel",2010,"Mumbai Indians",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Karanveer Singh",2014,"Kolkata Knight Riders",1,0,1,"All",Inf,100
"Punjab Kings","Karanveer Singh",2015,"Chennai Super Kings",2,0,5,"All",Inf,40
"Punjab Kings","Karanveer Singh",2015,"Rajasthan Royals",5,0,4,"All",Inf,125
"Punjab Kings","Karanveer Singh",2015,"Royal Challengers Bangalore",4,1,7,"All",4,57.1428571428571
"Punjab Kings","Karun Nair",2018,"Chennai Super Kings",83,2,43,"All",41.5,193.023255813954
"Punjab Kings","Karun Nair",2018,"Delhi Capitals",84,2,65,"All",42,129.230769230769
"Punjab Kings","Karun Nair",2018,"Kolkata Knight Riders",3,1,6,"All",3,50
"Punjab Kings","Karun Nair",2018,"Mumbai Indians",23,1,12,"All",23,191.666666666667
"Punjab Kings","Karun Nair",2018,"Rajasthan Royals",34,2,28,"All",17,121.428571428571
"Punjab Kings","Karun Nair",2018,"Royal Challengers Bangalore",30,2,29,"All",15,103.448275862069
"Punjab Kings","Karun Nair",2018,"Sunrisers Hyderabad",44,2,38,"All",22,115.789473684211
"Punjab Kings","Karun Nair",2019,"Mumbai Indians",5,1,6,"All",5,83.3333333333333
"Punjab Kings","Karun Nair",2020,"Delhi Capitals",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Karun Nair",2020,"Mumbai Indians",0,1,3,"All",0,0
"Punjab Kings","Karun Nair",2020,"Royal Challengers Bangalore",15,0,8,"All",Inf,187.5
"Punjab Kings","Krishnappa Gowtham",2020,"Delhi Capitals",20,1,14,"All",20,142.857142857143
"Punjab Kings","Krishnappa Gowtham",2020,"Mumbai Indians",22,0,13,"All",Inf,169.230769230769
"Punjab Kings","Kumar Sangakkara",2008,"Chennai Super Kings",57,2,37,"All",28.5,154.054054054054
"Punjab Kings","Kumar Sangakkara",2008,"Deccan Chargers",53,2,29,"All",26.5,182.758620689655
"Punjab Kings","Kumar Sangakkara",2008,"Delhi Capitals",4,1,2,"All",4,200
"Punjab Kings","Kumar Sangakkara",2008,"Kolkata Knight Riders",92,2,66,"All",46,139.393939393939
"Punjab Kings","Kumar Sangakkara",2008,"Mumbai Indians",94,1,56,"All",94,167.857142857143
"Punjab Kings","Kumar Sangakkara",2008,"Rajasthan Royals",20,1,8,"All",20,250
"Punjab Kings","Kumar Sangakkara",2009,"Chennai Super Kings",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Kumar Sangakkara",2009,"Deccan Chargers",81,2,61,"All",40.5,132.786885245902
"Punjab Kings","Kumar Sangakkara",2009,"Delhi Capitals",51,1,58,"All",51,87.9310344827586
"Punjab Kings","Kumar Sangakkara",2009,"Kolkata Knight Riders",26,2,26,"All",13,100
"Punjab Kings","Kumar Sangakkara",2009,"Mumbai Indians",53,1,63,"All",53,84.1269841269841
"Punjab Kings","Kumar Sangakkara",2009,"Rajasthan Royals",71,2,66,"All",35.5,107.575757575758
"Punjab Kings","Kumar Sangakkara",2009,"Royal Challengers Bangalore",43,2,41,"All",21.5,104.878048780488
"Punjab Kings","Kumar Sangakkara",2010,"Chennai Super Kings",48,2,40,"All",24,120
"Punjab Kings","Kumar Sangakkara",2010,"Deccan Chargers",52,2,40,"All",26,130
"Punjab Kings","Kumar Sangakkara",2010,"Delhi Capitals",50,2,39,"All",25,128.205128205128
"Punjab Kings","Kumar Sangakkara",2010,"Kolkata Knight Riders",68,2,49,"All",34,138.775510204082
"Punjab Kings","Kumar Sangakkara",2010,"Mumbai Indians",56,1,42,"All",56,133.333333333333
"Punjab Kings","Kumar Sangakkara",2010,"Rajasthan Royals",38,2,20,"All",19,190
"Punjab Kings","Kumar Sangakkara",2010,"Royal Challengers Bangalore",45,1,27,"All",45,166.666666666667
"Punjab Kings","Kyle Abbott",2016,"Kolkata Knight Riders",12,0,6,"All",Inf,200
"Punjab Kings","Kyle Abbott",2016,"Rising Pune Supergiants",1,0,1,"All",Inf,100
"Punjab Kings","Kyle Abbott",2016,"Royal Challengers Bangalore",0,1,1,"All",0,0
"Punjab Kings","Lakshmipathy Balaji",2014,"Kolkata Knight Riders",0,1,2,"All",0,0
"Punjab Kings","Lakshmipathy Balaji",2014,"Royal Challengers Bangalore",1,0,1,"All",Inf,100
"Punjab Kings","Liam Livingstone",2022,"Chennai Super Kings",79,2,39,"All",39.5,202.564102564103
"Punjab Kings","Liam Livingstone",2022,"Delhi Capitals",5,2,8,"All",2.5,62.5
"Punjab Kings","Liam Livingstone",2022,"Gujarat Titans",94,1,37,"All",94,254.054054054054
"Punjab Kings","Liam Livingstone",2022,"Kolkata Knight Riders",19,1,16,"All",19,118.75
"Punjab Kings","Liam Livingstone",2022,"Lucknow Super Giants",18,1,16,"All",18,112.5
"Punjab Kings","Liam Livingstone",2022,"Mumbai Indians",2,1,3,"All",2,66.6666666666667
"Punjab Kings","Liam Livingstone",2022,"Rajasthan Royals",22,1,14,"All",22,157.142857142857
"Punjab Kings","Liam Livingstone",2022,"Royal Challengers Bangalore",89,2,52,"All",44.5,171.153846153846
"Punjab Kings","Liam Livingstone",2022,"Sunrisers Hyderabad",109,1,55,"All",109,198.181818181818
"Punjab Kings","Love Ablish",2011,"Royal Challengers Bangalore",0,0,2,"All",NA,0
"Punjab Kings","Luke Pomersbach",2008,"Deccan Chargers",13,1,12,"All",13,108.333333333333
"Punjab Kings","Luke Pomersbach",2008,"Delhi Capitals",25,0,12,"All",Inf,208.333333333333
"Punjab Kings","Luke Pomersbach",2008,"Mumbai Indians",79,0,50,"All",Inf,158
"Punjab Kings","Luke Pomersbach",2008,"Rajasthan Royals",1,0,1,"All",Inf,100
"Punjab Kings","Luke Pomersbach",2008,"Royal Challengers Bangalore",34,0,24,"All",Inf,141.666666666667
"Punjab Kings","Luke Pomersbach",2009,"Chennai Super Kings",26,1,32,"All",26,81.25
"Punjab Kings","Luke Pomersbach",2009,"Deccan Chargers",1,1,2,"All",1,50
"Punjab Kings","Luke Pomersbach",2009,"Delhi Capitals",9,1,8,"All",9,112.5
"Punjab Kings","Luke Pomersbach",2009,"Mumbai Indians",5,1,7,"All",5,71.4285714285714
"Punjab Kings","Luke Pomersbach",2013,"Chennai Super Kings",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Luke Pomersbach",2013,"Delhi Capitals",18,1,10,"All",18,180
"Punjab Kings","Luke Pomersbach",2013,"Sunrisers Hyderabad",33,0,40,"All",Inf,82.5
"Punjab Kings","M Shahrukh Khan",2021,"Chennai Super Kings",55,2,46,"All",27.5,119.565217391304
"Punjab Kings","M Shahrukh Khan",2021,"Delhi Capitals",19,1,10,"All",19,190
"Punjab Kings","M Shahrukh Khan",2021,"Kolkata Knight Riders",35,1,23,"All",35,152.173913043478
"Punjab Kings","M Shahrukh Khan",2021,"Rajasthan Royals",6,0,4,"All",Inf,150
"Punjab Kings","M Shahrukh Khan",2021,"Royal Challengers Bangalore",16,2,14,"All",8,114.285714285714
"Punjab Kings","M Shahrukh Khan",2021,"Sunrisers Hyderabad",22,1,17,"All",22,129.411764705882
"Punjab Kings","M Shahrukh Khan",2022,"Chennai Super Kings",6,1,11,"All",6,54.5454545454545
"Punjab Kings","M Shahrukh Khan",2022,"Delhi Capitals",12,1,20,"All",12,60
"Punjab Kings","M Shahrukh Khan",2022,"Gujarat Titans",15,1,8,"All",15,187.5
"Punjab Kings","M Shahrukh Khan",2022,"Kolkata Knight Riders",0,1,5,"All",0,0
"Punjab Kings","M Shahrukh Khan",2022,"Mumbai Indians",15,1,6,"All",15,250
"Punjab Kings","M Shahrukh Khan",2022,"Royal Challengers Bangalore",24,0,20,"All",Inf,120
"Punjab Kings","M Shahrukh Khan",2022,"Sunrisers Hyderabad",45,2,38,"All",22.5,118.421052631579
"Punjab Kings","Mahela Jayawardene",2008,"Chennai Super Kings",16,2,16,"All",8,100
"Punjab Kings","Mahela Jayawardene",2008,"Deccan Chargers",59,0,33,"All",Inf,178.787878787879
"Punjab Kings","Mahela Jayawardene",2008,"Delhi Capitals",51,1,31,"All",51,164.516129032258
"Punjab Kings","Mahela Jayawardene",2008,"Kolkata Knight Riders",21,1,16,"All",21,131.25
"Punjab Kings","Mahela Jayawardene",2008,"Mumbai Indians",13,2,9,"All",6.5,144.444444444444
"Punjab Kings","Mahela Jayawardene",2008,"Rajasthan Royals",2,1,4,"All",2,50
"Punjab Kings","Mahela Jayawardene",2008,"Royal Challengers Bangalore",17,0,22,"All",Inf,77.2727272727273
"Punjab Kings","Mahela Jayawardene",2009,"Chennai Super Kings",44,0,25,"All",Inf,176
"Punjab Kings","Mahela Jayawardene",2009,"Deccan Chargers",43,1,28,"All",43,153.571428571429
"Punjab Kings","Mahela Jayawardene",2009,"Delhi Capitals",6,1,6,"All",6,100
"Punjab Kings","Mahela Jayawardene",2009,"Kolkata Knight Riders",83,0,60,"All",Inf,138.333333333333
"Punjab Kings","Mahela Jayawardene",2009,"Mumbai Indians",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Mahela Jayawardene",2009,"Rajasthan Royals",16,2,21,"All",8,76.1904761904762
"Punjab Kings","Mahela Jayawardene",2009,"Royal Challengers Bangalore",20,1,16,"All",20,125
"Punjab Kings","Mahela Jayawardene",2010,"Chennai Super Kings",24,2,13,"All",12,184.615384615385
"Punjab Kings","Mahela Jayawardene",2010,"Deccan Chargers",107,1,71,"All",107,150.704225352113
"Punjab Kings","Mahela Jayawardene",2010,"Delhi Capitals",38,2,36,"All",19,105.555555555556
"Punjab Kings","Mahela Jayawardene",2010,"Kolkata Knight Riders",126,1,74,"All",126,170.27027027027
"Punjab Kings","Mahela Jayawardene",2010,"Mumbai Indians",51,2,36,"All",25.5,141.666666666667
"Punjab Kings","Mahela Jayawardene",2010,"Rajasthan Royals",67,2,55,"All",33.5,121.818181818182
"Punjab Kings","Mahela Jayawardene",2010,"Royal Challengers Bangalore",26,0,13,"All",Inf,200
"Punjab Kings","Manan Vohra",2013,"Chennai Super Kings",16,1,11,"All",16,145.454545454545
"Punjab Kings","Manan Vohra",2013,"Delhi Capitals",8,1,11,"All",8,72.7272727272727
"Punjab Kings","Manan Vohra",2013,"Kolkata Knight Riders",48,2,37,"All",24,129.72972972973
"Punjab Kings","Manan Vohra",2013,"Mumbai Indians",21,1,10,"All",21,210
"Punjab Kings","Manan Vohra",2013,"Pune Warriors",65,1,41,"All",65,158.536585365854
"Punjab Kings","Manan Vohra",2013,"Rajasthan Royals",3,1,6,"All",3,50
"Punjab Kings","Manan Vohra",2013,"Sunrisers Hyderabad",0,1,1,"All",0,0
"Punjab Kings","Manan Vohra",2014,"Chennai Super Kings",34,1,31,"All",34,109.677419354839
"Punjab Kings","Manan Vohra",2014,"Delhi Capitals",89,2,57,"All",44.5,156.140350877193
"Punjab Kings","Manan Vohra",2014,"Kolkata Knight Riders",93,2,71,"All",46.5,130.985915492958
"Punjab Kings","Manan Vohra",2014,"Mumbai Indians",36,1,34,"All",36,105.882352941176
"Punjab Kings","Manan Vohra",2014,"Rajasthan Royals",25,1,20,"All",25,125
"Punjab Kings","Manan Vohra",2014,"Sunrisers Hyderabad",47,1,20,"All",47,235
"Punjab Kings","Manan Vohra",2015,"Chennai Super Kings",4,1,7,"All",4,57.1428571428571
"Punjab Kings","Manan Vohra",2015,"Delhi Capitals",1,1,7,"All",1,14.2857142857143
"Punjab Kings","Manan Vohra",2015,"Kolkata Knight Riders",39,1,34,"All",39,114.705882352941
"Punjab Kings","Manan Vohra",2015,"Royal Challengers Bangalore",13,2,9,"All",6.5,144.444444444444
"Punjab Kings","Manan Vohra",2015,"Sunrisers Hyderabad",25,2,24,"All",12.5,104.166666666667
"Punjab Kings","Manan Vohra",2016,"Delhi Capitals",32,1,24,"All",32,133.333333333333
"Punjab Kings","Manan Vohra",2016,"Gujarat Lions",38,1,23,"All",38,165.217391304348
"Punjab Kings","Manan Vohra",2016,"Kolkata Knight Riders",8,2,17,"All",4,47.0588235294118
"Punjab Kings","Manan Vohra",2016,"Mumbai Indians",7,1,11,"All",7,63.6363636363636
"Punjab Kings","Manan Vohra",2016,"Rising Pune Supergiants",51,1,33,"All",51,154.545454545455
"Punjab Kings","Manan Vohra",2016,"Sunrisers Hyderabad",25,1,23,"All",25,108.695652173913
"Punjab Kings","Manan Vohra",2017,"Delhi Capitals",3,1,6,"All",3,50
"Punjab Kings","Manan Vohra",2017,"Gujarat Lions",2,1,4,"All",2,50
"Punjab Kings","Manan Vohra",2017,"Kolkata Knight Riders",53,2,35,"All",26.5,151.428571428571
"Punjab Kings","Manan Vohra",2017,"Rising Pune Supergiants",14,1,9,"All",14,155.555555555556
"Punjab Kings","Manan Vohra",2017,"Royal Challengers Bangalore",59,2,49,"All",29.5,120.408163265306
"Punjab Kings","Manan Vohra",2017,"Sunrisers Hyderabad",98,2,56,"All",49,175
"Punjab Kings","Mandeep Singh",2011,"Deccan Chargers",7,1,8,"All",7,87.5
"Punjab Kings","Mandeep Singh",2011,"Delhi Capitals",11,1,7,"All",11,157.142857142857
"Punjab Kings","Mandeep Singh",2011,"Kochi Tuskers Kerala",15,0,10,"All",Inf,150
"Punjab Kings","Mandeep Singh",2011,"Mumbai Indians",8,1,5,"All",8,160
"Punjab Kings","Mandeep Singh",2011,"Pune Warriors",6,1,11,"All",6,54.5454545454545
"Punjab Kings","Mandeep Singh",2012,"Chennai Super Kings",80,2,71,"All",40,112.676056338028
"Punjab Kings","Mandeep Singh",2012,"Deccan Chargers",103,2,68,"All",51.5,151.470588235294
"Punjab Kings","Mandeep Singh",2012,"Delhi Capitals",21,2,13,"All",10.5,161.538461538462
"Punjab Kings","Mandeep Singh",2012,"Kolkata Knight Riders",44,2,44,"All",22,100
"Punjab Kings","Mandeep Singh",2012,"Mumbai Indians",46,2,37,"All",23,124.324324324324
"Punjab Kings","Mandeep Singh",2012,"Pune Warriors",34,2,33,"All",17,103.030303030303
"Punjab Kings","Mandeep Singh",2012,"Rajasthan Royals",41,2,31,"All",20.5,132.258064516129
"Punjab Kings","Mandeep Singh",2012,"Royal Challengers Bangalore",63,2,45,"All",31.5,140
"Punjab Kings","Mandeep Singh",2013,"Chennai Super Kings",24,2,25,"All",12,96
"Punjab Kings","Mandeep Singh",2013,"Delhi Capitals",24,1,15,"All",24,160
"Punjab Kings","Mandeep Singh",2013,"Kolkata Knight Riders",66,2,50,"All",33,132
"Punjab Kings","Mandeep Singh",2013,"Mumbai Indians",10,2,13,"All",5,76.9230769230769
"Punjab Kings","Mandeep Singh",2013,"Pune Warriors",108,1,84,"All",108,128.571428571429
"Punjab Kings","Mandeep Singh",2013,"Rajasthan Royals",2,2,11,"All",1,18.1818181818182
"Punjab Kings","Mandeep Singh",2013,"Royal Challengers Bangalore",16,1,12,"All",16,133.333333333333
"Punjab Kings","Mandeep Singh",2013,"Sunrisers Hyderabad",10,2,13,"All",5,76.9230769230769
"Punjab Kings","Mandeep Singh",2014,"Chennai Super Kings",3,1,8,"All",3,37.5
"Punjab Kings","Mandeep Singh",2014,"Kolkata Knight Riders",0,1,3,"All",0,0
"Punjab Kings","Mandeep Singh",2014,"Royal Challengers Bangalore",21,1,15,"All",21,140
"Punjab Kings","Mandeep Singh",2019,"Chennai Super Kings",12,0,10,"All",Inf,120
"Punjab Kings","Mandeep Singh",2019,"Delhi Capitals",59,1,48,"All",59,122.916666666667
"Punjab Kings","Mandeep Singh",2019,"Kolkata Knight Riders",58,1,32,"All",58,181.25
"Punjab Kings","Mandeep Singh",2019,"Mumbai Indians",7,0,3,"All",Inf,233.333333333333
"Punjab Kings","Mandeep Singh",2019,"Rajasthan Royals",5,1,4,"All",5,125
"Punjab Kings","Mandeep Singh",2019,"Royal Challengers Bangalore",22,0,20,"All",Inf,110
"Punjab Kings","Mandeep Singh",2019,"Sunrisers Hyderabad",2,1,3,"All",2,66.6666666666667
"Punjab Kings","Mandeep Singh",2020,"Chennai Super Kings",41,2,31,"All",20.5,132.258064516129
"Punjab Kings","Mandeep Singh",2020,"Kolkata Knight Riders",66,1,57,"All",66,115.789473684211
"Punjab Kings","Mandeep Singh",2020,"Rajasthan Royals",0,1,1,"All",0,0
"Punjab Kings","Mandeep Singh",2020,"Sunrisers Hyderabad",23,2,20,"All",11.5,115
"Punjab Kings","Mandeep Singh",2021,"Mumbai Indians",15,1,14,"All",15,107.142857142857
"Punjab Kings","Manoj Tiwary",2018,"Chennai Super Kings",35,1,30,"All",35,116.666666666667
"Punjab Kings","Manoj Tiwary",2018,"Mumbai Indians",4,0,1,"All",Inf,400
"Punjab Kings","Manoj Tiwary",2018,"Rajasthan Royals",7,1,8,"All",7,87.5
"Punjab Kings","Manoj Tiwary",2018,"Sunrisers Hyderabad",1,1,5,"All",1,20
"Punjab Kings","Manpreet Gony",2013,"Chennai Super Kings",0,0,1,"All",NA,0
"Punjab Kings","Manpreet Gony",2013,"Kolkata Knight Riders",42,1,18,"All",42,233.333333333333
"Punjab Kings","Manpreet Gony",2013,"Mumbai Indians",0,1,3,"All",0,0
"Punjab Kings","Manpreet Gony",2013,"Rajasthan Royals",3,1,3,"All",3,100
"Punjab Kings","Manvinder Bisla",2010,"Chennai Super Kings",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Manvinder Bisla",2010,"Deccan Chargers",0,1,7,"All",0,0
"Punjab Kings","Manvinder Bisla",2010,"Delhi Capitals",2,1,6,"All",2,33.3333333333333
"Punjab Kings","Manvinder Bisla",2010,"Kolkata Knight Riders",40,2,37,"All",20,108.108108108108
"Punjab Kings","Manvinder Bisla",2010,"Mumbai Indians",11,1,10,"All",11,110
"Punjab Kings","Manvinder Bisla",2010,"Rajasthan Royals",55,2,32,"All",27.5,171.875
"Punjab Kings","Manvinder Bisla",2010,"Royal Challengers Bangalore",103,2,77,"All",51.5,133.766233766234
"Punjab Kings","Marcus Stoinis",2016,"Delhi Capitals",52,1,44,"All",52,118.181818181818
"Punjab Kings","Marcus Stoinis",2016,"Gujarat Lions",60,2,39,"All",30,153.846153846154
"Punjab Kings","Marcus Stoinis",2016,"Kolkata Knight Riders",0,1,3,"All",0,0
"Punjab Kings","Marcus Stoinis",2016,"Royal Challengers Bangalore",34,0,22,"All",Inf,154.545454545455
"Punjab Kings","Marcus Stoinis",2017,"Gujarat Lions",7,1,9,"All",7,77.7777777777778
"Punjab Kings","Marcus Stoinis",2017,"Kolkata Knight Riders",9,1,12,"All",9,75
"Punjab Kings","Marcus Stoinis",2017,"Mumbai Indians",1,1,3,"All",1,33.3333333333333
"Punjab Kings","Marcus Stoinis",2018,"Delhi Capitals",22,0,15,"All",Inf,146.666666666667
"Punjab Kings","Marcus Stoinis",2018,"Mumbai Indians",30,1,17,"All",30,176.470588235294
"Punjab Kings","Marcus Stoinis",2018,"Rajasthan Royals",34,1,32,"All",34,106.25
"Punjab Kings","Marcus Stoinis",2018,"Royal Challengers Bangalore",13,2,12,"All",6.5,108.333333333333
"Punjab Kings","Martin Guptill",2017,"Delhi Capitals",50,0,27,"All",Inf,185.185185185185
"Punjab Kings","Martin Guptill",2017,"Gujarat Lions",2,1,5,"All",2,40
