"Batting_Team","Striker","Season","Bowling_Team","Runs","Dismissed","Balls","Stadium","Average","Strike_Rate"
"Royal Challengers Bangalore","Saurabh Tiwary",2012,"Deccan Chargers",30,1,27,"All",30,111.111111111111
"Royal Challengers Bangalore","Saurabh Tiwary",2012,"Delhi Capitals",1,1,3,"All",1,33.3333333333333
"Royal Challengers Bangalore","Saurabh Tiwary",2012,"Kolkata Knight Riders",37,2,41,"All",18.5,90.2439024390244
"Royal Challengers Bangalore","Saurabh Tiwary",2012,"Mumbai Indians",21,1,16,"All",21,131.25
"Royal Challengers Bangalore","Saurabh Tiwary",2012,"Pune Warriors",72,0,53,"All",Inf,135.849056603774
"Royal Challengers Bangalore","Saurabh Tiwary",2012,"Punjab Kings",5,1,8,"All",5,62.5
"Royal Challengers Bangalore","Saurabh Tiwary",2012,"Rajasthan Royals",17,1,16,"All",17,106.25
"Royal Challengers Bangalore","Saurabh Tiwary",2013,"Kolkata Knight Riders",1,1,3,"All",1,33.3333333333333
"Royal Challengers Bangalore","Saurabh Tiwary",2013,"Mumbai Indians",21,1,19,"All",21,110.526315789474
"Royal Challengers Bangalore","Saurabh Tiwary",2013,"Pune Warriors",54,2,47,"All",27,114.893617021277
"Royal Challengers Bangalore","Saurabh Tiwary",2013,"Rajasthan Royals",33,0,37,"All",Inf,89.1891891891892
"Royal Challengers Bangalore","Sean Abbott",2015,"Kolkata Knight Riders",1,1,4,"All",1,25
"Royal Challengers Bangalore","Sean Abbott",2015,"Sunrisers Hyderabad",14,1,9,"All",14,155.555555555556
"Royal Challengers Bangalore","Shahbaz Ahmed",2020,"Delhi Capitals",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Shahbaz Ahmed",2021,"Kolkata Knight Riders",13,1,14,"All",13,92.8571428571429
"Royal Challengers Bangalore","Shahbaz Ahmed",2021,"Mumbai Indians",2,2,5,"All",1,40
"Royal Challengers Bangalore","Shahbaz Ahmed",2021,"Punjab Kings",16,2,15,"All",8,106.666666666667
"Royal Challengers Bangalore","Shahbaz Ahmed",2021,"Sunrisers Hyderabad",28,2,19,"All",14,147.368421052632
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Chennai Super Kings",42,2,29,"All",21,144.827586206897
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Delhi Capitals",32,0,21,"All",Inf,152.380952380952
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Gujarat Titans",2,0,2,"All",Inf,100
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Kolkata Knight Riders",27,1,20,"All",27,135
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Lucknow Super Giants",26,1,22,"All",26,118.181818181818
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Punjab Kings",9,1,14,"All",9,64.2857142857143
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Rajasthan Royals",74,2,61,"All",37,121.311475409836
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,"Sunrisers Hyderabad",7,1,12,"All",7,58.3333333333333
"Royal Challengers Bangalore","Shane Watson",2016,"Delhi Capitals",47,2,37,"All",23.5,127.027027027027
"Royal Challengers Bangalore","Shane Watson",2016,"Gujarat Lions",7,3,13,"All",2.33333333333333,53.8461538461538
"Royal Challengers Bangalore","Shane Watson",2016,"Kolkata Knight Riders",34,1,21,"All",34,161.904761904762
"Royal Challengers Bangalore","Shane Watson",2016,"Mumbai Indians",20,2,24,"All",10,83.3333333333333
"Royal Challengers Bangalore","Shane Watson",2016,"Punjab Kings",2,1,5,"All",2,40
"Royal Challengers Bangalore","Shane Watson",2016,"Rising Pune Supergiants",37,1,14,"All",37,264.285714285714
"Royal Challengers Bangalore","Shane Watson",2016,"Sunrisers Hyderabad",32,3,20,"All",10.6666666666667,160
"Royal Challengers Bangalore","Shane Watson",2017,"Delhi Capitals",28,1,28,"All",28,100
"Royal Challengers Bangalore","Shane Watson",2017,"Mumbai Indians",3,1,5,"All",3,60
"Royal Challengers Bangalore","Shane Watson",2017,"Punjab Kings",4,2,10,"All",2,40
"Royal Challengers Bangalore","Shane Watson",2017,"Rising Pune Supergiants",14,1,18,"All",14,77.7777777777778
"Royal Challengers Bangalore","Shane Watson",2017,"Sunrisers Hyderabad",22,1,17,"All",22,129.411764705882
"Royal Challengers Bangalore","Sherfane Rutherford",2022,"Kolkata Knight Riders",28,1,40,"All",28,70
"Royal Challengers Bangalore","Sherfane Rutherford",2022,"Rajasthan Royals",5,1,10,"All",5,50
"Royal Challengers Bangalore","Shimron Hetmyer",2019,"Chennai Super Kings",0,1,2,"All",0,0
"Royal Challengers Bangalore","Shimron Hetmyer",2019,"Mumbai Indians",5,1,6,"All",5,83.3333333333333
"Royal Challengers Bangalore","Shimron Hetmyer",2019,"Rajasthan Royals",1,1,9,"All",1,11.1111111111111
"Royal Challengers Bangalore","Shimron Hetmyer",2019,"Sunrisers Hyderabad",84,2,56,"All",42,150
"Royal Challengers Bangalore","Shivam Dube",2019,"Chennai Super Kings",2,1,5,"All",2,40
"Royal Challengers Bangalore","Shivam Dube",2019,"Delhi Capitals",24,1,16,"All",24,150
"Royal Challengers Bangalore","Shivam Dube",2019,"Mumbai Indians",9,0,5,"All",Inf,180
"Royal Challengers Bangalore","Shivam Dube",2019,"Sunrisers Hyderabad",5,1,7,"All",5,71.4285714285714
"Royal Challengers Bangalore","Shivam Dube",2020,"Chennai Super Kings",22,0,14,"All",Inf,157.142857142857
"Royal Challengers Bangalore","Shivam Dube",2020,"Delhi Capitals",28,2,23,"All",14,121.739130434783
"Royal Challengers Bangalore","Shivam Dube",2020,"Mumbai Indians",29,1,16,"All",29,181.25
"Royal Challengers Bangalore","Shivam Dube",2020,"Punjab Kings",35,2,31,"All",17.5,112.903225806452
"Royal Challengers Bangalore","Shivam Dube",2020,"Sunrisers Hyderabad",15,2,21,"All",7.5,71.4285714285714
"Royal Challengers Bangalore","Shivnarine Chanderpaul",2008,"Kolkata Knight Riders",7,1,11,"All",7,63.6363636363636
"Royal Challengers Bangalore","Shivnarine Chanderpaul",2008,"Mumbai Indians",16,1,11,"All",16,145.454545454545
"Royal Challengers Bangalore","Shivnarine Chanderpaul",2008,"Rajasthan Royals",2,1,9,"All",2,22.2222222222222
"Royal Challengers Bangalore","Shreevats Goswami",2008,"Chennai Super Kings",10,1,19,"All",10,52.6315789473684
"Royal Challengers Bangalore","Shreevats Goswami",2008,"Delhi Capitals",52,1,42,"All",52,123.809523809524
"Royal Challengers Bangalore","Shreevats Goswami",2008,"Mumbai Indians",20,1,24,"All",20,83.3333333333333
"Royal Challengers Bangalore","Shreevats Goswami",2009,"Kolkata Knight Riders",43,1,46,"All",43,93.4782608695652
"Royal Challengers Bangalore","Shreevats Goswami",2009,"Punjab Kings",10,1,14,"All",10,71.4285714285714
"Royal Challengers Bangalore","Shreevats Goswami",2010,"Kolkata Knight Riders",8,1,10,"All",8,80
"Royal Challengers Bangalore","Sreenath Aravind",2011,"Deccan Chargers",2,0,3,"All",Inf,66.6666666666667
"Royal Challengers Bangalore","Sreenath Aravind",2011,"Punjab Kings",11,0,5,"All",Inf,220
"Royal Challengers Bangalore","Sreenath Aravind",2012,"Rajasthan Royals",14,0,8,"All",Inf,175
"Royal Challengers Bangalore","Sreenath Aravind",2015,"Chennai Super Kings",0,0,1,"All",NA,0
"Royal Challengers Bangalore","Sreenath Aravind",2017,"Gujarat Lions",9,1,16,"All",9,56.25
"Royal Challengers Bangalore","Sreenath Aravind",2017,"Kolkata Knight Riders",5,0,4,"All",Inf,125
"Royal Challengers Bangalore","Sreenath Aravind",2017,"Punjab Kings",4,1,6,"All",4,66.6666666666667
"Royal Challengers Bangalore","Sreenath Aravind",2017,"Rising Pune Supergiants",14,0,12,"All",Inf,116.666666666667
"Royal Challengers Bangalore","Sreenath Aravind",2017,"Sunrisers Hyderabad",0,1,2,"All",0,0
"Royal Challengers Bangalore","Sridharan Sriram",2010,"Kolkata Knight Riders",27,1,29,"All",27,93.1034482758621
"Royal Challengers Bangalore","Srikar Bharat",2021,"Delhi Capitals",78,0,52,"All",Inf,150
"Royal Challengers Bangalore","Srikar Bharat",2021,"Kolkata Knight Riders",25,2,35,"All",12.5,71.4285714285714
"Royal Challengers Bangalore","Srikar Bharat",2021,"Mumbai Indians",32,1,24,"All",32,133.333333333333
"Royal Challengers Bangalore","Srikar Bharat",2021,"Rajasthan Royals",44,1,35,"All",44,125.714285714286
"Royal Challengers Bangalore","Srikar Bharat",2021,"Sunrisers Hyderabad",12,1,10,"All",12,120
"Royal Challengers Bangalore","Stuart Binny",2016,"Delhi Capitals",16,0,11,"All",Inf,145.454545454545
"Royal Challengers Bangalore","Stuart Binny",2016,"Gujarat Lions",21,1,15,"All",21,140
"Royal Challengers Bangalore","Stuart Binny",2016,"Kolkata Knight Riders",16,1,4,"All",16,400
"Royal Challengers Bangalore","Stuart Binny",2016,"Mumbai Indians",1,1,2,"All",1,50
"Royal Challengers Bangalore","Stuart Binny",2016,"Sunrisers Hyderabad",9,1,7,"All",9,128.571428571429
"Royal Challengers Bangalore","Stuart Binny",2017,"Delhi Capitals",16,1,18,"All",16,88.8888888888889
"Royal Challengers Bangalore","Stuart Binny",2017,"Kolkata Knight Riders",8,1,9,"All",8,88.8888888888889
"Royal Challengers Bangalore","Stuart Binny",2017,"Mumbai Indians",6,0,4,"All",Inf,150
"Royal Challengers Bangalore","Stuart Binny",2017,"Punjab Kings",18,0,20,"All",Inf,90
"Royal Challengers Bangalore","Stuart Binny",2017,"Rising Pune Supergiants",19,2,15,"All",9.5,126.666666666667
"Royal Challengers Bangalore","Stuart Binny",2017,"Sunrisers Hyderabad",11,1,10,"All",11,110
"Royal Challengers Bangalore","Sunil Joshi",2008,"Kolkata Knight Riders",3,1,6,"All",3,50
"Royal Challengers Bangalore","Sunil Joshi",2008,"Rajasthan Royals",3,1,8,"All",3,37.5
"Royal Challengers Bangalore","Suyash Prabhudessai",2022,"Chennai Super Kings",34,1,18,"All",34,188.888888888889
"Royal Challengers Bangalore","Suyash Prabhudessai",2022,"Delhi Capitals",6,1,5,"All",6,120
"Royal Challengers Bangalore","Suyash Prabhudessai",2022,"Lucknow Super Giants",10,1,9,"All",10,111.111111111111
"Royal Challengers Bangalore","Suyash Prabhudessai",2022,"Rajasthan Royals",2,1,7,"All",2,28.5714285714286
"Royal Challengers Bangalore","Suyash Prabhudessai",2022,"Sunrisers Hyderabad",15,1,20,"All",15,75
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Chennai Super Kings",0,1,1,"All",0,0
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Deccan Chargers",7,1,8,"All",7,87.5
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Delhi Capitals",0,1,1,"All",0,0
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Kochi Tuskers Kerala",53,1,35,"All",53,151.428571428571
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Kolkata Knight Riders",38,1,31,"All",38,122.58064516129
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Mumbai Indians",59,0,52,"All",Inf,113.461538461538
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Pune Warriors",15,1,19,"All",15,78.9473684210526
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Punjab Kings",16,1,9,"All",16,177.777777777778
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,"Rajasthan Royals",38,1,24,"All",38,158.333333333333
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,"Deccan Chargers",75,2,66,"All",37.5,113.636363636364
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,"Delhi Capitals",10,1,7,"All",10,142.857142857143
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,"Kolkata Knight Riders",1,1,3,"All",1,33.3333333333333
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,"Mumbai Indians",66,2,75,"All",33,88
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,"Pune Warriors",57,2,52,"All",28.5,109.615384615385
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,"Rajasthan Royals",76,0,58,"All",Inf,131.034482758621
"Royal Challengers Bangalore","Tillakaratne Dilshan",2013,"Mumbai Indians",13,2,26,"All",6.5,50
"Royal Challengers Bangalore","Tillakaratne Dilshan",2013,"Pune Warriors",33,1,36,"All",33,91.6666666666667
"Royal Challengers Bangalore","Tillakaratne Dilshan",2013,"Rajasthan Royals",25,1,22,"All",25,113.636363636364
"Royal Challengers Bangalore","Tillakaratne Dilshan",2013,"Sunrisers Hyderabad",5,1,9,"All",5,55.5555555555556
"Royal Challengers Bangalore","Tim David",2021,"Chennai Super Kings",1,1,3,"All",1,33.3333333333333
"Royal Challengers Bangalore","Tim Southee",2018,"Chennai Super Kings",36,0,26,"All",Inf,138.461538461538
"Royal Challengers Bangalore","Tim Southee",2018,"Mumbai Indians",1,1,2,"All",1,50
"Royal Challengers Bangalore","Tim Southee",2018,"Rajasthan Royals",14,1,17,"All",14,82.3529411764706
"Royal Challengers Bangalore","Tim Southee",2018,"Sunrisers Hyderabad",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Tim Southee",2019,"Delhi Capitals",9,0,9,"All",Inf,100
"Royal Challengers Bangalore","Travis Head",2016,"Mumbai Indians",37,1,24,"All",37,154.166666666667
"Royal Challengers Bangalore","Travis Head",2016,"Punjab Kings",11,1,7,"All",11,157.142857142857
"Royal Challengers Bangalore","Travis Head",2016,"Rising Pune Supergiants",6,0,9,"All",Inf,66.6666666666667
"Royal Challengers Bangalore","Travis Head",2017,"Delhi Capitals",2,1,2,"All",2,100
"Royal Challengers Bangalore","Travis Head",2017,"Gujarat Lions",30,1,17,"All",30,176.470588235294
"Royal Challengers Bangalore","Travis Head",2017,"Kolkata Knight Riders",75,0,47,"All",Inf,159.574468085106
"Royal Challengers Bangalore","Travis Head",2017,"Mumbai Indians",12,1,15,"All",12,80
"Royal Challengers Bangalore","Travis Head",2017,"Rising Pune Supergiants",2,1,5,"All",2,40
"Royal Challengers Bangalore","Travis Head",2017,"Sunrisers Hyderabad",30,1,22,"All",30,136.363636363636
"Royal Challengers Bangalore","Tymal Mills",2017,"Delhi Capitals",0,1,3,"All",0,0
"Royal Challengers Bangalore","Tymal Mills",2017,"Kolkata Knight Riders",2,1,5,"All",2,40
"Royal Challengers Bangalore","Tymal Mills",2017,"Sunrisers Hyderabad",6,1,3,"All",6,200
"Royal Challengers Bangalore","Umesh Yadav",2018,"Chennai Super Kings",1,2,6,"All",0.5,16.6666666666667
"Royal Challengers Bangalore","Umesh Yadav",2018,"Mumbai Indians",2,1,4,"All",2,50
"Royal Challengers Bangalore","Umesh Yadav",2018,"Rajasthan Royals",0,1,1,"All",0,0
"Royal Challengers Bangalore","Umesh Yadav",2019,"Chennai Super Kings",2,1,11,"All",2,18.1818181818182
"Royal Challengers Bangalore","Umesh Yadav",2019,"Mumbai Indians",0,0,1,"All",NA,0
"Royal Challengers Bangalore","Umesh Yadav",2019,"Sunrisers Hyderabad",23,1,13,"All",23,176.923076923077
"Royal Challengers Bangalore","Umesh Yadav",2020,"Punjab Kings",0,1,2,"All",0,0
"Royal Challengers Bangalore","Varun Aaron",2014,"Mumbai Indians",7,0,8,"All",Inf,87.5
"Royal Challengers Bangalore","Varun Aaron",2014,"Punjab Kings",28,0,26,"All",Inf,107.692307692308
"Royal Challengers Bangalore","Varun Aaron",2015,"Sunrisers Hyderabad",6,1,3,"All",6,200
"Royal Challengers Bangalore","Vijay Zol",2014,"Chennai Super Kings",13,1,12,"All",13,108.333333333333
"Royal Challengers Bangalore","Vijay Zol",2014,"Rajasthan Royals",16,1,14,"All",16,114.285714285714
"Royal Challengers Bangalore","Vinay Kumar",2008,"Chennai Super Kings",0,1,1,"All",0,0
"Royal Challengers Bangalore","Vinay Kumar",2008,"Mumbai Indians",23,1,17,"All",23,135.294117647059
"Royal Challengers Bangalore","Vinay Kumar",2008,"Punjab Kings",1,1,3,"All",1,33.3333333333333
"Royal Challengers Bangalore","Vinay Kumar",2008,"Rajasthan Royals",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Vinay Kumar",2009,"Chennai Super Kings",11,1,8,"All",11,137.5
"Royal Challengers Bangalore","Vinay Kumar",2009,"Deccan Chargers",8,1,8,"All",8,100
"Royal Challengers Bangalore","Vinay Kumar",2009,"Mumbai Indians",7,1,12,"All",7,58.3333333333333
"Royal Challengers Bangalore","Vinay Kumar",2009,"Punjab Kings",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Vinay Kumar",2009,"Rajasthan Royals",20,1,15,"All",20,133.333333333333
"Royal Challengers Bangalore","Vinay Kumar",2010,"Deccan Chargers",4,1,7,"All",4,57.1428571428571
"Royal Challengers Bangalore","Vinay Kumar",2010,"Delhi Capitals",5,2,5,"All",2.5,100
"Royal Challengers Bangalore","Vinay Kumar",2010,"Mumbai Indians",18,1,20,"All",18,90
"Royal Challengers Bangalore","Vinay Kumar",2012,"Chennai Super Kings",6,0,1,"All",Inf,600
"Royal Challengers Bangalore","Vinay Kumar",2012,"Deccan Chargers",7,1,7,"All",7,100
"Royal Challengers Bangalore","Vinay Kumar",2012,"Delhi Capitals",18,1,16,"All",18,112.5
"Royal Challengers Bangalore","Vinay Kumar",2012,"Kolkata Knight Riders",25,1,27,"All",25,92.5925925925926
"Royal Challengers Bangalore","Vinay Kumar",2012,"Mumbai Indians",1,1,2,"All",1,50
"Royal Challengers Bangalore","Vinay Kumar",2012,"Rajasthan Royals",11,1,9,"All",11,122.222222222222
"Royal Challengers Bangalore","Vinay Kumar",2013,"Delhi Capitals",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Vinay Kumar",2013,"Kolkata Knight Riders",14,0,13,"All",Inf,107.692307692308
"Royal Challengers Bangalore","Vinay Kumar",2013,"Mumbai Indians",26,0,20,"All",Inf,130
"Royal Challengers Bangalore","Vinay Kumar",2013,"Rajasthan Royals",22,0,6,"All",Inf,366.666666666667
"Royal Challengers Bangalore","Vinay Kumar",2013,"Sunrisers Hyderabad",7,1,4,"All",7,175
"Royal Challengers Bangalore","Virat Kohli",2008,"Chennai Super Kings",22,2,23,"All",11,95.6521739130435
"Royal Challengers Bangalore","Virat Kohli",2008,"Deccan Chargers",47,2,34,"All",23.5,138.235294117647
"Royal Challengers Bangalore","Virat Kohli",2008,"Delhi Capitals",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Virat Kohli",2008,"Kolkata Knight Riders",1,1,5,"All",1,20
"Royal Challengers Bangalore","Virat Kohli",2008,"Mumbai Indians",23,2,15,"All",11.5,153.333333333333
"Royal Challengers Bangalore","Virat Kohli",2008,"Punjab Kings",55,2,58,"All",27.5,94.8275862068966
"Royal Challengers Bangalore","Virat Kohli",2008,"Rajasthan Royals",16,2,21,"All",8,76.1904761904762
"Royal Challengers Bangalore","Virat Kohli",2009,"Chennai Super Kings",73,2,65,"All",36.5,112.307692307692
"Royal Challengers Bangalore","Virat Kohli",2009,"Deccan Chargers",76,2,49,"All",38,155.102040816327
"Royal Challengers Bangalore","Virat Kohli",2009,"Delhi Capitals",22,1,24,"All",22,91.6666666666667
"Royal Challengers Bangalore","Virat Kohli",2009,"Kolkata Knight Riders",19,1,12,"All",19,158.333333333333
"Royal Challengers Bangalore","Virat Kohli",2009,"Mumbai Indians",20,1,22,"All",20,90.9090909090909
"Royal Challengers Bangalore","Virat Kohli",2009,"Punjab Kings",18,2,17,"All",9,105.882352941176
"Royal Challengers Bangalore","Virat Kohli",2009,"Rajasthan Royals",18,2,30,"All",9,60
"Royal Challengers Bangalore","Virat Kohli",2010,"Chennai Super Kings",58,2,40,"All",29,145
"Royal Challengers Bangalore","Virat Kohli",2010,"Deccan Chargers",61,2,39,"All",30.5,156.410256410256
"Royal Challengers Bangalore","Virat Kohli",2010,"Delhi Capitals",51,1,34,"All",51,150
"Royal Challengers Bangalore","Virat Kohli",2010,"Kolkata Knight Riders",2,1,5,"All",2,40
"Royal Challengers Bangalore","Virat Kohli",2010,"Mumbai Indians",63,3,43,"All",21,146.511627906977
"Royal Challengers Bangalore","Virat Kohli",2010,"Punjab Kings",58,1,38,"All",58,152.631578947368
"Royal Challengers Bangalore","Virat Kohli",2010,"Rajasthan Royals",14,1,13,"All",14,107.692307692308
"Royal Challengers Bangalore","Virat Kohli",2011,"Chennai Super Kings",171,3,133,"All",57,128.571428571429
"Royal Challengers Bangalore","Virat Kohli",2011,"Deccan Chargers",71,1,51,"All",71,139.21568627451
"Royal Challengers Bangalore","Virat Kohli",2011,"Delhi Capitals",56,1,38,"All",56,147.368421052632
"Royal Challengers Bangalore","Virat Kohli",2011,"Kochi Tuskers Kerala",50,1,51,"All",50,98.0392156862745
"Royal Challengers Bangalore","Virat Kohli",2011,"Kolkata Knight Riders",45,1,38,"All",45,118.421052631579
"Royal Challengers Bangalore","Virat Kohli",2011,"Mumbai Indians",20,2,31,"All",10,64.5161290322581
"Royal Challengers Bangalore","Virat Kohli",2011,"Pune Warriors",67,1,42,"All",67,159.52380952381
"Royal Challengers Bangalore","Virat Kohli",2011,"Punjab Kings",38,2,42,"All",19,90.4761904761905
"Royal Challengers Bangalore","Virat Kohli",2011,"Rajasthan Royals",39,0,34,"All",Inf,114.705882352941
"Royal Challengers Bangalore","Virat Kohli",2012,"Chennai Super Kings",57,1,46,"All",57,123.913043478261
"Royal Challengers Bangalore","Virat Kohli",2012,"Deccan Chargers",51,2,49,"All",25.5,104.081632653061
"Royal Challengers Bangalore","Virat Kohli",2012,"Delhi Capitals",81,1,61,"All",81,132.786885245902
"Royal Challengers Bangalore","Virat Kohli",2012,"Kolkata Knight Riders",24,2,33,"All",12,72.7272727272727
"Royal Challengers Bangalore","Virat Kohli",2012,"Mumbai Indians",39,1,26,"All",39,150
"Royal Challengers Bangalore","Virat Kohli",2012,"Pune Warriors",25,2,31,"All",12.5,80.6451612903226
"Royal Challengers Bangalore","Virat Kohli",2012,"Punjab Kings",49,2,46,"All",24.5,106.521739130435
"Royal Challengers Bangalore","Virat Kohli",2012,"Rajasthan Royals",38,2,34,"All",19,111.764705882353
"Royal Challengers Bangalore","Virat Kohli",2013,"Chennai Super Kings",114,1,76,"All",114,150
"Royal Challengers Bangalore","Virat Kohli",2013,"Delhi Capitals",164,2,108,"All",82,151.851851851852
"Royal Challengers Bangalore","Virat Kohli",2013,"Kolkata Knight Riders",52,2,41,"All",26,126.829268292683
"Royal Challengers Bangalore","Virat Kohli",2013,"Mumbai Indians",25,2,18,"All",12.5,138.888888888889
"Royal Challengers Bangalore","Virat Kohli",2013,"Pune Warriors",36,2,27,"All",18,133.333333333333
"Royal Challengers Bangalore","Virat Kohli",2013,"Punjab Kings",71,2,57,"All",35.5,124.561403508772
"Royal Challengers Bangalore","Virat Kohli",2013,"Rajasthan Royals",33,2,39,"All",16.5,84.6153846153846
"Royal Challengers Bangalore","Virat Kohli",2013,"Sunrisers Hyderabad",139,1,91,"All",139,152.747252747253
"Royal Challengers Bangalore","Virat Kohli",2014,"Chennai Super Kings",100,2,78,"All",50,128.205128205128
"Royal Challengers Bangalore","Virat Kohli",2014,"Delhi Capitals",59,1,49,"All",59,120.408163265306
"Royal Challengers Bangalore","Virat Kohli",2014,"Kolkata Knight Riders",69,2,54,"All",34.5,127.777777777778
"Royal Challengers Bangalore","Virat Kohli",2014,"Mumbai Indians",35,2,30,"All",17.5,116.666666666667
"Royal Challengers Bangalore","Virat Kohli",2014,"Punjab Kings",4,2,3,"All",2,133.333333333333
"Royal Challengers Bangalore","Virat Kohli",2014,"Rajasthan Royals",25,2,34,"All",12.5,73.5294117647059
"Royal Challengers Bangalore","Virat Kohli",2014,"Sunrisers Hyderabad",67,2,46,"All",33.5,145.652173913043
"Royal Challengers Bangalore","Virat Kohli",2015,"Chennai Super Kings",111,3,95,"All",37,116.842105263158
"Royal Challengers Bangalore","Virat Kohli",2015,"Delhi Capitals",36,0,25,"All",Inf,144
"Royal Challengers Bangalore","Virat Kohli",2015,"Kolkata Knight Riders",47,2,35,"All",23.5,134.285714285714
"Royal Challengers Bangalore","Virat Kohli",2015,"Mumbai Indians",100,1,68,"All",100,147.058823529412
"Royal Challengers Bangalore","Virat Kohli",2015,"Punjab Kings",51,2,39,"All",25.5,130.769230769231
"Royal Challengers Bangalore","Virat Kohli",2015,"Rajasthan Royals",75,2,68,"All",37.5,110.294117647059
"Royal Challengers Bangalore","Virat Kohli",2015,"Sunrisers Hyderabad",85,1,56,"All",85,151.785714285714
"Royal Challengers Bangalore","Virat Kohli",2016,"Delhi Capitals",133,1,93,"All",133,143.010752688172
"Royal Challengers Bangalore","Virat Kohli",2016,"Gujarat Lions",209,2,120,"All",104.5,174.166666666667
"Royal Challengers Bangalore","Virat Kohli",2016,"Kolkata Knight Riders",127,1,95,"All",127,133.684210526316
"Royal Challengers Bangalore","Virat Kohli",2016,"Mumbai Indians",40,2,37,"All",20,108.108108108108
"Royal Challengers Bangalore","Virat Kohli",2016,"Punjab Kings",133,2,71,"All",66.5,187.323943661972
"Royal Challengers Bangalore","Virat Kohli",2016,"Rising Pune Supergiants",188,1,121,"All",188,155.371900826446
"Royal Challengers Bangalore","Virat Kohli",2016,"Sunrisers Hyderabad",143,3,103,"All",47.6666666666667,138.834951456311
"Royal Challengers Bangalore","Virat Kohli",2017,"Delhi Capitals",58,1,45,"All",58,128.888888888889
"Royal Challengers Bangalore","Virat Kohli",2017,"Gujarat Lions",74,2,63,"All",37,117.460317460317
"Royal Challengers Bangalore","Virat Kohli",2017,"Kolkata Knight Riders",5,2,10,"All",2.5,50
"Royal Challengers Bangalore","Virat Kohli",2017,"Mumbai Indians",82,2,61,"All",41,134.426229508197
"Royal Challengers Bangalore","Virat Kohli",2017,"Punjab Kings",6,1,6,"All",6,100
"Royal Challengers Bangalore","Virat Kohli",2017,"Rising Pune Supergiants",83,2,67,"All",41.5,123.880597014925
"Royal Challengers Bangalore","Virat Kohli",2018,"Chennai Super Kings",26,2,26,"All",13,100
"Royal Challengers Bangalore","Virat Kohli",2018,"Delhi Capitals",100,2,66,"All",50,151.515151515152
"Royal Challengers Bangalore","Virat Kohli",2018,"Kolkata Knight Riders",99,1,77,"All",99,128.571428571429
"Royal Challengers Bangalore","Virat Kohli",2018,"Mumbai Indians",124,1,88,"All",124,140.909090909091
"Royal Challengers Bangalore","Virat Kohli",2018,"Punjab Kings",69,1,44,"All",69,156.818181818182
"Royal Challengers Bangalore","Virat Kohli",2018,"Rajasthan Royals",61,2,39,"All",30.5,156.410256410256
"Royal Challengers Bangalore","Virat Kohli",2018,"Sunrisers Hyderabad",51,2,41,"All",25.5,124.390243902439
"Royal Challengers Bangalore","Virat Kohli",2019,"Chennai Super Kings",15,2,20,"All",7.5,75
"Royal Challengers Bangalore","Virat Kohli",2019,"Delhi Capitals",64,2,50,"All",32,128
"Royal Challengers Bangalore","Virat Kohli",2019,"Kolkata Knight Riders",184,2,107,"All",92,171.96261682243
"Royal Challengers Bangalore","Virat Kohli",2019,"Mumbai Indians",54,2,41,"All",27,131.707317073171
"Royal Challengers Bangalore","Virat Kohli",2019,"Punjab Kings",80,2,61,"All",40,131.147540983607
"Royal Challengers Bangalore","Virat Kohli",2019,"Rajasthan Royals",48,2,32,"All",24,150
"Royal Challengers Bangalore","Virat Kohli",2019,"Sunrisers Hyderabad",19,2,17,"All",9.5,111.764705882353
"Royal Challengers Bangalore","Virat Kohli",2020,"Chennai Super Kings",140,1,95,"All",140,147.368421052632
"Royal Challengers Bangalore","Virat Kohli",2020,"Delhi Capitals",72,2,63,"All",36,114.285714285714
