"Bowler","Season","Striker","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Vinay Kumar",2008,"Shaun Pollock","Mumbai Indians","Royal Challengers Bangalore",11,0,3,"All",Inf,22
"Vinay Kumar",2008,"Shikhar Dhawan","Delhi Capitals","Royal Challengers Bangalore",10,0,4,"All",Inf,15
"Vinay Kumar",2008,"Sourav Ganguly","Kolkata Knight Riders","Royal Challengers Bangalore",4,0,6,"All",Inf,4
"Vinay Kumar",2008,"Stephen Fleming","Chennai Super Kings","Royal Challengers Bangalore",17,0,11,"All",Inf,9.27272727272727
"Vinay Kumar",2008,"Suresh Raina","Chennai Super Kings","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2008,"Tatenda Taibu","Kolkata Knight Riders","Royal Challengers Bangalore",2,0,2,"All",Inf,6
"Vinay Kumar",2008,"Venugopal Rao","Deccan Chargers","Royal Challengers Bangalore",5,1,1,"All",5,30
"Vinay Kumar",2008,"Wriddhiman Saha","Kolkata Knight Riders","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Vinay Kumar",2009,"Abhishek Nayar","Mumbai Indians","Royal Challengers Bangalore",13,0,7,"All",Inf,11.1428571428571
"Vinay Kumar",2009,"Ajinkya Rahane","Mumbai Indians","Royal Challengers Bangalore",7,0,8,"All",Inf,5.25
"Vinay Kumar",2009,"Albie Morkel","Chennai Super Kings","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2009,"Andrew Symonds","Deccan Chargers","Royal Challengers Bangalore",7,0,5,"All",Inf,8.4
"Vinay Kumar",2009,"Arindam Ghosh","Kolkata Knight Riders","Royal Challengers Bangalore",6,1,5,"All",6,7.2
"Vinay Kumar",2009,"Azhar Bilakhia","Deccan Chargers","Royal Challengers Bangalore",5,1,4,"All",5,7.5
"Vinay Kumar",2009,"Brendon McCullum","Kolkata Knight Riders","Royal Challengers Bangalore",17,0,9,"All",Inf,11.3333333333333
"Vinay Kumar",2009,"David Hussey","Kolkata Knight Riders","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2009,"Dwayne Bravo","Mumbai Indians","Royal Challengers Bangalore",11,0,11,"All",Inf,6
"Vinay Kumar",2009,"Gautam Gambhir","Delhi Capitals","Royal Challengers Bangalore",4,0,5,"All",Inf,4.8
"Vinay Kumar",2009,"Herschelle Gibbs","Deccan Chargers","Royal Challengers Bangalore",7,0,8,"All",Inf,5.25
"Vinay Kumar",2009,"Jacob Oram","Chennai Super Kings","Royal Challengers Bangalore",0,2,4,"All",0,0
"Vinay Kumar",2009,"Jean-Paul Duminy","Mumbai Indians","Royal Challengers Bangalore",17,0,9,"All",Inf,11.3333333333333
"Vinay Kumar",2009,"Karan Goel","Punjab Kings","Royal Challengers Bangalore",2,0,3,"All",Inf,4
"Vinay Kumar",2009,"Lakshmipathy Balaji","Chennai Super Kings","Royal Challengers Bangalore",0,1,1,"All",0,0
"Vinay Kumar",2009,"MS Dhoni","Chennai Super Kings","Royal Challengers Bangalore",3,0,3,"All",Inf,6
"Vinay Kumar",2009,"Matthew Hayden","Chennai Super Kings","Royal Challengers Bangalore",41,1,18,"All",41,13.6666666666667
"Vinay Kumar",2009,"Mithun Manhas","Delhi Capitals","Royal Challengers Bangalore",8,0,5,"All",Inf,9.6
"Vinay Kumar",2009,"Murali Vijay","Chennai Super Kings","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2009,"Muthiah Muralidaran","Chennai Super Kings","Royal Challengers Bangalore",4,0,1,"All",Inf,24
"Vinay Kumar",2009,"Naman Ojha","Rajasthan Royals","Royal Challengers Bangalore",7,0,5,"All",Inf,8.4
"Vinay Kumar",2009,"Niraj Patel","Rajasthan Royals","Royal Challengers Bangalore",1,0,4,"All",Inf,1.5
"Vinay Kumar",2009,"Parthiv Patel","Chennai Super Kings","Royal Challengers Bangalore",13,0,9,"All",Inf,8.66666666666667
"Vinay Kumar",2009,"Ravi Bopara","Punjab Kings","Royal Challengers Bangalore",2,0,3,"All",Inf,4
"Vinay Kumar",2009,"Ravindra Jadeja","Rajasthan Royals","Royal Challengers Bangalore",10,0,4,"All",Inf,15
"Vinay Kumar",2009,"Ryan Harris","Deccan Chargers","Royal Challengers Bangalore",9,0,5,"All",Inf,10.8
"Vinay Kumar",2009,"S Badrinath","Chennai Super Kings","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2009,"Sachin Tendulkar","Mumbai Indians","Royal Challengers Bangalore",0,1,3,"All",0,0
"Vinay Kumar",2009,"Sanath Jayasuriya","Mumbai Indians","Royal Challengers Bangalore",14,0,10,"All",Inf,8.4
"Vinay Kumar",2009,"Shadab Jakati","Chennai Super Kings","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Vinay Kumar",2009,"Sourav Ganguly","Kolkata Knight Riders","Royal Challengers Bangalore",4,1,6,"All",4,4
"Vinay Kumar",2009,"Suresh Raina","Chennai Super Kings","Royal Challengers Bangalore",11,0,5,"All",Inf,13.2
"Vinay Kumar",2009,"Tillakaratne Dilshan","Delhi Capitals","Royal Challengers Bangalore",9,0,6,"All",Inf,9
"Vinay Kumar",2009,"Tirumalasetti Suman","Deccan Chargers","Royal Challengers Bangalore",2,1,2,"All",2,6
"Vinay Kumar",2009,"Tyron Henderson","Rajasthan Royals","Royal Challengers Bangalore",8,0,5,"All",Inf,9.6
"Vinay Kumar",2009,"Virender Sehwag","Delhi Capitals","Royal Challengers Bangalore",7,0,4,"All",Inf,10.5
"Vinay Kumar",2009,"Wriddhiman Saha","Kolkata Knight Riders","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2009,"Yusuf Pathan","Rajasthan Royals","Royal Challengers Bangalore",8,0,6,"All",Inf,8
"Vinay Kumar",2010,"AB de Villiers","Delhi Capitals","Royal Challengers Bangalore",11,0,9,"All",Inf,7.33333333333333
"Vinay Kumar",2010,"Abhishek Jhunjhunwala","Rajasthan Royals","Royal Challengers Bangalore",1,0,5,"All",Inf,1.2
"Vinay Kumar",2010,"Abhishek Nayar","Mumbai Indians","Royal Challengers Bangalore",6,0,4,"All",Inf,9
"Vinay Kumar",2010,"Abhishek Raut","Rajasthan Royals","Royal Challengers Bangalore",23,0,9,"All",Inf,15.3333333333333
"Vinay Kumar",2010,"Adam Gilchrist","Deccan Chargers","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2010,"Adam Voges","Rajasthan Royals","Royal Challengers Bangalore",2,0,3,"All",Inf,4
"Vinay Kumar",2010,"Ajantha Mendis","Kolkata Knight Riders","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2010,"Ajit Agarkar","Kolkata Knight Riders","Royal Challengers Bangalore",4,0,2,"All",Inf,12
"Vinay Kumar",2010,"Albie Morkel","Chennai Super Kings","Royal Challengers Bangalore",7,1,3,"All",7,14
"Vinay Kumar",2010,"Ambati Rayudu","Mumbai Indians","Royal Challengers Bangalore",7,1,6,"All",7,7
"Vinay Kumar",2010,"Amit Paunikar","Rajasthan Royals","Royal Challengers Bangalore",0,1,1,"All",0,0
"Vinay Kumar",2010,"Andrew McDonald","Delhi Capitals","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Vinay Kumar",2010,"Andrew Symonds","Deccan Chargers","Royal Challengers Bangalore",13,0,6,"All",Inf,13
"Vinay Kumar",2010,"Angelo Mathews","Kolkata Knight Riders","Royal Challengers Bangalore",0,1,1,"All",0,0
"Vinay Kumar",2010,"Ashok Dinda","Kolkata Knight Riders","Royal Challengers Bangalore",0,0,1,"All",NA,0
"Vinay Kumar",2010,"Bodapati Sumanth","Deccan Chargers","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2010,"Brendon McCullum","Kolkata Knight Riders","Royal Challengers Bangalore",17,0,8,"All",Inf,12.75
"Vinay Kumar",2010,"Damien Martyn","Rajasthan Royals","Royal Challengers Bangalore",2,0,2,"All",Inf,6
"Vinay Kumar",2010,"Daniel Vettori","Delhi Capitals","Royal Challengers Bangalore",8,0,8,"All",Inf,6
"Vinay Kumar",2010,"David Warner","Delhi Capitals","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2010,"Dinesh Karthik","Delhi Capitals","Royal Challengers Bangalore",6,0,8,"All",Inf,4.5
"Vinay Kumar",2010,"Dwayne Bravo","Mumbai Indians","Royal Challengers Bangalore",1,1,2,"All",1,3
"Vinay Kumar",2010,"George Bailey","Chennai Super Kings","Royal Challengers Bangalore",6,1,4,"All",6,9
"Vinay Kumar",2010,"Herschelle Gibbs","Deccan Chargers","Royal Challengers Bangalore",7,0,4,"All",Inf,10.5
"Vinay Kumar",2010,"Irfan Pathan","Punjab Kings","Royal Challengers Bangalore",5,0,2,"All",Inf,15
"Vinay Kumar",2010,"Ishant Sharma","Kolkata Knight Riders","Royal Challengers Bangalore",0,1,2,"All",0,0
"Vinay Kumar",2010,"Jean-Paul Duminy","Mumbai Indians","Royal Challengers Bangalore",7,0,3,"All",Inf,14
"Vinay Kumar",2010,"Kedar Jadhav","Delhi Capitals","Royal Challengers Bangalore",11,0,4,"All",Inf,16.5
"Vinay Kumar",2010,"Kieron Pollard","Mumbai Indians","Royal Challengers Bangalore",19,0,9,"All",Inf,12.6666666666667
"Vinay Kumar",2010,"Kumar Sangakkara","Punjab Kings","Royal Challengers Bangalore",6,0,4,"All",Inf,9
"Vinay Kumar",2010,"Lakshmipathy Balaji","Chennai Super Kings","Royal Challengers Bangalore",0,0,2,"All",NA,0
"Vinay Kumar",2010,"MS Dhoni","Chennai Super Kings","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Vinay Kumar",2010,"Manvinder Bisla","Punjab Kings","Royal Challengers Bangalore",17,0,10,"All",Inf,10.2
"Vinay Kumar",2010,"Michael Lumb","Rajasthan Royals","Royal Challengers Bangalore",4,0,3,"All",Inf,8
"Vinay Kumar",2010,"Mohnish Mishra","Deccan Chargers","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2010,"Morne Morkel","Rajasthan Royals","Royal Challengers Bangalore",0,0,1,"All",NA,0
"Vinay Kumar",2010,"Murali Vijay","Chennai Super Kings","Royal Challengers Bangalore",8,0,5,"All",Inf,9.6
"Vinay Kumar",2010,"Naman Ojha","Rajasthan Royals","Royal Challengers Bangalore",7,0,6,"All",Inf,7
"Vinay Kumar",2010,"Paras Dogra","Rajasthan Royals","Royal Challengers Bangalore",1,0,5,"All",Inf,1.2
"Vinay Kumar",2010,"Paul Collingwood","Delhi Capitals","Royal Challengers Bangalore",8,0,4,"All",Inf,12
"Vinay Kumar",2010,"Rajagopal Sathish","Mumbai Indians","Royal Challengers Bangalore",7,0,5,"All",Inf,8.4
"Vinay Kumar",2010,"Ravi Bopara","Punjab Kings","Royal Challengers Bangalore",14,0,11,"All",Inf,7.63636363636364
"Vinay Kumar",2010,"Ravichandran Ashwin","Chennai Super Kings","Royal Challengers Bangalore",5,0,2,"All",Inf,15
"Vinay Kumar",2010,"Rohit Sharma","Deccan Chargers","Royal Challengers Bangalore",8,2,11,"All",4,4.36363636363636
"Vinay Kumar",2010,"Ryan Harris","Deccan Chargers","Royal Challengers Bangalore",3,0,2,"All",Inf,9
"Vinay Kumar",2010,"Ryan McLaren","Mumbai Indians","Royal Challengers Bangalore",1,0,3,"All",Inf,2
"Vinay Kumar",2010,"S Badrinath","Chennai Super Kings","Royal Challengers Bangalore",17,2,11,"All",8.5,9.27272727272727
"Vinay Kumar",2010,"Sachin Tendulkar","Mumbai Indians","Royal Challengers Bangalore",15,1,14,"All",15,6.42857142857143
"Vinay Kumar",2010,"Saurabh Tiwary","Mumbai Indians","Royal Challengers Bangalore",13,0,8,"All",Inf,9.75
"Vinay Kumar",2010,"Shane Warne","Rajasthan Royals","Royal Challengers Bangalore",3,0,5,"All",Inf,3.6
"Vinay Kumar",2010,"Shane Watson","Rajasthan Royals","Royal Challengers Bangalore",6,0,3,"All",Inf,12
"Vinay Kumar",2010,"Shaun Marsh","Punjab Kings","Royal Challengers Bangalore",1,1,3,"All",1,2
"Vinay Kumar",2010,"Sourav Ganguly","Kolkata Knight Riders","Royal Challengers Bangalore",1,1,3,"All",1,2
"Vinay Kumar",2010,"Suresh Raina","Chennai Super Kings","Royal Challengers Bangalore",27,1,12,"All",27,13.5
"Vinay Kumar",2010,"Tirumalasetti Suman","Deccan Chargers","Royal Challengers Bangalore",20,0,10,"All",Inf,12
"Vinay Kumar",2010,"Virender Sehwag","Delhi Capitals","Royal Challengers Bangalore",14,1,10,"All",14,8.4
"Vinay Kumar",2010,"Yusuf Pathan","Rajasthan Royals","Royal Challengers Bangalore",12,0,5,"All",Inf,14.4
"Vinay Kumar",2011,"AB de Villiers","Royal Challengers Bangalore","Kochi Tuskers Kerala",2,0,7,"All",Inf,1.71428571428571
"Vinay Kumar",2011,"Albie Morkel","Chennai Super Kings","Kochi Tuskers Kerala",7,0,3,"All",Inf,14
"Vinay Kumar",2011,"Ambati Rayudu","Mumbai Indians","Kochi Tuskers Kerala",2,0,2,"All",Inf,6
"Vinay Kumar",2011,"Asad Pathan","Royal Challengers Bangalore","Kochi Tuskers Kerala",13,0,4,"All",Inf,19.5
"Vinay Kumar",2011,"Bharat Chipli","Deccan Chargers","Kochi Tuskers Kerala",0,1,1,"All",0,0
"Vinay Kumar",2011,"Brett Lee","Kolkata Knight Riders","Kochi Tuskers Kerala",0,0,1,"All",NA,0
"Vinay Kumar",2011,"Cameron White","Deccan Chargers","Kochi Tuskers Kerala",5,1,7,"All",5,4.28571428571429
"Vinay Kumar",2011,"Chris Gayle","Royal Challengers Bangalore","Kochi Tuskers Kerala",0,1,3,"All",0,0
"Vinay Kumar",2011,"David Hussey","Punjab Kings","Kochi Tuskers Kerala",5,0,3,"All",Inf,10
"Vinay Kumar",2011,"Davy Jacobs","Mumbai Indians","Kochi Tuskers Kerala",1,0,3,"All",Inf,2
"Vinay Kumar",2011,"Dinesh Karthik","Punjab Kings","Kochi Tuskers Kerala",16,0,8,"All",Inf,12
"Vinay Kumar",2011,"Eoin Morgan","Kolkata Knight Riders","Kochi Tuskers Kerala",12,0,12,"All",Inf,6
"Vinay Kumar",2011,"Gautam Gambhir","Kolkata Knight Riders","Kochi Tuskers Kerala",3,0,3,"All",Inf,6
"Vinay Kumar",2011,"Graeme Smith","Pune Warriors","Kochi Tuskers Kerala",6,0,5,"All",Inf,7.2
"Vinay Kumar",2011,"Iqbal Abdulla","Kolkata Knight Riders","Kochi Tuskers Kerala",5,0,4,"All",Inf,7.5
"Vinay Kumar",2011,"Irfan Pathan","Delhi Capitals","Kochi Tuskers Kerala",1,0,2,"All",Inf,3
"Vinay Kumar",2011,"Jacques Kallis","Kolkata Knight Riders","Kochi Tuskers Kerala",14,1,12,"All",14,7
"Vinay Kumar",2011,"Jesse Ryder","Pune Warriors","Kochi Tuskers Kerala",3,1,2,"All",3,9
"Vinay Kumar",2011,"Johan Botha","Rajasthan Royals","Kochi Tuskers Kerala",5,0,2,"All",Inf,15
"Vinay Kumar",2011,"Kumar Sangakkara","Deccan Chargers","Kochi Tuskers Kerala",20,1,16,"All",20,7.5
"Vinay Kumar",2011,"Lakshmipathy Balaji","Kolkata Knight Riders","Kochi Tuskers Kerala",1,0,1,"All",Inf,6
"Vinay Kumar",2011,"Mandeep Singh","Punjab Kings","Kochi Tuskers Kerala",7,0,3,"All",Inf,14
"Vinay Kumar",2011,"Manoj Tiwary","Kolkata Knight Riders","Kochi Tuskers Kerala",1,1,6,"All",1,1
"Vinay Kumar",2011,"Manvinder Bisla","Kolkata Knight Riders","Kochi Tuskers Kerala",6,0,4,"All",Inf,9
"Vinay Kumar",2011,"Mayank Agarwal","Royal Challengers Bangalore","Kochi Tuskers Kerala",5,0,5,"All",Inf,6
"Vinay Kumar",2011,"Michael Hussey","Chennai Super Kings","Kochi Tuskers Kerala",2,0,5,"All",Inf,2.4
"Vinay Kumar",2011,"Mithun Manhas","Pune Warriors","Kochi Tuskers Kerala",1,0,5,"All",Inf,1.2
"Vinay Kumar",2011,"Mohnish Mishra","Pune Warriors","Kochi Tuskers Kerala",2,0,2,"All",Inf,6
"Vinay Kumar",2011,"Murali Vijay","Chennai Super Kings","Kochi Tuskers Kerala",7,0,6,"All",Inf,7
"Vinay Kumar",2011,"Rahul Dravid","Rajasthan Royals","Kochi Tuskers Kerala",16,0,10,"All",Inf,9.6
"Vinay Kumar",2011,"Rahul Sharma","Pune Warriors","Kochi Tuskers Kerala",3,0,4,"All",Inf,4.5
"Vinay Kumar",2011,"Rajat Bhatia","Kolkata Knight Riders","Kochi Tuskers Kerala",1,0,1,"All",Inf,6
"Vinay Kumar",2011,"S Badrinath","Chennai Super Kings","Kochi Tuskers Kerala",7,0,7,"All",Inf,6
"Vinay Kumar",2011,"Sachin Tendulkar","Mumbai Indians","Kochi Tuskers Kerala",45,0,19,"All",Inf,14.2105263157895
"Vinay Kumar",2011,"Saurabh Tiwary","Royal Challengers Bangalore","Kochi Tuskers Kerala",2,0,3,"All",Inf,4
"Vinay Kumar",2011,"Shakib Al Hasan","Kolkata Knight Riders","Kochi Tuskers Kerala",1,0,1,"All",Inf,6
"Vinay Kumar",2011,"Shane Watson","Rajasthan Royals","Kochi Tuskers Kerala",6,0,6,"All",Inf,6
"Vinay Kumar",2011,"Shaun Marsh","Punjab Kings","Kochi Tuskers Kerala",0,0,4,"All",NA,0
"Vinay Kumar",2011,"Suresh Raina","Chennai Super Kings","Kochi Tuskers Kerala",4,0,6,"All",Inf,4
"Vinay Kumar",2011,"Tillakaratne Dilshan","Royal Challengers Bangalore","Kochi Tuskers Kerala",10,0,5,"All",Inf,12
"Vinay Kumar",2011,"Travis Birt","Delhi Capitals","Kochi Tuskers Kerala",26,1,11,"All",26,14.1818181818182
"Vinay Kumar",2011,"Venugopal Rao","Delhi Capitals","Kochi Tuskers Kerala",9,0,10,"All",Inf,5.4
"Vinay Kumar",2011,"Virat Kohli","Royal Challengers Bangalore","Kochi Tuskers Kerala",12,1,13,"All",12,5.53846153846154
"Vinay Kumar",2011,"Virender Sehwag","Delhi Capitals","Kochi Tuskers Kerala",13,1,7,"All",13,11.1428571428571
"Vinay Kumar",2011,"Wriddhiman Saha","Chennai Super Kings","Kochi Tuskers Kerala",6,0,3,"All",Inf,12
"Vinay Kumar",2011,"Yogesh Nagar","Delhi Capitals","Kochi Tuskers Kerala",17,1,18,"All",17,5.66666666666667
"Vinay Kumar",2011,"Yusuf Pathan","Kolkata Knight Riders","Kochi Tuskers Kerala",5,1,3,"All",5,10
"Vinay Kumar",2012,"Aaron Finch","Delhi Capitals","Royal Challengers Bangalore",1,0,5,"All",Inf,1.2
"Vinay Kumar",2012,"Ajinkya Rahane","Rajasthan Royals","Royal Challengers Bangalore",27,0,19,"All",Inf,8.52631578947368
"Vinay Kumar",2012,"Akshath Reddy","Deccan Chargers","Royal Challengers Bangalore",6,1,6,"All",6,6
"Vinay Kumar",2012,"Albie Morkel","Chennai Super Kings","Royal Challengers Bangalore",0,1,1,"All",0,0
"Vinay Kumar",2012,"Alfonso Thomas","Pune Warriors","Royal Challengers Bangalore",0,1,1,"All",0,0
"Vinay Kumar",2012,"Ambati Rayudu","Mumbai Indians","Royal Challengers Bangalore",21,0,9,"All",Inf,14
"Vinay Kumar",2012,"Andre Russell","Delhi Capitals","Royal Challengers Bangalore",15,0,7,"All",Inf,12.8571428571429
"Vinay Kumar",2012,"Angelo Mathews","Pune Warriors","Royal Challengers Bangalore",2,1,3,"All",2,4
"Vinay Kumar",2012,"Ashish Reddy","Deccan Chargers","Royal Challengers Bangalore",5,1,4,"All",5,7.5
"Vinay Kumar",2012,"Azhar Mahmood","Punjab Kings","Royal Challengers Bangalore",18,0,6,"All",Inf,18
"Vinay Kumar",2012,"Brad Hodge","Rajasthan Royals","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2012,"Brad Hogg","Rajasthan Royals","Royal Challengers Bangalore",3,0,3,"All",Inf,6
"Vinay Kumar",2012,"Brendon McCullum","Kolkata Knight Riders","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2012,"Cameron White","Deccan Chargers","Royal Challengers Bangalore",1,0,3,"All",Inf,2
"Vinay Kumar",2012,"Dinesh Karthik","Mumbai Indians","Royal Challengers Bangalore",9,0,8,"All",Inf,6.75
"Vinay Kumar",2012,"Doug Bracewell","Delhi Capitals","Royal Challengers Bangalore",10,0,7,"All",Inf,8.57142857142857
"Vinay Kumar",2012,"Dwayne Bravo","Chennai Super Kings","Royal Challengers Bangalore",16,0,6,"All",Inf,16
"Vinay Kumar",2012,"Faf du Plessis","Chennai Super Kings","Royal Challengers Bangalore",5,0,6,"All",Inf,5
"Vinay Kumar",2012,"Gautam Gambhir","Kolkata Knight Riders","Royal Challengers Bangalore",26,0,21,"All",Inf,7.42857142857143
"Vinay Kumar",2012,"Harbhajan Singh","Mumbai Indians","Royal Challengers Bangalore",3,0,2,"All",Inf,9
"Vinay Kumar",2012,"Herschelle Gibbs","Mumbai Indians","Royal Challengers Bangalore",2,0,2,"All",Inf,6
"Vinay Kumar",2012,"Irfan Pathan","Delhi Capitals","Royal Challengers Bangalore",2,0,3,"All",Inf,4
"Vinay Kumar",2012,"Jacques Kallis","Kolkata Knight Riders","Royal Challengers Bangalore",4,1,7,"All",4,3.42857142857143
"Vinay Kumar",2012,"James Franklin","Mumbai Indians","Royal Challengers Bangalore",0,1,2,"All",0,0
"Vinay Kumar",2012,"Jean-Paul Duminy","Deccan Chargers","Royal Challengers Bangalore",8,0,4,"All",Inf,12
"Vinay Kumar",2012,"Jesse Ryder","Pune Warriors","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Vinay Kumar",2012,"Kieron Pollard","Mumbai Indians","Royal Challengers Bangalore",16,0,6,"All",Inf,16
"Vinay Kumar",2012,"Krishnakant Upadhyay","Pune Warriors","Royal Challengers Bangalore",7,0,4,"All",Inf,10.5
"Vinay Kumar",2012,"Kumar Sangakkara","Deccan Chargers","Royal Challengers Bangalore",1,0,3,"All",Inf,2
"Vinay Kumar",2012,"Laxmi Shukla","Kolkata Knight Riders","Royal Challengers Bangalore",3,0,5,"All",Inf,3.6
"Vinay Kumar",2012,"MS Dhoni","Chennai Super Kings","Royal Challengers Bangalore",12,0,4,"All",Inf,18
"Vinay Kumar",2012,"Mahela Jayawardene","Delhi Capitals","Royal Challengers Bangalore",1,0,3,"All",Inf,2
"Vinay Kumar",2012,"Mandeep Singh","Punjab Kings","Royal Challengers Bangalore",19,1,13,"All",19,8.76923076923077
"Vinay Kumar",2012,"Manoj Tiwary","Kolkata Knight Riders","Royal Challengers Bangalore",2,0,4,"All",Inf,3
"Vinay Kumar",2012,"Manvinder Bisla","Kolkata Knight Riders","Royal Challengers Bangalore",2,0,2,"All",Inf,6
"Vinay Kumar",2012,"Marlon Samuels","Pune Warriors","Royal Challengers Bangalore",8,0,4,"All",Inf,12
"Vinay Kumar",2012,"Michael Clarke","Pune Warriors","Royal Challengers Bangalore",12,1,8,"All",12,9
"Vinay Kumar",2012,"Mithun Manhas","Pune Warriors","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2012,"Morne Morkel","Delhi Capitals","Royal Challengers Bangalore",2,0,3,"All",Inf,4
"Vinay Kumar",2012,"Murali Vijay","Chennai Super Kings","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2012,"Naman Ojha","Delhi Capitals","Royal Challengers Bangalore",11,0,7,"All",Inf,9.42857142857143
"Vinay Kumar",2012,"Nitin Saini","Punjab Kings","Royal Challengers Bangalore",7,0,4,"All",Inf,10.5
"Vinay Kumar",2012,"Owais Shah","Rajasthan Royals","Royal Challengers Bangalore",23,0,7,"All",Inf,19.7142857142857
"Vinay Kumar",2012,"Paras Dogra","Punjab Kings","Royal Challengers Bangalore",3,0,4,"All",Inf,4.5
"Vinay Kumar",2012,"Parthiv Patel","Deccan Chargers","Royal Challengers Bangalore",1,1,4,"All",1,1.5
"Vinay Kumar",2012,"Paul Valthaty","Punjab Kings","Royal Challengers Bangalore",0,0,5,"All",NA,0
"Vinay Kumar",2012,"Pawan Negi","Delhi Capitals","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Vinay Kumar",2012,"Piyush Chawla","Punjab Kings","Royal Challengers Bangalore",13,0,4,"All",Inf,19.5
"Vinay Kumar",2012,"Rahul Dravid","Rajasthan Royals","Royal Challengers Bangalore",28,0,15,"All",Inf,11.2
"Vinay Kumar",2012,"Rahul Sharma","Pune Warriors","Royal Challengers Bangalore",0,1,2,"All",0,0
"Vinay Kumar",2012,"Ravindra Jadeja","Chennai Super Kings","Royal Challengers Bangalore",4,0,1,"All",Inf,24
"Vinay Kumar",2012,"Robin Uthappa","Pune Warriors","Royal Challengers Bangalore",22,0,13,"All",Inf,10.1538461538462
"Vinay Kumar",2012,"Rohit Sharma","Mumbai Indians","Royal Challengers Bangalore",6,2,9,"All",3,4
"Vinay Kumar",2012,"Ross Taylor","Delhi Capitals","Royal Challengers Bangalore",0,1,1,"All",0,0
"Vinay Kumar",2012,"Sachin Tendulkar","Mumbai Indians","Royal Challengers Bangalore",13,0,10,"All",Inf,7.8
"Vinay Kumar",2012,"Shakib Al Hasan","Kolkata Knight Riders","Royal Challengers Bangalore",0,1,1,"All",0,0
"Vinay Kumar",2012,"Shaun Marsh","Punjab Kings","Royal Challengers Bangalore",12,0,11,"All",Inf,6.54545454545454
"Vinay Kumar",2012,"Sourav Ganguly","Pune Warriors","Royal Challengers Bangalore",1,1,2,"All",1,3
"Vinay Kumar",2012,"Steven Smith","Pune Warriors","Royal Challengers Bangalore",8,0,7,"All",Inf,6.85714285714286
"Vinay Kumar",2012,"Stuart Binny","Rajasthan Royals","Royal Challengers Bangalore",6,0,3,"All",Inf,12
"Vinay Kumar",2012,"Suresh Raina","Chennai Super Kings","Royal Challengers Bangalore",11,0,3,"All",Inf,22
"Vinay Kumar",2012,"Unmukt Chand","Delhi Capitals","Royal Challengers Bangalore",7,1,4,"All",7,10.5
"Vinay Kumar",2012,"Venugopal Rao","Delhi Capitals","Royal Challengers Bangalore",6,0,5,"All",Inf,7.2
"Vinay Kumar",2012,"Yusuf Pathan","Kolkata Knight Riders","Royal Challengers Bangalore",7,2,5,"All",3.5,8.4
"Vinay Kumar",2013,"Abhishek Nayar","Pune Warriors","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Vinay Kumar",2013,"Adam Gilchrist","Punjab Kings","Royal Challengers Bangalore",16,0,12,"All",Inf,8
"Vinay Kumar",2013,"Ajit Chandila","Rajasthan Royals","Royal Challengers Bangalore",1,0,2,"All",Inf,3
"Vinay Kumar",2013,"Akshath Reddy","Sunrisers Hyderabad","Royal Challengers Bangalore",7,0,7,"All",Inf,6
"Vinay Kumar",2013,"Ambati Rayudu","Mumbai Indians","Royal Challengers Bangalore",1,1,3,"All",1,2
"Vinay Kumar",2013,"Angelo Mathews","Pune Warriors","Royal Challengers Bangalore",7,1,6,"All",7,7
"Vinay Kumar",2013,"Ashish Reddy","Sunrisers Hyderabad","Royal Challengers Bangalore",10,1,6,"All",10,10
"Vinay Kumar",2013,"Azhar Mahmood","Punjab Kings","Royal Challengers Bangalore",11,0,8,"All",Inf,8.25
"Vinay Kumar",2013,"Ben Rohrer","Delhi Capitals","Royal Challengers Bangalore",3,1,3,"All",3,6
"Vinay Kumar",2013,"Bhuvneshwar Kumar","Pune Warriors","Royal Challengers Bangalore",5,0,4,"All",Inf,7.5
