"Bowling_Team","Bowler","Batting_Team","Stadium","Runs","Wickets","Balls","Season","Average","Economy"
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Dr DY Patil Sports Academy",42,1,24,"All",42,10.5
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Dubai International Cricket Stadium",29,0,18,"All",Inf,9.66666666666667
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","JSCA International Stadium Complex",21,1,18,"All",21,7
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",139,6,102,"All",23.1666666666667,8.17647058823529
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",94,5,83,"All",18.8,6.79518072289157
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",17,0,12,"All",Inf,8.5
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Sharjah Cricket Stadium",24,3,24,"All",8,6
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Wankhede Stadium",47,1,30,"All",47,9.4
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dr DY Patil Sports Academy",29,1,16,"All",29,10.875
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dubai International Cricket Stadium",53,2,42,"All",26.5,7.57142857142857
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","MA Chidambaram Stadium",96,4,72,"All",24,8
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",39,1,24,"All",39,9.75
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",87,5,66,"All",17.4,7.90909090909091
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Sharjah Cricket Stadium",17,2,24,"All",8.5,4.25
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Wankhede Stadium",71,3,48,"All",23.6666666666667,8.875
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Feroz Shah Kotla",9,0,6,"All",Inf,9
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Sheikh Zayed Stadium",14,1,12,"All",14,7
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Eden Gardens",17,1,12,"All",17,8.5
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Barabati Stadium",36,1,18,"All",36,12
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Sheikh Zayed Stadium",25,1,12,"All",25,12.5
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","Sharjah Cricket Stadium",11,1,12,"All",11,5.5
"Chennai Super Kings","Faf du Plessis","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",16,0,6,"All",Inf,16
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",31,2,24,"All",15.5,7.75
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",54,0,36,"All",Inf,9
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","MA Chidambaram Stadium",28,1,24,"All",28,7
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","Maharashtra Cricket Association Stadium",26,0,24,"All",Inf,6.5
"Chennai Super Kings","Harbhajan Singh","Kolkata Knight Riders","Eden Gardens",20,1,18,"All",20,6.66666666666667
"Chennai Super Kings","Harbhajan Singh","Kolkata Knight Riders","MA Chidambaram Stadium",26,3,36,"All",8.66666666666667,4.33333333333333
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","MA Chidambaram Stadium",48,1,48,"All",48,6
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","Maharashtra Cricket Association Stadium",20,1,23,"All",20,5.21739130434783
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","Rajiv Gandhi International Stadium",27,0,24,"All",Inf,6.75
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","Wankhede Stadium",14,0,12,"All",Inf,7
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","MA Chidambaram Stadium",17,2,24,"All",8.5,4.25
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","Maharashtra Cricket Association Stadium",13,0,6,"All",Inf,13
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",98,4,48,"All",24.5,12.25
"Chennai Super Kings","Harbhajan Singh","Rajasthan Royals","Sawai Mansingh Stadium",29,1,12,"All",29,14.5
"Chennai Super Kings","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",24,0,12,"All",Inf,12
"Chennai Super Kings","Harbhajan Singh","Royal Challengers Bangalore","MA Chidambaram Stadium",20,3,24,"All",6.66666666666667,5
"Chennai Super Kings","Harbhajan Singh","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",22,2,24,"All",11,5.5
"Chennai Super Kings","Harbhajan Singh","Sunrisers Hyderabad","MA Chidambaram Stadium",39,2,24,"All",19.5,9.75
"Chennai Super Kings","Harbhajan Singh","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",26,0,12,"All",Inf,13
"Chennai Super Kings","Imran Tahir","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",28,1,24,"All",28,7
"Chennai Super Kings","Imran Tahir","Delhi Capitals","Feroz Shah Kotla",20,1,12,"All",20,10
"Chennai Super Kings","Imran Tahir","Delhi Capitals","MA Chidambaram Stadium",12,4,20,"All",3,3.6
"Chennai Super Kings","Imran Tahir","Kolkata Knight Riders","Eden Gardens",27,4,24,"All",6.75,6.75
"Chennai Super Kings","Imran Tahir","Kolkata Knight Riders","MA Chidambaram Stadium",47,2,48,"All",23.5,5.875
"Chennai Super Kings","Imran Tahir","Mumbai Indians","MA Chidambaram Stadium",70,3,48,"All",23.3333333333333,8.75
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Maharashtra Cricket Association Stadium",26,0,16,"All",Inf,9.75
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Rajiv Gandhi International Stadium",23,2,18,"All",11.5,7.66666666666667
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Sharjah Cricket Stadium",22,0,18,"All",Inf,7.33333333333333
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Wankhede Stadium",48,2,36,"All",24,8
"Chennai Super Kings","Imran Tahir","Punjab Kings","MA Chidambaram Stadium",20,0,24,"All",Inf,5
"Chennai Super Kings","Imran Tahir","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",70,2,48,"All",35,8.75
"Chennai Super Kings","Imran Tahir","Punjab Kings","Zayed Cricket Stadium",24,1,24,"All",24,6
"Chennai Super Kings","Imran Tahir","Rajasthan Royals","MA Chidambaram Stadium",23,2,24,"All",11.5,5.75
"Chennai Super Kings","Imran Tahir","Rajasthan Royals","Maharashtra Cricket Association Stadium",44,1,24,"All",44,11
"Chennai Super Kings","Imran Tahir","Rajasthan Royals","Sawai Mansingh Stadium",28,0,24,"All",Inf,7
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","Dubai International Cricket Stadium",30,0,24,"All",Inf,7.5
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","M Chinnaswamy Stadium",66,3,48,"All",22,8.25
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","MA Chidambaram Stadium",9,3,24,"All",3,2.25
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","Wankhede Stadium",16,2,24,"All",8,4
"Chennai Super Kings","Imran Tahir","Sunrisers Hyderabad","MA Chidambaram Stadium",38,0,24,"All",Inf,9.5
"Chennai Super Kings","Imran Tahir","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",20,2,24,"All",10,5
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","Feroz Shah Kotla",26,0,18,"All",Inf,8.66666666666667
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","MA Chidambaram Stadium",30,1,24,"All",30,7.5
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",27,2,24,"All",13.5,6.75
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","Sheikh Zayed Stadium",23,2,24,"All",11.5,5.75
"Chennai Super Kings","Ishwar Pandey","Kolkata Knight Riders","Eden Gardens",31,1,24,"All",31,7.75
"Chennai Super Kings","Ishwar Pandey","Kolkata Knight Riders","JSCA International Stadium Complex",20,0,12,"All",Inf,10
"Chennai Super Kings","Ishwar Pandey","Kolkata Knight Riders","MA Chidambaram Stadium",18,1,12,"All",18,9
"Chennai Super Kings","Ishwar Pandey","Mumbai Indians","Brabourne Stadium",25,0,18,"All",Inf,8.33333333333333
"Chennai Super Kings","Ishwar Pandey","Mumbai Indians","Dubai International Cricket Stadium",21,0,24,"All",Inf,5.25
"Chennai Super Kings","Ishwar Pandey","Mumbai Indians","Wankhede Stadium",56,2,42,"All",28,8
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","Barabati Stadium",41,0,24,"All",Inf,10.25
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","MA Chidambaram Stadium",17,1,12,"All",17,8.5
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","Punjab Cricket Association Stadium",22,1,18,"All",22,7.33333333333333
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","Wankhede Stadium",35,1,24,"All",35,8.75
"Chennai Super Kings","Ishwar Pandey","Rajasthan Royals","Dubai International Cricket Stadium",22,1,24,"All",22,5.5
"Chennai Super Kings","Ishwar Pandey","Rajasthan Royals","JSCA International Stadium Complex",18,0,18,"All",Inf,6
"Chennai Super Kings","Ishwar Pandey","Rajasthan Royals","Sardar Patel Stadium",12,0,12,"All",Inf,6
"Chennai Super Kings","Ishwar Pandey","Royal Challengers Bangalore","M Chinnaswamy Stadium",21,1,24,"All",21,5.25
"Chennai Super Kings","Ishwar Pandey","Royal Challengers Bangalore","MA Chidambaram Stadium",28,2,24,"All",14,7
"Chennai Super Kings","Ishwar Pandey","Sunrisers Hyderabad","MA Chidambaram Stadium",26,1,18,"All",26,8.66666666666667
"Chennai Super Kings","Ishwar Pandey","Sunrisers Hyderabad","Sharjah Cricket Stadium",22,0,18,"All",Inf,7.33333333333333
"Chennai Super Kings","Jacob Oram","Deccan Chargers","Kingsmead",28,0,18,"All",Inf,9.33333333333333
"Chennai Super Kings","Jacob Oram","Delhi Capitals","New Wanderers Stadium",14,0,6,"All",Inf,14
"Chennai Super Kings","Jacob Oram","Kolkata Knight Riders","MA Chidambaram Stadium",32,3,24,"All",10.6666666666667,8
"Chennai Super Kings","Jacob Oram","Mumbai Indians","MA Chidambaram Stadium",53,0,24,"All",Inf,13.25
"Chennai Super Kings","Jacob Oram","Mumbai Indians","Newlands",30,1,24,"All",30,7.5
"Chennai Super Kings","Jacob Oram","Punjab Kings","Punjab Cricket Association Stadium",37,0,24,"All",Inf,9.25
"Chennai Super Kings","Jacob Oram","Rajasthan Royals","De Beers Diamond Oval",8,0,6,"All",Inf,8
"Chennai Super Kings","Jacob Oram","Rajasthan Royals","SuperSport Park",27,2,24,"All",13.5,6.75
"Chennai Super Kings","Jacob Oram","Royal Challengers Bangalore","Kingsmead",12,2,10,"All",6,7.2
"Chennai Super Kings","Jacob Oram","Royal Challengers Bangalore","M Chinnaswamy Stadium",27,0,24,"All",Inf,6.75
"Chennai Super Kings","Jacob Oram","Royal Challengers Bangalore","New Wanderers Stadium",14,0,5,"All",Inf,16.8
"Chennai Super Kings","Jason Holder","Delhi Capitals","MA Chidambaram Stadium",39,0,24,"All",Inf,9.75
"Chennai Super Kings","Jason Holder","Rajasthan Royals","MA Chidambaram Stadium",30,0,24,"All",Inf,7.5
"Chennai Super Kings","Jason Holder","Rajasthan Royals","Sawai Mansingh Stadium",20,2,24,"All",10,5
"Chennai Super Kings","Jason Holder","Royal Challengers Bangalore","M Chinnaswamy Stadium",20,0,6,"All",Inf,20
"Chennai Super Kings","Jason Holder","Sunrisers Hyderabad","MA Chidambaram Stadium",31,0,24,"All",Inf,7.75
"Chennai Super Kings","Jason Holder","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",28,0,18,"All",Inf,9.33333333333333
"Chennai Super Kings","Joginder Sharma","Deccan Chargers","Kingsmead",14,0,6,"All",Inf,14
"Chennai Super Kings","Joginder Sharma","Deccan Chargers","MA Chidambaram Stadium",45,0,18,"All",Inf,15
"Chennai Super Kings","Joginder Sharma","Delhi Capitals","Feroz Shah Kotla",43,1,24,"All",43,10.75
"Chennai Super Kings","Joginder Sharma","Delhi Capitals","Kingsmead",8,0,6,"All",Inf,8
"Chennai Super Kings","Joginder Sharma","Delhi Capitals","MA Chidambaram Stadium",35,1,18,"All",35,11.6666666666667
"Chennai Super Kings","Joginder Sharma","Kolkata Knight Riders","MA Chidambaram Stadium",32,1,24,"All",32,8
"Chennai Super Kings","Joginder Sharma","Mumbai Indians","Brabourne Stadium",23,1,12,"All",23,11.5
"Chennai Super Kings","Joginder Sharma","Mumbai Indians","MA Chidambaram Stadium",29,2,24,"All",14.5,7.25
"Chennai Super Kings","Joginder Sharma","Mumbai Indians","Newlands",25,1,24,"All",25,6.25
"Chennai Super Kings","Joginder Sharma","Mumbai Indians","Wankhede Stadium",58,1,36,"All",58,9.66666666666667
"Chennai Super Kings","Joginder Sharma","Punjab Kings","Punjab Cricket Association Stadium",47,1,24,"All",47,11.75
"Chennai Super Kings","Joginder Sharma","Rajasthan Royals","Sardar Patel Stadium",23,0,12,"All",Inf,11.5
"Chennai Super Kings","Joginder Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",27,2,22,"All",13.5,7.36363636363636
"Chennai Super Kings","Joginder Sharma","Royal Challengers Bangalore","St George's Park",10,1,6,"All",10,10
"Chennai Super Kings","John Hastings","Sunrisers Hyderabad","JSCA International Stadium Complex",29,1,18,"All",29,9.66666666666667
"Chennai Super Kings","Josh Hazlewood","Delhi Capitals","Dubai International Cricket Stadium",84,3,72,"All",28,7
"Chennai Super Kings","Josh Hazlewood","Kolkata Knight Riders","Dubai International Cricket Stadium",29,2,24,"All",14.5,7.25
"Chennai Super Kings","Josh Hazlewood","Kolkata Knight Riders","Zayed Cricket Stadium",40,2,24,"All",20,10
"Chennai Super Kings","Josh Hazlewood","Mumbai Indians","Dubai International Cricket Stadium",34,1,24,"All",34,8.5
"Chennai Super Kings","Josh Hazlewood","Mumbai Indians","Sharjah Cricket Stadium",17,0,12,"All",Inf,8.5
"Chennai Super Kings","Josh Hazlewood","Punjab Kings","Dubai International Cricket Stadium",22,0,18,"All",Inf,7.33333333333333
"Chennai Super Kings","Josh Hazlewood","Rajasthan Royals","Zayed Cricket Stadium",73,1,48,"All",73,9.125
"Chennai Super Kings","Josh Hazlewood","Royal Challengers Bangalore","Sharjah Cricket Stadium",34,0,24,"All",Inf,8.5
"Chennai Super Kings","Josh Hazlewood","Sunrisers Hyderabad","Sharjah Cricket Stadium",24,3,24,"All",8,6
"Chennai Super Kings","Justin Kemp","Deccan Chargers","MA Chidambaram Stadium",15,0,13,"All",Inf,6.92307692307692
"Chennai Super Kings","Justin Kemp","Delhi Capitals","Feroz Shah Kotla",14,0,6,"All",Inf,14
"Chennai Super Kings","Justin Kemp","Kolkata Knight Riders","Eden Gardens",12,3,18,"All",4,4
"Chennai Super Kings","Justin Kemp","Punjab Kings","Himachal Pradesh Cricket Association Stadium",12,0,6,"All",Inf,12
"Chennai Super Kings","Justin Kemp","Punjab Kings","MA Chidambaram Stadium",1,0,1,"All",Inf,6
"Chennai Super Kings","KM Asif","Delhi Capitals","Maharashtra Cricket Association Stadium",43,2,18,"All",21.5,14.3333333333333
"Chennai Super Kings","KM Asif","Kolkata Knight Riders","Eden Gardens",32,1,18,"All",32,10.6666666666667
"Chennai Super Kings","KM Asif","Rajasthan Royals","Zayed Cricket Stadium",18,1,13,"All",18,8.30769230769231
"Chennai Super Kings","Karn Sharma","Delhi Capitals","Sharjah Cricket Stadium",34,0,18,"All",Inf,11.3333333333333
"Chennai Super Kings","Karn Sharma","Kolkata Knight Riders","Dubai International Cricket Stadium",35,1,24,"All",35,8.75
"Chennai Super Kings","Karn Sharma","Kolkata Knight Riders","Eden Gardens",11,0,6,"All",Inf,11
"Chennai Super Kings","Karn Sharma","Kolkata Knight Riders","Zayed Cricket Stadium",25,2,24,"All",12.5,6.25
"Chennai Super Kings","Karn Sharma","Rajasthan Royals","Maharashtra Cricket Association Stadium",13,2,9,"All",6.5,8.66666666666667
"Chennai Super Kings","Karn Sharma","Rajasthan Royals","Sawai Mansingh Stadium",10,0,6,"All",Inf,10
"Chennai Super Kings","Karn Sharma","Royal Challengers Bangalore","Dubai International Cricket Stadium",34,0,24,"All",Inf,8.5
"Chennai Super Kings","Karn Sharma","Sunrisers Hyderabad","Dubai International Cricket Stadium",37,2,24,"All",18.5,9.25
"Chennai Super Kings","Karn Sharma","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",63,2,35,"All",31.5,10.8
"Chennai Super Kings","Karn Sharma","Sunrisers Hyderabad","Wankhede Stadium",25,1,18,"All",25,8.33333333333333
"Chennai Super Kings","Lakshmipathy Balaji","Deccan Chargers","Buffalo Park",18,0,6,"All",Inf,18
"Chennai Super Kings","Lakshmipathy Balaji","Deccan Chargers","Kingsmead",41,1,21,"All",41,11.7142857142857
"Chennai Super Kings","Lakshmipathy Balaji","Deccan Chargers","MA Chidambaram Stadium",36,0,24,"All",Inf,9
"Chennai Super Kings","Lakshmipathy Balaji","Deccan Chargers","Rajiv Gandhi International Stadium",34,2,24,"All",17,8.5
"Chennai Super Kings","Lakshmipathy Balaji","Delhi Capitals","Feroz Shah Kotla",56,4,42,"All",14,8
"Chennai Super Kings","Lakshmipathy Balaji","Delhi Capitals","Kingsmead",19,3,24,"All",6.33333333333333,4.75
"Chennai Super Kings","Lakshmipathy Balaji","Delhi Capitals","MA Chidambaram Stadium",16,0,12,"All",Inf,8
"Chennai Super Kings","Lakshmipathy Balaji","Delhi Capitals","New Wanderers Stadium",26,0,18,"All",Inf,8.66666666666667
"Chennai Super Kings","Lakshmipathy Balaji","Kolkata Knight Riders","Eden Gardens",45,3,38,"All",15,7.10526315789474
"Chennai Super Kings","Lakshmipathy Balaji","Kolkata Knight Riders","SuperSport Park",40,0,18,"All",Inf,13.3333333333333
"Chennai Super Kings","Lakshmipathy Balaji","Mumbai Indians","Brabourne Stadium",47,1,24,"All",47,11.75
"Chennai Super Kings","Lakshmipathy Balaji","Mumbai Indians","St George's Park",17,0,12,"All",Inf,8.5
"Chennai Super Kings","Lakshmipathy Balaji","Mumbai Indians","Wankhede Stadium",9,0,12,"All",Inf,4.5
"Chennai Super Kings","Lakshmipathy Balaji","Punjab Kings","Kingsmead",14,0,12,"All",Inf,7
"Chennai Super Kings","Lakshmipathy Balaji","Punjab Kings","MA Chidambaram Stadium",53,6,48,"All",8.83333333333333,6.625
"Chennai Super Kings","Lakshmipathy Balaji","Punjab Kings","SuperSport Park",41,1,24,"All",41,10.25
"Chennai Super Kings","Lakshmipathy Balaji","Punjab Kings","Wankhede Stadium",27,0,24,"All",Inf,6.75
"Chennai Super Kings","Lakshmipathy Balaji","Rajasthan Royals","De Beers Diamond Oval",13,1,18,"All",13,4.33333333333333
"Chennai Super Kings","Lakshmipathy Balaji","Rajasthan Royals","Dr DY Patil Sports Academy",42,0,24,"All",Inf,10.5
"Chennai Super Kings","Lakshmipathy Balaji","Rajasthan Royals","MA Chidambaram Stadium",45,0,18,"All",Inf,15
"Chennai Super Kings","Lakshmipathy Balaji","Rajasthan Royals","SuperSport Park",21,4,21,"All",5.25,6
"Chennai Super Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","Kingsmead",32,1,24,"All",32,8
"Chennai Super Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","M Chinnaswamy Stadium",49,1,24,"All",49,12.25
"Chennai Super Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","MA Chidambaram Stadium",34,1,24,"All",34,8.5
"Chennai Super Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","New Wanderers Stadium",16,0,12,"All",Inf,8
"Chennai Super Kings","Lakshmipathy Balaji","Royal Challengers Bangalore","St George's Park",18,2,14,"All",9,7.71428571428572
"Chennai Super Kings","Lungi Ngidi","Delhi Capitals","Feroz Shah Kotla",14,2,18,"All",7,4.66666666666667
"Chennai Super Kings","Lungi Ngidi","Delhi Capitals","Maharashtra Cricket Association Stadium",26,1,24,"All",26,6.5
"Chennai Super Kings","Lungi Ngidi","Kolkata Knight Riders","Dubai International Cricket Stadium",34,2,24,"All",17,8.5
"Chennai Super Kings","Lungi Ngidi","Kolkata Knight Riders","Eden Gardens",36,1,18,"All",36,12
"Chennai Super Kings","Lungi Ngidi","Kolkata Knight Riders","Wankhede Stadium",28,3,24,"All",9.33333333333333,7
"Chennai Super Kings","Lungi Ngidi","Mumbai Indians","Arun Jaitley Stadium",62,0,24,"All",Inf,15.5
"Chennai Super Kings","Lungi Ngidi","Mumbai Indians","Zayed Cricket Stadium",38,3,24,"All",12.6666666666667,9.5
"Chennai Super Kings","Lungi Ngidi","Punjab Kings","Maharashtra Cricket Association Stadium",10,4,24,"All",2.5,2.5
"Chennai Super Kings","Lungi Ngidi","Punjab Kings","Zayed Cricket Stadium",39,3,24,"All",13,9.75
