"Bowling_Team","Bowler","Batting_Team","Runs","Wickets","Balls","Season","Stadium","Average","Economy"
"Royal Challengers Bangalore","Murali Kartik","Rajasthan Royals",67,1,42,"All","All",67,9.57142857142857
"Royal Challengers Bangalore","Murali Kartik","Sunrisers Hyderabad",48,1,42,"All","All",48,6.85714285714286
"Royal Challengers Bangalore","Murugan Ashwin","Chennai Super Kings",17,1,18,"All","All",17,5.66666666666667
"Royal Challengers Bangalore","Murugan Ashwin","Kolkata Knight Riders",36,2,24,"All","All",18,9
"Royal Challengers Bangalore","Muthiah Muralidaran","Chennai Super Kings",50,4,48,"All","All",12.5,6.25
"Royal Challengers Bangalore","Muthiah Muralidaran","Deccan Chargers",48,1,48,"All","All",48,6
"Royal Challengers Bangalore","Muthiah Muralidaran","Delhi Capitals",94,6,72,"All","All",15.6666666666667,7.83333333333333
"Royal Challengers Bangalore","Muthiah Muralidaran","Kolkata Knight Riders",105,2,72,"All","All",52.5,8.75
"Royal Challengers Bangalore","Muthiah Muralidaran","Mumbai Indians",70,3,72,"All","All",23.3333333333333,5.83333333333333
"Royal Challengers Bangalore","Muthiah Muralidaran","Pune Warriors",48,2,42,"All","All",24,6.85714285714286
"Royal Challengers Bangalore","Muthiah Muralidaran","Punjab Kings",44,1,24,"All","All",44,11
"Royal Challengers Bangalore","Muthiah Muralidaran","Rajasthan Royals",35,0,24,"All","All",Inf,8.75
"Royal Challengers Bangalore","Muthiah Muralidaran","Sunrisers Hyderabad",67,2,72,"All","All",33.5,5.58333333333333
"Royal Challengers Bangalore","Navdeep Saini","Chennai Super Kings",137,1,114,"All","All",137,7.21052631578947
"Royal Challengers Bangalore","Navdeep Saini","Delhi Capitals",116,3,66,"All","All",38.6666666666667,10.5454545454545
"Royal Challengers Bangalore","Navdeep Saini","Kolkata Knight Riders",105,5,84,"All","All",21,7.5
"Royal Challengers Bangalore","Navdeep Saini","Mumbai Indians",117,0,66,"All","All",Inf,10.6363636363636
"Royal Challengers Bangalore","Navdeep Saini","Punjab Kings",114,2,96,"All","All",57,7.125
"Royal Challengers Bangalore","Navdeep Saini","Rajasthan Royals",114,1,78,"All","All",114,8.76923076923077
"Royal Challengers Bangalore","Navdeep Saini","Sunrisers Hyderabad",125,5,82,"All","All",25,9.14634146341463
"Royal Challengers Bangalore","Nayan Doshi","Deccan Chargers",17,1,24,"All","All",17,4.25
"Royal Challengers Bangalore","Pankaj Singh","Delhi Capitals",31,2,24,"All","All",15.5,7.75
"Royal Challengers Bangalore","Pankaj Singh","Kolkata Knight Riders",14,0,6,"All","All",Inf,14
"Royal Challengers Bangalore","Pankaj Singh","Mumbai Indians",54,0,24,"All","All",Inf,13.5
"Royal Challengers Bangalore","Pankaj Singh","Punjab Kings",20,0,12,"All","All",Inf,10
"Royal Challengers Bangalore","Pankaj Singh","Rajasthan Royals",27,2,24,"All","All",13.5,6.75
"Royal Challengers Bangalore","Parvez Rasool","Delhi Capitals",28,0,18,"All","All",Inf,9.33333333333333
"Royal Challengers Bangalore","Parvez Rasool","Rising Pune Supergiants",37,0,18,"All","All",Inf,12.3333333333333
"Royal Challengers Bangalore","Parvez Rasool","Sunrisers Hyderabad",64,1,48,"All","All",64,8
"Royal Challengers Bangalore","Pawan Negi","Chennai Super Kings",43,1,24,"All","All",43,10.75
"Royal Challengers Bangalore","Pawan Negi","Delhi Capitals",40,6,36,"All","All",6.66666666666667,6.66666666666667
"Royal Challengers Bangalore","Pawan Negi","Gujarat Lions",45,2,36,"All","All",22.5,7.5
"Royal Challengers Bangalore","Pawan Negi","Kolkata Knight Riders",57,6,56,"All","All",9.5,6.10714285714286
"Royal Challengers Bangalore","Pawan Negi","Mumbai Indians",92,2,60,"All","All",46,9.2
"Royal Challengers Bangalore","Pawan Negi","Punjab Kings",28,1,24,"All","All",28,7
"Royal Challengers Bangalore","Pawan Negi","Rajasthan Royals",13,0,6,"All","All",Inf,13
"Royal Challengers Bangalore","Pawan Negi","Rising Pune Supergiants",30,2,42,"All","All",15,4.28571428571429
"Royal Challengers Bangalore","Prasanth Parameswaran","Deccan Chargers",57,2,42,"All","All",28.5,8.14285714285714
"Royal Challengers Bangalore","Prasanth Parameswaran","Delhi Capitals",30,3,18,"All","All",10,10
"Royal Challengers Bangalore","Praveen Kumar","Chennai Super Kings",216,7,160,"All","All",30.8571428571429,8.1
"Royal Challengers Bangalore","Praveen Kumar","Deccan Chargers",203,7,144,"All","All",29,8.45833333333333
"Royal Challengers Bangalore","Praveen Kumar","Delhi Capitals",132,4,84,"All","All",33,9.42857142857143
"Royal Challengers Bangalore","Praveen Kumar","Kolkata Knight Riders",152,3,108,"All","All",50.6666666666667,8.44444444444444
"Royal Challengers Bangalore","Praveen Kumar","Mumbai Indians",131,2,96,"All","All",65.5,8.1875
"Royal Challengers Bangalore","Praveen Kumar","Punjab Kings",180,5,136,"All","All",36,7.94117647058824
"Royal Challengers Bangalore","Praveen Kumar","Rajasthan Royals",126,6,108,"All","All",21,7
"Royal Challengers Bangalore","Prayas Ray Barman","Sunrisers Hyderabad",56,0,24,"All","All",Inf,14
"Royal Challengers Bangalore","RP Singh","Chennai Super Kings",60,0,29,"All","All",Inf,12.4137931034483
"Royal Challengers Bangalore","RP Singh","Delhi Capitals",48,0,24,"All","All",Inf,12
"Royal Challengers Bangalore","RP Singh","Kolkata Knight Riders",27,3,24,"All","All",9,6.75
"Royal Challengers Bangalore","RP Singh","Mumbai Indians",40,1,24,"All","All",40,10
"Royal Challengers Bangalore","RP Singh","Pune Warriors",47,2,48,"All","All",23.5,5.875
"Royal Challengers Bangalore","RP Singh","Punjab Kings",38,0,18,"All","All",Inf,12.6666666666667
"Royal Challengers Bangalore","RP Singh","Rajasthan Royals",48,4,48,"All","All",12,6
"Royal Challengers Bangalore","RP Singh","Sunrisers Hyderabad",27,3,24,"All","All",9,6.75
"Royal Challengers Bangalore","Raju Bhatkal","Chennai Super Kings",35,0,12,"All","All",Inf,17.5
"Royal Challengers Bangalore","Ravi Rampaul","Chennai Super Kings",72,5,48,"All","All",14.4,9
"Royal Challengers Bangalore","Ravi Rampaul","Delhi Capitals",63,0,48,"All","All",Inf,7.875
"Royal Challengers Bangalore","Ravi Rampaul","Kolkata Knight Riders",17,1,24,"All","All",17,4.25
"Royal Challengers Bangalore","Ravi Rampaul","Mumbai Indians",35,1,24,"All","All",35,8.75
"Royal Challengers Bangalore","Ravi Rampaul","Pune Warriors",21,2,24,"All","All",10.5,5.25
"Royal Challengers Bangalore","Ravi Rampaul","Punjab Kings",27,1,24,"All","All",27,6.75
"Royal Challengers Bangalore","Ravi Rampaul","Rajasthan Royals",63,4,70,"All","All",15.75,5.4
"Royal Challengers Bangalore","Roelof van der Merwe","Chennai Super Kings",52,2,48,"All","All",26,6.5
"Royal Challengers Bangalore","Roelof van der Merwe","Deccan Chargers",60,1,48,"All","All",60,7.5
"Royal Challengers Bangalore","Roelof van der Merwe","Delhi Capitals",31,1,24,"All","All",31,7.75
"Royal Challengers Bangalore","Roelof van der Merwe","Kolkata Knight Riders",55,3,48,"All","All",18.3333333333333,6.875
"Royal Challengers Bangalore","Roelof van der Merwe","Mumbai Indians",44,2,36,"All","All",22,7.33333333333333
"Royal Challengers Bangalore","Roelof van der Merwe","Punjab Kings",22,2,18,"All","All",11,7.33333333333333
"Royal Challengers Bangalore","Roelof van der Merwe","Rajasthan Royals",11,0,6,"All","All",Inf,11
"Royal Challengers Bangalore","Ross Taylor","Chennai Super Kings",13,0,6,"All","All",Inf,13
"Royal Challengers Bangalore","Ryan Ninan","Chennai Super Kings",31,2,18,"All","All",15.5,10.3333333333333
"Royal Challengers Bangalore","Ryan Ninan","Deccan Chargers",34,1,18,"All","All",34,11.3333333333333
"Royal Challengers Bangalore","Sachin Baby","Gujarat Lions",4,2,4,"All","All",2,6
"Royal Challengers Bangalore","Sachin Baby","Punjab Kings",4,0,6,"All","All",Inf,4
"Royal Challengers Bangalore","Sachin Rana","Chennai Super Kings",16,0,12,"All","All",Inf,8
"Royal Challengers Bangalore","Samuel Badree","Gujarat Lions",29,2,18,"All","All",14.5,9.66666666666667
"Royal Challengers Bangalore","Samuel Badree","Kolkata Knight Riders",73,1,42,"All","All",73,10.4285714285714
"Royal Challengers Bangalore","Samuel Badree","Mumbai Indians",9,4,24,"All","All",2.25,2.25
"Royal Challengers Bangalore","Samuel Badree","Punjab Kings",14,0,18,"All","All",Inf,4.66666666666667
"Royal Challengers Bangalore","Samuel Badree","Rising Pune Supergiants",63,2,48,"All","All",31.5,7.875
"Royal Challengers Bangalore","Sean Abbott","Kolkata Knight Riders",36,0,18,"All","All",Inf,12
"Royal Challengers Bangalore","Sean Abbott","Sunrisers Hyderabad",21,0,12,"All","All",Inf,10.5
"Royal Challengers Bangalore","Shadab Jakati","Chennai Super Kings",41,0,22,"All","All",Inf,11.1818181818182
"Royal Challengers Bangalore","Shahbaz Ahmed","Chennai Super Kings",45,1,30,"All","All",45,9
"Royal Challengers Bangalore","Shahbaz Ahmed","Delhi Capitals",45,2,36,"All","All",22.5,7.5
"Royal Challengers Bangalore","Shahbaz Ahmed","Gujarat Titans",41,2,30,"All","All",20.5,8.2
"Royal Challengers Bangalore","Shahbaz Ahmed","Kolkata Knight Riders",16,0,6,"All","All",Inf,16
"Royal Challengers Bangalore","Shahbaz Ahmed","Lucknow Super Giants",60,0,48,"All","All",Inf,7.5
"Royal Challengers Bangalore","Shahbaz Ahmed","Mumbai Indians",33,0,18,"All","All",Inf,11
"Royal Challengers Bangalore","Shahbaz Ahmed","Punjab Kings",86,3,60,"All","All",28.6666666666667,8.6
"Royal Challengers Bangalore","Shahbaz Ahmed","Rajasthan Royals",98,2,54,"All","All",49,10.8888888888889
"Royal Challengers Bangalore","Shahbaz Ahmed","Sunrisers Hyderabad",48,3,48,"All","All",16,6
"Royal Challengers Bangalore","Shane Watson","Delhi Capitals",89,4,96,"All","All",22.25,5.5625
"Royal Challengers Bangalore","Shane Watson","Gujarat Lions",87,5,63,"All","All",17.4,8.28571428571428
"Royal Challengers Bangalore","Shane Watson","Kolkata Knight Riders",84,1,42,"All","All",84,12
"Royal Challengers Bangalore","Shane Watson","Mumbai Indians",106,1,65,"All","All",106,9.78461538461539
"Royal Challengers Bangalore","Shane Watson","Punjab Kings",100,5,72,"All","All",20,8.33333333333333
"Royal Challengers Bangalore","Shane Watson","Rising Pune Supergiants",99,6,72,"All","All",16.5,8.25
"Royal Challengers Bangalore","Shane Watson","Sunrisers Hyderabad",165,3,90,"All","All",55,11
"Royal Challengers Bangalore","Shivam Dube","Chennai Super Kings",17,0,10,"All","All",Inf,10.2
"Royal Challengers Bangalore","Shivam Dube","Delhi Capitals",5,0,6,"All","All",Inf,5
"Royal Challengers Bangalore","Shivam Dube","Punjab Kings",33,2,18,"All","All",16.5,11
"Royal Challengers Bangalore","Shivam Dube","Rajasthan Royals",4,0,6,"All","All",Inf,4
"Royal Challengers Bangalore","Shivam Dube","Sunrisers Hyderabad",22,2,24,"All","All",11,5.5
"Royal Challengers Bangalore","Siddarth Kaul","Gujarat Titans",43,0,24,"All","All",Inf,10.75
"Royal Challengers Bangalore","Sreenath Aravind","Chennai Super Kings",116,6,84,"All","All",19.3333333333333,8.28571428571428
"Royal Challengers Bangalore","Sreenath Aravind","Deccan Chargers",26,0,18,"All","All",Inf,8.66666666666667
"Royal Challengers Bangalore","Sreenath Aravind","Delhi Capitals",90,3,66,"All","All",30,8.18181818181818
"Royal Challengers Bangalore","Sreenath Aravind","Gujarat Lions",100,2,78,"All","All",50,7.69230769230769
"Royal Challengers Bangalore","Sreenath Aravind","Kochi Tuskers Kerala",20,2,24,"All","All",10,5
"Royal Challengers Bangalore","Sreenath Aravind","Kolkata Knight Riders",165,7,100,"All","All",23.5714285714286,9.9
"Royal Challengers Bangalore","Sreenath Aravind","Mumbai Indians",121,4,102,"All","All",30.25,7.11764705882353
"Royal Challengers Bangalore","Sreenath Aravind","Pune Warriors",35,1,24,"All","All",35,8.75
"Royal Challengers Bangalore","Sreenath Aravind","Punjab Kings",139,11,108,"All","All",12.6363636363636,7.72222222222222
"Royal Challengers Bangalore","Sreenath Aravind","Rajasthan Royals",102,5,66,"All","All",20.4,9.27272727272727
"Royal Challengers Bangalore","Sreenath Aravind","Rising Pune Supergiants",59,2,48,"All","All",29.5,7.375
"Royal Challengers Bangalore","Sreenath Aravind","Sunrisers Hyderabad",66,2,42,"All","All",33,9.42857142857143
"Royal Challengers Bangalore","Sridharan Sriram","Kolkata Knight Riders",24,0,12,"All","All",Inf,12
"Royal Challengers Bangalore","Stuart Binny","Delhi Capitals",15,0,12,"All","All",Inf,7.5
"Royal Challengers Bangalore","Stuart Binny","Gujarat Lions",17,0,18,"All","All",Inf,5.66666666666667
"Royal Challengers Bangalore","Stuart Binny","Kolkata Knight Riders",34,2,24,"All","All",17,8.5
"Royal Challengers Bangalore","Stuart Binny","Mumbai Indians",24,1,24,"All","All",24,6
"Royal Challengers Bangalore","Stuart Binny","Punjab Kings",27,0,18,"All","All",Inf,9
"Royal Challengers Bangalore","Stuart Binny","Rising Pune Supergiants",57,1,36,"All","All",57,9.5
"Royal Challengers Bangalore","Stuart Binny","Sunrisers Hyderabad",10,1,6,"All","All",10,10
"Royal Challengers Bangalore","Sunil Joshi","Delhi Capitals",19,0,6,"All","All",Inf,19
"Royal Challengers Bangalore","Sunil Joshi","Kolkata Knight Riders",26,0,18,"All","All",Inf,8.66666666666667
"Royal Challengers Bangalore","Sunil Joshi","Mumbai Indians",10,0,12,"All","All",Inf,5
"Royal Challengers Bangalore","Sunil Joshi","Rajasthan Royals",27,1,19,"All","All",27,8.52631578947368
"Royal Challengers Bangalore","Tabraiz Shamsi","Gujarat Lions",21,1,24,"All","All",21,5.25
"Royal Challengers Bangalore","Tabraiz Shamsi","Kolkata Knight Riders",51,0,24,"All","All",Inf,12.75
"Royal Challengers Bangalore","Tabraiz Shamsi","Rising Pune Supergiants",36,1,24,"All","All",36,9
"Royal Challengers Bangalore","Tabraiz Shamsi","Sunrisers Hyderabad",39,1,24,"All","All",39,9.75
"Royal Challengers Bangalore","Tillakaratne Dilshan","Chennai Super Kings",21,0,12,"All","All",Inf,10.5
"Royal Challengers Bangalore","Tillakaratne Dilshan","Deccan Chargers",45,0,24,"All","All",Inf,11.25
"Royal Challengers Bangalore","Tillakaratne Dilshan","Delhi Capitals",11,0,6,"All","All",Inf,11
"Royal Challengers Bangalore","Tillakaratne Dilshan","Kochi Tuskers Kerala",38,1,30,"All","All",38,7.6
"Royal Challengers Bangalore","Tillakaratne Dilshan","Kolkata Knight Riders",34,0,24,"All","All",Inf,8.5
"Royal Challengers Bangalore","Tillakaratne Dilshan","Mumbai Indians",12,0,6,"All","All",Inf,12
"Royal Challengers Bangalore","Tillakaratne Dilshan","Pune Warriors",24,0,12,"All","All",Inf,12
"Royal Challengers Bangalore","Tillakaratne Dilshan","Sunrisers Hyderabad",10,0,6,"All","All",Inf,10
"Royal Challengers Bangalore","Tim Southee","Chennai Super Kings",30,0,18,"All","All",Inf,10
"Royal Challengers Bangalore","Tim Southee","Delhi Capitals",65,1,36,"All","All",65,10.8333333333333
"Royal Challengers Bangalore","Tim Southee","Kolkata Knight Riders",95,0,48,"All","All",Inf,11.875
"Royal Challengers Bangalore","Tim Southee","Mumbai Indians",25,2,24,"All","All",12.5,6.25
"Royal Challengers Bangalore","Tim Southee","Punjab Kings",52,0,30,"All","All",Inf,10.4
"Royal Challengers Bangalore","Tim Southee","Rajasthan Royals",37,0,24,"All","All",Inf,9.25
"Royal Challengers Bangalore","Tim Southee","Sunrisers Hyderabad",75,3,48,"All","All",25,9.375
"Royal Challengers Bangalore","Travis Head","Delhi Capitals",30,2,18,"All","All",15,10
"Royal Challengers Bangalore","Travis Head","Gujarat Lions",29,0,17,"All","All",Inf,10.2352941176471
"Royal Challengers Bangalore","Travis Head","Kolkata Knight Riders",11,0,7,"All","All",Inf,9.42857142857143
"Royal Challengers Bangalore","Travis Head","Sunrisers Hyderabad",11,0,6,"All","All",Inf,11
"Royal Challengers Bangalore","Tymal Mills","Delhi Capitals",33,1,24,"All","All",33,8.25
"Royal Challengers Bangalore","Tymal Mills","Kolkata Knight Riders",31,2,24,"All","All",15.5,7.75
"Royal Challengers Bangalore","Tymal Mills","Mumbai Indians",36,0,23,"All","All",Inf,9.39130434782609
"Royal Challengers Bangalore","Tymal Mills","Punjab Kings",22,1,12,"All","All",22,11
"Royal Challengers Bangalore","Tymal Mills","Sunrisers Hyderabad",31,1,24,"All","All",31,7.75
"Royal Challengers Bangalore","Umesh Yadav","Chennai Super Kings",98,5,84,"All","All",19.6,7
"Royal Challengers Bangalore","Umesh Yadav","Delhi Capitals",94,2,66,"All","All",47,8.54545454545455
"Royal Challengers Bangalore","Umesh Yadav","Kolkata Knight Riders",63,2,43,"All","All",31.5,8.7906976744186
"Royal Challengers Bangalore","Umesh Yadav","Mumbai Indians",116,6,84,"All","All",19.3333333333333,8.28571428571428
"Royal Challengers Bangalore","Umesh Yadav","Punjab Kings",159,9,114,"All","All",17.6666666666667,8.36842105263158
"Royal Challengers Bangalore","Umesh Yadav","Rajasthan Royals",134,3,77,"All","All",44.6666666666667,10.4415584415584
"Royal Challengers Bangalore","Umesh Yadav","Sunrisers Hyderabad",208,1,120,"All","All",208,10.4
"Royal Challengers Bangalore","Varun Aaron","Chennai Super Kings",29,2,18,"All","All",14.5,9.66666666666667
"Royal Challengers Bangalore","Varun Aaron","Delhi Capitals",33,3,42,"All","All",11,4.71428571428571
"Royal Challengers Bangalore","Varun Aaron","Gujarat Lions",19,0,12,"All","All",Inf,9.5
"Royal Challengers Bangalore","Varun Aaron","Kolkata Knight Riders",117,4,84,"All","All",29.25,8.35714285714286
"Royal Challengers Bangalore","Varun Aaron","Mumbai Indians",195,5,118,"All","All",39,9.91525423728813
"Royal Challengers Bangalore","Varun Aaron","Punjab Kings",106,3,71,"All","All",35.3333333333333,8.95774647887324
"Royal Challengers Bangalore","Varun Aaron","Rajasthan Royals",41,0,17,"All","All",Inf,14.4705882352941
"Royal Challengers Bangalore","Varun Aaron","Rising Pune Supergiants",31,0,18,"All","All",Inf,10.3333333333333
"Royal Challengers Bangalore","Varun Aaron","Sunrisers Hyderabad",132,4,86,"All","All",33,9.2093023255814
"Royal Challengers Bangalore","Vinay Kumar","Chennai Super Kings",273,13,161,"All","All",21,10.1739130434783
"Royal Challengers Bangalore","Vinay Kumar","Deccan Chargers",137,10,110,"All","All",13.7,7.47272727272727
"Royal Challengers Bangalore","Vinay Kumar","Delhi Capitals",241,5,176,"All","All",48.2,8.21590909090909
"Royal Challengers Bangalore","Vinay Kumar","Kolkata Knight Riders",173,13,152,"All","All",13.3076923076923,6.82894736842105
"Royal Challengers Bangalore","Vinay Kumar","Mumbai Indians",339,11,240,"All","All",30.8181818181818,8.475
"Royal Challengers Bangalore","Vinay Kumar","Pune Warriors",121,9,96,"All","All",13.4444444444444,7.5625
"Royal Challengers Bangalore","Vinay Kumar","Punjab Kings",213,4,143,"All","All",53.25,8.93706293706294
"Royal Challengers Bangalore","Vinay Kumar","Rajasthan Royals",255,5,179,"All","All",51,8.54748603351955
"Royal Challengers Bangalore","Vinay Kumar","Sunrisers Hyderabad",70,2,48,"All","All",35,8.75
"Royal Challengers Bangalore","Virat Kohli","Chennai Super Kings",101,1,60,"All","All",101,10.1
"Royal Challengers Bangalore","Virat Kohli","Deccan Chargers",66,2,52,"All","All",33,7.61538461538461
"Royal Challengers Bangalore","Virat Kohli","Delhi Capitals",23,0,18,"All","All",Inf,7.66666666666667
"Royal Challengers Bangalore","Virat Kohli","Gujarat Lions",13,0,6,"All","All",Inf,13
"Royal Challengers Bangalore","Virat Kohli","Kochi Tuskers Kerala",14,1,12,"All","All",14,7
"Royal Challengers Bangalore","Virat Kohli","Kolkata Knight Riders",37,0,20,"All","All",Inf,11.1
"Royal Challengers Bangalore","Virat Kohli","Mumbai Indians",25,0,18,"All","All",Inf,8.33333333333333
"Royal Challengers Bangalore","Virat Kohli","Punjab Kings",52,0,30,"All","All",Inf,10.4
"Royal Challengers Bangalore","Virat Kohli","Rajasthan Royals",37,0,35,"All","All",Inf,6.34285714285714
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Chennai Super Kings",106,3,60,"All","All",35.3333333333333,10.6
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Delhi Capitals",40,1,24,"All","All",40,10
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Gujarat Titans",53,3,48,"All","All",17.6666666666667,6.625
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Kolkata Knight Riders",40,4,36,"All","All",10,6.66666666666667
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Lucknow Super Giants",62,1,36,"All","All",62,10.3333333333333
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Mumbai Indians",28,2,24,"All","All",14,7
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Punjab Kings",55,3,48,"All","All",18.3333333333333,6.875
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Rajasthan Royals",81,4,72,"All","All",20.25,6.75
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Sunrisers Hyderabad",25,5,30,"All","All",5,5
"Royal Challengers Bangalore","Washington Sundar","Chennai Super Kings",70,2,60,"All","All",35,7
"Royal Challengers Bangalore","Washington Sundar","Delhi Capitals",132,3,120,"All","All",44,6.6
"Royal Challengers Bangalore","Washington Sundar","Kolkata Knight Riders",115,5,96,"All","All",23,7.1875
"Royal Challengers Bangalore","Washington Sundar","Mumbai Indians",86,2,72,"All","All",43,7.16666666666667
"Royal Challengers Bangalore","Washington Sundar","Punjab Kings",94,2,72,"All","All",47,7.83333333333333
"Royal Challengers Bangalore","Washington Sundar","Rajasthan Royals",98,1,84,"All","All",98,7
"Royal Challengers Bangalore","Washington Sundar","Sunrisers Hyderabad",87,4,66,"All","All",21.75,7.90909090909091
"Royal Challengers Bangalore","Yuvraj Singh","Chennai Super Kings",30,1,24,"All","All",30,7.5
"Royal Challengers Bangalore","Yuvraj Singh","Delhi Capitals",44,0,36,"All","All",Inf,7.33333333333333
"Royal Challengers Bangalore","Yuvraj Singh","Kolkata Knight Riders",21,0,12,"All","All",Inf,10.5
"Royal Challengers Bangalore","Yuvraj Singh","Mumbai Indians",15,0,12,"All","All",Inf,7.5
"Royal Challengers Bangalore","Yuvraj Singh","Punjab Kings",32,0,18,"All","All",Inf,10.6666666666667
"Royal Challengers Bangalore","Yuvraj Singh","Rajasthan Royals",35,4,24,"All","All",8.75,8.75
"Royal Challengers Bangalore","Yuvraj Singh","Sunrisers Hyderabad",10,0,10,"All","All",Inf,6
"Royal Challengers Bangalore","Yuzvendra Chahal","Chennai Super Kings",346,14,300,"All","All",24.7142857142857,6.92
"Royal Challengers Bangalore","Yuzvendra Chahal","Delhi Capitals",416,15,313,"All","All",27.7333333333333,7.97444089456869
"Royal Challengers Bangalore","Yuzvendra Chahal","Gujarat Lions",154,8,114,"All","All",19.25,8.10526315789474
"Royal Challengers Bangalore","Yuzvendra Chahal","Kolkata Knight Riders",473,19,372,"All","All",24.8947368421053,7.62903225806452
"Royal Challengers Bangalore","Yuzvendra Chahal","Mumbai Indians",466,22,348,"All","All",21.1818181818182,8.03448275862069
"Royal Challengers Bangalore","Yuzvendra Chahal","Punjab Kings",427,25,325,"All","All",17.08,7.88307692307692
"Royal Challengers Bangalore","Yuzvendra Chahal","Rajasthan Royals",245,18,243,"All","All",13.6111111111111,6.04938271604938
"Royal Challengers Bangalore","Yuzvendra Chahal","Rising Pune Supergiants",74,1,42,"All","All",74,10.5714285714286
"Royal Challengers Bangalore","Yuzvendra Chahal","Sunrisers Hyderabad",462,17,367,"All","All",27.1764705882353,7.55313351498638
"Royal Challengers Bangalore","Zaheer Khan","Chennai Super Kings",200,13,156,"All","All",15.3846153846154,7.69230769230769
"Royal Challengers Bangalore","Zaheer Khan","Deccan Chargers",118,7,96,"All","All",16.8571428571429,7.375
"Royal Challengers Bangalore","Zaheer Khan","Delhi Capitals",180,6,114,"All","All",30,9.47368421052632
"Royal Challengers Bangalore","Zaheer Khan","Kochi Tuskers Kerala",54,2,48,"All","All",27,6.75
"Royal Challengers Bangalore","Zaheer Khan","Kolkata Knight Riders",214,6,132,"All","All",35.6666666666667,9.72727272727273
"Royal Challengers Bangalore","Zaheer Khan","Mumbai Indians",135,4,120,"All","All",33.75,6.75
"Royal Challengers Bangalore","Zaheer Khan","Pune Warriors",88,3,72,"All","All",29.3333333333333,7.33333333333333
"Royal Challengers Bangalore","Zaheer Khan","Punjab Kings",185,5,144,"All","All",37,7.70833333333333
"Royal Challengers Bangalore","Zaheer Khan","Rajasthan Royals",138,3,120,"All","All",46,6.9
"Sunrisers Hyderabad","Abdul Samad","Chennai Super Kings",41,1,24,"All","All",41,10.25
"Sunrisers Hyderabad","Abdul Samad","Lucknow Super Giants",8,0,6,"All","All",Inf,8
"Sunrisers Hyderabad","Abdul Samad","Mumbai Indians",27,0,12,"All","All",Inf,13.5
"Sunrisers Hyderabad","Abdul Samad","Punjab Kings",37,1,12,"All","All",37,18.5
"Sunrisers Hyderabad","Abhishek Sharma","Chennai Super Kings",13,0,18,"All","All",Inf,4.33333333333333
"Sunrisers Hyderabad","Abhishek Sharma","Delhi Capitals",58,1,36,"All","All",58,9.66666666666667
"Sunrisers Hyderabad","Abhishek Sharma","Kolkata Knight Riders",11,0,6,"All","All",Inf,11
"Sunrisers Hyderabad","Abhishek Sharma","Mumbai Indians",19,2,18,"All","All",9.5,6.33333333333333
"Sunrisers Hyderabad","Abhishek Sharma","Punjab Kings",50,3,36,"All","All",16.6666666666667,8.33333333333333
"Sunrisers Hyderabad","Abhishek Sharma","Rajasthan Royals",34,0,18,"All","All",Inf,11.3333333333333
"Sunrisers Hyderabad","Abhishek Sharma","Royal Challengers Bangalore",29,1,24,"All","All",29,7.25
"Sunrisers Hyderabad","Aiden Markram","Chennai Super Kings",44,1,24,"All","All",44,11
"Sunrisers Hyderabad","Aiden Markram","Delhi Capitals",11,0,6,"All","All",Inf,11
"Sunrisers Hyderabad","Aiden Markram","Gujarat Titans",9,0,6,"All","All",Inf,9
"Sunrisers Hyderabad","Amit Mishra","Chennai Super Kings",94,3,69,"All","All",31.3333333333333,8.17391304347826
"Sunrisers Hyderabad","Amit Mishra","Delhi Capitals",92,4,90,"All","All",23,6.13333333333333
"Sunrisers Hyderabad","Amit Mishra","Kolkata Knight Riders",86,1,66,"All","All",86,7.81818181818182
"Sunrisers Hyderabad","Amit Mishra","Mumbai Indians",147,2,84,"All","All",73.5,10.5
"Sunrisers Hyderabad","Amit Mishra","Pune Warriors",38,7,48,"All","All",5.42857142857143,4.75
"Sunrisers Hyderabad","Amit Mishra","Punjab Kings",137,5,84,"All","All",27.4,9.78571428571428
"Sunrisers Hyderabad","Amit Mishra","Rajasthan Royals",83,5,108,"All","All",16.6,4.61111111111111
"Sunrisers Hyderabad","Amit Mishra","Royal Challengers Bangalore",57,1,48,"All","All",57,7.125
"Sunrisers Hyderabad","Anand Rajan","Delhi Capitals",20,1,24,"All","All",20,5
"Sunrisers Hyderabad","Anand Rajan","Kolkata Knight Riders",22,1,24,"All","All",22,5.5
"Sunrisers Hyderabad","Ankit Sharma","Royal Challengers Bangalore",17,0,12,"All","All",Inf,8.5
"Sunrisers Hyderabad","Ashish Nehra","Delhi Capitals",23,1,18,"All","All",23,7.66666666666667
"Sunrisers Hyderabad","Ashish Nehra","Gujarat Lions",50,1,48,"All","All",50,6.25
"Sunrisers Hyderabad","Ashish Nehra","Kolkata Knight Riders",35,1,24,"All","All",35,8.75
