"Bowler","Season","Striker","Batting_Team","Runs","Wickets","Balls","Stadium","Bowling_Team","Average","Economy"
"Daniel Vettori",2010,"Chris Gayle","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Daniel Vettori",2010,"Jacques Kallis","Royal Challengers Bangalore",8,0,5,"All","All",Inf,9.6
"Daniel Vettori",2010,"Kevin Pietersen","Royal Challengers Bangalore",9,0,3,"All","All",Inf,18
"Daniel Vettori",2010,"Kumar Sangakkara","Punjab Kings",18,0,12,"All","All",Inf,9
"Daniel Vettori",2010,"Mahela Jayawardene","Punjab Kings",4,0,4,"All","All",Inf,6
"Daniel Vettori",2010,"Manoj Tiwary","Kolkata Knight Riders",7,0,6,"All","All",Inf,7
"Daniel Vettori",2010,"Rahul Dravid","Royal Challengers Bangalore",7,0,5,"All","All",Inf,8.4
"Daniel Vettori",2010,"Robin Uthappa","Royal Challengers Bangalore",8,0,4,"All","All",Inf,12
"Daniel Vettori",2010,"Sourav Ganguly","Kolkata Knight Riders",16,1,8,"All","All",16,12
"Daniel Vettori",2010,"Vinay Kumar","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Daniel Vettori",2010,"Virat Kohli","Royal Challengers Bangalore",3,0,3,"All","All",Inf,6
"Daniel Vettori",2010,"Yuvraj Singh","Punjab Kings",4,0,2,"All","All",Inf,12
"Daniel Vettori",2011,"Albie Morkel","Chennai Super Kings",14,0,7,"All","All",Inf,12
"Daniel Vettori",2011,"Ambati Rayudu","Mumbai Indians",4,1,9,"All","All",4,2.66666666666667
"Daniel Vettori",2011,"Bharat Chipli","Deccan Chargers",4,0,5,"All","All",Inf,4.8
"Daniel Vettori",2011,"Brad Hodge","Kochi Tuskers Kerala",1,0,1,"All","All",Inf,6
"Daniel Vettori",2011,"Brendon McCullum","Kochi Tuskers Kerala",7,1,11,"All","All",7,3.81818181818182
"Daniel Vettori",2011,"Davy Jacobs","Mumbai Indians",2,0,3,"All","All",Inf,4
"Daniel Vettori",2011,"Dinesh Karthik","Punjab Kings",2,0,4,"All","All",Inf,3
"Daniel Vettori",2011,"Dwayne Bravo","Chennai Super Kings",0,1,1,"All","All",0,0
"Daniel Vettori",2011,"Gautam Gambhir","Kolkata Knight Riders",10,0,9,"All","All",Inf,6.66666666666667
"Daniel Vettori",2011,"Jacques Kallis","Kolkata Knight Riders",7,1,7,"All","All",7,6
"Daniel Vettori",2011,"James Franklin","Mumbai Indians",7,0,8,"All","All",Inf,5.25
"Daniel Vettori",2011,"James Hopes","Delhi Capitals",11,0,9,"All","All",Inf,7.33333333333333
"Daniel Vettori",2011,"Jean-Paul Duminy","Deccan Chargers",8,0,4,"All","All",Inf,12
"Daniel Vettori",2011,"Jesse Ryder","Pune Warriors",4,0,4,"All","All",Inf,6
"Daniel Vettori",2011,"Kieron Pollard","Mumbai Indians",1,1,4,"All","All",1,1.5
"Daniel Vettori",2011,"Kumar Sangakkara","Deccan Chargers",13,0,8,"All","All",Inf,9.75
"Daniel Vettori",2011,"MS Dhoni","Chennai Super Kings",16,0,19,"All","All",Inf,5.05263157894737
"Daniel Vettori",2011,"Mahela Jayawardene","Kochi Tuskers Kerala",3,2,9,"All","All",1.5,2
"Daniel Vettori",2011,"Manish Pandey","Pune Warriors",8,1,10,"All","All",8,4.8
"Daniel Vettori",2011,"Matthew Wade","Delhi Capitals",4,0,5,"All","All",Inf,4.8
"Daniel Vettori",2011,"Michael Hussey","Chennai Super Kings",23,0,18,"All","All",Inf,7.66666666666667
"Daniel Vettori",2011,"Michael Klinger","Kochi Tuskers Kerala",2,0,3,"All","All",Inf,4
"Daniel Vettori",2011,"Mithun Manhas","Pune Warriors",1,0,3,"All","All",Inf,2
"Daniel Vettori",2011,"Murali Vijay","Chennai Super Kings",29,0,22,"All","All",Inf,7.90909090909091
"Daniel Vettori",2011,"Naman Ojha","Delhi Capitals",7,0,5,"All","All",Inf,8.4
"Daniel Vettori",2011,"Parthiv Patel","Kochi Tuskers Kerala",12,0,8,"All","All",Inf,9
"Daniel Vettori",2011,"Piyush Chawla","Punjab Kings",2,0,2,"All","All",Inf,6
"Daniel Vettori",2011,"Raiphi Gomez","Kochi Tuskers Kerala",5,0,5,"All","All",Inf,6
"Daniel Vettori",2011,"Ravindra Jadeja","Kochi Tuskers Kerala",2,0,5,"All","All",Inf,2.4
"Daniel Vettori",2011,"Robin Uthappa","Pune Warriors",2,0,3,"All","All",Inf,4
"Daniel Vettori",2011,"Rohit Sharma","Mumbai Indians",5,1,8,"All","All",5,3.75
"Daniel Vettori",2011,"Ryan Harris","Punjab Kings",3,0,7,"All","All",Inf,2.57142857142857
"Daniel Vettori",2011,"Ryan McLaren","Punjab Kings",7,0,10,"All","All",Inf,4.2
"Daniel Vettori",2011,"S Badrinath","Chennai Super Kings",9,1,7,"All","All",9,7.71428571428572
"Daniel Vettori",2011,"Sachin Tendulkar","Mumbai Indians",18,0,16,"All","All",Inf,6.75
"Daniel Vettori",2011,"Sunny Singh","Punjab Kings",0,1,1,"All","All",0,0
"Daniel Vettori",2011,"Sunny Sohal","Deccan Chargers",4,0,7,"All","All",Inf,3.42857142857143
"Daniel Vettori",2011,"Suresh Raina","Chennai Super Kings",15,0,10,"All","All",Inf,9
"Daniel Vettori",2011,"VVS Laxman","Kochi Tuskers Kerala",9,0,6,"All","All",Inf,9
"Daniel Vettori",2011,"Venugopal Rao","Delhi Capitals",2,1,4,"All","All",2,3
"Daniel Vettori",2011,"Virender Sehwag","Delhi Capitals",1,0,1,"All","All",Inf,6
"Daniel Vettori",2011,"Wriddhiman Saha","Chennai Super Kings",8,0,10,"All","All",Inf,4.8
"Daniel Vettori",2011,"Yusuf Pathan","Kolkata Knight Riders",11,0,8,"All","All",Inf,8.25
"Daniel Vettori",2011,"Yuvraj Singh","Pune Warriors",8,0,4,"All","All",Inf,12
"Daniel Vettori",2012,"Aaron Finch","Delhi Capitals",5,0,5,"All","All",Inf,6
"Daniel Vettori",2012,"Abhishek Nayar","Punjab Kings",1,0,1,"All","All",Inf,6
"Daniel Vettori",2012,"Ajinkya Rahane","Rajasthan Royals",13,0,15,"All","All",Inf,5.2
"Daniel Vettori",2012,"Azhar Mahmood","Punjab Kings",4,0,4,"All","All",Inf,6
"Daniel Vettori",2012,"Brad Hodge","Rajasthan Royals",1,0,2,"All","All",Inf,3
"Daniel Vettori",2012,"Brendon McCullum","Kolkata Knight Riders",17,1,14,"All","All",17,7.28571428571428
"Daniel Vettori",2012,"David Hussey","Punjab Kings",20,0,22,"All","All",Inf,5.45454545454545
"Daniel Vettori",2012,"David Miller","Punjab Kings",3,0,3,"All","All",Inf,6
"Daniel Vettori",2012,"Faf du Plessis","Chennai Super Kings",23,0,14,"All","All",Inf,9.85714285714286
"Daniel Vettori",2012,"Gautam Gambhir","Kolkata Knight Riders",12,0,8,"All","All",Inf,9
"Daniel Vettori",2012,"Irfan Pathan","Delhi Capitals",3,0,2,"All","All",Inf,9
"Daniel Vettori",2012,"Jacques Kallis","Kolkata Knight Riders",3,1,7,"All","All",3,2.57142857142857
"Daniel Vettori",2012,"Jesse Ryder","Pune Warriors",5,0,3,"All","All",Inf,10
"Daniel Vettori",2012,"Kevon Cooper","Rajasthan Royals",0,0,2,"All","All",NA,0
"Daniel Vettori",2012,"MS Dhoni","Chennai Super Kings",5,0,5,"All","All",Inf,6
"Daniel Vettori",2012,"Mandeep Singh","Punjab Kings",6,0,6,"All","All",Inf,6
"Daniel Vettori",2012,"Manvinder Bisla","Kolkata Knight Riders",19,0,13,"All","All",Inf,8.76923076923077
"Daniel Vettori",2012,"Marlon Samuels","Pune Warriors",10,0,7,"All","All",Inf,8.57142857142857
"Daniel Vettori",2012,"Murali Vijay","Chennai Super Kings",2,0,5,"All","All",Inf,2.4
"Daniel Vettori",2012,"Naman Ojha","Delhi Capitals",4,0,3,"All","All",Inf,8
"Daniel Vettori",2012,"Nitin Saini","Punjab Kings",17,0,10,"All","All",Inf,10.2
"Daniel Vettori",2012,"Owais Shah","Rajasthan Royals",7,0,6,"All","All",Inf,7
"Daniel Vettori",2012,"Rahul Dravid","Rajasthan Royals",13,1,19,"All","All",13,4.10526315789474
"Daniel Vettori",2012,"Robin Uthappa","Pune Warriors",11,1,10,"All","All",11,6.6
"Daniel Vettori",2012,"Shaun Marsh","Punjab Kings",2,0,2,"All","All",Inf,6
"Daniel Vettori",2012,"Sourav Ganguly","Pune Warriors",1,0,2,"All","All",Inf,3
"Daniel Vettori",2012,"Steven Smith","Pune Warriors",7,0,2,"All","All",Inf,21
"Daniel Vettori",2012,"Stuart Binny","Rajasthan Royals",6,0,4,"All","All",Inf,9
"Daniel Vettori",2012,"Venugopal Rao","Delhi Capitals",9,0,10,"All","All",Inf,5.4
"Daniel Vettori",2012,"Yogesh Nagar","Delhi Capitals",7,1,4,"All","All",7,10.5
"Daren Sammy",2013,"Adam Gilchrist","Punjab Kings",0,1,1,"All","All",0,0
"Daren Sammy",2013,"Ajinkya Rahane","Rajasthan Royals",5,0,7,"All","All",Inf,4.28571428571429
"Daren Sammy",2013,"Ambati Rayudu","Mumbai Indians",2,0,3,"All","All",Inf,4
"Daren Sammy",2013,"Brad Hodge","Rajasthan Royals",18,0,6,"All","All",Inf,18
"Daren Sammy",2013,"David Miller","Punjab Kings",5,1,6,"All","All",5,5
"Daren Sammy",2013,"David Warner","Delhi Capitals",1,0,4,"All","All",Inf,1.5
"Daren Sammy",2013,"Dinesh Karthik","Mumbai Indians",9,0,4,"All","All",Inf,13.5
"Daren Sammy",2013,"Dishant Yagnik","Rajasthan Royals",0,1,2,"All","All",0,0
"Daren Sammy",2013,"Gautam Gambhir","Kolkata Knight Riders",1,0,3,"All","All",Inf,2
"Daren Sammy",2013,"Irfan Pathan","Delhi Capitals",5,0,7,"All","All",Inf,4.28571428571429
"Daren Sammy",2013,"Jacques Kallis","Kolkata Knight Riders",8,0,3,"All","All",Inf,16
"Daren Sammy",2013,"Jeevan Mendis","Delhi Capitals",3,1,3,"All","All",3,6
"Daren Sammy",2013,"Luke Pomersbach","Punjab Kings",15,0,10,"All","All",Inf,9
"Daren Sammy",2013,"MS Dhoni","Chennai Super Kings",11,0,5,"All","All",Inf,13.2
"Daren Sammy",2013,"Michael Hussey","Chennai Super Kings",23,0,9,"All","All",Inf,15.3333333333333
"Daren Sammy",2013,"Murali Vijay","Chennai Super Kings",3,0,5,"All","All",Inf,3.6
"Daren Sammy",2013,"Parvinder Awana","Punjab Kings",0,1,1,"All","All",0,0
"Daren Sammy",2013,"Piyush Chawla","Punjab Kings",0,0,1,"All","All",NA,0
"Daren Sammy",2013,"Rahul Dravid","Rajasthan Royals",11,0,12,"All","All",Inf,5.5
"Daren Sammy",2013,"Rajagopal Sathish","Punjab Kings",2,0,3,"All","All",Inf,4
"Daren Sammy",2013,"Ravindra Jadeja","Chennai Super Kings",5,0,2,"All","All",Inf,15
"Daren Sammy",2013,"Rohit Sharma","Mumbai Indians",2,0,3,"All","All",Inf,4
"Daren Sammy",2013,"Sachin Tendulkar","Mumbai Indians",2,0,2,"All","All",Inf,6
"Daren Sammy",2013,"Sandeep Sharma","Punjab Kings",0,0,1,"All","All",NA,0
"Daren Sammy",2013,"Sanju Samson","Rajasthan Royals",3,0,3,"All","All",Inf,6
"Daren Sammy",2013,"Shahbaz Nadeem","Delhi Capitals",0,0,2,"All","All",NA,0
"Daren Sammy",2013,"Shane Watson","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Daren Sammy",2013,"Shaun Marsh","Punjab Kings",0,1,1,"All","All",0,0
"Daren Sammy",2013,"Stuart Binny","Rajasthan Royals",3,1,8,"All","All",3,2.25
"Daren Sammy",2013,"Suresh Raina","Chennai Super Kings",22,0,9,"All","All",Inf,14.6666666666667
"Daren Sammy",2013,"Unmukt Chand","Delhi Capitals",1,0,1,"All","All",Inf,6
"Daren Sammy",2013,"Virender Sehwag","Delhi Capitals",0,1,1,"All","All",0,0
"Daren Sammy",2014,"AB de Villiers","Royal Challengers Bangalore",34,0,11,"All","All",Inf,18.5454545454545
"Daren Sammy",2014,"Ajinkya Rahane","Rajasthan Royals",6,0,5,"All","All",Inf,7.2
"Daren Sammy",2014,"Ambati Rayudu","Mumbai Indians",7,0,4,"All","All",Inf,10.5
"Daren Sammy",2014,"Ben Dunk","Mumbai Indians",5,1,3,"All","All",5,10
"Daren Sammy",2014,"Cheteshwar Pujara","Punjab Kings",6,1,3,"All","All",6,12
"Daren Sammy",2014,"David Hussey","Chennai Super Kings",9,0,3,"All","All",Inf,18
"Daren Sammy",2014,"David Miller","Punjab Kings",2,0,2,"All","All",Inf,6
"Daren Sammy",2014,"Dinesh Karthik","Delhi Capitals",9,0,6,"All","All",Inf,9
"Daren Sammy",2014,"Glenn Maxwell","Punjab Kings",14,0,7,"All","All",Inf,12
"Daren Sammy",2014,"Kevin Pietersen","Delhi Capitals",8,0,4,"All","All",Inf,12
"Daren Sammy",2014,"Kieron Pollard","Mumbai Indians",8,0,5,"All","All",Inf,9.6
"Daren Sammy",2014,"MS Dhoni","Chennai Super Kings",2,0,3,"All","All",Inf,4
"Daren Sammy",2014,"Manish Pandey","Kolkata Knight Riders",5,0,3,"All","All",Inf,10
"Daren Sammy",2014,"Mitchell Starc","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Daren Sammy",2014,"Murali Vijay","Delhi Capitals",8,1,3,"All","All",8,16
"Daren Sammy",2014,"Quinton de Kock","Delhi Capitals",9,0,5,"All","All",Inf,10.8
"Daren Sammy",2014,"Robin Uthappa","Kolkata Knight Riders",2,0,3,"All","All",Inf,4
"Daren Sammy",2014,"Stuart Binny","Rajasthan Royals",13,0,7,"All","All",Inf,11.1428571428571
"Daren Sammy",2014,"Virat Kohli","Royal Challengers Bangalore",8,0,2,"All","All",Inf,24
"Daren Sammy",2014,"Yuvraj Singh","Royal Challengers Bangalore",1,0,4,"All","All",Inf,1.5
"Daren Sammy",2015,"David Warner","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Daren Sammy",2015,"Gautam Gambhir","Kolkata Knight Riders",6,0,4,"All","All",Inf,9
"Daren Sammy",2015,"KL Rahul","Sunrisers Hyderabad",8,0,4,"All","All",Inf,12
"Daren Sammy",2015,"Robin Uthappa","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
"Daren Sammy",2015,"Shikhar Dhawan","Sunrisers Hyderabad",8,0,6,"All","All",Inf,8
"Darshan Nalkande",2022,"Abhishek Sharma","Sunrisers Hyderabad",5,0,4,"All","All",Inf,7.5
"Darshan Nalkande",2022,"Jitesh Sharma","Punjab Kings",0,1,1,"All","All",0,0
"Darshan Nalkande",2022,"Kane Williamson","Sunrisers Hyderabad",5,0,6,"All","All",Inf,5
"Darshan Nalkande",2022,"Liam Livingstone","Punjab Kings",33,0,11,"All","All",Inf,18
"Darshan Nalkande",2022,"M Shahrukh Khan","Punjab Kings",1,0,1,"All","All",Inf,6
"Darshan Nalkande",2022,"Nicholas Pooran","Sunrisers Hyderabad",6,0,1,"All","All",Inf,36
"Darshan Nalkande",2022,"Odean Smith","Punjab Kings",0,1,1,"All","All",0,0
"Darshan Nalkande",2022,"Rahul Tripathi","Sunrisers Hyderabad",6,0,2,"All","All",Inf,18
"Darshan Nalkande",2022,"Shikhar Dhawan","Punjab Kings",3,0,4,"All","All",Inf,4.5
"Daryl Mitchell",2022,"Rajat Patidar","Royal Challengers Bangalore",5,0,3,"All","All",Inf,10
"Daryl Mitchell",2022,"Shahbaz Ahmed","Royal Challengers Bangalore",2,0,3,"All","All",Inf,4
"Daryl Mitchell",2022,"Suryakumar Yadav","Mumbai Indians",13,0,4,"All","All",Inf,19.5
"Daryl Mitchell",2022,"Tilak Varma","Mumbai Indians",7,0,2,"All","All",Inf,21
"David Hussey",2008,"Andrew Symonds","Deccan Chargers",20,0,9,"All","All",Inf,13.3333333333333
"David Hussey",2008,"Arjun Yadav","Deccan Chargers",8,1,6,"All","All",8,8
"David Hussey",2008,"Irfan Pathan","Punjab Kings",9,0,8,"All","All",Inf,6.75
"David Hussey",2008,"Karan Goel","Punjab Kings",6,0,6,"All","All",Inf,6
"David Hussey",2008,"Kumar Sangakkara","Punjab Kings",21,0,16,"All","All",Inf,7.875
"David Hussey",2008,"Mahela Jayawardene","Punjab Kings",7,0,2,"All","All",Inf,21
"David Hussey",2008,"Matthew Hayden","Chennai Super Kings",7,0,2,"All","All",Inf,21
"David Hussey",2008,"Parthiv Patel","Chennai Super Kings",3,0,4,"All","All",Inf,4.5
"David Hussey",2008,"Ravindra Jadeja","Rajasthan Royals",11,0,5,"All","All",Inf,13.2
"David Hussey",2008,"Sanjay Bangar","Deccan Chargers",7,0,3,"All","All",Inf,14
"David Hussey",2008,"Shaun Marsh","Punjab Kings",9,1,7,"All","All",9,7.71428571428572
"David Hussey",2008,"Swapnil Asnodkar","Rajasthan Royals",5,0,2,"All","All",Inf,15
"David Hussey",2008,"Yusuf Pathan","Rajasthan Royals",10,0,5,"All","All",Inf,12
"David Hussey",2008,"Yuvraj Singh","Punjab Kings",7,0,3,"All","All",Inf,14
"David Hussey",2009,"Adam Gilchrist","Deccan Chargers",4,0,3,"All","All",Inf,8
"David Hussey",2009,"George Bailey","Chennai Super Kings",0,0,1,"All","All",NA,0
"David Hussey",2009,"Herschelle Gibbs","Deccan Chargers",2,0,3,"All","All",Inf,4
"David Hussey",2009,"Jacques Kallis","Royal Challengers Bangalore",5,0,4,"All","All",Inf,7.5
"David Hussey",2009,"Jesse Ryder","Royal Challengers Bangalore",5,0,2,"All","All",Inf,15
"David Hussey",2009,"MS Dhoni","Chennai Super Kings",8,0,3,"All","All",Inf,16
"David Hussey",2009,"Suresh Raina","Chennai Super Kings",10,0,8,"All","All",Inf,7.5
"David Hussey",2010,"David Warner","Delhi Capitals",13,0,15,"All","All",Inf,5.2
"David Hussey",2010,"Jean-Paul Duminy","Mumbai Indians",2,0,5,"All","All",Inf,2.4
"David Hussey",2010,"Kumar Sangakkara","Punjab Kings",8,0,6,"All","All",Inf,8
"David Hussey",2010,"Mahela Jayawardene","Punjab Kings",12,0,6,"All","All",Inf,12
"David Hussey",2010,"Murali Vijay","Chennai Super Kings",19,0,7,"All","All",Inf,16.2857142857143
"David Hussey",2010,"Paul Collingwood","Delhi Capitals",11,0,9,"All","All",Inf,7.33333333333333
"David Hussey",2010,"Saurabh Tiwary","Mumbai Indians",12,0,7,"All","All",Inf,10.2857142857143
"David Hussey",2010,"Suresh Raina","Chennai Super Kings",3,0,5,"All","All",Inf,3.6
"David Hussey",2011,"David Warner","Delhi Capitals",1,0,1,"All","All",Inf,6
"David Hussey",2011,"Eoin Morgan","Kolkata Knight Riders",13,0,4,"All","All",Inf,19.5
"David Hussey",2011,"Gautam Gambhir","Kolkata Knight Riders",4,0,5,"All","All",Inf,4.8
"David Hussey",2011,"Manoj Tiwary","Kolkata Knight Riders",2,0,3,"All","All",Inf,4
"David Hussey",2011,"Virender Sehwag","Delhi Capitals",18,1,4,"All","All",18,27
"David Hussey",2011,"Yogesh Nagar","Delhi Capitals",0,0,1,"All","All",NA,0
"David Hussey",2012,"AB de Villiers","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"David Hussey",2012,"Albie Morkel","Chennai Super Kings",2,0,2,"All","All",Inf,6
"David Hussey",2012,"Andrew McDonald","Royal Challengers Bangalore",2,0,4,"All","All",Inf,3
"David Hussey",2012,"Cameron White","Deccan Chargers",0,1,1,"All","All",0,0
"David Hussey",2012,"Chris Gayle","Royal Challengers Bangalore",3,0,4,"All","All",Inf,4.5
"David Hussey",2012,"Daniel Harris","Deccan Chargers",0,1,1,"All","All",0,0
"David Hussey",2012,"Dinesh Karthik","Mumbai Indians",10,0,4,"All","All",Inf,15
"David Hussey",2012,"Dwayne Bravo","Chennai Super Kings",18,0,8,"All","All",Inf,13.5
"David Hussey",2012,"James Franklin","Mumbai Indians",2,0,2,"All","All",Inf,6
"David Hussey",2012,"Kumar Sangakkara","Deccan Chargers",2,0,4,"All","All",Inf,3
"David Hussey",2012,"MS Dhoni","Chennai Super Kings",1,0,2,"All","All",Inf,3
"David Hussey",2012,"Parthiv Patel","Deccan Chargers",5,0,3,"All","All",Inf,10
"David Hussey",2012,"Ravindra Jadeja","Chennai Super Kings",4,0,9,"All","All",Inf,2.66666666666667
"David Hussey",2012,"Shikhar Dhawan","Deccan Chargers",9,0,3,"All","All",Inf,18
"David Hussey",2012,"Virat Kohli","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"David Hussey",2012,"Wriddhiman Saha","Chennai Super Kings",1,1,3,"All","All",1,2
"David Hussey",2013,"David Warner","Delhi Capitals",7,0,11,"All","All",Inf,3.81818181818182
"David Hussey",2013,"Eoin Morgan","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"David Hussey",2013,"Gautam Gambhir","Kolkata Knight Riders",13,0,5,"All","All",Inf,15.6
"David Hussey",2013,"Irfan Pathan","Delhi Capitals",1,0,5,"All","All",Inf,1.2
"David Hussey",2013,"Kieron Pollard","Mumbai Indians",3,0,3,"All","All",Inf,6
"David Hussey",2013,"Manprit Juneja","Delhi Capitals",6,0,8,"All","All",Inf,4.5
"David Hussey",2013,"Michael Hussey","Chennai Super Kings",9,0,9,"All","All",Inf,6
"David Hussey",2013,"Rohit Sharma","Mumbai Indians",29,0,9,"All","All",Inf,19.3333333333333
"David Hussey",2013,"Suresh Raina","Chennai Super Kings",19,0,12,"All","All",Inf,9.5
"David Hussey",2013,"Wriddhiman Saha","Chennai Super Kings",3,0,3,"All","All",Inf,6
"David Hussey",2014,"AB de Villiers","Royal Challengers Bangalore",23,1,10,"All","All",23,13.8
"David Hussey",2014,"Abu Nechim","Royal Challengers Bangalore",4,0,1,"All","All",Inf,24
"David Hussey",2014,"Chris Gayle","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"David Hussey",2014,"Sachin Rana","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"David Hussey",2014,"Yuvraj Singh","Royal Challengers Bangalore",10,0,4,"All","All",Inf,15
"David Warner",2020,"Rishabh Pant","Delhi Capitals",2,0,1,"All","All",Inf,12
"David Wiese",2015,"Ajinkya Rahane","Rajasthan Royals",17,0,9,"All","All",Inf,11.3333333333333
"David Wiese",2015,"Ambati Rayudu","Mumbai Indians",0,1,1,"All","All",0,0
"David Wiese",2015,"Amit Mishra","Delhi Capitals",1,0,1,"All","All",Inf,6
"David Wiese",2015,"Andre Russell","Kolkata Knight Riders",12,0,5,"All","All",Inf,14.4
"David Wiese",2015,"Ankit Sharma","Rajasthan Royals",5,0,2,"All","All",Inf,15
"David Wiese",2015,"Axar Patel","Punjab Kings",8,0,5,"All","All",Inf,9.6
"David Wiese",2015,"Brendon McCullum","Chennai Super Kings",4,1,4,"All","All",4,6
"David Wiese",2015,"David Warner","Sunrisers Hyderabad",11,0,6,"All","All",Inf,11
"David Wiese",2015,"Deepak Hooda","Rajasthan Royals",4,1,6,"All","All",4,4
"David Wiese",2015,"Domnic Muthuswami","Delhi Capitals",0,0,1,"All","All",NA,0
"David Wiese",2015,"Dwayne Smith","Chennai Super Kings",17,0,7,"All","All",Inf,14.5714285714286
"David Wiese",2015,"Eoin Morgan","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"David Wiese",2015,"Faf du Plessis","Chennai Super Kings",24,0,12,"All","All",Inf,12
"David Wiese",2015,"Gautam Gambhir","Kolkata Knight Riders",5,1,4,"All","All",5,7.5
"David Wiese",2015,"George Bailey","Punjab Kings",7,0,3,"All","All",Inf,14
"David Wiese",2015,"Glenn Maxwell","Punjab Kings",1,0,3,"All","All",Inf,2
"David Wiese",2015,"Hardik Pandya","Mumbai Indians",1,0,1,"All","All",Inf,6
"David Wiese",2015,"Imran Tahir","Delhi Capitals",1,0,1,"All","All",Inf,6
"David Wiese",2015,"Jean-Paul Duminy","Delhi Capitals",10,1,10,"All","All",10,6
"David Wiese",2015,"Karun Nair","Rajasthan Royals",8,0,9,"All","All",Inf,5.33333333333333
"David Wiese",2015,"Kedar Jadhav","Delhi Capitals",5,0,5,"All","All",Inf,6
"David Wiese",2015,"Kieron Pollard","Mumbai Indians",6,1,5,"All","All",6,7.2
"David Wiese",2015,"Lendl Simmons","Mumbai Indians",25,0,18,"All","All",Inf,8.33333333333333
"David Wiese",2015,"MS Dhoni","Chennai Super Kings",13,1,11,"All","All",13,7.09090909090909
"David Wiese",2015,"Manan Vohra","Punjab Kings",3,0,2,"All","All",Inf,9
"David Wiese",2015,"Mayank Agarwal","Delhi Capitals",5,0,4,"All","All",Inf,7.5
"David Wiese",2015,"Michael Hussey","Chennai Super Kings",11,1,11,"All","All",11,6
"David Wiese",2015,"Mohit Sharma","Chennai Super Kings",2,0,2,"All","All",Inf,6
"David Wiese",2015,"Moises Henriques","Sunrisers Hyderabad",3,1,2,"All","All",3,9
"David Wiese",2015,"Nathan Coulter-Nile","Delhi Capitals",4,1,3,"All","All",4,8
"David Wiese",2015,"Parthiv Patel","Mumbai Indians",0,1,3,"All","All",0,0
"David Wiese",2015,"Pawan Negi","Chennai Super Kings",5,0,4,"All","All",Inf,7.5
"David Wiese",2015,"Quinton de Kock","Delhi Capitals",21,0,7,"All","All",Inf,18
"David Wiese",2015,"Ravichandran Ashwin","Chennai Super Kings",5,1,2,"All","All",5,15
"David Wiese",2015,"Robin Uthappa","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"David Wiese",2015,"Rohit Sharma","Mumbai Indians",18,1,11,"All","All",18,9.81818181818182
"David Wiese",2015,"Ryan ten Doeschate","Kolkata Knight Riders",2,0,2,"All","All",Inf,6
"David Wiese",2015,"Sandeep Sharma","Punjab Kings",2,0,4,"All","All",Inf,3
