"Striker","Season","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Bowler","Stadium","Average","Strike_Rate"
"Aditya Tare",2010,"Mumbai Indians","Kolkata Knight Riders",1,1,3,0,"All","All",1,33.3333333333333
"Aditya Tare",2010,"Mumbai Indians","Rajasthan Royals",23,1,13,0,"All","All",23,176.923076923077
"Aditya Tare",2010,"Mumbai Indians","Royal Challengers Bangalore",9,1,10,0,"All","All",9,90
"Aditya Tare",2013,"Mumbai Indians","Chennai Super Kings",7,2,8,0,"All","All",3.5,87.5
"Aditya Tare",2013,"Mumbai Indians","Punjab Kings",22,1,12,0,"All","All",22,183.333333333333
"Aditya Tare",2013,"Mumbai Indians","Rajasthan Royals",94,2,64,0,"All","All",47,146.875
"Aditya Tare",2014,"Mumbai Indians","Chennai Super Kings",32,3,25,0,"All","All",10.6666666666667,128
"Aditya Tare",2014,"Mumbai Indians","Delhi Capitals",22,2,18,0,"All","All",11,122.222222222222
"Aditya Tare",2014,"Mumbai Indians","Kolkata Knight Riders",26,1,25,0,"All","All",26,104
"Aditya Tare",2014,"Mumbai Indians","Punjab Kings",16,0,6,0,"All","All",Inf,266.666666666667
"Aditya Tare",2014,"Mumbai Indians","Rajasthan Royals",6,0,1,0,"All","All",Inf,600
"Aditya Tare",2014,"Mumbai Indians","Royal Challengers Bangalore",17,1,18,0,"All","All",17,94.4444444444444
"Aditya Tare",2014,"Mumbai Indians","Sunrisers Hyderabad",7,1,5,0,"All","All",7,140
"Aditya Tare",2015,"Mumbai Indians","Kolkata Knight Riders",7,1,7,0,"All","All",7,100
"Aditya Tare",2015,"Mumbai Indians","Punjab Kings",7,1,10,0,"All","All",7,70
"Aditya Tare",2016,"Sunrisers Hyderabad","Punjab Kings",0,1,1,1,"All","All",0,0
"Aditya Tare",2016,"Sunrisers Hyderabad","Rising Pune Supergiants",8,1,14,0,"All","All",8,57.1428571428571
"Aditya Tare",2017,"Delhi Capitals","Mumbai Indians",0,1,1,1,"All","All",0,0
"Aditya Tare",2017,"Delhi Capitals","Rising Pune Supergiants",0,1,5,0,"All","All",0,0
"Aditya Tare",2017,"Delhi Capitals","Royal Challengers Bangalore",18,1,17,0,"All","All",18,105.882352941176
"Adrian Barath",2010,"Punjab Kings","Deccan Chargers",7,1,10,0,"All","All",7,70
"Adrian Barath",2010,"Punjab Kings","Delhi Capitals",2,0,5,0,"All","All",Inf,40
"Adrian Barath",2010,"Punjab Kings","Mumbai Indians",33,1,27,0,"All","All",33,122.222222222222
"Aiden Blizzard",2011,"Mumbai Indians","Deccan Chargers",1,1,7,0,"All","All",1,14.2857142857143
"Aiden Blizzard",2011,"Mumbai Indians","Delhi Capitals",37,1,23,0,"All","All",37,160.869565217391
"Aiden Blizzard",2011,"Mumbai Indians","Kolkata Knight Riders",51,1,30,0,"All","All",51,170
"Aiden Blizzard",2011,"Mumbai Indians","Pune Warriors",6,1,6,0,"All","All",6,100
"Aiden Blizzard",2011,"Mumbai Indians","Punjab Kings",15,1,10,0,"All","All",15,150
"Aiden Blizzard",2011,"Mumbai Indians","Royal Challengers Bangalore",10,1,11,0,"All","All",10,90.9090909090909
"Aiden Blizzard",2012,"Mumbai Indians","Delhi Capitals",0,1,3,0,"All","All",0,0
"Aiden Markram",2021,"Punjab Kings","Chennai Super Kings",13,1,8,0,"All","All",13,162.5
"Aiden Markram",2021,"Punjab Kings","Kolkata Knight Riders",18,1,16,0,"All","All",18,112.5
"Aiden Markram",2021,"Punjab Kings","Mumbai Indians",42,1,29,0,"All","All",42,144.827586206897
"Aiden Markram",2021,"Punjab Kings","Rajasthan Royals",26,0,20,0,"All","All",Inf,130
"Aiden Markram",2021,"Punjab Kings","Royal Challengers Bangalore",20,1,14,0,"All","All",20,142.857142857143
"Aiden Markram",2021,"Punjab Kings","Sunrisers Hyderabad",27,1,32,0,"All","All",27,84.375
"Aiden Markram",2022,"Sunrisers Hyderabad","Chennai Super Kings",17,1,10,0,"All","All",17,170
"Aiden Markram",2022,"Sunrisers Hyderabad","Delhi Capitals",42,1,25,0,"All","All",42,168
"Aiden Markram",2022,"Sunrisers Hyderabad","Gujarat Titans",68,1,48,0,"All","All",68,141.666666666667
"Aiden Markram",2022,"Sunrisers Hyderabad","Kolkata Knight Riders",100,1,61,0,"All","All",100,163.934426229508
"Aiden Markram",2022,"Sunrisers Hyderabad","Lucknow Super Giants",12,1,14,0,"All","All",12,85.7142857142857
"Aiden Markram",2022,"Sunrisers Hyderabad","Mumbai Indians",2,1,4,0,"All","All",2,50
"Aiden Markram",2022,"Sunrisers Hyderabad","Punjab Kings",62,1,44,0,"All","All",62,140.909090909091
"Aiden Markram",2022,"Sunrisers Hyderabad","Rajasthan Royals",57,0,41,0,"All","All",Inf,139.024390243902
"Aiden Markram",2022,"Sunrisers Hyderabad","Royal Challengers Bangalore",21,1,27,0,"All","All",21,77.7777777777778
"Ajantha Mendis",2009,"Kolkata Knight Riders","Mumbai Indians",0,1,1,0,"All","All",0,0
"Ajantha Mendis",2010,"Kolkata Knight Riders","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Ajantha Mendis",2013,"Pune Warriors","Royal Challengers Bangalore",2,1,4,0,"All","All",2,50
"Ajinkya Rahane",2008,"Mumbai Indians","Deccan Chargers",0,1,7,0,"All","All",0,0
"Ajinkya Rahane",2008,"Mumbai Indians","Kolkata Knight Riders",4,1,10,0,"All","All",4,40
"Ajinkya Rahane",2009,"Mumbai Indians","Delhi Capitals",68,2,53,0,"All","All",34,128.301886792453
"Ajinkya Rahane",2009,"Mumbai Indians","Kolkata Knight Riders",10,1,8,0,"All","All",10,125
"Ajinkya Rahane",2009,"Mumbai Indians","Punjab Kings",1,1,5,0,"All","All",1,20
"Ajinkya Rahane",2009,"Mumbai Indians","Rajasthan Royals",3,1,7,0,"All","All",3,42.8571428571429
"Ajinkya Rahane",2009,"Mumbai Indians","Royal Challengers Bangalore",62,1,50,0,"All","All",62,124
"Ajinkya Rahane",2011,"Rajasthan Royals","Chennai Super Kings",56,2,44,0,"All","All",28,127.272727272727
"Ajinkya Rahane",2011,"Rajasthan Royals","Delhi Capitals",18,1,17,0,"All","All",18,105.882352941176
"Ajinkya Rahane",2011,"Rajasthan Royals","Kochi Tuskers Kerala",8,1,9,0,"All","All",8,88.8888888888889
"Ajinkya Rahane",2011,"Rajasthan Royals","Kolkata Knight Riders",6,1,9,0,"All","All",6,66.6666666666667
"Ajinkya Rahane",2011,"Rajasthan Royals","Pune Warriors",15,0,9,0,"All","All",Inf,166.666666666667
"Ajinkya Rahane",2011,"Rajasthan Royals","Royal Challengers Bangalore",17,1,10,1,"All","All",17,170
"Ajinkya Rahane",2012,"Rajasthan Royals","Chennai Super Kings",32,2,32,0,"All","All",16,100
"Ajinkya Rahane",2012,"Rajasthan Royals","Deccan Chargers",50,2,38,0,"All","All",25,131.578947368421
"Ajinkya Rahane",2012,"Rajasthan Royals","Delhi Capitals",126,1,95,0,"All","All",126,132.631578947368
"Ajinkya Rahane",2012,"Rajasthan Royals","Kolkata Knight Riders",19,1,20,0,"All","All",19,95
"Ajinkya Rahane",2012,"Rajasthan Royals","Mumbai Indians",53,2,48,0,"All","All",26.5,110.416666666667
"Ajinkya Rahane",2012,"Rajasthan Royals","Pune Warriors",61,2,50,0,"All","All",30.5,122
"Ajinkya Rahane",2012,"Rajasthan Royals","Punjab Kings",103,2,72,0,"All","All",51.5,143.055555555556
"Ajinkya Rahane",2012,"Rajasthan Royals","Royal Challengers Bangalore",116,1,78,0,"All","All",116,148.717948717949
"Ajinkya Rahane",2013,"Rajasthan Royals","Chennai Super Kings",25,2,25,0,"All","All",12.5,100
"Ajinkya Rahane",2013,"Rajasthan Royals","Delhi Capitals",91,1,69,0,"All","All",91,131.884057971014
"Ajinkya Rahane",2013,"Rajasthan Royals","Kolkata Knight Riders",42,2,44,0,"All","All",21,95.4545454545455
"Ajinkya Rahane",2013,"Rajasthan Royals","Mumbai Indians",93,2,80,0,"All","All",46.5,116.25
"Ajinkya Rahane",2013,"Rajasthan Royals","Pune Warriors",97,2,75,0,"All","All",48.5,129.333333333333
"Ajinkya Rahane",2013,"Rajasthan Royals","Punjab Kings",93,0,91,0,"All","All",Inf,102.197802197802
"Ajinkya Rahane",2013,"Rajasthan Royals","Royal Challengers Bangalore",16,2,20,0,"All","All",8,80
"Ajinkya Rahane",2013,"Rajasthan Royals","Sunrisers Hyderabad",31,3,54,0,"All","All",10.3333333333333,57.4074074074074
"Ajinkya Rahane",2014,"Rajasthan Royals","Chennai Super Kings",19,2,19,1,"All","All",9.5,100
"Ajinkya Rahane",2014,"Rajasthan Royals","Delhi Capitals",76,2,60,0,"All","All",38,126.666666666667
"Ajinkya Rahane",2014,"Rajasthan Royals","Kolkata Knight Riders",102,1,81,0,"All","All",102,125.925925925926
"Ajinkya Rahane",2014,"Rajasthan Royals","Punjab Kings",36,2,34,1,"All","All",18,105.882352941176
"Ajinkya Rahane",2014,"Rajasthan Royals","Royal Challengers Bangalore",47,2,41,0,"All","All",23.5,114.634146341463
"Ajinkya Rahane",2014,"Rajasthan Royals","Sunrisers Hyderabad",59,2,56,0,"All","All",29.5,105.357142857143
"Ajinkya Rahane",2015,"Rajasthan Royals","Chennai Super Kings",99,1,72,0,"All","All",99,137.5
"Ajinkya Rahane",2015,"Rajasthan Royals","Delhi Capitals",138,1,93,0,"All","All",138,148.387096774194
"Ajinkya Rahane",2015,"Rajasthan Royals","Kolkata Knight Riders",37,1,22,1,"All","All",37,168.181818181818
"Ajinkya Rahane",2015,"Rajasthan Royals","Mumbai Indians",62,2,51,0,"All","All",31,121.56862745098
"Ajinkya Rahane",2015,"Rajasthan Royals","Punjab Kings",74,2,62,0,"All","All",37,119.354838709677
"Ajinkya Rahane",2015,"Rajasthan Royals","Royal Challengers Bangalore",60,2,51,0,"All","All",30,117.647058823529
"Ajinkya Rahane",2015,"Rajasthan Royals","Sunrisers Hyderabad",70,2,62,0,"All","All",35,112.903225806452
"Ajinkya Rahane",2016,"Rising Pune Supergiants","Delhi Capitals",105,0,84,0,"All","All",Inf,125
"Ajinkya Rahane",2016,"Rising Pune Supergiants","Gujarat Lions",74,2,62,1,"All","All",37,119.354838709677
"Ajinkya Rahane",2016,"Rising Pune Supergiants","Kolkata Knight Riders",69,2,58,0,"All","All",34.5,118.965517241379
"Ajinkya Rahane",2016,"Rising Pune Supergiants","Mumbai Indians",70,1,47,0,"All","All",70,148.936170212766
"Ajinkya Rahane",2016,"Rising Pune Supergiants","Punjab Kings",28,2,26,0,"All","All",14,107.692307692308
"Ajinkya Rahane",2016,"Rising Pune Supergiants","Royal Challengers Bangalore",134,2,94,0,"All","All",67,142.553191489362
"Ajinkya Rahane",2016,"Rising Pune Supergiants","Sunrisers Hyderabad",0,2,8,0,"All","All",0,0
"Ajinkya Rahane",2017,"Rising Pune Supergiants","Delhi Capitals",10,2,10,0,"All","All",5,100
"Ajinkya Rahane",2017,"Rising Pune Supergiants","Gujarat Lions",4,2,7,0,"All","All",2,57.1428571428571
"Ajinkya Rahane",2017,"Rising Pune Supergiants","Kolkata Knight Riders",57,2,50,0,"All","All",28.5,114
"Ajinkya Rahane",2017,"Rising Pune Supergiants","Mumbai Indians",198,4,147,0,"All","All",49.5,134.69387755102
"Ajinkya Rahane",2017,"Rising Pune Supergiants","Punjab Kings",53,1,49,0,"All","All",53,108.163265306122
"Ajinkya Rahane",2017,"Rising Pune Supergiants","Royal Challengers Bangalore",36,2,33,0,"All","All",18,109.090909090909
"Ajinkya Rahane",2017,"Rising Pune Supergiants","Sunrisers Hyderabad",24,2,27,0,"All","All",12,88.8888888888889
"Ajinkya Rahane",2018,"Rajasthan Royals","Chennai Super Kings",20,2,14,0,"All","All",10,142.857142857143
"Ajinkya Rahane",2018,"Rajasthan Royals","Delhi Capitals",45,1,40,0,"All","All",45,112.5
"Ajinkya Rahane",2018,"Rajasthan Royals","Kolkata Knight Riders",93,3,72,0,"All","All",31,129.166666666667
"Ajinkya Rahane",2018,"Rajasthan Royals","Mumbai Indians",51,2,53,0,"All","All",25.5,96.2264150943396
"Ajinkya Rahane",2018,"Rajasthan Royals","Punjab Kings",14,2,17,0,"All","All",7,82.3529411764706
"Ajinkya Rahane",2018,"Rajasthan Royals","Royal Challengers Bangalore",69,2,51,0,"All","All",34.5,135.294117647059
