"Striker","Season","Bowler","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Average","Strike_Rate"
"AB de Villiers",2014,"Jean-Paul Duminy","Royal Challengers Bangalore","Delhi Capitals",8,0,4,0,"All",Inf,200
"AB de Villiers",2014,"Kane Richardson","Royal Challengers Bangalore","Rajasthan Royals",14,1,6,0,"All",14,233.333333333333
"AB de Villiers",2014,"Karn Sharma","Royal Challengers Bangalore","Sunrisers Hyderabad",3,0,6,0,"All",Inf,50
"AB de Villiers",2014,"Lakshmipathy Balaji","Royal Challengers Bangalore","Punjab Kings",15,1,6,0,"All",15,250
"AB de Villiers",2014,"Lasith Malinga","Royal Challengers Bangalore","Mumbai Indians",12,0,8,0,"All",Inf,150
"AB de Villiers",2014,"Mitchell Johnson","Royal Challengers Bangalore","Punjab Kings",12,0,9,0,"All",Inf,133.333333333333
"AB de Villiers",2014,"Mohammed Shami","Royal Challengers Bangalore","Delhi Capitals",1,0,3,0,"All",Inf,33.3333333333333
"AB de Villiers",2014,"Morne Morkel","Royal Challengers Bangalore","Kolkata Knight Riders",5,0,5,0,"All",Inf,100
"AB de Villiers",2014,"Parvez Rasool","Royal Challengers Bangalore","Sunrisers Hyderabad",1,0,1,0,"All",Inf,100
"AB de Villiers",2014,"Pragyan Ojha","Royal Challengers Bangalore","Mumbai Indians",15,0,13,0,"All",Inf,115.384615384615
"AB de Villiers",2014,"Pravin Tambe","Royal Challengers Bangalore","Rajasthan Royals",6,0,6,0,"All",Inf,100
"AB de Villiers",2014,"Rahul Tewatia","Royal Challengers Bangalore","Rajasthan Royals",3,0,4,0,"All",Inf,75
"AB de Villiers",2014,"Rajat Bhatia","Royal Challengers Bangalore","Rajasthan Royals",2,0,2,0,"All",Inf,100
"AB de Villiers",2014,"Ravichandran Ashwin","Royal Challengers Bangalore","Chennai Super Kings",10,0,4,0,"All",Inf,250
"AB de Villiers",2014,"Ravindra Jadeja","Royal Challengers Bangalore","Chennai Super Kings",2,0,3,0,"All",Inf,66.6666666666667
"AB de Villiers",2014,"Rishi Dhawan","Royal Challengers Bangalore","Punjab Kings",0,1,1,0,"All",0,0
"AB de Villiers",2014,"Samuel Badree","Royal Challengers Bangalore","Chennai Super Kings",1,0,1,0,"All",Inf,100
"AB de Villiers",2014,"Sandeep Sharma","Royal Challengers Bangalore","Punjab Kings",5,0,2,0,"All",Inf,250
"AB de Villiers",2014,"Shakib Al Hasan","Royal Challengers Bangalore","Kolkata Knight Riders",4,0,4,0,"All",Inf,100
"AB de Villiers",2014,"Shane Watson","Royal Challengers Bangalore","Rajasthan Royals",5,0,4,0,"All",Inf,125
"AB de Villiers",2014,"Shivam Sharma","Royal Challengers Bangalore","Punjab Kings",17,0,8,0,"All",Inf,212.5
"AB de Villiers",2014,"Siddarth Kaul","Royal Challengers Bangalore","Delhi Capitals",19,1,6,0,"All",19,316.666666666667
"AB de Villiers",2014,"Sunil Narine","Royal Challengers Bangalore","Kolkata Knight Riders",5,1,5,0,"All",5,100
"AB de Villiers",2014,"Umesh Yadav","Royal Challengers Bangalore","Kolkata Knight Riders",5,0,3,0,"All",Inf,166.666666666667
"AB de Villiers",2014,"Vinay Kumar","Royal Challengers Bangalore","Kolkata Knight Riders",3,1,4,0,"All",3,75
"AB de Villiers",2014,"Zaheer Khan","Royal Challengers Bangalore","Mumbai Indians",5,0,8,0,"All",Inf,62.5
"AB de Villiers",2015,"Andre Russell","Royal Challengers Bangalore","Kolkata Knight Riders",5,0,4,0,"All",Inf,125
"AB de Villiers",2015,"Ankit Sharma","Royal Challengers Bangalore","Rajasthan Royals",20,0,10,0,"All",Inf,200
"AB de Villiers",2015,"Anureet Singh","Royal Challengers Bangalore","Punjab Kings",7,0,6,0,"All",Inf,116.666666666667
"AB de Villiers",2015,"Ashish Nehra","Royal Challengers Bangalore","Chennai Super Kings",6,1,7,0,"All",6,85.7142857142857
"AB de Villiers",2015,"Ashish Reddy","Royal Challengers Bangalore","Sunrisers Hyderabad",11,0,5,0,"All",Inf,220
"AB de Villiers",2015,"Axar Patel","Royal Challengers Bangalore","Punjab Kings",14,1,7,0,"All",14,200
"AB de Villiers",2015,"Bhuvneshwar Kumar","Royal Challengers Bangalore","Sunrisers Hyderabad",6,0,3,0,"All",Inf,200
"AB de Villiers",2015,"Brad Hogg","Royal Challengers Bangalore","Kolkata Knight Riders",1,0,1,0,"All",Inf,100
"AB de Villiers",2015,"Chris Morris","Royal Challengers Bangalore","Rajasthan Royals",16,0,5,0,"All",Inf,320
"AB de Villiers",2015,"Deepak Hooda","Royal Challengers Bangalore","Rajasthan Royals",4,0,1,0,"All",Inf,400
"AB de Villiers",2015,"Dhawal Kulkarni","Royal Challengers Bangalore","Rajasthan Royals",23,0,20,0,"All",Inf,115
"AB de Villiers",2015,"Harbhajan Singh","Royal Challengers Bangalore","Mumbai Indians",15,0,6,0,"All",Inf,250
"AB de Villiers",2015,"Hardik Pandya","Royal Challengers Bangalore","Mumbai Indians",34,0,11,0,"All",Inf,309.090909090909
"AB de Villiers",2015,"Ishwar Pandey","Royal Challengers Bangalore","Chennai Super Kings",23,1,17,0,"All",23,135.294117647059
"AB de Villiers",2015,"Jagadeesha Suchith","Royal Challengers Bangalore","Mumbai Indians",25,0,11,0,"All",Inf,227.272727272727
"AB de Villiers",2015,"James Faulkner","Royal Challengers Bangalore","Rajasthan Royals",33,1,17,1,"All",33,194.117647058824
"AB de Villiers",2015,"Jasprit Bumrah","Royal Challengers Bangalore","Mumbai Indians",27,1,14,0,"All",27,192.857142857143
"AB de Villiers",2015,"KC Cariappa","Royal Challengers Bangalore","Kolkata Knight Riders",15,1,5,0,"All",15,300
"AB de Villiers",2015,"Karanveer Singh","Royal Challengers Bangalore","Punjab Kings",21,0,7,0,"All",Inf,300
"AB de Villiers",2015,"Karn Sharma","Royal Challengers Bangalore","Sunrisers Hyderabad",5,0,9,0,"All",Inf,55.5555555555556
"AB de Villiers",2015,"Lasith Malinga","Royal Challengers Bangalore","Mumbai Indians",39,0,18,0,"All",Inf,216.666666666667
"AB de Villiers",2015,"Mitchell Johnson","Royal Challengers Bangalore","Punjab Kings",2,0,3,0,"All",Inf,66.6666666666667
"AB de Villiers",2015,"Mitchell McClenaghan","Royal Challengers Bangalore","Mumbai Indians",34,0,10,0,"All",Inf,340
"AB de Villiers",2015,"Moises Henriques","Royal Challengers Bangalore","Sunrisers Hyderabad",0,1,1,0,"All",0,0
"AB de Villiers",2015,"Piyush Chawla","Royal Challengers Bangalore","Kolkata Knight Riders",1,1,3,0,"All",1,33.3333333333333
"AB de Villiers",2015,"Praveen Kumar","Royal Challengers Bangalore","Sunrisers Hyderabad",0,0,1,0,"All",NA,0
"AB de Villiers",2015,"Pravin Tambe","Royal Challengers Bangalore","Rajasthan Royals",22,0,14,0,"All",Inf,157.142857142857
"AB de Villiers",2015,"Ravi Bopara","Royal Challengers Bangalore","Sunrisers Hyderabad",20,0,8,0,"All",Inf,250
"AB de Villiers",2015,"Ravindra Jadeja","Royal Challengers Bangalore","Chennai Super Kings",7,1,3,1,"All",7,233.333333333333
"AB de Villiers",2015,"Rishi Dhawan","Royal Challengers Bangalore","Punjab Kings",8,0,5,0,"All",Inf,160
"AB de Villiers",2015,"Sandeep Sharma","Royal Challengers Bangalore","Punjab Kings",5,0,5,0,"All",Inf,100
"AB de Villiers",2015,"Shane Watson","Royal Challengers Bangalore","Rajasthan Royals",39,0,32,0,"All",Inf,121.875
"AB de Villiers",2015,"Stuart Binny","Royal Challengers Bangalore","Rajasthan Royals",11,1,12,1,"All",11,91.6666666666667
"AB de Villiers",2015,"Tim Southee","Royal Challengers Bangalore","Rajasthan Royals",2,0,6,0,"All",Inf,33.3333333333333
"AB de Villiers",2015,"Trent Boult","Royal Challengers Bangalore","Sunrisers Hyderabad",4,1,2,0,"All",4,200
"AB de Villiers",2015,"Yusuf Pathan","Royal Challengers Bangalore","Kolkata Knight Riders",8,0,4,0,"All",Inf,200
"AB de Villiers",2016,"Adam Zampa","Royal Challengers Bangalore","Rising Pune Supergiants",1,1,3,0,"All",1,33.3333333333333
"AB de Villiers",2016,"Amit Mishra","Royal Challengers Bangalore","Delhi Capitals",5,0,5,0,"All",Inf,100
"AB de Villiers",2016,"Ankit Rajpoot","Royal Challengers Bangalore","Kolkata Knight Riders",16,0,8,0,"All",Inf,200
"AB de Villiers",2016,"Ankit Sharma","Royal Challengers Bangalore","Rising Pune Supergiants",19,0,10,0,"All",Inf,190
"AB de Villiers",2016,"Anureet Singh","Royal Challengers Bangalore","Punjab Kings",3,0,3,0,"All",Inf,100
"AB de Villiers",2016,"Ashish Nehra","Royal Challengers Bangalore","Sunrisers Hyderabad",15,0,7,0,"All",Inf,214.285714285714
"AB de Villiers",2016,"Ashish Reddy","Royal Challengers Bangalore","Sunrisers Hyderabad",22,0,7,0,"All",Inf,314.285714285714
"AB de Villiers",2016,"Axar Patel","Royal Challengers Bangalore","Punjab Kings",9,0,9,0,"All",Inf,100
"AB de Villiers",2016,"Barinder Sran","Royal Challengers Bangalore","Sunrisers Hyderabad",19,1,16,0,"All",19,118.75
"AB de Villiers",2016,"Bhuvneshwar Kumar","Royal Challengers Bangalore","Sunrisers Hyderabad",13,0,8,0,"All",Inf,162.5
"AB de Villiers",2016,"Bipul Sharma","Royal Challengers Bangalore","Sunrisers Hyderabad",4,1,5,0,"All",4,80
"AB de Villiers",2016,"Carlos Brathwaite","Royal Challengers Bangalore","Delhi Capitals",0,1,1,0,"All",0,0
"AB de Villiers",2016,"Chris Morris","Royal Challengers Bangalore","Delhi Capitals",14,0,10,0,"All",Inf,140
"AB de Villiers",2016,"Dhawal Kulkarni","Royal Challengers Bangalore","Gujarat Lions",26,0,16,0,"All",Inf,162.5
"AB de Villiers",2016,"Dwayne Bravo","Royal Challengers Bangalore","Gujarat Lions",35,0,18,0,"All",Inf,194.444444444444
"AB de Villiers",2016,"Dwayne Smith","Royal Challengers Bangalore","Gujarat Lions",16,0,5,0,"All",Inf,320
"AB de Villiers",2016,"Harbhajan Singh","Royal Challengers Bangalore","Mumbai Indians",21,0,14,0,"All",Inf,150
"AB de Villiers",2016,"Hardik Pandya","Royal Challengers Bangalore","Mumbai Indians",8,0,3,0,"All",Inf,266.666666666667
"AB de Villiers",2016,"Ishant Sharma","Royal Challengers Bangalore","Rising Pune Supergiants",11,0,5,0,"All",Inf,220
"AB de Villiers",2016,"Jasprit Bumrah","Royal Challengers Bangalore","Mumbai Indians",4,0,9,0,"All",Inf,44.4444444444444
"AB de Villiers",2016,"KC Cariappa","Royal Challengers Bangalore","Punjab Kings",7,0,6,0,"All",Inf,116.666666666667
"AB de Villiers",2016,"Karn Sharma","Royal Challengers Bangalore","Sunrisers Hyderabad",16,0,7,0,"All",Inf,228.571428571429
"AB de Villiers",2016,"Krunal Pandya","Royal Challengers Bangalore","Mumbai Indians",7,2,10,0,"All",3.5,70
"AB de Villiers",2016,"Kyle Abbott","Royal Challengers Bangalore","Punjab Kings",0,1,2,0,"All",0,0
"AB de Villiers",2016,"Marcus Stoinis","Royal Challengers Bangalore","Punjab Kings",6,0,3,0,"All",Inf,200
"AB de Villiers",2016,"Mitchell McClenaghan","Royal Challengers Bangalore","Mumbai Indians",7,0,6,0,"All",Inf,116.666666666667
"AB de Villiers",2016,"Mohammed Shami","Royal Challengers Bangalore","Delhi Capitals",6,0,2,0,"All",Inf,300
"AB de Villiers",2016,"Mohit Sharma","Royal Challengers Bangalore","Punjab Kings",13,0,5,0,"All",Inf,260
"AB de Villiers",2016,"Moises Henriques","Royal Challengers Bangalore","Sunrisers Hyderabad",38,0,18,0,"All",Inf,211.111111111111
"AB de Villiers",2016,"Murugan Ashwin","Royal Challengers Bangalore","Rising Pune Supergiants",24,0,8,0,"All",Inf,300
"AB de Villiers",2016,"Mustafizur Rahman","Royal Challengers Bangalore","Sunrisers Hyderabad",7,1,12,0,"All",7,58.3333333333333
"AB de Villiers",2016,"Pawan Negi","Royal Challengers Bangalore","Delhi Capitals",13,0,10,0,"All",Inf,130
"AB de Villiers",2016,"Piyush Chawla","Royal Challengers Bangalore","Kolkata Knight Riders",13,1,11,0,"All",13,118.181818181818
"AB de Villiers",2016,"Praveen Kumar","Royal Challengers Bangalore","Gujarat Lions",44,0,18,0,"All",Inf,244.444444444444
"AB de Villiers",2016,"Pravin Tambe","Royal Challengers Bangalore","Gujarat Lions",26,1,12,0,"All",26,216.666666666667
"AB de Villiers",2016,"Rajat Bhatia","Royal Challengers Bangalore","Rising Pune Supergiants",16,0,11,0,"All",Inf,145.454545454545
"AB de Villiers",2016,"Ravichandran Ashwin","Royal Challengers Bangalore","Rising Pune Supergiants",10,0,8,0,"All",Inf,125
"AB de Villiers",2016,"Ravindra Jadeja","Royal Challengers Bangalore","Gujarat Lions",44,0,31,0,"All",Inf,141.935483870968
"AB de Villiers",2016,"Sandeep Sharma","Royal Challengers Bangalore","Punjab Kings",26,1,9,0,"All",26,288.888888888889
"AB de Villiers",2016,"Shadab Jakati","Royal Challengers Bangalore","Gujarat Lions",25,0,11,0,"All",Inf,227.272727272727
"AB de Villiers",2016,"Shakib Al Hasan","Royal Challengers Bangalore","Kolkata Knight Riders",26,0,13,0,"All",Inf,200
"AB de Villiers",2016,"Shivil Kaushik","Royal Challengers Bangalore","Gujarat Lions",12,0,4,0,"All",Inf,300
"AB de Villiers",2016,"Sunil Narine","Royal Challengers Bangalore","Kolkata Knight Riders",8,0,5,0,"All",Inf,160
"AB de Villiers",2016,"Thisara Perera","Royal Challengers Bangalore","Rising Pune Supergiants",3,1,4,0,"All",3,75
"AB de Villiers",2016,"Tim Southee","Royal Challengers Bangalore","Mumbai Indians",6,0,6,0,"All",Inf,100
"AB de Villiers",2016,"Zaheer Khan","Royal Challengers Bangalore","Delhi Capitals",23,1,13,0,"All",23,176.923076923077
"AB de Villiers",2017,"Andrew Tye","Royal Challengers Bangalore","Gujarat Lions",0,0,2,0,"All",NA,0
"AB de Villiers",2017,"Ankit Soni","Royal Challengers Bangalore","Gujarat Lions",3,1,4,1,"All",3,75
"AB de Villiers",2017,"Axar Patel","Royal Challengers Bangalore","Punjab Kings",3,0,5,0,"All",Inf,60
"AB de Villiers",2017,"Basil Thampi","Royal Challengers Bangalore","Gujarat Lions",0,0,1,0,"All",NA,0
"AB de Villiers",2017,"Ben Stokes","Royal Challengers Bangalore","Rising Pune Supergiants",4,0,9,0,"All",Inf,44.4444444444444
"AB de Villiers",2017,"Chris Woakes","Royal Challengers Bangalore","Kolkata Knight Riders",6,0,4,0,"All",Inf,150
"AB de Villiers",2017,"Dan Christian","Royal Challengers Bangalore","Rising Pune Supergiants",2,0,6,0,"All",Inf,33.3333333333333
"AB de Villiers",2017,"Deepak Chahar","Royal Challengers Bangalore","Rising Pune Supergiants",1,0,1,0,"All",Inf,100
"AB de Villiers",2017,"Hardik Pandya","Royal Challengers Bangalore","Mumbai Indians",5,0,6,0,"All",Inf,83.3333333333333
"AB de Villiers",2017,"Imran Tahir","Royal Challengers Bangalore","Rising Pune Supergiants",12,1,7,0,"All",12,171.428571428571
"AB de Villiers",2017,"Jasprit Bumrah","Royal Challengers Bangalore","Mumbai Indians",8,0,3,0,"All",Inf,266.666666666667
"AB de Villiers",2017,"Jaydev Unadkat","Royal Challengers Bangalore","Rising Pune Supergiants",7,0,9,0,"All",Inf,77.7777777777778
"AB de Villiers",2017,"Karn Sharma","Royal Challengers Bangalore","Mumbai Indians",5,0,7,0,"All",Inf,71.4285714285714
"AB de Villiers",2017,"Krunal Pandya","Royal Challengers Bangalore","Mumbai Indians",26,2,22,0,"All",13,118.181818181818
"AB de Villiers",2017,"Lasith Malinga","Royal Challengers Bangalore","Mumbai Indians",5,0,4,0,"All",Inf,125
"AB de Villiers",2017,"Lockie Ferguson","Royal Challengers Bangalore","Rising Pune Supergiants",1,1,3,0,"All",1,33.3333333333333
"AB de Villiers",2017,"Marcus Stoinis","Royal Challengers Bangalore","Punjab Kings",20,0,11,0,"All",Inf,181.818181818182
"AB de Villiers",2017,"Mitchell McClenaghan","Royal Challengers Bangalore","Mumbai Indians",13,0,6,0,"All",Inf,216.666666666667
"AB de Villiers",2017,"Mohit Sharma","Royal Challengers Bangalore","Punjab Kings",27,0,10,0,"All",Inf,270
"AB de Villiers",2017,"Nathan Coulter-Nile","Royal Challengers Bangalore","Kolkata Knight Riders",4,1,2,0,"All",4,200
"AB de Villiers",2017,"Ravindra Jadeja","Royal Challengers Bangalore","Gujarat Lions",2,0,4,0,"All",Inf,50
"AB de Villiers",2017,"Sandeep Sharma","Royal Challengers Bangalore","Punjab Kings",33,1,15,0,"All",33,220
"AB de Villiers",2017,"Shardul Thakur","Royal Challengers Bangalore","Rising Pune Supergiants",5,0,3,0,"All",Inf,166.666666666667
"AB de Villiers",2017,"Sunil Narine","Royal Challengers Bangalore","Kolkata Knight Riders",4,1,3,0,"All",4,133.333333333333
"AB de Villiers",2017,"T Natarajan","Royal Challengers Bangalore","Punjab Kings",1,0,1,0,"All",Inf,100
"AB de Villiers",2017,"Umesh Yadav","Royal Challengers Bangalore","Kolkata Knight Riders",4,0,5,0,"All",Inf,80
"AB de Villiers",2017,"Varun Aaron","Royal Challengers Bangalore","Punjab Kings",15,0,10,0,"All",Inf,150
"AB de Villiers",2018,"Amit Mishra","Royal Challengers Bangalore","Delhi Capitals",19,0,11,0,"All",Inf,172.727272727273
"AB de Villiers",2018,"Andre Russell","Royal Challengers Bangalore","Kolkata Knight Riders",3,0,4,0,"All",Inf,75
"AB de Villiers",2018,"Andrew Tye","Royal Challengers Bangalore","Punjab Kings",5,1,8,0,"All",5,62.5
"AB de Villiers",2018,"Axar Patel","Royal Challengers Bangalore","Punjab Kings",5,0,9,0,"All",Inf,55.5555555555556
"AB de Villiers",2018,"Basil Thampi","Royal Challengers Bangalore","Sunrisers Hyderabad",16,0,5,0,"All",Inf,320
"AB de Villiers",2018,"Ben Laughlin","Royal Challengers Bangalore","Rajasthan Royals",13,0,7,0,"All",Inf,185.714285714286
"AB de Villiers",2018,"Chris Morris","Royal Challengers Bangalore","Delhi Capitals",14,0,7,0,"All",Inf,200
"AB de Villiers",2018,"Dwayne Bravo","Royal Challengers Bangalore","Chennai Super Kings",1,0,1,0,"All",Inf,100
"AB de Villiers",2018,"Harbhajan Singh","Royal Challengers Bangalore","Chennai Super Kings",16,1,6,0,"All",16,266.666666666667
"AB de Villiers",2018,"Harshal Patel","Royal Challengers Bangalore","Delhi Capitals",48,0,21,0,"All",Inf,228.571428571429
"AB de Villiers",2018,"Imran Tahir","Royal Challengers Bangalore","Chennai Super Kings",22,1,10,0,"All",22,220
"AB de Villiers",2018,"Ish Sodhi","Royal Challengers Bangalore","Rajasthan Royals",22,0,12,0,"All",Inf,183.333333333333
"AB de Villiers",2018,"Jaydev Unadkat","Royal Challengers Bangalore","Rajasthan Royals",8,0,6,0,"All",Inf,133.333333333333
"AB de Villiers",2018,"Jofra Archer","Royal Challengers Bangalore","Rajasthan Royals",14,0,6,0,"All",Inf,233.333333333333
"AB de Villiers",2018,"Junior Dala","Royal Challengers Bangalore","Delhi Capitals",1,0,1,0,"All",Inf,100
"AB de Villiers",2018,"Krishnappa Gowtham","Royal Challengers Bangalore","Rajasthan Royals",1,0,1,0,"All",Inf,100
"AB de Villiers",2018,"Kuldeep Yadav","Royal Challengers Bangalore","Kolkata Knight Riders",14,0,4,0,"All",Inf,350
"AB de Villiers",2018,"Mitchell Johnson","Royal Challengers Bangalore","Kolkata Knight Riders",10,0,6,0,"All",Inf,166.666666666667
"AB de Villiers",2018,"Mitchell McClenaghan","Royal Challengers Bangalore","Mumbai Indians",1,1,2,0,"All",1,50
"AB de Villiers",2018,"Mohit Sharma","Royal Challengers Bangalore","Punjab Kings",29,0,12,0,"All",Inf,241.666666666667
"AB de Villiers",2018,"Mujeeb Ur Rahman","Royal Challengers Bangalore","Punjab Kings",15,0,7,0,"All",Inf,214.285714285714
"AB de Villiers",2018,"Nitish Rana","Royal Challengers Bangalore","Kolkata Knight Riders",6,1,2,0,"All",6,300
"AB de Villiers",2018,"Piyush Chawla","Royal Challengers Bangalore","Kolkata Knight Riders",2,0,2,0,"All",Inf,100
"AB de Villiers",2018,"Rahul Tewatia","Royal Challengers Bangalore","Delhi Capitals",19,0,10,0,"All",Inf,190
"AB de Villiers",2018,"Rashid Khan","Royal Challengers Bangalore","Sunrisers Hyderabad",7,2,9,0,"All",3.5,77.7777777777778
"AB de Villiers",2018,"Ravichandran Ashwin","Royal Challengers Bangalore","Punjab Kings",3,0,4,0,"All",Inf,75
"AB de Villiers",2018,"Ravindra Jadeja","Royal Challengers Bangalore","Chennai Super Kings",8,0,5,0,"All",Inf,160
"AB de Villiers",2018,"Sandeep Lamichhane","Royal Challengers Bangalore","Delhi Capitals",10,0,8,0,"All",Inf,125
"AB de Villiers",2018,"Sandeep Sharma","Royal Challengers Bangalore","Sunrisers Hyderabad",17,0,11,0,"All",Inf,154.545454545455
"AB de Villiers",2018,"Shahbaz Nadeem","Royal Challengers Bangalore","Delhi Capitals",21,0,7,0,"All",Inf,300
"AB de Villiers",2018,"Shakib Al Hasan","Royal Challengers Bangalore","Sunrisers Hyderabad",19,0,15,0,"All",Inf,126.666666666667
"AB de Villiers",2018,"Shane Watson","Royal Challengers Bangalore","Chennai Super Kings",3,0,3,0,"All",Inf,100
"AB de Villiers",2018,"Shardul Thakur","Royal Challengers Bangalore","Chennai Super Kings",19,0,9,0,"All",Inf,211.111111111111
"AB de Villiers",2018,"Shreyas Gopal","Royal Challengers Bangalore","Rajasthan Royals",15,2,21,0,"All",7.5,71.4285714285714
"AB de Villiers",2018,"Siddarth Kaul","Royal Challengers Bangalore","Sunrisers Hyderabad",15,0,7,0,"All",Inf,214.285714285714
"AB de Villiers",2018,"Sunil Narine","Royal Challengers Bangalore","Kolkata Knight Riders",9,0,5,0,"All",Inf,180
"AB de Villiers",2018,"Trent Boult","Royal Challengers Bangalore","Delhi Capitals",30,0,11,0,"All",Inf,272.727272727273
"AB de Villiers",2019,"Amit Mishra","Royal Challengers Bangalore","Delhi Capitals",9,0,7,0,"All",Inf,128.571428571429
"AB de Villiers",2019,"Andre Russell","Royal Challengers Bangalore","Kolkata Knight Riders",14,0,4,0,"All",Inf,350
"AB de Villiers",2019,"Andrew Tye","Royal Challengers Bangalore","Punjab Kings",18,0,11,0,"All",Inf,163.636363636364
"AB de Villiers",2019,"Ankit Rajpoot","Royal Challengers Bangalore","Punjab Kings",18,0,7,0,"All",Inf,257.142857142857
"AB de Villiers",2019,"Axar Patel","Royal Challengers Bangalore","Delhi Capitals",3,0,6,0,"All",Inf,50
"AB de Villiers",2019,"Bhuvneshwar Kumar","Royal Challengers Bangalore","Sunrisers Hyderabad",0,1,1,0,"All",0,0
"AB de Villiers",2019,"Chris Morris","Royal Challengers Bangalore","Delhi Capitals",7,0,5,0,"All",Inf,140
"AB de Villiers",2019,"Deepak Chahar","Royal Challengers Bangalore","Chennai Super Kings",9,0,14,0,"All",Inf,64.2857142857143
"AB de Villiers",2019,"Harbhajan Singh","Royal Challengers Bangalore","Chennai Super Kings",7,1,5,0,"All",7,140
"AB de Villiers",2019,"Hardik Pandya","Royal Challengers Bangalore","Mumbai Indians",41,0,19,0,"All",Inf,215.789473684211
