"Striker","Season","Batting_Team","Bowling_Team","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Average","Strike_Rate"
"David Hussey",2012,"Punjab Kings","Kolkata Knight Riders","Punjab Cricket Association Stadium",10,1,14,1,"All",Inf,71.4285714285714
"David Hussey",2012,"Punjab Kings","Mumbai Indians","Punjab Cricket Association Stadium",68,0,40,0,"All",Inf,170
"David Hussey",2012,"Punjab Kings","Mumbai Indians","Wankhede Stadium",21,1,19,0,"All",21,110.526315789474
"David Hussey",2012,"Punjab Kings","Pune Warriors","Subrata Roy Sahara Stadium",18,1,17,0,"All",18,105.882352941176
"David Hussey",2012,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",8,1,6,0,"All",8,133.333333333333
"David Hussey",2012,"Punjab Kings","Rajasthan Royals","Sawai Mansingh Stadium",13,1,10,0,"All",13,130
"David Hussey",2012,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",45,1,29,1,"All",Inf,155.172413793103
"David Hussey",2012,"Punjab Kings","Royal Challengers Bangalore","Punjab Cricket Association Stadium",41,1,34,0,"All",41,120.588235294118
"David Hussey",2013,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",22,1,16,0,"All",22,137.5
"David Hussey",2013,"Punjab Kings","Chennai Super Kings","Punjab Cricket Association Stadium",41,1,36,0,"All",41,113.888888888889
"David Hussey",2013,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",20,1,21,0,"All",20,95.2380952380952
"David Hussey",2013,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",21,1,20,0,"All",21,105
"David Hussey",2013,"Punjab Kings","Kolkata Knight Riders","Punjab Cricket Association Stadium",12,1,15,0,"All",12,80
"David Hussey",2013,"Punjab Kings","Mumbai Indians","Wankhede Stadium",34,1,18,0,"All",34,188.888888888889
"David Hussey",2013,"Punjab Kings","Pune Warriors","Subrata Roy Sahara Stadium",8,0,11,0,"All",Inf,72.7272727272727
"David Hussey",2013,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",1,1,3,0,"All",1,33.3333333333333
"David Hussey",2013,"Punjab Kings","Rajasthan Royals","Sawai Mansingh Stadium",41,1,31,0,"All",41,132.258064516129
"David Hussey",2013,"Punjab Kings","Royal Challengers Bangalore","Punjab Cricket Association Stadium",13,1,14,0,"All",13,92.8571428571429
"David Hussey",2013,"Punjab Kings","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",22,1,24,0,"All",22,91.6666666666667
"David Hussey",2014,"Chennai Super Kings","Mumbai Indians","Brabourne Stadium",40,0,29,0,"All",Inf,137.931034482759
"David Hussey",2014,"Chennai Super Kings","Punjab Kings","Wankhede Stadium",1,1,3,0,"All",1,33.3333333333333
"David Hussey",2014,"Chennai Super Kings","Royal Challengers Bangalore","JSCA International Stadium Complex",25,1,29,0,"All",25,86.2068965517241
"David Hussey",2014,"Chennai Super Kings","Sunrisers Hyderabad","JSCA International Stadium Complex",50,0,33,0,"All",Inf,151.515151515152
"David Miller",2012,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",19,1,15,0,"All",19,126.666666666667
"David Miller",2012,"Punjab Kings","Deccan Chargers","Rajiv Gandhi International Stadium",28,0,18,0,"All",Inf,155.555555555556
"David Miller",2012,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",4,1,7,1,"All",Inf,57.1428571428571
"David Miller",2012,"Punjab Kings","Mumbai Indians","Punjab Cricket Association Stadium",34,0,17,0,"All",Inf,200
"David Miller",2012,"Punjab Kings","Mumbai Indians","Wankhede Stadium",5,0,5,0,"All",Inf,100
"David Miller",2012,"Punjab Kings","Royal Challengers Bangalore","Punjab Cricket Association Stadium",8,1,13,0,"All",8,61.5384615384615
"David Miller",2013,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",51,0,26,0,"All",Inf,196.153846153846
"David Miller",2013,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",34,0,39,0,"All",Inf,87.1794871794872
"David Miller",2013,"Punjab Kings","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",44,0,24,0,"All",Inf,183.333333333333
"David Miller",2013,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",10,1,8,0,"All",10,125
"David Miller",2013,"Punjab Kings","Kolkata Knight Riders","Punjab Cricket Association Stadium",20,1,17,0,"All",20,117.647058823529
"David Miller",2013,"Punjab Kings","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",6,1,5,0,"All",6,120
"David Miller",2013,"Punjab Kings","Mumbai Indians","Wankhede Stadium",56,1,34,0,"All",56,164.705882352941
"David Miller",2013,"Punjab Kings","Pune Warriors","Punjab Cricket Association Stadium",80,0,41,0,"All",Inf,195.121951219512
"David Miller",2013,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",8,1,11,0,"All",8,72.7272727272727
"David Miller",2013,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",2,1,4,0,"All",2,50
"David Miller",2013,"Punjab Kings","Royal Challengers Bangalore","Punjab Cricket Association Stadium",101,0,38,0,"All",Inf,265.789473684211
"David Miller",2013,"Punjab Kings","Sunrisers Hyderabad","Punjab Cricket Association Stadium",6,1,7,0,"All",6,85.7142857142857
"David Miller",2014,"Punjab Kings","Chennai Super Kings","Barabati Stadium",47,1,32,0,"All",47,146.875
"David Miller",2014,"Punjab Kings","Chennai Super Kings","Sheikh Zayed Stadium",54,0,37,0,"All",Inf,145.945945945946
"David Miller",2014,"Punjab Kings","Chennai Super Kings","Wankhede Stadium",38,1,19,1,"All",Inf,200
"David Miller",2014,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",2,1,6,0,"All",2,33.3333333333333
"David Miller",2014,"Punjab Kings","Delhi Capitals","Punjab Cricket Association Stadium",47,0,34,0,"All",Inf,138.235294117647
"David Miller",2014,"Punjab Kings","Kolkata Knight Riders","Barabati Stadium",13,1,14,0,"All",13,92.8571428571429
"David Miller",2014,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",8,1,12,0,"All",8,66.6666666666667
"David Miller",2014,"Punjab Kings","Kolkata Knight Riders","M Chinnaswamy Stadium",1,0,1,0,"All",Inf,100
"David Miller",2014,"Punjab Kings","Kolkata Knight Riders","Sheikh Zayed Stadium",14,1,10,0,"All",14,140
"David Miller",2014,"Punjab Kings","Mumbai Indians","Wankhede Stadium",16,1,12,0,"All",16,133.333333333333
"David Miller",2014,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",29,0,20,0,"All",Inf,145
"David Miller",2014,"Punjab Kings","Rajasthan Royals","Sharjah Cricket Stadium",51,0,19,0,"All",Inf,268.421052631579
"David Miller",2014,"Punjab Kings","Royal Challengers Bangalore","Dubai International Cricket Stadium",26,1,20,0,"All",26,130
"David Miller",2014,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",66,1,29,0,"All",66,227.586206896552
"David Miller",2014,"Punjab Kings","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",24,0,24,0,"All",Inf,100
"David Miller",2014,"Punjab Kings","Sunrisers Hyderabad","Sharjah Cricket Stadium",10,1,10,0,"All",10,100
"David Miller",2015,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",3,1,9,0,"All",3,33.3333333333333
"David Miller",2015,"Punjab Kings","Chennai Super Kings","Punjab Cricket Association Stadium",11,1,15,0,"All",11,73.3333333333333
"David Miller",2015,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",42,1,41,0,"All",42,102.439024390244
"David Miller",2015,"Punjab Kings","Delhi Capitals","Maharashtra Cricket Association Stadium",5,1,7,0,"All",5,71.4285714285714
"David Miller",2015,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",27,0,11,0,"All",Inf,245.454545454545
"David Miller",2015,"Punjab Kings","Mumbai Indians","Punjab Cricket Association Stadium",43,1,37,0,"All",43,116.216216216216
"David Miller",2015,"Punjab Kings","Mumbai Indians","Wankhede Stadium",24,1,23,0,"All",24,104.347826086957
"David Miller",2015,"Punjab Kings","Rajasthan Royals","Maharashtra Cricket Association Stadium",23,1,21,0,"All",23,109.52380952381
"David Miller",2015,"Punjab Kings","Rajasthan Royals","Sardar Patel Stadium",54,1,30,0,"All",54,180
"David Miller",2015,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",7,1,10,0,"All",7,70
"David Miller",2015,"Punjab Kings","Royal Challengers Bangalore","Punjab Cricket Association Stadium",14,1,4,0,"All",14,350
"David Miller",2015,"Punjab Kings","Sunrisers Hyderabad","Punjab Cricket Association Stadium",15,1,14,0,"All",15,107.142857142857
"David Miller",2015,"Punjab Kings","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",89,0,44,0,"All",Inf,202.272727272727
"David Miller",2016,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",9,1,9,0,"All",9,100
"David Miller",2016,"Punjab Kings","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",11,0,6,0,"All",Inf,183.333333333333
"David Miller",2016,"Punjab Kings","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",15,1,10,0,"All",15,150
"David Miller",2016,"Punjab Kings","Gujarat Lions","Saurashtra Cricket Association Stadium",31,1,27,0,"All",31,114.814814814815
"David Miller",2016,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",13,1,18,0,"All",13,72.2222222222222
"David Miller",2016,"Punjab Kings","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",6,1,6,0,"All",6,100
"David Miller",2016,"Punjab Kings","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",30,0,17,0,"All",Inf,176.470588235294
"David Miller",2016,"Punjab Kings","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",7,1,5,0,"All",7,140
"David Miller",2016,"Punjab Kings","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",7,1,6,0,"All",7,116.666666666667
"David Miller",2016,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",3,1,6,0,"All",3,50
"David Miller",2016,"Punjab Kings","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",0,1,1,0,"All",0,0
"David Miller",2016,"Punjab Kings","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",20,0,9,0,"All",Inf,222.222222222222
"David Miller",2016,"Punjab Kings","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",9,1,11,0,"All",9,81.8181818181818
"David Miller",2017,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",24,1,28,0,"All",24,85.7142857142857
"David Miller",2017,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",28,1,19,0,"All",28,147.368421052632
"David Miller",2017,"Punjab Kings","Rising Pune Supergiants","Holkar Cricket Stadium",30,0,27,0,"All",Inf,111.111111111111
"David Miller",2017,"Punjab Kings","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",1,1,6,0,"All",1,16.6666666666667
"David Miller",2018,"Punjab Kings","Chennai Super Kings","Maharashtra Cricket Association Stadium",24,1,22,0,"All",24,109.090909090909
"David Miller",2018,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",26,1,19,0,"All",26,136.842105263158
"David Miller",2018,"Punjab Kings","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",24,0,23,0,"All",Inf,104.347826086957
"David Miller",2019,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",6,1,5,0,"All",6,120
"David Miller",2019,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",7,1,5,0,"All",7,140
"David Miller",2019,"Punjab Kings","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",43,1,30,0,"All",43,143.333333333333
"David Miller",2019,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",59,0,40,0,"All",Inf,147.5
"David Miller",2019,"Punjab Kings","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",15,0,10,0,"All",Inf,150
"David Miller",2019,"Punjab Kings","Mumbai Indians","Wankhede Stadium",7,1,8,0,"All",7,87.5
"David Miller",2019,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",40,1,27,0,"All",40,148.148148148148
"David Miller",2019,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",24,1,25,0,"All",24,96
"David Miller",2019,"Punjab Kings","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",1,1,3,0,"All",1,33.3333333333333
"David Miller",2019,"Punjab Kings","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",11,1,11,0,"All",11,100
"David Miller",2021,"Rajasthan Royals","Chennai Super Kings","Wankhede Stadium",2,1,5,0,"All",2,40
"David Miller",2021,"Rajasthan Royals","Delhi Capitals","Wankhede Stadium",62,1,43,0,"All",62,144.186046511628
"David Miller",2021,"Rajasthan Royals","Delhi Capitals","Zayed Cricket Stadium",7,1,10,0,"All",7,70
"David Miller",2021,"Rajasthan Royals","Kolkata Knight Riders","Wankhede Stadium",24,0,23,0,"All",Inf,104.347826086957
"David Miller",2021,"Rajasthan Royals","Mumbai Indians","Arun Jaitley Stadium",7,0,4,0,"All",Inf,175
"David Miller",2021,"Rajasthan Royals","Mumbai Indians","Sharjah Cricket Stadium",15,1,23,0,"All",15,65.2173913043478
"David Miller",2021,"Rajasthan Royals","Royal Challengers Bangalore","Wankhede Stadium",0,1,2,0,"All",0,0
"David Miller",2021,"Rajasthan Royals","Sunrisers Hyderabad","Arun Jaitley Stadium",7,0,3,0,"All",Inf,233.333333333333
"David Miller",2022,"Gujarat Titans","Chennai Super Kings","Maharashtra Cricket Association Stadium",94,0,51,0,"All",Inf,184.313725490196
"David Miller",2022,"Gujarat Titans","Chennai Super Kings","Wankhede Stadium",15,0,20,0,"All",Inf,75
"David Miller",2022,"Gujarat Titans","Delhi Capitals","Maharashtra Cricket Association Stadium",20,0,15,0,"All",Inf,133.333333333333
"David Miller",2022,"Gujarat Titans","Kolkata Knight Riders","Dr DY Patil Sports Academy",27,1,20,0,"All",27,135
"David Miller",2022,"Gujarat Titans","Lucknow Super Giants","Maharashtra Cricket Association Stadium",26,1,24,0,"All",26,108.333333333333
"David Miller",2022,"Gujarat Titans","Lucknow Super Giants","Wankhede Stadium",30,1,21,0,"All",30,142.857142857143
"David Miller",2022,"Gujarat Titans","Mumbai Indians","Brabourne Stadium",19,0,14,0,"All",Inf,135.714285714286
"David Miller",2022,"Gujarat Titans","Punjab Kings","Brabourne Stadium",6,0,4,0,"All",Inf,150
"David Miller",2022,"Gujarat Titans","Punjab Kings","Dr DY Patil Sports Academy",11,1,14,0,"All",11,78.5714285714286
"David Miller",2022,"Gujarat Titans","Rajasthan Royals","Dr DY Patil Sports Academy",31,0,14,0,"All",Inf,221.428571428571
"David Miller",2022,"Gujarat Titans","Rajasthan Royals","Eden Gardens",68,0,38,0,"All",Inf,178.947368421053
"David Miller",2022,"Gujarat Titans","Rajasthan Royals","Narendra Modi Stadium",32,0,19,0,"All",Inf,168.421052631579
"David Miller",2022,"Gujarat Titans","Royal Challengers Bangalore","Brabourne Stadium",39,0,24,0,"All",Inf,162.5
"David Miller",2022,"Gujarat Titans","Royal Challengers Bangalore","Wankhede Stadium",34,1,25,0,"All",34,136
"David Miller",2022,"Gujarat Titans","Sunrisers Hyderabad","Dr DY Patil Sports Academy",12,1,15,0,"All",12,80
"David Miller",2022,"Gujarat Titans","Sunrisers Hyderabad","Wankhede Stadium",17,1,19,0,"All",17,89.4736842105263
"David Warner",2009,"Delhi Capitals","Chennai Super Kings","New Wanderers Stadium",51,1,40,0,"All",51,127.5
"David Warner",2009,"Delhi Capitals","Deccan Chargers","Kingsmead",4,1,6,0,"All",4,66.6666666666667
"David Warner",2009,"Delhi Capitals","Deccan Chargers","SuperSport Park",0,1,1,0,"All",0,0
"David Warner",2009,"Delhi Capitals","Kolkata Knight Riders","Kingsmead",36,1,23,0,"All",36,156.521739130435
"David Warner",2009,"Delhi Capitals","Kolkata Knight Riders","New Wanderers Stadium",36,1,23,0,"All",36,156.521739130435
"David Warner",2009,"Delhi Capitals","Mumbai Indians","Buffalo Park",21,1,30,0,"All",21,70
"David Warner",2009,"Delhi Capitals","Mumbai Indians","SuperSport Park",15,1,9,0,"All",15,166.666666666667
"David Warner",2010,"Delhi Capitals","Chennai Super Kings","Feroz Shah Kotla",6,1,8,0,"All",6,75
"David Warner",2010,"Delhi Capitals","Chennai Super Kings","MA Chidambaram Stadium",0,1,2,0,"All",0,0
"David Warner",2010,"Delhi Capitals","Deccan Chargers","Barabati Stadium",57,1,33,1,"All",Inf,172.727272727273
"David Warner",2010,"Delhi Capitals","Deccan Chargers","Feroz Shah Kotla",5,1,4,0,"All",5,125
"David Warner",2010,"Delhi Capitals","Kolkata Knight Riders","Eden Gardens",0,1,5,0,"All",0,0
"David Warner",2010,"Delhi Capitals","Kolkata Knight Riders","Feroz Shah Kotla",107,0,69,0,"All",Inf,155.072463768116
"David Warner",2010,"Delhi Capitals","Mumbai Indians","Brabourne Stadium",31,1,15,0,"All",31,206.666666666667
"David Warner",2010,"Delhi Capitals","Punjab Kings","Feroz Shah Kotla",6,1,11,1,"All",Inf,54.5454545454545
"David Warner",2010,"Delhi Capitals","Rajasthan Royals","Feroz Shah Kotla",4,1,8,0,"All",4,50
"David Warner",2010,"Delhi Capitals","Royal Challengers Bangalore","Feroz Shah Kotla",33,1,22,0,"All",33,150
"David Warner",2010,"Delhi Capitals","Royal Challengers Bangalore","M Chinnaswamy Stadium",33,1,14,0,"All",33,235.714285714286
"David Warner",2011,"Delhi Capitals","Chennai Super Kings","MA Chidambaram Stadium",21,1,25,0,"All",21,84
"David Warner",2011,"Delhi Capitals","Deccan Chargers","Feroz Shah Kotla",51,1,48,0,"All",51,106.25
"David Warner",2011,"Delhi Capitals","Kochi Tuskers Kerala","Feroz Shah Kotla",13,1,15,0,"All",13,86.6666666666667
"David Warner",2011,"Delhi Capitals","Kochi Tuskers Kerala","Nehru Stadium",3,1,7,0,"All",3,42.8571428571429
"David Warner",2011,"Delhi Capitals","Kolkata Knight Riders","Feroz Shah Kotla",2,1,6,0,"All",2,33.3333333333333
"David Warner",2011,"Delhi Capitals","Mumbai Indians","Feroz Shah Kotla",1,1,3,0,"All",1,33.3333333333333
"David Warner",2011,"Delhi Capitals","Mumbai Indians","Wankhede Stadium",1,1,2,0,"All",1,50
"David Warner",2011,"Delhi Capitals","Pune Warriors","Dr DY Patil Sports Academy",46,1,28,1,"All",Inf,164.285714285714
"David Warner",2011,"Delhi Capitals","Pune Warriors","Feroz Shah Kotla",19,1,10,0,"All",19,190
"David Warner",2011,"Delhi Capitals","Punjab Kings","Feroz Shah Kotla",77,1,48,0,"All",77,160.416666666667
"David Warner",2011,"Delhi Capitals","Punjab Kings","Himachal Pradesh Cricket Association Stadium",29,1,29,0,"All",29,100
"David Warner",2011,"Delhi Capitals","Rajasthan Royals","Sawai Mansingh Stadium",54,1,44,0,"All",54,122.727272727273
"David Warner",2011,"Delhi Capitals","Royal Challengers Bangalore","Feroz Shah Kotla",7,1,11,0,"All",7,63.6363636363636
"David Warner",2012,"Delhi Capitals","Chennai Super Kings","MA Chidambaram Stadium",11,2,16,0,"All",5.5,68.75
"David Warner",2012,"Delhi Capitals","Deccan Chargers","Rajiv Gandhi International Stadium",109,0,54,0,"All",Inf,201.851851851852
"David Warner",2012,"Delhi Capitals","Kolkata Knight Riders","Feroz Shah Kotla",21,1,19,0,"All",21,110.526315789474
"David Warner",2012,"Delhi Capitals","Kolkata Knight Riders","Subrata Roy Sahara Stadium",7,1,6,0,"All",7,116.666666666667
"David Warner",2012,"Delhi Capitals","Punjab Kings","Feroz Shah Kotla",14,1,8,0,"All",14,175
"David Warner",2012,"Delhi Capitals","Punjab Kings","Himachal Pradesh Cricket Association Stadium",79,1,44,0,"All",79,179.545454545455
"David Warner",2012,"Delhi Capitals","Royal Challengers Bangalore","Feroz Shah Kotla",15,1,9,0,"All",15,166.666666666667
"David Warner",2013,"Delhi Capitals","Chennai Super Kings","Feroz Shah Kotla",1,1,4,0,"All",1,25
"David Warner",2013,"Delhi Capitals","Chennai Super Kings","MA Chidambaram Stadium",44,1,37,0,"All",44,118.918918918919
"David Warner",2013,"Delhi Capitals","Kolkata Knight Riders","Eden Gardens",21,1,19,0,"All",21,110.526315789474
"David Warner",2013,"Delhi Capitals","Kolkata Knight Riders","Shaheed Veer Narayan Singh International Stadium",66,0,42,0,"All",Inf,157.142857142857
"David Warner",2013,"Delhi Capitals","Mumbai Indians","Feroz Shah Kotla",7,0,5,0,"All",Inf,140
"David Warner",2013,"Delhi Capitals","Mumbai Indians","Wankhede Stadium",61,1,37,0,"All",61,164.864864864865
"David Warner",2013,"Delhi Capitals","Pune Warriors","Shaheed Veer Narayan Singh International Stadium",51,0,25,0,"All",Inf,204
"David Warner",2013,"Delhi Capitals","Pune Warriors","Subrata Roy Sahara Stadium",2,1,5,0,"All",2,40
"David Warner",2013,"Delhi Capitals","Punjab Kings","Feroz Shah Kotla",40,1,36,0,"All",40,111.111111111111
"David Warner",2013,"Delhi Capitals","Punjab Kings","Himachal Pradesh Cricket Association Stadium",0,1,1,0,"All",0,0
"David Warner",2013,"Delhi Capitals","Rajasthan Royals","Feroz Shah Kotla",77,1,56,1,"All",Inf,137.5
"David Warner",2013,"Delhi Capitals","Rajasthan Royals","Sawai Mansingh Stadium",13,1,18,0,"All",13,72.2222222222222
"David Warner",2013,"Delhi Capitals","Royal Challengers Bangalore","Feroz Shah Kotla",4,1,6,0,"All",4,66.6666666666667
