"Striker","Season","Batting_Team","Bowling_Team","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Average","Strike_Rate"
"Siddharth Trivedi",2009,"Rajasthan Royals","Deccan Chargers","De Beers Diamond Oval",1,1,5,0,"All",1,20
"Siddharth Trivedi",2009,"Rajasthan Royals","Delhi Capitals","OUTsurance Oval",6,0,10,0,"All",Inf,60
"Siddharth Trivedi",2010,"Rajasthan Royals","Deccan Chargers","Vidarbha Cricket Association Stadium",9,1,6,0,"All",9,150
"Siddharth Trivedi",2010,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",7,0,5,0,"All",Inf,140
"Siddharth Trivedi",2010,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",4,1,2,0,"All",4,200
"Siddharth Trivedi",2010,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,0,1,0,"All",NA,0
"Siddharth Trivedi",2011,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",0,1,2,0,"All",0,0
"Siddharth Trivedi",2012,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",5,0,6,0,"All",Inf,83.3333333333333
"Siddharth Trivedi",2013,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",3,1,6,0,"All",3,50
"Siddharth Trivedi",2013,"Rajasthan Royals","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",0,0,1,0,"All",NA,0
"Siddhesh Lad",2019,"Mumbai Indians","Punjab Kings","Wankhede Stadium",15,1,13,0,"All",15,115.384615384615
"Simarjeet Singh",2022,"Chennai Super Kings","Mumbai Indians","Wankhede Stadium",2,1,3,0,"All",2,66.6666666666667
"Simarjeet Singh",2022,"Chennai Super Kings","Rajasthan Royals","Brabourne Stadium",3,0,3,0,"All",Inf,100
"Simarjeet Singh",2022,"Chennai Super Kings","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2,0,2,0,"All",Inf,100
"Simon Katich",2008,"Punjab Kings","Chennai Super Kings","Punjab Cricket Association Stadium",21,0,17,0,"All",Inf,123.529411764706
"Simon Katich",2008,"Punjab Kings","Delhi Capitals","Punjab Cricket Association Stadium",75,1,52,1,"All",Inf,144.230769230769
"Simon Katich",2009,"Punjab Kings","Chennai Super Kings","Kingsmead",8,1,13,0,"All",8,61.5384615384615
"Simon Katich",2009,"Punjab Kings","Chennai Super Kings","SuperSport Park",50,1,25,0,"All",50,200
"Simon Katich",2009,"Punjab Kings","Deccan Chargers","De Beers Diamond Oval",9,1,11,0,"All",9,81.8181818181818
"Simon Katich",2009,"Punjab Kings","Deccan Chargers","New Wanderers Stadium",11,1,10,0,"All",11,110
"Simon Katich",2009,"Punjab Kings","Delhi Capitals","OUTsurance Oval",20,1,10,0,"All",20,200
"Simon Katich",2009,"Punjab Kings","Kolkata Knight Riders","St George's Park",34,1,28,0,"All",34,121.428571428571
"Simon Katich",2009,"Punjab Kings","Mumbai Indians","SuperSport Park",0,1,2,0,"All",0,0
"Simon Katich",2009,"Punjab Kings","Rajasthan Royals","Kingsmead",10,1,13,0,"All",10,76.9230769230769
"Simon Katich",2009,"Punjab Kings","Royal Challengers Bangalore","Kingsmead",3,0,5,0,"All",Inf,60
"Sohail Tanvir",2008,"Rajasthan Royals","Chennai Super Kings","Dr DY Patil Sports Academy",9,0,7,0,"All",Inf,128.571428571429
"Sohail Tanvir",2008,"Rajasthan Royals","Delhi Capitals","Wankhede Stadium",5,1,5,0,"All",5,100
"Sohail Tanvir",2008,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",13,1,8,0,"All",13,162.5
"Sohail Tanvir",2008,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",3,0,3,0,"All",Inf,100
"Sohail Tanvir",2008,"Rajasthan Royals","Mumbai Indians","Dr DY Patil Sports Academy",6,1,6,0,"All",6,100
"Sourav Ganguly",2008,"Kolkata Knight Riders","Chennai Super Kings","Eden Gardens",2,1,8,0,"All",2,25
"Sourav Ganguly",2008,"Kolkata Knight Riders","Chennai Super Kings","MA Chidambaram Stadium",12,1,19,0,"All",12,63.1578947368421
"Sourav Ganguly",2008,"Kolkata Knight Riders","Deccan Chargers","Eden Gardens",14,1,30,0,"All",14,46.6666666666667
"Sourav Ganguly",2008,"Kolkata Knight Riders","Deccan Chargers","Rajiv Gandhi International Stadium",91,1,57,0,"All",91,159.649122807018
"Sourav Ganguly",2008,"Kolkata Knight Riders","Delhi Capitals","Eden Gardens",7,1,4,0,"All",7,175
"Sourav Ganguly",2008,"Kolkata Knight Riders","Mumbai Indians","Eden Gardens",4,1,2,0,"All",4,200
"Sourav Ganguly",2008,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",15,1,20,0,"All",15,75
"Sourav Ganguly",2008,"Kolkata Knight Riders","Punjab Kings","Eden Gardens",86,0,53,0,"All",Inf,162.264150943396
"Sourav Ganguly",2008,"Kolkata Knight Riders","Punjab Kings","Punjab Cricket Association Stadium",5,1,7,0,"All",5,71.4285714285714
"Sourav Ganguly",2008,"Kolkata Knight Riders","Rajasthan Royals","Eden Gardens",32,1,34,0,"All",32,94.1176470588235
"Sourav Ganguly",2008,"Kolkata Knight Riders","Rajasthan Royals","Sawai Mansingh Stadium",51,1,39,0,"All",51,130.769230769231
"Sourav Ganguly",2008,"Kolkata Knight Riders","Royal Challengers Bangalore","Eden Gardens",20,1,22,1,"All",Inf,90.9090909090909
"Sourav Ganguly",2008,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",10,1,12,0,"All",10,83.3333333333333
"Sourav Ganguly",2009,"Kolkata Knight Riders","Chennai Super Kings","SuperSport Park",4,1,14,0,"All",4,28.5714285714286
"Sourav Ganguly",2009,"Kolkata Knight Riders","Deccan Chargers","New Wanderers Stadium",33,1,41,0,"All",33,80.4878048780488
"Sourav Ganguly",2009,"Kolkata Knight Riders","Deccan Chargers","Newlands",1,1,12,0,"All",1,8.33333333333333
"Sourav Ganguly",2009,"Kolkata Knight Riders","Delhi Capitals","New Wanderers Stadium",44,1,45,0,"All",44,97.7777777777778
"Sourav Ganguly",2009,"Kolkata Knight Riders","Mumbai Indians","Buffalo Park",0,1,1,0,"All",0,0
"Sourav Ganguly",2009,"Kolkata Knight Riders","Mumbai Indians","St George's Park",34,1,30,0,"All",34,113.333333333333
"Sourav Ganguly",2009,"Kolkata Knight Riders","Punjab Kings","St George's Park",22,1,17,0,"All",22,129.411764705882
"Sourav Ganguly",2009,"Kolkata Knight Riders","Rajasthan Royals","Kingsmead",0,1,3,0,"All",0,0
"Sourav Ganguly",2009,"Kolkata Knight Riders","Rajasthan Royals","Newlands",46,1,30,0,"All",46,153.333333333333
"Sourav Ganguly",2009,"Kolkata Knight Riders","Royal Challengers Bangalore","Kingsmead",1,1,8,0,"All",1,12.5
"Sourav Ganguly",2009,"Kolkata Knight Riders","Royal Challengers Bangalore","SuperSport Park",4,1,6,0,"All",4,66.6666666666667
"Sourav Ganguly",2010,"Kolkata Knight Riders","Chennai Super Kings","Eden Gardens",11,1,20,0,"All",11,55
"Sourav Ganguly",2010,"Kolkata Knight Riders","Chennai Super Kings","MA Chidambaram Stadium",10,1,12,0,"All",10,83.3333333333333
"Sourav Ganguly",2010,"Kolkata Knight Riders","Deccan Chargers","Dr DY Patil Sports Academy",0,1,3,0,"All",0,0
"Sourav Ganguly",2010,"Kolkata Knight Riders","Deccan Chargers","Eden Gardens",88,1,54,0,"All",88,162.962962962963
"Sourav Ganguly",2010,"Kolkata Knight Riders","Delhi Capitals","Eden Gardens",56,1,46,0,"All",56,121.739130434783
"Sourav Ganguly",2010,"Kolkata Knight Riders","Delhi Capitals","Feroz Shah Kotla",5,1,10,0,"All",5,50
"Sourav Ganguly",2010,"Kolkata Knight Riders","Mumbai Indians","Brabourne Stadium",31,1,34,0,"All",31,91.1764705882353
"Sourav Ganguly",2010,"Kolkata Knight Riders","Mumbai Indians","Eden Gardens",42,1,36,0,"All",42,116.666666666667
"Sourav Ganguly",2010,"Kolkata Knight Riders","Punjab Kings","Eden Gardens",36,1,31,0,"All",36,116.129032258065
"Sourav Ganguly",2010,"Kolkata Knight Riders","Punjab Kings","Punjab Cricket Association Stadium",50,1,40,0,"All",50,125
"Sourav Ganguly",2010,"Kolkata Knight Riders","Rajasthan Royals","Eden Gardens",75,0,50,0,"All",Inf,150
"Sourav Ganguly",2010,"Kolkata Knight Riders","Rajasthan Royals","Sardar Patel Stadium",33,1,29,0,"All",33,113.793103448276
"Sourav Ganguly",2010,"Kolkata Knight Riders","Royal Challengers Bangalore","Eden Gardens",23,1,22,0,"All",23,104.545454545455
"Sourav Ganguly",2010,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",33,1,32,0,"All",33,103.125
"Sourav Ganguly",2011,"Pune Warriors","Deccan Chargers","Dr DY Patil Sports Academy",0,1,5,0,"All",0,0
"Sourav Ganguly",2011,"Pune Warriors","Deccan Chargers","Rajiv Gandhi International Stadium",32,0,32,0,"All",Inf,100
"Sourav Ganguly",2011,"Pune Warriors","Kolkata Knight Riders","Dr DY Patil Sports Academy",18,1,22,0,"All",18,81.8181818181818
"Sourav Ganguly",2012,"Pune Warriors","Chennai Super Kings","MA Chidambaram Stadium",24,1,26,0,"All",24,92.3076923076923
"Sourav Ganguly",2012,"Pune Warriors","Chennai Super Kings","Subrata Roy Sahara Stadium",16,1,16,1,"All",Inf,100
"Sourav Ganguly",2012,"Pune Warriors","Deccan Chargers","Barabati Stadium",45,1,40,0,"All",45,112.5
"Sourav Ganguly",2012,"Pune Warriors","Deccan Chargers","Subrata Roy Sahara Stadium",23,1,20,0,"All",23,115
"Sourav Ganguly",2012,"Pune Warriors","Delhi Capitals","Feroz Shah Kotla",41,1,35,0,"All",41,117.142857142857
"Sourav Ganguly",2012,"Pune Warriors","Delhi Capitals","Subrata Roy Sahara Stadium",1,1,4,0,"All",1,25
"Sourav Ganguly",2012,"Pune Warriors","Kolkata Knight Riders","Eden Gardens",36,1,35,0,"All",36,102.857142857143
"Sourav Ganguly",2012,"Pune Warriors","Kolkata Knight Riders","Subrata Roy Sahara Stadium",5,1,8,0,"All",5,62.5
"Sourav Ganguly",2012,"Pune Warriors","Mumbai Indians","Subrata Roy Sahara Stadium",16,1,24,0,"All",16,66.6666666666667
"Sourav Ganguly",2012,"Pune Warriors","Mumbai Indians","Wankhede Stadium",3,1,6,0,"All",3,50
"Sourav Ganguly",2012,"Pune Warriors","Punjab Kings","Punjab Cricket Association Stadium",16,1,9,0,"All",16,177.777777777778
"Sourav Ganguly",2012,"Pune Warriors","Punjab Kings","Subrata Roy Sahara Stadium",20,1,18,0,"All",20,111.111111111111
"Sourav Ganguly",2012,"Pune Warriors","Rajasthan Royals","Sawai Mansingh Stadium",2,1,4,0,"All",2,50
"Sourav Ganguly",2012,"Pune Warriors","Rajasthan Royals","Subrata Roy Sahara Stadium",14,1,18,0,"All",14,77.7777777777778
"Sourav Ganguly",2012,"Pune Warriors","Royal Challengers Bangalore","M Chinnaswamy Stadium",6,1,8,0,"All",6,75
"Sreenath Aravind",2011,"Royal Challengers Bangalore","Deccan Chargers","Rajiv Gandhi International Stadium",2,0,3,0,"All",Inf,66.6666666666667
"Sreenath Aravind",2011,"Royal Challengers Bangalore","Punjab Kings","Himachal Pradesh Cricket Association Stadium",11,0,5,0,"All",Inf,220
"Sreenath Aravind",2012,"Royal Challengers Bangalore","Rajasthan Royals","M Chinnaswamy Stadium",14,0,8,0,"All",Inf,175
"Sreenath Aravind",2015,"Royal Challengers Bangalore","Chennai Super Kings","JSCA International Stadium Complex",0,0,1,0,"All",NA,0
"Sreenath Aravind",2017,"Royal Challengers Bangalore","Gujarat Lions","M Chinnaswamy Stadium",9,1,16,0,"All",9,56.25
"Sreenath Aravind",2017,"Royal Challengers Bangalore","Kolkata Knight Riders","Eden Gardens",5,0,4,0,"All",Inf,125
"Sreenath Aravind",2017,"Royal Challengers Bangalore","Punjab Kings","M Chinnaswamy Stadium",4,1,6,0,"All",4,66.6666666666667
"Sreenath Aravind",2017,"Royal Challengers Bangalore","Rising Pune Supergiants","M Chinnaswamy Stadium",6,0,7,0,"All",Inf,85.7142857142857
"Sreenath Aravind",2017,"Royal Challengers Bangalore","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",8,0,5,0,"All",Inf,160
"Sreenath Aravind",2017,"Royal Challengers Bangalore","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",0,1,2,0,"All",0,0
"Sreesanth",2008,"Punjab Kings","Chennai Super Kings","Wankhede Stadium",0,0,2,0,"All",NA,0
"Sreesanth",2008,"Punjab Kings","Mumbai Indians","Punjab Cricket Association Stadium",0,1,1,0,"All",0,0
"Sreesanth",2009,"Punjab Kings","Mumbai Indians","SuperSport Park",1,0,10,0,"All",Inf,10
"Sreesanth",2009,"Punjab Kings","Rajasthan Royals","Kingsmead",4,0,8,0,"All",Inf,50
"Sreesanth",2010,"Punjab Kings","Deccan Chargers","Barabati Stadium",12,0,5,0,"All",Inf,240
"Sreesanth",2010,"Punjab Kings","Delhi Capitals","Punjab Cricket Association Stadium",15,0,14,0,"All",Inf,107.142857142857
"Sreesanth",2010,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",0,0,2,0,"All",NA,0
"Sreesanth",2011,"Kochi Tuskers Kerala","Deccan Chargers","Nehru Stadium",0,0,1,0,"All",NA,0
"Sreesanth",2011,"Kochi Tuskers Kerala","Delhi Capitals","Nehru Stadium",0,1,2,0,"All",0,0
"Sreesanth",2011,"Kochi Tuskers Kerala","Pune Warriors","Dr DY Patil Sports Academy",1,0,6,0,"All",Inf,16.6666666666667
"Sreesanth",2013,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",1,0,2,0,"All",Inf,50
"Sreesanth",2013,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,1,2,0,"All",0,0
"Sridharan Sriram",2010,"Royal Challengers Bangalore","Kolkata Knight Riders","M Chinnaswamy Stadium",27,1,29,0,"All",27,93.1034482758621
"Sridharan Sriram",2011,"Delhi Capitals","Punjab Kings","Himachal Pradesh Cricket Association Stadium",4,1,7,0,"All",4,57.1428571428571
"Srikar Bharat",2021,"Royal Challengers Bangalore","Delhi Capitals","Dubai International Cricket Stadium",78,0,52,0,"All",Inf,150
"Srikar Bharat",2021,"Royal Challengers Bangalore","Kolkata Knight Riders","Sharjah Cricket Stadium",9,1,16,0,"All",9,56.25
"Srikar Bharat",2021,"Royal Challengers Bangalore","Kolkata Knight Riders","Zayed Cricket Stadium",16,1,19,0,"All",16,84.2105263157895
"Srikar Bharat",2021,"Royal Challengers Bangalore","Mumbai Indians","Dubai International Cricket Stadium",32,1,24,0,"All",32,133.333333333333
"Srikar Bharat",2021,"Royal Challengers Bangalore","Rajasthan Royals","Dubai International Cricket Stadium",44,1,35,0,"All",44,125.714285714286
"Srikar Bharat",2021,"Royal Challengers Bangalore","Sunrisers Hyderabad","Zayed Cricket Stadium",12,1,10,0,"All",12,120
"Srikar Bharat",2022,"Delhi Capitals","Chennai Super Kings","Dr DY Patil Sports Academy",8,1,5,0,"All",8,160
"Srikar Bharat",2022,"Delhi Capitals","Rajasthan Royals","Dr DY Patil Sports Academy",0,1,2,0,"All",0,0
"Srikkanth Anirudha",2008,"Chennai Super Kings","Deccan Chargers","MA Chidambaram Stadium",1,1,7,0,"All",1,14.2857142857143
"Srikkanth Anirudha",2010,"Chennai Super Kings","Deccan Chargers","Dr DY Patil Sports Academy",24,1,15,0,"All",24,160
"Srikkanth Anirudha",2010,"Chennai Super Kings","Mumbai Indians","Dr DY Patil Sports Academy",6,0,3,0,"All",Inf,200
"Srikkanth Anirudha",2011,"Chennai Super Kings","Deccan Chargers","MA Chidambaram Stadium",3,0,2,0,"All",Inf,150
"Srikkanth Anirudha",2011,"Chennai Super Kings","Kolkata Knight Riders","MA Chidambaram Stadium",64,1,55,0,"All",64,116.363636363636
"Srikkanth Anirudha",2011,"Chennai Super Kings","Mumbai Indians","Wankhede Stadium",9,1,9,0,"All",9,100
"Srikkanth Anirudha",2011,"Chennai Super Kings","Pune Warriors","MA Chidambaram Stadium",7,1,7,0,"All",7,100
"Srikkanth Anirudha",2011,"Chennai Super Kings","Punjab Kings","Punjab Cricket Association Stadium",0,1,1,0,"All",0,0
"Srikkanth Anirudha",2012,"Chennai Super Kings","Punjab Kings","Himachal Pradesh Cricket Association Stadium",1,0,1,0,"All",Inf,100
"Srikkanth Anirudha",2012,"Chennai Super Kings","Rajasthan Royals","Sawai Mansingh Stadium",18,0,6,0,"All",Inf,300
"Srikkanth Anirudha",2013,"Chennai Super Kings","Pune Warriors","MA Chidambaram Stadium",0,1,2,0,"All",0,0
"Srikkanth Anirudha",2014,"Sunrisers Hyderabad","Kolkata Knight Riders","Eden Gardens",3,1,5,0,"All",3,60
"Stephen Fleming",2008,"Chennai Super Kings","Deccan Chargers","MA Chidambaram Stadium",14,1,16,0,"All",14,87.5
"Stephen Fleming",2008,"Chennai Super Kings","Deccan Chargers","Rajiv Gandhi International Stadium",14,1,9,0,"All",14,155.555555555556
"Stephen Fleming",2008,"Chennai Super Kings","Delhi Capitals","Feroz Shah Kotla",44,1,28,0,"All",44,157.142857142857
"Stephen Fleming",2008,"Chennai Super Kings","Delhi Capitals","MA Chidambaram Stadium",13,1,13,0,"All",13,100
"Stephen Fleming",2008,"Chennai Super Kings","Kolkata Knight Riders","Eden Gardens",32,0,20,0,"All",Inf,160
"Stephen Fleming",2008,"Chennai Super Kings","Mumbai Indians","Wankhede Stadium",26,1,29,0,"All",26,89.6551724137931
"Stephen Fleming",2008,"Chennai Super Kings","Punjab Kings","MA Chidambaram Stadium",1,1,4,0,"All",1,25
"Stephen Fleming",2008,"Chennai Super Kings","Rajasthan Royals","MA Chidambaram Stadium",7,1,4,1,"All",Inf,175
"Stephen Fleming",2008,"Chennai Super Kings","Rajasthan Royals","Sawai Mansingh Stadium",0,1,2,0,"All",0,0
"Stephen Fleming",2008,"Chennai Super Kings","Royal Challengers Bangalore","MA Chidambaram Stadium",45,1,39,0,"All",45,115.384615384615
"Steven Smith",2012,"Pune Warriors","Chennai Super Kings","MA Chidambaram Stadium",23,1,21,0,"All",23,109.52380952381
"Steven Smith",2012,"Pune Warriors","Chennai Super Kings","Subrata Roy Sahara Stadium",44,0,22,0,"All",Inf,200
"Steven Smith",2012,"Pune Warriors","Deccan Chargers","Barabati Stadium",47,0,27,0,"All",Inf,174.074074074074
"Steven Smith",2012,"Pune Warriors","Deccan Chargers","Subrata Roy Sahara Stadium",26,1,13,0,"All",26,200
"Steven Smith",2012,"Pune Warriors","Delhi Capitals","Feroz Shah Kotla",34,0,13,0,"All",Inf,261.538461538462
"Steven Smith",2012,"Pune Warriors","Kolkata Knight Riders","Eden Gardens",14,1,16,0,"All",14,87.5
"Steven Smith",2012,"Pune Warriors","Mumbai Indians","Subrata Roy Sahara Stadium",2,1,6,0,"All",2,33.3333333333333
"Steven Smith",2012,"Pune Warriors","Mumbai Indians","Wankhede Stadium",39,1,32,0,"All",39,121.875
"Steven Smith",2012,"Pune Warriors","Punjab Kings","Punjab Cricket Association Stadium",13,1,13,0,"All",13,100
"Steven Smith",2012,"Pune Warriors","Punjab Kings","Subrata Roy Sahara Stadium",25,1,12,0,"All",25,208.333333333333
"Steven Smith",2012,"Pune Warriors","Rajasthan Royals","Sawai Mansingh Stadium",37,1,31,0,"All",37,119.354838709677
"Steven Smith",2012,"Pune Warriors","Rajasthan Royals","Subrata Roy Sahara Stadium",18,0,22,0,"All",Inf,81.8181818181818
"Steven Smith",2012,"Pune Warriors","Royal Challengers Bangalore","M Chinnaswamy Stadium",16,1,14,1,"All",Inf,114.285714285714
"Steven Smith",2012,"Pune Warriors","Royal Challengers Bangalore","Subrata Roy Sahara Stadium",24,0,25,0,"All",Inf,96
"Steven Smith",2013,"Pune Warriors","Chennai Super Kings","MA Chidambaram Stadium",39,0,16,0,"All",Inf,243.75
"Steven Smith",2013,"Pune Warriors","Chennai Super Kings","Subrata Roy Sahara Stadium",35,1,39,0,"All",35,89.7435897435898
"Steven Smith",2013,"Pune Warriors","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",17,0,8,0,"All",Inf,212.5
"Steven Smith",2013,"Pune Warriors","Punjab Kings","Punjab Cricket Association Stadium",6,0,9,0,"All",Inf,66.6666666666667
"Steven Smith",2013,"Pune Warriors","Royal Challengers Bangalore","M Chinnaswamy Stadium",41,1,31,0,"All",41,132.258064516129
"Steven Smith",2013,"Pune Warriors","Royal Challengers Bangalore","Subrata Roy Sahara Stadium",4,1,4,0,"All",4,100
"Steven Smith",2013,"Pune Warriors","Sunrisers Hyderabad","Subrata Roy Sahara Stadium",17,1,25,0,"All",17,68
"Steven Smith",2014,"Rajasthan Royals","Chennai Super Kings","Dubai International Cricket Stadium",19,1,20,0,"All",19,95
"Steven Smith",2014,"Rajasthan Royals","Chennai Super Kings","JSCA International Stadium Complex",9,1,8,0,"All",9,112.5
"Steven Smith",2014,"Rajasthan Royals","Kolkata Knight Riders","Sardar Patel Stadium",3,1,2,0,"All",3,150
"Steven Smith",2014,"Rajasthan Royals","Kolkata Knight Riders","Sheikh Zayed Stadium",19,0,11,0,"All",Inf,172.727272727273
"Steven Smith",2014,"Rajasthan Royals","Punjab Kings","Sharjah Cricket Stadium",27,0,15,0,"All",Inf,180
"Steven Smith",2014,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",48,0,21,0,"All",Inf,228.571428571429
"Steven Smith",2014,"Rajasthan Royals","Sunrisers Hyderabad","Sardar Patel Stadium",22,1,33,0,"All",22,66.6666666666667
"Steven Smith",2015,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",4,1,6,0,"All",4,66.6666666666667
"Steven Smith",2015,"Rajasthan Royals","Chennai Super Kings","Sardar Patel Stadium",6,1,7,0,"All",6,85.7142857142857
"Steven Smith",2015,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",10,1,9,0,"All",10,111.111111111111
"Steven Smith",2015,"Rajasthan Royals","Kolkata Knight Riders","Brabourne Stadium",14,1,11,0,"All",14,127.272727272727
"Steven Smith",2015,"Rajasthan Royals","Mumbai Indians","Sardar Patel Stadium",79,0,53,0,"All",Inf,149.056603773585
"Steven Smith",2015,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",23,1,20,0,"All",23,115
"Steven Smith",2015,"Rajasthan Royals","Punjab Kings","Maharashtra Cricket Association Stadium",33,1,23,0,"All",33,143.478260869565
"Steven Smith",2015,"Rajasthan Royals","Punjab Kings","Sardar Patel Stadium",0,1,1,0,"All",0,0
"Steven Smith",2015,"Rajasthan Royals","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",12,1,13,0,"All",12,92.3076923076923
"Steven Smith",2015,"Rajasthan Royals","Royal Challengers Bangalore","Sardar Patel Stadium",31,1,28,0,"All",31,110.714285714286
"Steven Smith",2015,"Rajasthan Royals","Sunrisers Hyderabad","Brabourne Stadium",68,1,40,0,"All",68,170
"Steven Smith",2015,"Rajasthan Royals","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",13,1,10,0,"All",13,130
"Steven Smith",2016,"Rising Pune Supergiants","Gujarat Lions","Maharashtra Cricket Association Stadium",101,1,54,0,"All",101,187.037037037037
"Steven Smith",2016,"Rising Pune Supergiants","Gujarat Lions","Saurashtra Cricket Association Stadium",5,1,6,0,"All",5,83.3333333333333
"Steven Smith",2016,"Rising Pune Supergiants","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",31,1,28,1,"All",Inf,110.714285714286
"Steven Smith",2016,"Rising Pune Supergiants","Mumbai Indians","Maharashtra Cricket Association Stadium",45,1,23,0,"All",45,195.652173913043
"Steven Smith",2016,"Rising Pune Supergiants","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",38,1,26,0,"All",38,146.153846153846
"Steven Smith",2016,"Rising Pune Supergiants","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",4,1,3,1,"All",Inf,133.333333333333
"Steven Smith",2016,"Rising Pune Supergiants","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",46,0,36,0,"All",Inf,127.777777777778
"Steven Smith",2017,"Rising Pune Supergiants","Delhi Capitals","Feroz Shah Kotla",38,1,32,0,"All",38,118.75
"Steven Smith",2017,"Rising Pune Supergiants","Gujarat Lions","Maharashtra Cricket Association Stadium",4,1,2,0,"All",4,200
"Steven Smith",2017,"Rising Pune Supergiants","Gujarat Lions","Saurashtra Cricket Association Stadium",43,1,28,0,"All",43,153.571428571429
"Steven Smith",2017,"Rising Pune Supergiants","Kolkata Knight Riders","Eden Gardens",9,1,9,0,"All",9,100
"Steven Smith",2017,"Rising Pune Supergiants","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",51,0,37,0,"All",Inf,137.837837837838
"Steven Smith",2017,"Rising Pune Supergiants","Mumbai Indians","Maharashtra Cricket Association Stadium",84,0,54,0,"All",Inf,155.555555555556
"Steven Smith",2017,"Rising Pune Supergiants","Mumbai Indians","Rajiv Gandhi International Stadium",51,1,50,0,"All",51,102
"Steven Smith",2017,"Rising Pune Supergiants","Mumbai Indians","Wankhede Stadium",18,2,14,0,"All",9,128.571428571429
"Steven Smith",2017,"Rising Pune Supergiants","Punjab Kings","Holkar Cricket Stadium",26,1,27,0,"All",26,96.2962962962963
"Steven Smith",2017,"Rising Pune Supergiants","Punjab Kings","Maharashtra Cricket Association Stadium",15,0,18,0,"All",Inf,83.3333333333333
"Steven Smith",2017,"Rising Pune Supergiants","Royal Challengers Bangalore","M Chinnaswamy Stadium",27,1,24,0,"All",27,112.5
"Steven Smith",2017,"Rising Pune Supergiants","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",45,1,32,0,"All",45,140.625
"Steven Smith",2017,"Rising Pune Supergiants","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",27,1,21,0,"All",27,128.571428571429
"Steven Smith",2017,"Rising Pune Supergiants","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",34,1,39,0,"All",34,87.1794871794872
"Steven Smith",2019,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",28,1,30,0,"All",28,93.3333333333333
"Steven Smith",2019,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",15,1,22,0,"All",15,68.1818181818182
"Steven Smith",2019,"Rajasthan Royals","Delhi Capitals","Sawai Mansingh Stadium",50,1,32,0,"All",50,156.25
"Steven Smith",2019,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",2,1,6,0,"All",2,33.3333333333333
"Steven Smith",2019,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",73,0,59,0,"All",Inf,123.728813559322
"Steven Smith",2019,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",59,0,48,0,"All",Inf,122.916666666667
"Steven Smith",2019,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",12,1,15,0,"All",12,80
"Steven Smith",2019,"Rajasthan Royals","Punjab Kings","Sawai Mansingh Stadium",20,1,16,0,"All",20,125
"Steven Smith",2019,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",38,1,31,0,"All",38,122.58064516129
"Steven Smith",2019,"Rajasthan Royals","Sunrisers Hyderabad","Sawai Mansingh Stadium",22,1,16,0,"All",22,137.5
"Steven Smith",2020,"Rajasthan Royals","Chennai Super Kings","Sharjah Cricket Stadium",69,1,47,0,"All",69,146.808510638298
"Steven Smith",2020,"Rajasthan Royals","Chennai Super Kings","Zayed Cricket Stadium",26,0,34,0,"All",Inf,76.4705882352941
